OID_,DEM_Large_S3_Regm2b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
1880,-13,-4.235160971150472,20.312367767536479,-13.3057766,-3.3446088,3.1329548,3.9603448
1881,-13,-4.227704331150472,20.312367767536479,-13.3056650,-3.5285120,2.3926978,4.1951904
1882,-13,-4.220247691150472,20.312367767536479,-13.3054047,-3.6617613,2.6782341,4.5420299
1883,-13,-4.212791051150472,20.312367767536479,-13.3049879,-3.7334683,3.8645618,4.9757128
1884,-13,-4.205334411150472,20.312367767536479,-13.3044109,-3.7486501,5.4120102,5.4579673
1885,-13,-4.197877771150472,20.312367767536479,-13.3036757,-3.7163057,7.0741057,5.9477110
1886,-13,-4.190421131150472,20.312367767536479,-13.3027868,-3.6551805,8.7583323,6.4103136
1887,-13,-4.182964491150472,20.312367767536479,-13.3017511,-3.5768576,10.4302540,6.8183947
1888,-13,-4.175507851150472,20.312367767536479,-13.3005724,-3.4865947,12.0691147,7.1531296
1889,-13,-4.168051211150472,20.312367767536479,-13.2992582,-3.3828814,13.6561680,7.4039845
1890,-13,-4.160594571150471,20.312367767536479,-13.2978144,-3.2632000,15.1792860,7.5672174
1891,-13,-4.153137931150471,20.312367767536479,-13.2962503,-3.1359954,16.6162624,7.6448374
1892,-13,-4.145681291150471,20.312367767536479,-13.2945747,-3.0245745,17.9616375,7.6436162
1893,-13,-4.138224651150471,20.312367767536479,-13.2927971,-2.9499354,19.2307816,7.5742149
1894,-13,-4.130768011150471,20.312367767536479,-13.2909212,-2.9174485,20.4432259,7.4499049
1895,-13,-4.123311371150471,20.312367767536479,-13.2889471,-2.9245460,21.6199760,7.2840772
1896,-13,-4.115854731150471,20.312367767536479,-13.2868671,-2.9641993,22.7733288,7.0873718
1897,-13,-4.108398091150471,20.312367767536479,-13.2846727,-3.0159729,23.9114895,6.8657956
1898,-13,-4.100941451150471,20.312367767536479,-13.2823515,-3.0684080,25.0258942,6.6216679
1899,-13,-4.093484811150471,20.312367767536479,-13.2798929,-3.1241987,26.1031380,6.3558102
1900,-13,-4.086028171150472,20.312367767536479,-13.2772875,-3.1910999,27.1457615,6.0690365
1901,-13,-4.078571531150471,20.312367767536479,-13.2745237,-3.2725770,28.1521034,5.7640033
1902,-13,-4.071114891150472,20.312367767536479,-13.2715893,-3.3729811,29.1254787,5.4449081
1903,-13,-4.063658251150472,20.312367767536479,-13.2684717,-3.4825892,30.0809860,5.1166983
1904,-13,-4.056201611150472,20.312367767536479,-13.2651529,-3.5839503,31.0179100,4.7848396
