OID_,DEM_Large_S3_Clip6b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
4294,-13,-5.353656971150471,18.455664407536478,-13.2282448,-0.3441004,11.1154642,2.0832224
4295,-13,-5.346200331150471,18.455664407536478,-13.2296858,-0.3549317,11.3705091,2.0711391
4296,-13,-5.338743691150471,18.455664407536478,-13.2311773,-0.3464003,11.6623974,2.0634594
4297,-13,-5.331287051150471,18.455664407536478,-13.2327242,-0.3139288,12.0066071,2.0587351
4298,-13,-5.323830411150471,18.455664407536478,-13.2343292,-0.2698188,12.4168253,2.0532529
4299,-13,-5.316373771150471,18.455664407536478,-13.2360001,-0.2250752,12.8901358,2.0406635
4300,-13,-5.308917131150471,18.455664407536478,-13.2377415,-0.1942643,13.4125528,2.0129020
4301,-13,-5.301460491150471,18.455664407536478,-13.2395573,-0.1778201,13.9595823,1.9616421
4302,-13,-5.294003851150471,18.455664407536478,-13.2414474,-0.1747238,14.5106573,1.8788693
4303,-13,-5.286547211150471,18.455664407536478,-13.2434120,-0.1914844,15.0603781,1.7591448
4304,-13,-5.279090571150471,18.455664407536478,-13.2454491,-0.2306069,15.5724010,1.6018916
4305,-13,-5.271633931150471,18.455664407536478,-13.2475519,-0.2869027,16.0295219,1.4118353
4306,-13,-5.264177291150471,18.455664407536478,-13.2497120,-0.3641752,16.4294434,1.2000717
4307,-13,-5.256720651150471,18.455664407536478,-13.2519217,-0.4676993,16.7390594,0.9838122
4308,-13,-5.249264011150471,18.455664407536478,-13.2541647,-0.5907956,16.9433670,0.7876676
4309,-13,-5.241807371150471,18.455664407536478,-13.2564268,-0.7187623,17.0355034,0.6471606
4310,-13,-5.234350731150471,18.455664407536478,-13.2586918,-0.8339416,17.0155144,0.5964435
4311,-13,-5.226894091150471,18.455664407536478,-13.2609444,-0.9217575,16.9160118,0.6348495
4312,-13,-5.219437451150471,18.455664407536478,-13.2631750,-0.9839095,16.7643223,0.7214524
4313,-13,-5.211980811150471,18.455664407536478,-13.2653761,-1.0316483,16.5838871,0.8144750
4314,-13,-5.204524171150471,18.455664407536478,-13.2675428,-1.0646898,16.3883095,0.8926078
4315,-13,-5.197067531150471,18.455664407536478,-13.2696724,-1.0880717,16.1974277,0.9517397
4316,-13,-5.189610891150471,18.455664407536478,-13.2717619,-1.1005149,16.0266113,0.9979528
4317,-13,-5.182154251150471,18.455664407536478,-13.2738113,-1.0999861,15.8883772,1.0412729
4318,-13,-5.174697611150471,18.455664407536478,-13.2758198,-1.0807732,15.8135023,1.0906119
4319,-13,-5.167240971150471,18.455664407536478,-13.2777929,-1.0516934,15.8214197,1.1501681
4320,-13,-5.159784331150471,18.455664407536478,-13.2797346,-1.0277653,15.9244204,1.2186093
4321,-13,-5.152327691150471,18.455664407536478,-13.2816496,-1.0141752,16.1152344,1.2901931
4322,-13,-5.144871051150471,18.455664407536478,-13.2835417,-1.0188508,16.3879814,1.3569698
4323,-13,-5.137414411150471,18.455664407536478,-13.2854109,-1.0423180,16.7260399,1.4099857
4324,-13,-5.129957771150471,18.455664407536478,-13.2872553,-1.0821841,17.1099930,1.4415708
4325,-13,-5.122501131150471,18.455664407536478,-13.2890720,-1.1273196,17.5307236,1.4475932
4326,-13,-5.115044491150471,18.455664407536478,-13.2908564,-1.1732343,17.9780254,1.4281914
4327,-13,-5.107587851150471,18.455664407536478,-13.2926044,-1.2230664,18.4454918,1.3883710
4328,-13,-5.100131211150471,18.455664407536478,-13.2943096,-1.2824455,18.9174175,1.3383167
4329,-13,-5.092674571150471,18.455664407536478,-13.2959671,-1.3530790,19.3741589,1.2924762
4330,-13,-5.085217931150471,18.455664407536478,-13.2975664,-1.4312125,19.8025761,1.2679321
4331,-13,-5.077761291150471,18.455664407536478,-13.2990990,-1.5159463,20.1863403,1.2811475
4332,-13,-5.070304651150471,18.455664407536478,-13.3005524,-1.6005694,20.5164719,1.3428946
4333,-13,-5.062848011150471,18.455664407536478,-13.3019171,-1.6848897,20.7897415,1.4538128
4334,-13,-5.055391371150471,18.455664407536478,-13.3031807,-1.7684406,21.0022793,1.6045474
4335,-13,-5.047934731150471,18.455664407536478,-13.3043327,-1.8539628,21.1531181,1.7802571
4336,-13,-5.040478091150471,18.455664407536478,-13.3053646,-1.9399980,21.2460880,1.9656518
4337,-13,-5.033021451150471,18.455664407536478,-13.3062639,-2.0339108,21.2844887,2.1475303
4338,-13,-5.025564811150471,18.455664407536478,-13.3070230,-2.1251628,21.2737370,2.3157737
4339,-13,-5.018108171150471,18.455664407536478,-13.3076305,-2.2128060,21.2241020,2.4633524
4340,-13,-5.010651531150471,18.455664407536478,-13.3080797,-2.2930348,21.1496353,2.5859900
4341,-13,-5.003194891150471,18.455664407536478,-13.3083639,-2.3667996,21.0630589,2.6819384
4342,-13,-4.995738251150471,18.455664407536478,-13.3084784,-2.4251513,20.9807568,2.7514257
4343,-13,-4.988281611150471,18.455664407536478,-13.3084211,-2.4667780,20.9175053,2.7957823
4344,-13,-4.980824971150471,18.455664407536478,-13.3081903,-2.4863000,20.8799553,2.8169289
4345,-13,-4.973368331150471,18.455664407536478,-13.3077898,-2.4807086,20.8736744,2.8169482
4346,-13,-4.965911691150471,18.455664407536478,-13.3072243,-2.4415457,20.9014549,2.7980354
4347,-13,-4.958455051150471,18.455664407536478,-13.3065004,-2.3675787,20.9593964,2.7626567
4348,-13,-4.950998411150471,18.455664407536478,-13.3056326,-2.2600563,21.0369301,2.7137427
4349,-13,-4.943541771150471,18.455664407536478,-13.3046360,-2.1280611,21.1267738,2.6547837
4350,-13,-4.936085131150471,18.455664407536478,-13.3035278,-1.9737287,21.2192383,2.5897732
4351,-13,-4.928628491150471,18.455664407536478,-13.3023262,-1.7997665,21.3052101,2.5224802
4352,-13,-4.921171851150471,18.455664407536478,-13.3010521,-1.6110281,21.3741837,2.4557102
4353,-13,-4.913715211150471,18.455664407536478,-13.2997265,-1.4211884,21.4209194,2.3907261
4354,-13,-4.906258571150471,18.455664407536478,-13.2983704,-1.2458181,21.4504147,2.3273375
4355,-13,-4.898801931150471,18.455664407536478,-13.2970009,-1.0888584,21.4758663,2.2645280
4356,-13,-4.891345291150471,18.455664407536478,-13.2956305,-0.9560705,21.5086250,2.2011576
4357,-13,-4.883888651150471,18.455664407536478,-13.2942715,-0.8492346,21.5574360,2.1363106
4358,-13,-4.876432011150471,18.455664407536478,-13.2929277,-0.7723389,21.6341591,2.0690551
4359,-13,-4.868975371150471,18.455664407536478,-13.2916021,-0.7217451,21.7436581,1.9983411
4360,-13,-4.861518731150471,18.455664407536478,-13.2902918,-0.6967784,21.8883190,1.9227818
4361,-13,-4.854062091150471,18.455664407536478,-13.2889919,-0.6957401,22.0631504,1.8403350
4362,-13,-4.846605451150471,18.455664407536478,-13.2876940,-0.7136328,22.2653141,1.7485580
4363,-13,-4.839148811150471,18.455664407536478,-13.2863865,-0.7445153,22.4870186,1.6452705
4364,-13,-4.831692171150471,18.455664407536478,-13.2850580,-0.7773099,22.7164898,1.5292770
4365,-13,-4.824235531150471,18.455664407536478,-13.2836962,-0.8046185,22.9406166,1.4007076
4366,-13,-4.816778891150471,18.455664407536478,-13.2822905,-0.8222972,23.1419983,1.2610799
4367,-13,-4.809322251150471,18.455664407536478,-13.2808342,-0.8315769,23.3074684,1.1138874
4368,-13,-4.801865611150471,18.455664407536478,-13.2793226,-0.8351031,23.4277630,0.9656054
4369,-13,-4.794408971150471,18.455664407536478,-13.2777519,-0.8364844,23.4978161,0.8274403
4370,-13,-4.786952331150471,18.455664407536478,-13.2761202,-0.8311626,23.5167332,0.7175173
4371,-13,-4.779495691150471,18.455664407536478,-13.2744265,-0.8132697,23.4777565,0.6604316
4372,-13,-4.772039051150471,18.455664407536478,-13.2726755,-0.7821132,23.3771114,0.6748914
4373,-13,-4.764582411150471,18.455664407536478,-13.2708702,-0.7426266,23.2125340,0.7566513
4374,-13,-4.757125771150471,18.455664407536478,-13.2690182,-0.6922722,22.9880123,0.8835768
4375,-13,-4.749669131150471,18.455664407536478,-13.2671261,-0.6283737,22.7021332,1.0325319
4376,-13,-4.742212491150472,18.455664407536478,-13.2652054,-0.5583789,22.3506641,1.1870257
4377,-13,-4.734755851150471,18.455664407536478,-13.2632675,-0.4894349,21.9445210,1.3359120
4378,-13,-4.727299211150472,18.455664407536478,-13.2613201,-0.4223768,21.4926968,1.4709738
4379,-13,-4.719842571150471,18.455664407536478,-13.2593746,-0.3558666,20.9977894,1.5862015
4380,-13,-4.712385931150472,18.455664407536478,-13.2574387,-0.2915737,20.4711285,1.6777327
4381,-13,-4.704929291150471,18.455664407536478,-13.2555218,-0.2311699,19.9155579,1.7421907
4382,-13,-4.697472651150472,18.455664407536478,-13.2536316,-0.1814776,19.3391724,1.7771103
4383,-13,-4.690016011150472,18.455664407536478,-13.2517738,-0.1443454,18.7584362,1.7813529
4384,-13,-4.682559371150472,18.455664407536478,-13.2499533,-0.1146024,18.1813889,1.7549148
4385,-13,-4.675102731150472,18.455664407536478,-13.2481728,-0.1012667,17.6087666,1.6996918
4386,-13,-4.667646091150472,18.455664407536478,-13.2464361,-0.1110850,17.0612602,1.6189433
4387,-13,-4.660189451150472,18.455664407536478,-13.2447395,-0.1406628,16.5556870,1.5177433
4388,-13,-4.652732811150472,18.455664407536478,-13.2430811,-0.1780442,16.0981655,1.4025705
4389,-13,-4.645276171150472,18.455664407536478,-13.2414551,-0.2195711,15.6908808,1.2803662
4390,-13,-4.637819531150472,18.455664407536478,-13.2398586,-0.2593678,15.3332071,1.1581298
4391,-13,-4.630362891150472,18.455664407536478,-13.2382851,-0.2948329,15.0198984,1.0431880
4392,-13,-4.622906251150471,18.455664407536478,-13.2367325,-0.3232104,14.7445498,0.9417089
4393,-13,-4.615449611150471,18.455664407536478,-13.2351971,-0.3423488,14.5006065,0.8571507
4394,-13,-4.607992971150471,18.455664407536478,-13.2336769,-0.3557771,14.2756147,0.7912858
4395,-13,-4.600536331150471,18.455664407536478,-13.2321711,-0.3669019,14.0673714,0.7453395
4396,-13,-4.593079691150471,18.455664407536478,-13.2306786,-0.3722687,13.8762932,0.7187452
4397,-13,-4.585623051150471,18.455664407536478,-13.2291975,-0.3664319,13.6914501,0.7085215
4398,-13,-4.578166411150471,18.455664407536478,-13.2277298,-0.3516606,13.5059071,0.7098500
4399,-13,-4.570709771150471,18.455664407536478,-13.2262745,-0.3255031,13.3168526,0.7170404
4400,-13,-4.563253131150471,18.455664407536478,-13.2248354,-0.2921935,13.1091299,0.7243789
4401,-13,-4.555796491150471,18.455664407536478,-13.2234163,-0.2629389,12.8820591,0.7268348
4402,-13,-4.548339851150471,18.455664407536478,-13.2220201,-0.2490205,12.6456537,0.7205440
4403,-13,-4.540883211150471,18.455664407536478,-13.2206469,-0.2469244,12.4111490,0.7026997
4404,-13,-4.533426571150471,18.455664407536478,-13.2192965,-0.2595167,12.1852961,0.6724766
4405,-13,-4.525969931150471,18.455664407536478,-13.2179661,-0.2809548,11.9786310,0.6296358
4406,-13,-4.518513291150471,18.455664407536478,-13.2166529,-0.3071711,11.7971830,0.5761616
4407,-13,-4.511056651150471,18.455664407536478,-13.2153511,-0.3328349,11.6355982,0.5189356
4408,-13,-4.503600011150471,18.455664407536478,-13.2140589,-0.3604653,11.4993353,0.4691198
4409,-13,-4.496143371150471,18.455664407536478,-13.2127695,-0.3941686,11.3840714,0.4406125
4410,-13,-4.488686731150471,18.455664407536478,-13.2114801,-0.4381820,11.2992792,0.4445784
4411,-13,-4.481230091150471,18.455664407536478,-13.2101831,-0.4831837,11.2600851,0.4818850
4412,-13,-4.473773451150471,18.455664407536478,-13.2088709,-0.5150918,11.2604923,0.5437086
4413,-13,-4.466316811150471,18.455664407536478,-13.2075377,-0.5266941,11.2874203,0.6190413
4414,-13,-4.458860171150471,18.455664407536478,-13.2061806,-0.5191297,11.3295698,0.6987085
4415,-13,-4.451403531150471,18.455664407536478,-13.2047977,-0.4954497,11.3738956,0.7765968
4416,-13,-5.390940171150471,18.448207767536481,-13.2210903,-0.0991474,10.9025898,2.0157094
4417,-13,-5.383483531150471,18.448207767536481,-13.2223234,-0.1551529,11.0451412,2.0408230
4418,-13,-5.376026891150471,18.448207767536481,-13.2236156,-0.2095993,11.2009935,2.0539699
4419,-13,-5.368570251150471,18.448207767536481,-13.2249622,-0.2572351,11.3715811,2.0569384
4420,-13,-5.361113611150471,18.448207767536481,-13.2263632,-0.2982163,11.5613775,2.0531225
4421,-13,-5.353656971150471,18.448207767536481,-13.2278166,-0.3316102,11.7704182,2.0462601
4422,-13,-5.346200331150471,18.448207767536481,-13.2293205,-0.3531520,12.0022039,2.0389681
4423,-13,-5.338743691150471,18.448207767536481,-13.2308769,-0.3575197,12.2659006,2.0323370
4424,-13,-5.331287051150471,18.448207767536481,-13.2324867,-0.3413278,12.5723333,2.0252373
4425,-13,-5.323830411150471,18.448207767536481,-13.2341537,-0.3127974,12.9397974,2.0147767
4426,-13,-5.316373771150471,18.448207767536481,-13.2358837,-0.2843495,13.3647652,1.9958978
4427,-13,-5.308917131150471,18.448207767536481,-13.2376814,-0.2688660,13.8325262,1.9619128
4428,-13,-5.301460491150471,18.448207767536481,-13.2395487,-0.2640155,14.3229351,1.9058144
4429,-13,-5.294003851150471,18.448207767536481,-13.2414865,-0.2695265,14.8189030,1.8208702
4430,-13,-5.286547211150471,18.448207767536481,-13.2434940,-0.2905266,15.3130817,1.7027853
4431,-13,-5.279090571150471,18.448207767536481,-13.2455683,-0.3299718,15.7746172,1.5517235
4432,-13,-5.271633931150471,18.448207767536481,-13.2477026,-0.3813828,16.1868820,1.3727934
4433,-13,-5.264177291150471,18.448207767536481,-13.2498903,-0.4494822,16.5483551,1.1771040
4434,-13,-5.256720651150471,18.448207767536481,-13.2521229,-0.5389093,16.8305950,0.9813479
4435,-13,-5.249264011150471,18.448207767536481,-13.2543869,-0.6442790,17.0169296,0.8085737
4436,-13,-5.241807371150471,18.448207767536481,-13.2566690,-0.7513187,17.1045170,0.6892503
4437,-13,-5.234350731150471,18.448207767536481,-13.2589550,-0.8438428,17.0927296,0.6482735
4438,-13,-5.226894091150471,18.448207767536481,-13.2612314,-0.9085963,17.0115318,0.6824106
4439,-13,-5.219437451150471,18.448207767536481,-13.2634907,-0.9500999,16.8913364,0.7604561
4440,-13,-5.211980811150471,18.448207767536481,-13.2657261,-0.9794915,16.7491360,0.8492987
4441,-13,-5.204524171150471,18.448207767536481,-13.2679358,-0.9969867,16.5981102,0.9303493
4442,-13,-5.197067531150471,18.448207767536481,-13.2701168,-1.0101789,16.4570045,0.9988055
4443,-13,-5.189610891150471,18.448207767536481,-13.2722683,-1.0188779,16.3319206,1.0581824
4444,-13,-5.182154251150471,18.448207767536481,-13.2743883,-1.0181882,16.2351818,1.1145387
4445,-13,-5.174697611150471,18.448207767536481,-13.2764797,-1.0037365,16.1964569,1.1725073
4446,-13,-5.167240971150471,18.448207767536481,-13.2785444,-0.9848416,16.2304497,1.2328390
4447,-13,-5.159784331150471,18.448207767536481,-13.2805872,-0.9735732,16.3488216,1.2924713
4448,-13,-5.152327691150471,18.448207767536481,-13.2826128,-0.9782689,16.5448704,1.3460541
4449,-13,-5.144871051150471,18.448207767536481,-13.2846222,-1.0051160,16.8062248,1.3873816
4450,-13,-5.137414411150471,18.448207767536481,-13.2866154,-1.0548716,17.1221447,1.4098495
4451,-13,-5.129957771150471,18.448207767536481,-13.2885904,-1.1243739,17.4701080,1.4084927
4452,-13,-5.122501131150471,18.448207767536481,-13.2905407,-1.2001921,17.8389778,1.3821830
4453,-13,-5.115044491150471,18.448207767536481,-13.2924604,-1.2769850,18.2248402,1.3348714
4454,-13,-5.107587851150471,18.448207767536481,-13.2943430,-1.3586055,18.6208839,1.2768174
4455,-13,-5.100131211150471,18.448207767536481,-13.2961826,-1.4501138,19.0135193,1.2253219
4456,-13,-5.092674571150471,18.448207767536481,-13.2979698,-1.5515643,19.3844051,1.2027791
4457,-13,-5.085217931150471,18.448207767536481,-13.2996941,-1.6620901,19.7206821,1.2307636
4458,-13,-5.077761291150471,18.448207767536481,-13.3013439,-1.7749403,20.0066032,1.3214678
4459,-13,-5.070304651150471,18.448207767536481,-13.3029060,-1.8845787,20.2372417,1.4725896
4460,-13,-5.062848011150471,18.448207767536481,-13.3043680,-1.9891313,20.4098282,1.6702322
4461,-13,-5.055391371150471,18.448207767536481,-13.3057184,-2.0897210,20.5216312,1.8956889
4462,-13,-5.047934731150471,18.448207767536481,-13.3069439,-2.1861103,20.5755157,2.1306725
4463,-13,-5.040478091150471,18.448207767536481,-13.3080368,-2.2800379,20.5778885,2.3597825
4464,-13,-5.033021451150471,18.448207767536481,-13.3089848,-2.3775730,20.5310078,2.5711040
4465,-13,-5.025564811150471,18.448207767536481,-13.3097792,-2.4690809,20.4407406,2.7563593
4466,-13,-5.018108171150471,18.448207767536481,-13.3104095,-2.5510015,20.3212223,2.9104290
4467,-13,-5.010651531150471,18.448207767536481,-13.3108702,-2.6216745,20.1889744,3.0309424
4468,-13,-5.003194891150471,18.448207767536481,-13.3111563,-2.6802003,20.0565777,3.1180177
4469,-13,-4.995738251150471,18.448207767536481,-13.3112631,-2.7199433,19.9419765,3.1734772
4470,-13,-4.988281611150471,18.448207767536481,-13.3111897,-2.7420795,19.8572407,3.1998503
4471,-13,-4.980824971150471,18.448207767536481,-13.3109379,-2.7404163,19.8141670,3.1999347
4472,-13,-4.973368331150471,18.448207767536481,-13.3105116,-2.7095122,19.8156300,3.1764991
4473,-13,-4.965911691150471,18.448207767536481,-13.3099155,-2.6432197,19.8607368,3.1323991
4474,-13,-4.958455051150471,18.448207767536481,-13.3091602,-2.5402114,19.9406834,3.0709531
4475,-13,-4.950998411150471,18.448207767536481,-13.3082609,-2.4029653,20.0447598,2.9961963
4476,-13,-4.943541771150471,18.448207767536481,-13.3072338,-2.2432835,20.1607456,2.9128001
4477,-13,-4.936085131150471,18.448207767536481,-13.3060989,-2.0641751,20.2767754,2.8259492
4478,-13,-4.928628491150471,18.448207767536481,-13.3048754,-1.8666315,20.3838673,2.7404845
4479,-13,-4.921171851150471,18.448207767536481,-13.3035841,-1.6581324,20.4700851,2.6597655
4480,-13,-4.913715211150471,18.448207767536481,-13.3022480,-1.4528586,20.5317459,2.5851200
4481,-13,-4.906258571150471,18.448207767536481,-13.3008890,-1.2651440,20.5743141,2.5161297
4482,-13,-4.898801931150471,18.448207767536481,-13.2995234,-1.1009474,20.6119938,2.4512944
4483,-13,-4.891345291150471,18.448207767536481,-13.2981653,-0.9674078,20.6579933,2.3889084
4484,-13,-4.883888651150471,18.448207767536481,-13.2968245,-0.8663335,20.7270451,2.3275800
4485,-13,-4.876432011150471,18.448207767536481,-13.2955074,-0.8004224,20.8299961,2.2658796
4486,-13,-4.868975371150471,18.448207767536481,-13.2942123,-0.7655411,20.9723873,2.2021580
4487,-13,-4.861518731150471,18.448207767536481,-13.2929373,-0.7600696,21.1557655,2.1343672
4488,-13,-4.854062091150471,18.448207767536481,-13.2916737,-0.7785830,21.3762093,2.0597527
4489,-13,-4.846605451150471,18.448207767536481,-13.2904119,-0.8182386,21.6279907,1.9751559
4490,-13,-4.839148811150471,18.448207767536481,-13.2891378,-0.8706000,21.9022827,1.8777268
4491,-13,-4.831692171150471,18.448207767536481,-13.2878389,-0.9248258,22.1896839,1.7656087
4492,-13,-4.824235531150471,18.448207767536481,-13.2864990,-0.9708115,22.4734554,1.6381817
4493,-13,-4.816778891150471,18.448207767536481,-13.2851076,-1.0032340,22.7369709,1.4960742
4494,-13,-4.809322251150471,18.448207767536481,-13.2836552,-1.0222018,22.9658318,1.3413923
4495,-13,-4.801865611150471,18.448207767536481,-13.2821360,-1.0327576,23.1495380,1.1783316
4496,-13,-4.794408971150471,18.448207767536481,-13.2805452,-1.0360268,23.2824116,1.0144289
4497,-13,-4.786952331150471,18.448207767536481,-13.2788830,-1.0272580,23.3618431,0.8623421
4498,-13,-4.779495691150471,18.448207767536481,-13.2771463,-1.0024387,23.3830662,0.7427828
4499,-13,-4.772039051150471,18.448207767536481,-13.2753401,-0.9620824,23.3390770,0.6832616
4500,-13,-4.764582411150471,18.448207767536481,-13.2734709,-0.9073314,23.2298145,0.7036174
4501,-13,-4.757125771150471,18.448207767536481,-13.2715445,-0.8412073,23.0534363,0.7970777
4502,-13,-4.749669131150471,18.448207767536481,-13.2695723,-0.7584851,22.8109741,0.9367788
4503,-13,-4.742212491150472,18.448207767536481,-13.2675648,-0.6697417,22.4979095,1.0972043
4504,-13,-4.734755851150471,18.448207767536481,-13.2655354,-0.5803407,22.1208515,1.2606275
4505,-13,-4.727299211150472,18.448207767536481,-13.2634945,-0.4930002,21.6926231,1.4148533
4506,-13,-4.719842571150471,18.448207767536481,-13.2614536,-0.4065335,21.2114601,1.5514110
4507,-13,-4.712385931150472,18.448207767536481,-13.2594242,-0.3243867,20.6927853,1.6648618
4508,-13,-4.704929291150471,18.448207767536481,-13.2574139,-0.2470895,20.1393471,1.7506307
4509,-13,-4.697472651150472,18.448207767536481,-13.2554340,-0.1800749,19.5552883,1.8052385
4510,-13,-4.690016011150472,18.448207767536481,-13.2534904,-0.1298833,18.9607468,1.8268261
4511,-13,-4.682559371150472,18.448207767536481,-13.2515888,-0.0892094,18.3647099,1.8148713
4512,-13,-4.675102731150472,18.448207767536481,-13.2497320,-0.0667168,17.7697487,1.7708031
4513,-13,-4.667646091150472,18.448207767536481,-13.2479248,-0.0709895,17.1939716,1.6976488
4514,-13,-4.660189451150472,18.448207767536481,-13.2461643,-0.0966294,16.6619110,1.6004370
4515,-13,-4.652732811150472,18.448207767536481,-13.2444468,-0.1328047,16.1739578,1.4856182
4516,-13,-4.645276171150472,18.448207767536481,-13.2427683,-0.1753903,15.7362928,1.3603615
4517,-13,-4.637819531150472,18.448207767536481,-13.2411242,-0.2188318,15.3523207,1.2320293
4518,-13,-4.630362891150472,18.448207767536481,-13.2395077,-0.2579299,15.0133572,1.1084479
4519,-13,-4.622906251150471,18.448207767536481,-13.2379169,-0.2929557,14.7153416,0.9965981
4520,-13,-4.615449611150471,18.448207767536481,-13.2363462,-0.3204072,14.4539633,0.9007245
4521,-13,-4.607992971150471,18.448207767536481,-13.2347946,-0.3411942,14.2171211,0.8234739
4522,-13,-4.600536331150471,18.448207767536481,-13.2332592,-0.3585489,13.9996777,0.7669789
4523,-13,-4.593079691150471,18.448207767536481,-13.2317381,-0.3698818,13.8020544,0.7313455
4524,-13,-4.585623051150471,18.448207767536481,-13.2302303,-0.3692820,13.6142588,0.7139465
4525,-13,-4.578166411150471,18.448207767536481,-13.2287359,-0.3595472,13.4257488,0.7099536
4526,-13,-4.570709771150471,18.448207767536481,-13.2272568,-0.3386728,13.2355728,0.7132970
4527,-13,-4.563253131150471,18.448207767536481,-13.2257938,-0.3099816,13.0298586,0.7175692
4528,-13,-4.555796491150471,18.448207767536481,-13.2243509,-0.2856340,12.8016338,0.7170709
4529,-13,-4.548339851150471,18.448207767536481,-13.2229319,-0.2762077,12.5677214,0.7073656
4530,-13,-4.540883211150471,18.448207767536481,-13.2215366,-0.2786415,12.3369713,0.6851541
4531,-13,-4.533426571150471,18.448207767536481,-13.2201633,-0.2955506,12.1143265,0.6492637
4532,-13,-4.525969931150471,18.448207767536481,-13.2188110,-0.3229732,11.9147425,0.5991839
4533,-13,-4.518513291150471,18.448207767536481,-13.2174749,-0.3542321,11.7428122,0.5369411
4534,-13,-4.511056651150471,18.448207767536481,-13.2161503,-0.3863281,11.5953856,0.4699159
4535,-13,-4.503600011150471,18.448207767536481,-13.2148333,-0.4199024,11.4761724,0.4108774
4536,-13,-4.496143371150471,18.448207767536481,-13.2135172,-0.4583290,11.3841619,0.3774455
4537,-13,-4.488686731150471,18.448207767536481,-13.2122002,-0.5063332,11.3261271,0.3841178
4538,-13,-4.481230091150471,18.448207767536481,-13.2108717,-0.5548058,11.3201046,0.4298276
4539,-13,-4.473773451150471,18.448207767536481,-13.2095261,-0.5884705,11.3570433,0.5006412
4540,-13,-4.466316811150471,18.448207767536481,-13.2081556,-0.5978025,11.4246178,0.5824772
4541,-13,-4.458860171150471,18.448207767536481,-13.2067585,-0.5874855,11.5070992,0.6655183
4542,-13,-4.451403531150471,18.448207767536481,-13.2053328,-0.5585242,11.5928621,0.7440246
4543,-13,-5.390940171150471,18.440751127536480,-13.2202702,-0.0280762,11.5542555,1.8954668
4544,-13,-5.383483531150471,18.440751127536480,-13.2215614,-0.0890928,11.7034864,1.9329408
4545,-13,-5.376026891150471,18.440751127536480,-13.2229118,-0.1477605,11.8631630,1.9586689
4546,-13,-5.368570251150471,18.440751127536480,-13.2243185,-0.1998321,12.0331230,1.9741164
4547,-13,-5.361113611150471,18.440751127536480,-13.2257786,-0.2452256,12.2170105,1.9819535
4548,-13,-5.353656971150471,18.440751127536480,-13.2272911,-0.2850732,12.4172115,1.9850748
4549,-13,-5.346200331150471,18.440751127536480,-13.2288561,-0.3142420,12.6348066,1.9852439
4550,-13,-5.338743691150471,18.440751127536480,-13.2304735,-0.3298190,12.8790665,1.9830184
4551,-13,-5.331287051150471,18.440751127536480,-13.2321434,-0.3267933,13.1586227,1.9774046
4552,-13,-5.323830411150471,18.440751127536480,-13.2338705,-0.3147850,13.4901667,1.9660734
4553,-13,-5.316373771150471,18.440751127536480,-13.2356596,-0.3015017,13.8731079,1.9448935
4554,-13,-5.308917131150471,18.440751127536480,-13.2375126,-0.3016365,14.2915182,1.9084212
4555,-13,-5.301460491150471,18.440751127536480,-13.2394323,-0.3100464,14.7297964,1.8509642
4556,-13,-5.294003851150471,18.440751127536480,-13.2414179,-0.3269938,15.1717682,1.7670048
4557,-13,-5.286547211150471,18.440751127536480,-13.2434673,-0.3552973,15.6112375,1.6534871
4558,-13,-5.279090571150471,18.440751127536480,-13.2455797,-0.3972276,16.0208645,1.5114657
4559,-13,-5.271633931150471,18.440751127536480,-13.2477465,-0.4470699,16.3880959,1.3465695
4560,-13,-5.264177291150471,18.440751127536480,-13.2499628,-0.5086100,16.7105484,1.1700358
4561,-13,-5.256720651150471,18.440751127536480,-13.2522202,-0.5875894,16.9642601,0.9978681
4562,-13,-5.249264011150471,18.440751127536480,-13.2545071,-0.6780931,17.1329136,0.8508643
4563,-13,-5.241807371150471,18.440751127536480,-13.2568111,-0.7667928,17.2135086,0.7535748
4564,-13,-5.234350731150471,18.440751127536480,-13.2591200,-0.8385698,17.2087727,0.7222633
4565,-13,-5.226894091150471,18.440751127536480,-13.2614212,-0.8839764,17.1462212,0.7522102
4566,-13,-5.219437451150471,18.440751127536480,-13.2637100,-0.9073079,17.0554562,0.8208829
4567,-13,-5.211980811150471,18.440751127536480,-13.2659826,-0.9176919,16.9503193,0.9034220
4568,-13,-5.204524171150471,18.440751127536480,-13.2682362,-0.9211863,16.8442039,0.9841757
4569,-13,-5.197067531150471,18.440751127536480,-13.2704687,-0.9250951,16.7499542,1.0576785
4570,-13,-5.189610891150471,18.440751127536480,-13.2726822,-0.9292810,16.6706524,1.1249803
4571,-13,-5.182154251150471,18.440751127536480,-13.2748737,-0.9270779,16.6173267,1.1887192
4572,-13,-5.174697611150471,18.440751127536480,-13.2770462,-0.9170694,16.6142979,1.2502780
4573,-13,-5.167240971150471,18.440751127536480,-13.2792015,-0.9079139,16.6766319,1.3079286
4574,-13,-5.159784331150471,18.440751127536480,-13.2813444,-0.9094087,16.8088207,1.3572879
4575,-13,-5.152327691150471,18.440751127536480,-13.2834787,-0.9294692,17.0067959,1.3930939
4576,-13,-5.144871051150471,18.440751127536480,-13.2856035,-0.9772216,17.2594528,1.4102073
4577,-13,-5.137414411150471,18.440751127536480,-13.2877207,-1.0535035,17.5490417,1.4037633
