OID_,DEM_Large_S3_Regm8c,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
1022,-13,-5.323830411150471,20.379477527536476,-13.2558441,-1.6494273,16.0118866,1.6456252
1023,-13,-5.316373771150471,20.379477527536476,-13.2571058,-1.7189901,16.1113052,1.7861068
1024,-13,-5.308917131150471,20.379477527536476,-13.2583055,-1.7859479,16.2017670,1.9338658
1025,-13,-5.301460491150471,20.379477527536476,-13.2594366,-1.8456435,16.2853184,2.0858941
1026,-13,-5.294003851150471,20.379477527536476,-13.2604952,-1.8973798,16.3623924,2.2390463
1027,-13,-5.286547211150471,20.379477527536476,-13.2614746,-1.9379436,16.4359322,2.3905115
1028,-13,-5.279090571150471,20.379477527536476,-13.2623730,-1.9709300,16.5121403,2.5377567
1029,-13,-5.271633931150471,20.379477527536476,-13.2631884,-1.9949774,16.5857124,2.6782727
1030,-13,-5.264177291150471,20.379477527536476,-13.2639170,-2.0138879,16.6555405,2.8095658
1031,-13,-5.256720651150471,20.379477527536476,-13.2645588,-2.0304630,16.7214088,2.9294074
1032,-13,-5.249264011150471,20.379477527536476,-13.2651129,-2.0477965,16.7805843,3.0359883
1033,-13,-5.241807371150471,20.379477527536476,-13.2655773,-2.0623286,16.8307304,3.1281152
1034,-13,-5.234350731150471,20.379477527536476,-13.2659521,-2.0701036,16.8725395,3.2050738
1035,-13,-5.226894091150471,20.379477527536476,-13.2662354,-2.0707529,16.9036160,3.2666159
1036,-13,-5.219437451150471,20.379477527536476,-13.2664280,-2.0647905,16.9250069,3.3130553
1037,-13,-5.211980811150471,20.379477527536476,-13.2665310,-2.0564241,16.9404812,3.3452370
1038,-13,-5.204524171150471,20.379477527536476,-13.2665453,-2.0462067,16.9512615,3.3645782
1039,-13,-5.197067531150471,20.379477527536476,-13.2664738,-2.0360830,16.9618645,3.3730648
1040,-13,-5.189610891150471,20.379477527536476,-13.2663155,-2.0198617,16.9779549,3.3732536
1041,-13,-5.182154251150471,20.379477527536476,-13.2660742,-1.9919189,17.0059052,3.3681238
1042,-13,-5.174697611150471,20.379477527536476,-13.2657509,-1.9510416,17.0425720,3.3605947
1043,-13,-5.167240971150471,20.379477527536476,-13.2653513,-1.9011890,17.0899296,3.3534184
1044,-13,-5.159784331150471,20.379477527536476,-13.2648830,-1.8491499,17.1461468,3.3488946
1045,-13,-5.152327691150471,20.379477527536476,-13.2643518,-1.8045549,17.2171535,3.3487256
1046,-13,-5.144871051150471,20.379477527536476,-13.2637644,-1.7689368,17.3060856,3.3541307
1047,-13,-5.137414411150471,20.379477527536476,-13.2631245,-1.7412238,17.4167633,3.3658311
1048,-13,-5.129957771150471,20.379477527536476,-13.2624369,-1.7193441,17.5488281,3.3839459
1049,-13,-5.122501131150471,20.379477527536476,-13.2617044,-1.7036523,17.7028828,3.4075980
1050,-13,-5.115044491150471,20.379477527536476,-13.2609301,-1.6949387,17.8774605,3.4347236
1051,-13,-5.107587851150472,20.379477527536476,-13.2601175,-1.7002594,18.0700607,3.4624727
1052,-13,-5.100131211150471,20.379477527536476,-13.2592649,-1.7207950,18.2858753,3.4876668
1053,-13,-5.092674571150472,20.379477527536476,-13.2583723,-1.7583247,18.5280514,3.5071471
1054,-13,-5.085217931150471,20.379477527536476,-13.2574348,-1.8069804,18.8016872,3.5179782
1055,-13,-5.077761291150471,20.379477527536476,-13.2564459,-1.8572205,19.1091328,3.5174553
1056,-13,-5.070304651150471,20.379477527536476,-13.2553978,-1.8916398,19.4460468,3.5030556
1057,-13,-5.062848011150471,20.379477527536476,-13.2542839,-1.9064183,19.7997513,3.4722261
1058,-13,-5.055391371150471,20.379477527536476,-13.2531013,-1.9055670,20.1605053,3.4226515
1059,-13,-5.047934731150471,20.379477527536476,-13.2518482,-1.8917055,20.5266991,3.3527381
1060,-13,-5.040478091150471,20.379477527536476,-13.2505207,-1.8614815,20.8914490,3.2620213
1061,-13,-5.033021451150471,20.379477527536476,-13.2491207,-1.8128844,21.2498932,3.1514461
1062,-13,-5.025564811150471,20.379477527536476,-13.2476463,-1.7446398,21.5942917,3.0231457
1063,-13,-5.018108171150471,20.379477527536476,-13.2461023,-1.6577823,21.9152107,2.8801026
1064,-13,-5.010651531150471,20.379477527536476,-13.2444944,-1.5577505,22.2047577,2.7256951
1065,-13,-5.003194891150471,20.379477527536476,-13.2428274,-1.4451091,22.4588223,2.5634623
1066,-13,-4.995738251150471,20.379477527536476,-13.2411098,-1.3229693,22.6675415,2.3971238
1067,-13,-4.988281611150471,20.379477527536476,-13.2393503,-1.2013627,22.8315163,2.2303677
1068,-13,-4.980824971150471,20.379477527536476,-13.2375584,-1.0869678,22.9579887,2.0667686
1069,-13,-4.973368331150471,20.379477527536476,-13.2357407,-0.9699993,23.0519619,1.9097198
1070,-13,-4.965911691150471,20.379477527536476,-13.2339039,-0.8501726,23.1100330,1.7620606
1071,-13,-4.958455051150471,20.379477527536476,-13.2320566,-0.7267696,23.1345100,1.6260121
1072,-13,-4.950998411150471,20.379477527536476,-13.2302065,-0.6016731,23.1265545,1.5032172
1073,-13,-4.943541771150471,20.379477527536476,-13.2283630,-0.4681840,23.0838089,1.3945676
1074,-13,-4.936085131150471,20.379477527536476,-13.2265339,-0.3314741,23.0076332,1.3006945
1075,-13,-4.928628491150471,20.379477527536476,-13.2247295,-0.1888854,22.8995686,1.2220001
1076,-13,-4.921171851150471,20.379477527536476,-13.2229614,-0.0455831,22.7612381,1.1579466
1077,-13,-4.913715211150471,20.379477527536476,-13.2212410,0.0966757,22.5964565,1.1069850
1078,-13,-4.906258571150471,20.379477527536476,-13.2195787,0.2440881,22.4144268,1.0662712
1079,-13,-4.898801931150471,20.379477527536476,-13.2179861,0.3950931,22.2074566,1.0317562
1080,-13,-4.891345291150471,20.379477527536476,-13.2164793,0.5368308,21.9792309,0.9993480
1081,-13,-4.883888651150471,20.379477527536476,-13.2150717,0.6543428,21.7430992,0.9668580
1082,-13,-4.876432011150471,20.379477527536476,-13.2137747,0.7394578,21.5086899,0.9349973
1083,-13,-4.868975371150471,20.379477527536476,-13.2125988,0.7812589,21.2941551,0.9071681
1084,-13,-4.861518731150471,20.379477527536476,-13.2115488,0.7749676,21.1137581,0.8890860
1085,-13,-4.854062091150471,20.379477527536476,-13.2106237,0.7274759,20.9759407,0.8881560
1086,-13,-4.846605451150471,20.379477527536476,-13.2098198,0.6460201,20.8788166,0.9105931
1087,-13,-4.839148811150471,20.379477527536476,-13.2091303,0.5428835,20.8148499,0.9584613
1088,-13,-5.420766731150471,20.372020887536475,-13.2376060,-0.9786516,14.0502949,0.5989684
1089,-13,-5.413310091150471,20.372020887536475,-13.2392035,-0.9201892,14.0584431,0.5363059
1090,-13,-5.405853451150471,20.372020887536475,-13.2407856,-0.8868870,14.1227331,0.5649238
1091,-13,-5.398396811150471,20.372020887536475,-13.2423582,-0.8752608,14.2365313,0.6405772
1092,-13,-5.390940171150471,20.372020887536475,-13.2439260,-0.8844381,14.3899269,0.7251732
1093,-13,-5.383483531150471,20.372020887536475,-13.2454920,-0.9192144,14.5648623,0.8024008
1094,-13,-5.376026891150471,20.372020887536475,-13.2470570,-0.9782904,14.7512636,0.8702850
1095,-13,-5.368570251150471,20.372020887536475,-13.2486172,-1.0616022,14.9279051,0.9336597
1096,-13,-5.361113611150471,20.372020887536475,-13.2501669,-1.1577716,15.0814934,0.9992982
1097,-13,-5.353656971150471,20.372020887536475,-13.2516985,-1.2617387,15.2125874,1.0741649
1098,-13,-5.346200331150471,20.372020887536475,-13.2532053,-1.3678874,15.3182545,1.1635665
1099,-13,-5.338743691150471,20.372020887536475,-13.2546768,-1.4714622,15.3983383,1.2701908
1100,-13,-5.331287051150471,20.372020887536475,-13.2561045,-1.5622813,15.4605904,1.3939042
1101,-13,-5.323830411150471,20.372020887536475,-13.2574816,-1.6450990,15.5137205,1.5322579
1102,-13,-5.316373771150471,20.372020887536475,-13.2588024,-1.7227024,15.5578957,1.6821468
1103,-13,-5.308917131150471,20.372020887536475,-13.2600594,-1.7986780,15.5903749,1.8404664
1104,-13,-5.301460491150471,20.372020887536475,-13.2612467,-1.8681132,15.6149426,2.0038970
1105,-13,-5.294003851150471,20.372020887536475,-13.2623587,-1.9275618,15.6321688,2.1689408
1106,-13,-5.286547211150471,20.372020887536475,-13.2633896,-1.9738650,15.6484604,2.3324139
1107,-13,-5.279090571150471,20.372020887536475,-13.2643356,-2.0141184,15.6681099,2.4914286
1108,-13,-5.271633931150471,20.372020887536475,-13.2651939,-2.0457256,15.6870527,2.6430855
1109,-13,-5.264177291150471,20.372020887536475,-13.2659626,-2.0684042,15.7070866,2.7845793
1110,-13,-5.256720651150471,20.372020887536475,-13.2666397,-2.0867910,15.7300835,2.9133277
1111,-13,-5.249264011150471,20.372020887536475,-13.2672243,-2.1056252,15.7505388,3.0271688
1112,-13,-5.241807371150471,20.372020887536475,-13.2677155,-2.1210046,15.7697840,3.1246128
1113,-13,-5.234350731150471,20.372020887536475,-13.2681103,-2.1264310,15.7848215,3.2046762
1114,-13,-5.226894091150471,20.372020887536475,-13.2684088,-2.1235547,15.7981758,3.2669494
1115,-13,-5.219437451150471,20.372020887536475,-13.2686129,-2.1094751,15.8097076,3.3116987
1116,-13,-5.211980811150471,20.372020887536475,-13.2687216,-2.0915325,15.8196039,3.3398592
1117,-13,-5.204524171150471,20.372020887536475,-13.2687387,-2.0681667,15.8325348,3.3529632
1118,-13,-5.197067531150471,20.372020887536475,-13.2686663,-2.0446148,15.8495855,3.3531804
1119,-13,-5.189610891150471,20.372020887536475,-13.2685051,-2.0145144,15.8765268,3.3434048
1120,-13,-5.182154251150471,20.372020887536475,-13.2682581,-1.9763961,15.9146452,3.3269889
1121,-13,-5.174697611150471,20.372020887536475,-13.2679291,-1.9221576,15.9657316,3.3073413
1122,-13,-5.167240971150471,20.372020887536475,-13.2675247,-1.8587642,16.0241032,3.2877698
1123,-13,-5.159784331150471,20.372020887536475,-13.2670507,-1.7944576,16.0907726,3.2711544
1124,-13,-5.152327691150471,20.372020887536475,-13.2665157,-1.7388440,16.1654453,3.2597337
1125,-13,-5.144871051150471,20.372020887536475,-13.2659264,-1.6940390,16.2531757,3.2551947
1126,-13,-5.137414411150471,20.372020887536475,-13.2652884,-1.6607314,16.3587265,3.2586603
1127,-13,-5.129957771150471,20.372020887536475,-13.2646055,-1.6370640,16.4825268,3.2705407
1128,-13,-5.122501131150471,20.372020887536475,-13.2638817,-1.6212630,16.6247616,3.2903025
1129,-13,-5.115044491150471,20.372020887536475,-13.2631197,-1.6157312,16.7864876,3.3161206
1130,-13,-5.107587851150472,20.372020887536475,-13.2623205,-1.6232060,16.9670753,3.3451502
1131,-13,-5.100131211150471,20.372020887536475,-13.2614870,-1.6479739,17.1708679,3.3741329
1132,-13,-5.092674571150472,20.372020887536475,-13.2606144,-1.6907166,17.4022827,3.3997874
1133,-13,-5.085217931150471,20.372020887536475,-13.2596998,-1.7480334,17.6685829,3.4190233
1134,-13,-5.077761291150471,20.372020887536475,-13.2587357,-1.8074208,17.9744053,3.4288573
1135,-13,-5.070304651150471,20.372020887536475,-13.2577133,-1.8506602,18.3173122,3.4264779
1136,-13,-5.062848011150471,20.372020887536475,-13.2566261,-1.8737500,18.6856861,3.4089401
1137,-13,-5.055391371150471,20.372020887536475,-13.2554703,-1.8780538,19.0700855,3.3733318
1138,-13,-5.047934731150471,20.372020887536475,-13.2542410,-1.8673033,19.4650631,3.3174133
1139,-13,-5.040478091150471,20.372020887536475,-13.2529383,-1.8390743,19.8656616,3.2399902
1140,-13,-5.033021451150471,20.372020887536475,-13.2515593,-1.7921461,20.2665806,3.1413620
1141,-13,-5.025564811150471,20.372020887536475,-13.2501059,-1.7229897,20.6569252,3.0231743
1142,-13,-5.018108171150471,20.372020887536475,-13.2485809,-1.6365534,21.0270100,2.8881390
1143,-13,-5.010651531150471,20.372020887536475,-13.2469883,-1.5366943,21.3698826,2.7395623
1144,-13,-5.003194891150471,20.372020887536475,-13.2453346,-1.4219153,21.6787453,2.5809495
1145,-13,-4.995738251150471,20.372020887536475,-13.2436285,-1.2952967,21.9427509,2.4161556
1146,-13,-4.988281611150471,20.372020887536475,-13.2418785,-1.1697642,22.1593246,2.2490964
1147,-13,-4.980824971150471,20.372020887536475,-13.2400932,-1.0516412,22.3356476,2.0835874
1148,-13,-4.973368331150471,20.372020887536475,-13.2382812,-0.9321492,22.4800282,1.9232979
1149,-13,-4.965911691150471,20.372020887536475,-13.2364492,-0.8083588,22.5865173,1.7714497
1150,-13,-4.958455051150471,20.372020887536475,-13.2346058,-0.6829257,22.6554813,1.6305319
1151,-13,-4.950998411150471,20.372020887536475,-13.2327595,-0.5551378,22.6908951,1.5023174
1152,-13,-4.943541771150471,20.372020887536475,-13.2309189,-0.4187676,22.6911449,1.3879055
1153,-13,-4.936085131150471,20.372020887536475,-13.2290936,-0.2783012,22.6528053,1.2880927
1154,-13,-4.928628491150471,20.372020887536475,-13.2272949,-0.1328638,22.5809689,1.2035449
1155,-13,-4.921171851150471,20.372020887536475,-13.2255335,0.0123971,22.4761829,1.1341033
1156,-13,-4.913715211150471,20.372020887536475,-13.2238216,0.1539375,22.3422565,1.0787096
1157,-13,-4.906258571150471,20.372020887536475,-13.2221699,0.2981246,22.1886864,1.0352821
1158,-13,-4.898801931150471,20.372020887536475,-13.2205915,0.4456746,22.0071430,1.0005203
1159,-13,-4.891345291150471,20.372020887536475,-13.2191000,0.5796559,21.8009930,0.9707730
1160,-13,-4.883888651150471,20.372020887536475,-13.2177105,0.6877012,21.5848961,0.9439728
1161,-13,-4.876432011150471,20.372020887536475,-13.2164326,0.7632793,21.3651466,0.9207181
1162,-13,-4.868975371150471,20.372020887536475,-13.2152767,0.7939259,21.1578484,0.9040258
1163,-13,-4.861518731150471,20.372020887536475,-13.2142458,0.7742054,20.9770584,0.8987212
1164,-13,-4.854062091150471,20.372020887536475,-13.2133398,0.7139333,20.8293476,0.9108257
1165,-13,-4.846605451150471,20.372020887536475,-13.2125540,0.6205369,20.7121277,0.9449528
1166,-13,-4.839148811150471,20.372020887536475,-13.2118797,0.5052128,20.6200848,1.0020400
1167,-13,-4.831692171150471,20.372020887536475,-13.2113075,0.3700734,20.5404530,1.0791907
1168,-13,-5.420766731150471,20.364564247536478,-13.2385092,-0.9317575,13.9604292,0.5662252
1169,-13,-5.413310091150471,20.364564247536478,-13.2401409,-0.8681536,13.9499788,0.4743703
1170,-13,-5.405853451150471,20.364564247536478,-13.2417574,-0.8311140,14.0003576,0.4815490
1171,-13,-5.398396811150471,20.364564247536478,-13.2433662,-0.8148344,14.1010475,0.5462772
1172,-13,-5.390940171150471,20.364564247536478,-13.2449732,-0.8205730,14.2405338,0.6236559
1173,-13,-5.383483531150471,20.364564247536478,-13.2465820,-0.8526844,14.4030361,0.6935547
1174,-13,-5.376026891150471,20.364564247536478,-13.2481909,-0.9134665,14.5716219,0.7530803
1175,-13,-5.368570251150471,20.364564247536478,-13.2497978,-0.9991786,14.7259140,0.8077323
1176,-13,-5.361113611150471,20.364564247536478,-13.2513971,-1.0961297,14.8508615,0.8657506
1177,-13,-5.353656971150471,20.364564247536478,-13.2529802,-1.2013204,14.9513645,0.9357185
1178,-13,-5.346200331150471,20.364564247536478,-13.2545395,-1.3130256,15.0223131,1.0238352
1179,-13,-5.338743691150471,20.364564247536478,-13.2560654,-1.4237950,15.0601521,1.1328288
1180,-13,-5.331287051150471,20.364564247536478,-13.2575493,-1.5223461,15.0748768,1.2618397
1181,-13,-5.323830411150471,20.364564247536478,-13.2589827,-1.6138040,15.0745049,1.4073814
1182,-13,-5.316373771150471,20.364564247536478,-13.2603598,-1.7022791,15.0611038,1.5657259
1183,-13,-5.308917131150471,20.364564247536478,-13.2616720,-1.7877047,15.0325499,1.7332973
1184,-13,-5.301460491150471,20.364564247536478,-13.2629128,-1.8657937,14.9922590,1.9064279
1185,-13,-5.294003851150471,20.364564247536478,-13.2640753,-1.9324983,14.9442558,2.0813239
1186,-13,-5.286547211150471,20.364564247536478,-13.2651548,-1.9882538,14.8973904,2.2545831
1187,-13,-5.279090571150471,20.364564247536478,-13.2661467,-2.0360703,14.8542414,2.4230974
1188,-13,-5.271633931150471,20.364564247536478,-13.2670479,-2.0738366,14.8124876,2.5837133
1189,-13,-5.264177291150471,20.364564247536478,-13.2678537,-2.1020288,14.7790785,2.7334518
1190,-13,-5.256720651150471,20.364564247536478,-13.2685652,-2.1244321,14.7527266,2.8694685
1191,-13,-5.249264011150471,20.364564247536478,-13.2691793,-2.1446660,14.7306108,2.9893270
1192,-13,-5.241807371150471,20.364564247536478,-13.2696953,-2.1605496,14.7139301,3.0913222
1193,-13,-5.234350731150471,20.364564247536478,-13.2701111,-2.1659245,14.7016459,3.1742659
1194,-13,-5.226894091150471,20.364564247536478,-13.2704258,-2.1592329,14.6965046,3.2376072
1195,-13,-5.219437451150471,20.364564247536478,-13.2706394,-2.1398685,14.6993647,3.2815275
1196,-13,-5.211980811150471,20.364564247536478,-13.2707558,-2.1120589,14.7096567,3.3069603
1197,-13,-5.204524171150471,20.364564247536478,-13.2707758,-2.0786903,14.7275753,3.3154352
1198,-13,-5.197067531150471,20.364564247536478,-13.2707024,-2.0417981,14.7569618,3.3091242
1199,-13,-5.189610891150471,20.364564247536478,-13.2705393,-2.0004680,14.7993660,3.2910037
1200,-13,-5.182154251150471,20.364564247536478,-13.2702885,-1.9493361,14.8556700,3.2646165
1201,-13,-5.174697611150471,20.364564247536478,-13.2699556,-1.8846781,14.9251118,3.2337363
1202,-13,-5.167240971150471,20.364564247536478,-13.2695456,-1.8085895,15.0014963,3.2021592
1203,-13,-5.159784331150471,20.364564247536478,-13.2690668,-1.7320379,15.0818329,3.1733205
1204,-13,-5.152327691150471,20.364564247536478,-13.2685280,-1.6635828,15.1654139,3.1500051
1205,-13,-5.144871051150471,20.364564247536478,-13.2679377,-1.6098523,15.2565441,3.1344168
1206,-13,-5.137414411150471,20.364564247536478,-13.2673006,-1.5710245,15.3603525,3.1281834
1207,-13,-5.129957771150471,20.364564247536478,-13.2666216,-1.5443463,15.4778185,3.1321087
1208,-13,-5.122501131150471,20.364564247536478,-13.2659044,-1.5268462,15.6108112,3.1460323
1209,-13,-5.115044491150471,20.364564247536478,-13.2651529,-1.5221057,15.7595873,3.1684990
1210,-13,-5.107587851150472,20.364564247536478,-13.2643671,-1.5317739,15.9251938,3.1968460
1211,-13,-5.100131211150471,20.364564247536478,-13.2635489,-1.5585430,16.1136341,3.2278500
1212,-13,-5.092674571150472,20.364564247536478,-13.2626953,-1.6042893,16.3309460,3.2582428
1213,-13,-5.085217931150471,20.364564247536478,-13.2618017,-1.6672906,16.5860214,3.2848918
1214,-13,-5.077761291150471,20.364564247536478,-13.2608614,-1.7343329,16.8865776,3.3046415
1215,-13,-5.070304651150471,20.364564247536478,-13.2598648,-1.7861812,17.2297878,3.3144495
1216,-13,-5.062848011150471,20.364564247536478,-13.2588043,-1.8167565,17.6078205,3.3110294
1217,-13,-5.055391371150471,20.364564247536478,-13.2576752,-1.8276151,18.0100288,3.2908766
1218,-13,-5.047934731150471,20.364564247536478,-13.2564735,-1.8209307,18.4315491,3.2510710
1219,-13,-5.040478091150471,20.364564247536478,-13.2551975,-1.7951862,18.8634815,3.1896491
1220,-13,-5.033021451150471,20.364564247536478,-13.2538443,-1.7504495,19.3006916,3.1061349
1221,-13,-5.025564811150471,20.364564247536478,-13.2524166,-1.6837779,19.7350330,3.0016162
1222,-13,-5.018108171150471,20.364564247536478,-13.2509146,-1.5992880,20.1530437,2.8784525
1223,-13,-5.010651531150471,20.364564247536478,-13.2493448,-1.4990299,20.5460434,2.7397604
1224,-13,-5.003194891150471,20.364564247536478,-13.2477121,-1.3843242,20.9070225,2.5889163
1225,-13,-4.995738251150471,20.364564247536478,-13.2460232,-1.2569209,21.2243996,2.4298368
1226,-13,-4.988281611150471,20.364564247536478,-13.2442894,-1.1292235,21.4934349,2.2666395
1227,-13,-4.980824971150471,20.364564247536478,-13.2425194,-1.0063995,21.7181568,2.1034136
1228,-13,-4.973368331150471,20.364564247536478,-13.2407207,-0.8866881,21.9078693,1.9440715
1229,-13,-4.965911691150471,20.364564247536478,-13.2389011,-0.7630180,22.0606766,1.7921091
1230,-13,-4.958455051150471,20.364564247536478,-13.2370701,-0.6368613,22.1744995,1.6503205
1231,-13,-4.950998411150471,20.364564247536478,-13.2352352,-0.5081099,22.2516079,1.5205822
1232,-13,-4.943541771150471,20.364564247536478,-13.2334061,-0.3728650,22.2926807,1.4040352
1233,-13,-4.936085131150471,20.364564247536478,-13.2315922,-0.2310831,22.2921257,1.3014801
1234,-13,-4.928628491150471,20.364564247536478,-13.2298069,-0.0858687,22.2546558,1.2136509
1235,-13,-4.921171851150471,20.364564247536478,-13.2280598,0.0560164,22.1821709,1.1406816
1236,-13,-4.913715211150471,20.364564247536478,-13.2263641,0.1932052,22.0793076,1.0819303
1237,-13,-4.906258571150471,20.364564247536478,-13.2247305,0.3312634,21.9539814,1.0360813
1238,-13,-4.898801931150471,20.364564247536478,-13.2231712,0.4681852,21.8004169,1.0008597
1239,-13,-4.891345291150471,20.364564247536478,-13.2217016,0.5900218,21.6203079,0.9734311
1240,-13,-4.883888651150471,20.364564247536478,-13.2203321,0.6846703,21.4248085,0.9520616
1241,-13,-4.876432011150471,20.364564247536478,-13.2190762,0.7467046,21.2222958,0.9372291
1242,-13,-4.868975371150471,20.364564247536478,-13.2179403,0.7646999,21.0224304,0.9313449
1243,-13,-4.861518731150471,20.364564247536478,-13.2169285,0.7341467,20.8384686,0.9379652
1244,-13,-4.854062091150471,20.364564247536478,-13.2160397,0.6613954,20.6783600,0.9614355
1245,-13,-4.846605451150471,20.364564247536478,-13.2152662,0.5582485,20.5390434,1.0047153
1246,-13,-4.839148811150471,20.364564247536478,-13.2146015,0.4353823,20.4131069,1.0677401
1247,-13,-4.831692171150471,20.364564247536478,-13.2140341,0.2959661,20.2926388,1.1476858
1248,-13,-4.824235531150471,20.364564247536478,-13.2135544,0.1347143,20.1705513,1.2398374
1249,-13,-5.420766731150471,20.357107607536477,-13.2393293,-0.8921010,13.8979816,0.5444784
1250,-13,-5.413310091150471,20.357107607536477,-13.2409916,-0.8239331,13.8730278,0.4237230
1251,-13,-5.405853451150471,20.357107607536477,-13.2426405,-0.7797394,13.9100790,0.4046772
1252,-13,-5.398396811150471,20.357107607536477,-13.2442827,-0.7558810,13.9987211,0.4552486
1253,-13,-5.390940171150471,20.357107607536477,-13.2459259,-0.7554394,14.1286373,0.5238836
1254,-13,-5.383483531150471,20.357107607536477,-13.2475710,-0.7854096,14.2813311,0.5852250
1255,-13,-5.376026891150471,20.357107607536477,-13.2492208,-0.8437232,14.4340153,0.6349438
1256,-13,-5.368570251150471,20.357107607536477,-13.2508707,-0.9275835,14.5687656,0.6792439
1257,-13,-5.361113611150471,20.357107607536477,-13.2525139,-1.0233495,14.6722441,0.7281991
1258,-13,-5.353656971150471,20.357107607536477,-13.2541437,-1.1297717,14.7468433,0.7924402
1259,-13,-5.346200331150471,20.357107607536477,-13.2557516,-1.2431344,14.7874031,0.8792443
1260,-13,-5.338743691150471,20.357107607536477,-13.2573290,-1.3590372,14.7878733,0.9910907
1261,-13,-5.331287051150471,20.357107607536477,-13.2588654,-1.4646987,14.7583151,1.1258097
1262,-13,-5.323830411150471,20.357107607536477,-13.2603512,-1.5650924,14.7065220,1.2784880
1263,-13,-5.316373771150471,20.357107607536477,-13.2617807,-1.6621795,14.6351881,1.4445933
1264,-13,-5.308917131150471,20.357107607536477,-13.2631445,-1.7573253,14.5445700,1.6200393
1265,-13,-5.301460491150471,20.357107607536477,-13.2644367,-1.8430226,14.4365301,1.8008355
1266,-13,-5.294003851150471,20.357107607536477,-13.2656479,-1.9173714,14.3200426,1.9830214
1267,-13,-5.286547211150471,20.357107607536477,-13.2667732,-1.9819353,14.2043295,2.1632063
1268,-13,-5.279090571150471,20.357107607536477,-13.2678089,-2.0383303,14.0914421,2.3382499
1269,-13,-5.271633931150471,20.357107607536477,-13.2687502,-2.0829711,13.9837055,2.5049069
1270,-13,-5.264177291150471,20.357107607536477,-13.2695932,-2.1166115,13.8866310,2.6601377
1271,-13,-5.256720651150471,20.357107607536477,-13.2703371,-2.1438119,13.8037767,2.8009992
1272,-13,-5.249264011150471,20.357107607536477,-13.2709799,-2.1678197,13.7334766,2.9249671
1273,-13,-5.241807371150471,20.357107607536477,-13.2715197,-2.1861832,13.6752977,3.0302143
1274,-13,-5.234350731150471,20.357107607536477,-13.2719555,-2.1911352,13.6325016,3.1154442
1275,-13,-5.226894091150471,20.357107607536477,-13.2722855,-2.1827133,13.6080580,3.1800520
1276,-13,-5.219437451150471,20.357107607536477,-13.2725124,-2.1591513,13.6011000,3.2241156
1277,-13,-5.211980811150471,20.357107607536477,-13.2726355,-2.1244900,13.6127548,3.2484438
1278,-13,-5.204524171150471,20.357107607536477,-13.2726603,-2.0808303,13.6414928,3.2543800
1279,-13,-5.197067531150471,20.357107607536477,-13.2725887,-2.0335755,13.6865244,3.2438571
1280,-13,-5.189610891150471,20.357107607536477,-13.2724247,-1.9812924,13.7503538,3.2196641
1281,-13,-5.182154251150471,20.357107607536477,-13.2721729,-1.9201398,13.8328352,3.1853251
1282,-13,-5.174697611150471,20.357107607536477,-13.2718363,-1.8465201,13.9282322,3.1447892
1283,-13,-5.167240971150471,20.357107607536477,-13.2714224,-1.7605401,14.0288792,3.1021798
1284,-13,-5.159784331150471,20.357107607536477,-13.2709408,-1.6710441,14.1280117,3.0614784
1285,-13,-5.152327691150471,20.357107607536477,-13.2703991,-1.5901852,14.2257013,3.0260773
1286,-13,-5.144871051150471,20.357107607536477,-13.2698069,-1.5278318,14.3235140,2.9987073
1287,-13,-5.137414411150471,20.357107607536477,-13.2691708,-1.4820688,14.4278936,2.9815414
1288,-13,-5.129957771150471,20.357107607536477,-13.2684946,-1.4502511,14.5406799,2.9759455
1289,-13,-5.122501131150471,20.357107607536477,-13.2677841,-1.4314469,14.6642656,2.9822302
1290,-13,-5.115044491150471,20.357107607536477,-13.2670403,-1.4246585,14.8019695,2.9994054
1291,-13,-5.107587851150472,20.357107607536477,-13.2662659,-1.4332124,14.9530153,3.0251973
1292,-13,-5.100131211150471,20.357107607536477,-13.2654610,-1.4587487,15.1250124,3.0565219
1293,-13,-5.092674571150472,20.357107607536477,-13.2646236,-1.5054030,15.3261051,3.0902305
1294,-13,-5.085217931150471,20.357107607536477,-13.2637501,-1.5695347,15.5665512,3.1232779
1295,-13,-5.077761291150471,20.357107607536477,-13.2628317,-1.6411517,15.8580856,3.1524212
1296,-13,-5.070304651150471,20.357107607536477,-13.2618599,-1.6997817,16.2003059,3.1743777
1297,-13,-5.062848011150471,20.357107607536477,-13.2608261,-1.7369232,16.5827465,3.1855547
1298,-13,-5.055391371150471,20.357107607536477,-13.2597256,-1.7516420,16.9979362,3.1819799
1299,-13,-5.047934731150471,20.357107607536477,-13.2585526,-1.7486143,17.4376945,3.1599960
1300,-13,-5.040478091150471,20.357107607536477,-13.2573061,-1.7275548,17.8984699,3.1168046
1301,-13,-5.033021451150471,20.357107607536477,-13.2559834,-1.6857384,18.3698902,3.0510654
1302,-13,-5.025564811150471,20.357107607536477,-13.2545843,-1.6235123,18.8415756,2.9631696
1303,-13,-5.018108171150471,20.357107607536477,-13.2531118,-1.5441786,19.3021946,2.8550351
1304,-13,-5.010651531150471,20.357107607536477,-13.2515707,-1.4473498,19.7431145,2.7295198
1305,-13,-5.003194891150471,20.357107607536477,-13.2499647,-1.3342659,20.1527348,2.5898585
1306,-13,-4.995738251150471,20.357107607536477,-13.2483015,-1.2094319,20.5198517,2.4399853
