OID_,ClipsFinal_DEM_Large_S3_RegK,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
28,-12,-3.601346571150471,18.597340567536481,-12.9979057,0.0036364,36.3636360,-0.3556029,0.0375202,4.0000000,0.1413908,1.0119671,8.8256655,-0.0663503,0.7522129
29,-12,-3.593889931150471,18.597340567536481,-12.9980202,0.0036364,36.3636360,-0.3830873,0.0020192,4.0000000,0.0353863,1.0113275,8.5886106,-0.0313479,0.8015514
30,-12,-3.586433291150471,18.597340567536481,-12.9981441,0.0036364,36.3636360,-0.4157444,-0.0317830,4.0000000,-0.0656487,1.0106592,8.3324814,0.0020827,0.8718569
31,-13,-3.578976651150471,18.597340567536481,-12.9982719,0.0036364,36.3636360,-0.4510818,-0.0615145,4.0000000,-0.1560600,1.0099633,8.0576925,0.0330310,0.9549217
32,-13,-3.571520011150471,18.597340567536481,-12.9984007,0.0036364,36.3636360,-0.4892767,-0.0890604,4.0000000,-0.2395047,1.0092454,7.7633433,0.0613839,1.0492188
33,-13,-3.564063371150471,18.597340567536481,-12.9985247,0.0036364,36.3636360,-0.5299956,-0.1129868,4.0000000,-0.3112632,1.0085142,7.4507399,0.0852896,1.1509722
34,-13,-3.556606731150471,18.597340567536481,-12.9986420,0.0036364,36.3636360,-0.5699318,-0.1354240,4.0000000,-0.3741407,1.0077783,7.1226850,0.1032927,1.2534915
35,-13,-3.549150091150471,18.597340567536481,-12.9987478,0.0036364,36.3636360,-0.6130772,-0.1546521,4.0000000,-0.4268063,1.0070451,6.7794409,0.1175021,1.3618977
36,-13,-3.541693451150471,18.597340567536481,-12.9988384,0.0036364,36.3636360,-0.6565731,-0.1692112,4.0000000,-0.4633183,1.0063243,6.4233203,0.1248960,1.4666846
37,-13,-3.534236811150471,18.597340567536481,-12.9989119,0.0036364,36.3636360,-0.7004827,-0.1795379,4.0000000,-0.4830531,1.0056249,6.0573545,0.1239774,1.5670624
38,-13,-3.526780171150471,18.597340567536481,-12.9989653,0.0035537,35.5371895,-0.7441925,-0.1884796,4.0000000,-0.4914206,1.0049529,5.6838975,0.1144614,1.6652557
39,-13,-3.519323531150471,18.597340567536481,-12.9989967,0.0034711,34.7107430,-0.7858881,-0.1969982,4.0000000,-0.4843117,1.0043160,5.3053117,0.0903153,1.7589087
40,-13,-3.511866891150471,18.597340567536481,-12.9990025,0.0033058,33.0578499,-0.8255268,-0.1999784,5.0000000,-0.4491960,1.0037230,4.9247861,0.0492392,1.8395134
41,-13,-3.504410251150471,18.597340567536481,-12.9989824,0.0030579,30.5785122,-0.8608618,-0.2022208,4.0000000,-0.3934505,1.0031776,4.5481391,-0.0109911,1.9102225
42,-13,-3.496953611150471,18.597340567536481,-12.9989347,0.0027273,27.2727280,-0.8942001,-0.2022550,4.0000000,-0.3076321,1.0026860,4.1800671,-0.0968779,1.9733984
43,-13,-3.489496971150471,18.597340567536481,-12.9988575,0.0023967,23.9669418,-0.9239215,-0.2003031,4.0000000,-0.1861291,1.0022552,3.8266025,-0.2144772,2.0262878
44,-12,-3.482040331150471,18.597340567536481,-12.9987497,0.0020661,20.6611576,-0.9501336,-0.1941458,4.0000000,-0.0238491,1.0018871,3.4952455,-0.3644426,2.0658746
45,-12,-3.623716491150471,18.589883927536480,-12.9988995,0.0045455,45.4545441,-0.3057949,0.1081015,4.0000000,0.4644205,1.0133806,9.3273821,-0.2482174,0.6987623
46,-13,-3.616259851150471,18.589883927536480,-12.9989300,0.0045455,45.4545441,-0.3169613,0.0653678,4.0000000,0.3510885,1.0128485,9.1417084,-0.2203528,0.6872372
47,-13,-3.608803211150471,18.589883927536480,-12.9989834,0.0045455,45.4545441,-0.3320378,0.0253316,4.0000000,0.2415542,1.0122805,8.9394264,-0.1908910,0.7006328
48,-13,-3.601346571150471,18.589883927536480,-12.9990530,0.0045455,45.4545441,-0.3493000,-0.0120109,4.0000000,0.1357496,1.0116798,8.7193489,-0.1597715,0.7322948
49,-13,-3.593889931150471,18.589883927536480,-12.9991350,0.0045455,45.4545441,-0.3694996,-0.0471762,4.0000000,0.0362520,1.0110489,8.4829865,-0.1306045,0.7811884
50,-13,-3.586433291150471,18.589883927536480,-12.9992237,0.0045455,45.4545441,-0.3939945,-0.0803907,4.0000000,-0.0579383,1.0103935,8.2294598,-0.1028430,0.8480893
51,-13,-3.578976651150471,18.589883927536480,-12.9993153,0.0045455,45.4545441,-0.4234890,-0.1078426,4.0000000,-0.1390261,1.0097166,7.9575429,-0.0766591,0.9290324
52,-13,-3.571520011150471,18.589883927536480,-12.9994049,0.0045455,45.4545441,-0.4551992,-0.1345306,4.0000000,-0.2144280,1.0090201,7.6682682,-0.0546333,1.0195570
53,-13,-3.564063371150471,18.589883927536480,-12.9994898,0.0045455,45.4545441,-0.4896430,-0.1568473,4.0000000,-0.2780863,1.0083150,7.3639073,-0.0356083,1.1153040
54,-13,-3.556606731150471,18.589883927536480,-12.9995642,0.0045455,45.4545441,-0.5252990,-0.1778967,4.0000000,-0.3327213,1.0076088,7.0455880,-0.0230722,1.2151595
55,-13,-3.549150091150471,18.589883927536480,-12.9996262,0.0045455,45.4545441,-0.5623835,-0.1945255,4.0000000,-0.3731403,1.0069090,6.7144685,-0.0159107,1.3137274
56,-13,-3.541693451150471,18.589883927536480,-12.9996729,0.0045455,45.4545441,-0.5996397,-0.2079186,4.0000000,-0.3972214,1.0062252,6.3727627,-0.0186157,1.4086599
57,-13,-3.534236811150471,18.589883927536480,-12.9996996,0.0045455,45.4545441,-0.6387771,-0.2168052,4.0000000,-0.4054831,1.0055634,6.0247364,-0.0281272,1.5002671
58,-13,-3.526780171150471,18.589883927536480,-12.9997063,0.0044628,44.6280975,-0.6764680,-0.2252700,5.0000000,-0.4011185,1.0049293,5.6716199,-0.0494216,1.5883601
59,-13,-3.519323531150471,18.589883927536480,-12.9996891,0.0043802,43.8016510,-0.7169085,-0.2311144,4.0000000,-0.3782458,1.0043310,5.3154826,-0.0839829,1.6773164
60,-13,-3.511866891150471,18.589883927536480,-12.9996471,0.0042149,42.1487617,-0.7546047,-0.2318884,4.0000000,-0.3279595,1.0037768,4.9623537,-0.1358173,1.7510779
61,-13,-3.504410251150471,18.589883927536480,-12.9995775,0.0039669,39.6694221,-0.7887795,-0.2316748,4.0000000,-0.2563572,1.0032704,4.6155033,-0.2069924,1.8158425
62,-13,-3.496953611150471,18.589883927536480,-12.9994793,0.0036364,36.3636360,-0.8219346,-0.2297353,4.0000000,-0.1559201,1.0028170,4.2815008,-0.3035505,1.8754530
63,-13,-3.489496971150471,18.589883927536480,-12.9993515,0.0032231,32.2314034,-0.8508897,-0.2260430,4.0000000,-0.0269092,1.0024209,3.9674966,-0.4251767,1.9236737
64,-13,-3.482040331150471,18.589883927536480,-12.9991932,0.0028099,28.0991745,-0.8770925,-0.2183953,4.0000000,0.1358721,1.0020864,3.6807768,-0.5726627,1.9598165
65,-13,-3.474583691150471,18.589883927536480,-12.9990025,0.0023967,23.9669418,-0.8995696,-0.2114053,4.0000000,0.3171224,1.0018158,3.4290497,-0.7399330,1.9905272
66,-12,-3.467127051150471,18.589883927536480,-12.9987803,0.0019835,19.8347111,-0.9183068,-0.2031167,4.0000000,0.5035965,1.0016081,3.2249694,-0.9098298,2.0125430
67,-13,-3.631173131150471,18.582427287536479,-13.0001354,-0.0045455,0.0000000,-0.3158924,0.1003720,4.0000000,0.5462961,1.0135314,9.3777266,-0.3455520,0.7144886
68,-13,-3.623716491150471,18.582427287536479,-13.0001163,-0.0045455,0.0000000,-0.3179636,0.0578165,3.0000000,0.4415506,1.0130236,9.2036867,-0.3259176,0.6863680
69,-13,-3.616259851150471,18.582427287536479,-13.0001221,-0.0045455,0.0000000,-0.3209221,0.0144553,4.0000000,0.3319731,1.0124922,9.0157938,-0.3030625,0.6759921
70,-13,-3.608803211150471,18.582427287536479,-13.0001469,-0.0045455,0.0000000,-0.3284706,-0.0243115,4.0000000,0.2297918,1.0119312,8.8124437,-0.2784149,0.6908015
71,-13,-3.601346571150471,18.582427287536479,-13.0001869,-0.0045455,0.0000000,-0.3400944,-0.0606176,4.0000000,0.1315189,1.0113415,8.5943584,-0.2527540,0.7259151
72,-13,-3.593889931150471,18.582427287536479,-13.0002365,-0.0045455,0.0000000,-0.3531683,-0.0947202,4.0000000,0.0386204,1.0107280,8.3594408,-0.2280608,0.7735095
73,-13,-3.586433291150471,18.582427287536479,-13.0002918,-0.0045455,0.0000000,-0.3699666,-0.1273283,4.0000000,-0.0502619,1.0100923,8.1094360,-0.2043947,0.8369822
74,-13,-3.578976651150471,18.582427287536479,-13.0003481,-0.0045455,0.0000000,-0.3917978,-0.1553714,4.0000000,-0.1257591,1.0094367,7.8431764,-0.1849838,0.9135261
75,-13,-3.571520011150471,18.582427287536479,-13.0003996,-0.0045455,0.0000000,-0.4165375,-0.1790420,4.0000000,-0.1899014,1.0087681,7.5619659,-0.1681826,0.9956313
76,-13,-3.564063371150471,18.582427287536479,-13.0004444,-0.0045455,0.0000000,-0.4455476,-0.2002335,4.0000000,-0.2450317,1.0080951,7.2670598,-0.1554352,1.0865521
77,-13,-3.556606731150471,18.582427287536479,-13.0004787,-0.0045455,0.0000000,-0.4751018,-0.2201354,4.0000000,-0.2912999,1.0074246,6.9593663,-0.1489708,1.1793547
78,-13,-3.549150091150471,18.582427287536479,-13.0004988,-0.0045455,0.0000000,-0.5069247,-0.2360926,4.0000000,-0.3215574,1.0067607,6.6416664,-0.1506278,1.2717025
79,-13,-3.541693451150471,18.582427287536479,-13.0005016,-0.0045455,0.0000000,-0.5406349,-0.2463668,5.0000000,-0.3337239,1.0061121,6.3164539,-0.1590098,1.3577861
80,-13,-3.534236811150471,18.582427287536479,-13.0004845,-0.0045455,0.0000000,-0.5742320,-0.2547783,4.0000000,-0.3325173,1.0054914,5.9871955,-0.1770393,1.4401537
81,-13,-3.526780171150471,18.582427287536479,-13.0004454,-0.0046281,0.0000000,-0.6085123,-0.2625197,4.0000000,-0.3169686,1.0049025,5.6551652,-0.2080708,1.5226840
82,-13,-3.519323531150471,18.582427287536479,-13.0003815,-0.0047107,0.0000000,-0.6434960,-0.2664158,4.0000000,-0.2807494,1.0043477,5.3253899,-0.2520822,1.5984586
83,-13,-3.511866891150471,18.582427287536479,-13.0002918,-0.0048760,0.0000000,-0.6784362,-0.2664425,4.0000000,-0.2197314,1.0038353,5.0015883,-0.3131537,1.6656886
84,-13,-3.504410251150471,18.582427287536479,-13.0001736,-0.0051240,0.0000000,-0.7116057,-0.2632867,4.0000000,-0.1363317,1.0033710,4.6877017,-0.3902417,1.7225311
85,-13,-3.496953611150471,18.582427287536479,-13.0000277,-0.0054545,0.0000000,-0.7434974,-0.2603425,4.0000000,-0.0307926,1.0029598,4.3906279,-0.4898925,1.7774807
86,-13,-3.489496971150471,18.582427287536479,-12.9998503,0.0040496,40.4958687,-0.7740604,-0.2544272,4.0000000,0.0986263,1.0026046,4.1162882,-0.6074806,1.8239498
87,-13,-3.482040331150471,18.582427287536479,-12.9996424,0.0035537,35.5371895,-0.7998042,-0.2455298,4.0000000,0.2498005,1.0023073,3.8741801,-0.7408600,1.8554304
88,-13,-3.474583691150471,18.582427287536479,-12.9994030,0.0030579,30.5785122,-0.8257701,-0.2350963,4.0000000,0.4089778,1.0020713,3.6678507,-0.8791704,1.8855468
89,-13,-3.467127051150471,18.582427287536479,-12.9991312,0.0025620,25.6198349,-0.8447326,-0.2262935,4.0000000,0.5565770,1.0018973,3.5074379,-1.0091640,1.9058924
90,-12,-3.459670411150471,18.582427287536479,-12.9988270,0.0020661,20.6611576,-0.8643540,-0.2157102,5.0000000,0.6785923,1.0017861,3.4026108,-1.1100125,1.9256620
91,-13,-3.646086411150471,18.574970647536482,-13.0015306,-0.0035537,0.0000000,-0.3452002,0.1420788,4.0000000,0.7157615,1.0140637,9.5575972,-0.4316040,0.8254193
92,-13,-3.638629771150471,18.574970647536482,-13.0014277,-0.0036364,0.0000000,-0.3364611,0.0964223,4.0000000,0.6198434,1.0135927,9.3991003,-0.4269989,0.7555397
93,-13,-3.631173131150471,18.574970647536482,-13.0013571,-0.0036364,0.0000000,-0.3297327,0.0526130,4.0000000,0.5210952,1.0131077,9.2318640,-0.4158691,0.7093021
94,-13,-3.623716491150471,18.574970647536482,-13.0013142,-0.0036364,0.0000000,-0.3254421,0.0094334,4.0000000,0.4194876,1.0126034,9.0548801,-0.4006207,0.6852595
95,-13,-3.616259851150471,18.574970647536482,-13.0012951,-0.0036364,0.0000000,-0.3212258,-0.0331242,4.0000000,0.3148233,1.0120788,8.8658609,-0.3810717,0.6776116
96,-13,-3.608803211150471,18.574970647536482,-13.0012932,-0.0036364,0.0000000,-0.3225223,-0.0710893,3.0000000,0.2185791,1.0115311,8.6640253,-0.3607576,0.6945812
97,-13,-3.601346571150471,18.574970647536482,-13.0013037,-0.0036364,0.0000000,-0.3265420,-0.1068336,4.0000000,0.1271983,1.0109586,8.4472351,-0.3408654,0.7276528
98,-13,-3.593889931150471,18.574970647536482,-13.0013227,-0.0036364,0.0000000,-0.3328803,-0.1401132,4.0000000,0.0408503,1.0103641,8.2166948,-0.3210767,0.7734915
99,-13,-3.586433291150471,18.574970647536482,-13.0013447,-0.0036364,0.0000000,-0.3420151,-0.1726021,4.0000000,-0.0423052,1.0097494,7.9713912,-0.3028989,0.8332068
100,-13,-3.578976651150471,18.574970647536482,-13.0013657,-0.0036364,0.0000000,-0.3574511,-0.1995464,4.0000000,-0.1107470,1.0091217,7.7128530,-0.2883459,0.9052204
101,-13,-3.571520011150471,18.574970647536482,-13.0013809,-0.0036364,0.0000000,-0.3768289,-0.2228244,4.0000000,-0.1679938,1.0084871,7.4399877,-0.2776549,0.9841761
102,-13,-3.564063371150471,18.574970647536482,-13.0013885,-0.0036364,0.0000000,-0.3987167,-0.2426482,5.0000000,-0.2140785,1.0078499,7.1556039,-0.2712178,1.0653303
103,-13,-3.556606731150471,18.574970647536482,-13.0013828,-0.0036364,0.0000000,-0.4232494,-0.2604294,4.0000000,-0.2511826,1.0072172,6.8618598,-0.2696763,1.1502732
104,-13,-3.549150091150471,18.574970647536482,-13.0013618,-0.0036364,0.0000000,-0.4492714,-0.2742442,4.0000000,-0.2720236,1.0065942,6.5597286,-0.2764647,1.2312914
105,-13,-3.541693451150471,18.574970647536482,-13.0013218,-0.0036364,0.0000000,-0.4789841,-0.2840533,4.0000000,-0.2756981,1.0059894,6.2526135,-0.2924085,1.3115417
106,-13,-3.534236811150471,18.574970647536482,-13.0012617,-0.0036364,0.0000000,-0.5091900,-0.2910133,4.0000000,-0.2657243,1.0054116,5.9432235,-0.3163022,1.3863956
107,-13,-3.526780171150471,18.574970647536482,-13.0011787,-0.0037190,0.0000000,-0.5413269,-0.2958354,4.0000000,-0.2394194,1.0048673,5.6362038,-0.3522513,1.4601210
108,-13,-3.519323531150471,18.574970647536482,-13.0010700,-0.0038017,0.0000000,-0.5733670,-0.2989887,4.0000000,-0.1941296,1.0043610,5.3346744,-0.4038478,1.5295585
109,-13,-3.511866891150471,18.574970647536482,-13.0009346,-0.0039669,0.0000000,-0.6058144,-0.2975309,4.0000000,-0.1260847,1.0038968,5.0418596,-0.4689771,1.5885967
110,-13,-3.504410251150471,18.574970647536482,-13.0007706,-0.0042149,0.0000000,-0.6369002,-0.2938614,4.0000000,-0.0383470,1.0034802,4.7638974,-0.5493758,1.6396878
111,-13,-3.496953611150471,18.574970647536482,-13.0005770,-0.0045455,0.0000000,-0.6666618,-0.2877179,4.0000000,0.0679861,1.0031134,4.5051656,-0.6434219,1.6826237
112,-13,-3.489496971150471,18.574970647536482,-13.0003529,-0.0050413,0.0000000,-0.6956322,-0.2810394,4.0000000,0.1895218,1.0028018,4.2717347,-0.7516006,1.7233330
113,-13,-3.482040331150471,18.574970647536482,-13.0000973,-0.0056198,0.0000000,-0.7216566,-0.2713799,4.0000000,0.3230943,1.0025458,4.0703607,-0.8658540,1.7522652
114,-13,-3.474583691150471,18.574970647536482,-12.9998093,0.0038017,38.0165291,-0.7477532,-0.2604325,4.0000000,0.4554188,1.0023448,3.9066679,-0.9762839,1.7798350
115,-13,-3.467127051150471,18.574970647536482,-12.9994898,0.0032231,32.2314034,-0.7716991,-0.2486814,5.0000000,0.5727066,1.0022054,3.7867668,-1.0700694,1.8029039
116,-13,-3.459670411150471,18.574970647536482,-12.9991369,0.0026446,26.4462814,-0.7928008,-0.2371018,5.0000000,0.6593488,1.0021262,3.7177503,-1.1335526,1.8221941
117,-12,-3.452213771150471,18.574970647536482,-12.9987516,0.0020661,20.6611576,-0.8083320,-0.2225149,4.0000000,0.7036657,1.0021071,3.6998994,-1.1486953,1.8264713
118,-12,-3.444757131150471,18.574970647536482,-12.9983330,0.0015702,15.7024794,-0.8200716,-0.2083416,4.0000000,0.6988181,1.0021458,3.7335052,-1.1155013,1.8260235
119,-13,-3.668456331150471,18.567514007536481,-13.0033751,-0.0019008,4.1322312,-0.4084304,0.2346871,4.0000000,0.9075400,1.0149974,9.8639908,-0.4381658,1.1212879
120,-13,-3.660999691150471,18.567514007536481,-13.0031281,-0.0022314,2.4793389,-0.3958780,0.1876197,4.0000000,0.8441673,1.0145217,9.7095461,-0.4689279,1.0034412
121,-13,-3.653543051150471,18.567514007536481,-13.0029278,-0.0023967,1.6528926,-0.3827804,0.1425053,4.0000000,0.7713401,1.0140545,9.5553513,-0.4863295,0.9063993
122,-13,-3.646086411150471,18.567514007536481,-13.0027695,-0.0025620,0.8264463,-0.3667320,0.0960242,4.0000000,0.6844372,1.0135911,9.3976383,-0.4923888,0.8198496
123,-13,-3.638629771150471,18.567514007536481,-13.0026474,-0.0027273,0.0000000,-0.3513118,0.0499921,4.0000000,0.5906504,1.0131210,9.2367630,-0.4906662,0.7539965
124,-13,-3.631173131150471,18.567514007536481,-13.0025558,-0.0027273,0.0000000,-0.3386327,0.0069891,4.0000000,0.4960792,1.0126412,9.0685253,-0.4821010,0.7129389
125,-13,-3.623716491150471,18.567514007536481,-13.0024910,-0.0027273,0.0000000,-0.3272890,-0.0353792,4.0000000,0.3986456,1.0121480,8.8899221,-0.4694040,0.6908121
126,-13,-3.616259851150471,18.567514007536481,-13.0024471,-0.0027273,0.0000000,-0.3173228,-0.0776237,4.0000000,0.2995764,1.0116313,8.7007694,-0.4548238,0.6872073
127,-13,-3.608803211150471,18.567514007536481,-13.0024185,-0.0027273,0.0000000,-0.3120224,-0.1155018,4.0000000,0.2087137,1.0110924,8.4991627,-0.4397174,0.7046025
128,-13,-3.601346571150471,18.567514007536481,-13.0024004,-0.0027273,0.0000000,-0.3101668,-0.1504311,4.0000000,0.1237032,1.0105355,8.2845888,-0.4245653,0.7377498
129,-13,-3.593889931150471,18.567514007536481,-13.0023890,-0.0027273,0.0000000,-0.3106535,-0.1833609,4.0000000,0.0432728,1.0099610,8.0573988,-0.4099945,0.7829904
130,-13,-3.586433291150471,18.567514007536481,-13.0023785,-0.0027273,0.0000000,-0.3127061,-0.2154848,4.0000000,-0.0339922,1.0093752,7.8178835,-0.3969775,0.8390139
131,-13,-3.578976651150471,18.567514007536481,-13.0023661,-0.0027273,0.0000000,-0.3202987,-0.2425245,4.0000000,-0.0970603,1.0087810,7.5657802,-0.3879887,0.9045152
132,-13,-3.571520011150471,18.567514007536481,-13.0023460,-0.0027273,0.0000000,-0.3333265,-0.2644396,4.0000000,-0.1464462,1.0081797,7.3039165,-0.3824329,0.9756376
133,-13,-3.564063371150471,18.567514007536481,-13.0023155,-0.0027273,0.0000000,-0.3505994,-0.2823949,4.0000000,-0.1842854,1.0075774,7.0318565,-0.3805044,1.0497627
134,-13,-3.556606731150471,18.567514007536481,-13.0022726,-0.0027273,0.0000000,-0.3692422,-0.3004610,4.0000000,-0.2152452,1.0069854,6.7531304,-0.3856768,1.1291971
135,-13,-3.549150091150471,18.567514007536481,-13.0022116,-0.0027273,0.0000000,-0.3916801,-0.3121284,4.0000000,-0.2268285,1.0064119,6.4691153,-0.3974282,1.2020369
136,-13,-3.541693451150471,18.567514007536481,-13.0021315,-0.0027273,0.0000000,-0.4171278,-0.3195218,4.0000000,-0.2219487,1.0058593,6.1834288,-0.4170949,1.2705015
137,-13,-3.534236811150471,18.567514007536481,-13.0020294,-0.0027273,0.0000000,-0.4436932,-0.3264751,4.0000000,-0.2059042,1.0053301,5.8985891,-0.4470459,1.3402319
138,-13,-3.526780171150471,18.567514007536481,-13.0019035,-0.0028099,0.0000000,-0.4715130,-0.3307994,4.0000000,-0.1732765,1.0048326,5.6176019,-0.4883223,1.4055521
139,-13,-3.519323531150471,18.567514007536481,-13.0017519,-0.0028926,0.0000000,-0.4997732,-0.3317502,4.0000000,-0.1206705,1.0043751,5.3432317,-0.5428299,1.4626079
140,-13,-3.511866891150471,18.567514007536481,-13.0015717,-0.0030579,0.0000000,-0.5300069,-0.3290488,4.0000000,-0.0491210,1.0039587,5.0826654,-0.6089765,1.5138853
141,-13,-3.504410251150471,18.567514007536481,-13.0013638,-0.0033058,0.0000000,-0.5582150,-0.3253490,4.0000000,0.0376869,1.0035889,4.8390851,-0.6883849,1.5585793
142,-13,-3.496953611150471,18.567514007536481,-13.0011244,-0.0036364,0.0000000,-0.5872500,-0.3184434,4.0000000,0.1386903,1.0032686,4.6170559,-0.7755772,1.5969810
143,-13,-3.489496971150471,18.567514007536481,-13.0008554,-0.0041322,0.0000000,-0.6150984,-0.3097833,4.0000000,0.2493822,1.0030013,4.4237328,-0.8689488,1.6292679
144,-13,-3.482040331150471,18.567514007536481,-13.0005531,-0.0047934,0.0000000,-0.6421816,-0.2993581,4.0000000,0.3623050,1.0027907,4.2640519,-0.9610212,1.6567154
145,-13,-3.474583691150471,18.567514007536481,-13.0002193,-0.0054545,0.0000000,-0.6692391,-0.2876527,4.0000000,0.4691681,1.0026317,4.1408224,-1.0444734,1.6824187
146,-13,-3.467127051150471,18.567514007536481,-12.9998531,0.0038843,38.8429756,-0.6943445,-0.2746585,5.0000000,0.5578198,1.0025299,4.0586581,-1.1071368,1.7028828
147,-13,-3.459670411150471,18.567514007536481,-12.9994535,0.0032231,32.2314034,-0.7166042,-0.2606184,4.0000000,0.6183712,1.0024848,4.0217371,-1.1396081,1.7172508
