OID_,ClipsFinal_DEM_Large_S3_RegA,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
90,-13,-4.861518731150472,17.575780887536478,-13.0661936,0.0004959,4.9586778,-0.1685475,0.3542895,4.0000000,0.2732218,1.0031755,4.5422745,0.4353572,0.8490787
91,-13,-4.854062091150471,17.575780887536478,-13.0663900,0.0006612,6.6115704,-0.1679503,0.3837776,4.0000000,0.3233271,1.0033927,4.6953712,0.4442280,0.9369386
92,-13,-4.995738251150471,17.568324247536477,-13.0599260,0.0051240,51.2396698,-0.3301519,0.0719699,4.0000000,-0.1097252,1.0046006,5.4779677,0.2536650,0.6931223
93,-13,-4.988281611150471,17.568324247536477,-13.0604343,-0.0040496,0.0000000,-0.3143072,0.0709658,4.0000000,-0.1062118,1.0042623,5.2733655,0.2481434,0.6594283
94,-13,-4.980824971150471,17.568324247536477,-13.0609169,-0.0033058,0.0000000,-0.3004439,0.0697185,3.0000000,-0.1022613,1.0039506,5.0773940,0.2416984,0.6297825
95,-13,-4.973368331150471,17.568324247536477,-13.0613737,-0.0026446,0.0000000,-0.2890001,0.0687220,4.0000000,-0.0994387,1.0036641,4.8894362,0.2368827,0.6053187
96,-13,-4.965911691150471,17.568324247536477,-13.0618057,-0.0019835,0.0000000,-0.2772985,0.0694349,4.0000000,-0.0960622,1.0034043,4.7127185,0.2349321,0.5813946
97,-13,-4.958455051150471,17.568324247536477,-13.0622120,-0.0014050,0.0000000,-0.2641940,0.0733168,4.0000000,-0.0898150,1.0031699,4.5478034,0.2364487,0.5565653
98,-13,-4.950998411150471,17.568324247536477,-13.0625935,-0.0009091,0.0000000,-0.2515875,0.0798852,4.0000000,-0.0815878,1.0029650,4.3964887,0.2413582,0.5346640
99,-13,-4.943541771150471,17.568324247536477,-13.0629520,-0.0004959,0.0000000,-0.2385270,0.0876722,4.0000000,-0.0701556,1.0027866,4.2628345,0.2455001,0.5131488
100,-13,-4.936085131150471,17.568324247536477,-13.0632868,-0.0002479,0.0000000,-0.2285103,0.0954683,4.0000000,-0.0599551,1.0026364,4.1464272,0.2508918,0.4983647
101,-13,-4.928628491150471,17.568324247536477,-13.0636005,-0.0000826,0.0000000,-0.2180053,0.1071712,4.0000000,-0.0465562,1.0025140,4.0469751,0.2608986,0.4864589
102,-13,-4.921171851150471,17.568324247536477,-13.0638924,0.0000000,0.0000000,-0.2086585,0.1198500,4.0000000,-0.0308384,1.0024173,3.9692588,0.2705383,0.4790064
103,-13,-4.913715211150471,17.568324247536477,-13.0641651,0.0000000,0.0000000,-0.1988762,0.1354548,4.0000000,-0.0110101,1.0023509,3.9131801,0.2819197,0.4751907
104,-13,-4.906258571150471,17.568324247536477,-13.0644197,0.0000000,0.0000000,-0.1931879,0.1515466,4.0000000,0.0098127,1.0023133,3.8801203,0.2932804,0.4822543
105,-13,-4.898801931150471,17.568324247536477,-13.0646572,0.0000000,0.0000000,-0.1866546,0.1705570,4.0000000,0.0359089,1.0023030,3.8714879,0.3052051,0.4937406
106,-13,-4.891345291150471,17.568324247536477,-13.0648794,0.0000000,0.0000000,-0.1825478,0.1898060,4.0000000,0.0616245,1.0023230,3.8887627,0.3179875,0.5134659
107,-13,-4.883888651150471,17.568324247536477,-13.0650892,0.0000000,0.0000000,-0.1796396,0.2126984,4.0000000,0.0929066,1.0023744,3.9296565,0.3324902,0.5448692
108,-13,-4.876432011150472,17.568324247536477,-13.0652866,0.0000000,0.0000000,-0.1796269,0.2365483,4.0000000,0.1256893,1.0024555,3.9959037,0.3474072,0.5882645
109,-13,-4.868975371150471,17.568324247536477,-13.0654745,0.0000826,0.8264463,-0.1799403,0.2630477,4.0000000,0.1646114,1.0025702,4.0880017,0.3614841,0.6426466
110,-13,-4.861518731150472,17.568324247536477,-13.0656548,0.0001653,1.6528926,-0.1830774,0.2909739,4.0000000,0.2062216,1.0027220,4.2052598,0.3757263,0.7119249
111,-13,-4.854062091150471,17.568324247536477,-13.0658312,0.0002479,2.4793389,-0.1835260,0.3212869,4.0000000,0.2529961,1.0029080,4.3469677,0.3895778,0.7884849
112,-13,-4.846605451150472,17.568324247536477,-13.0660038,0.0004132,4.1322312,-0.1856469,0.3522652,4.0000000,0.3042517,1.0031321,4.5119276,0.4002787,0.8780759
113,-13,-5.003194891150471,17.560867607536480,-13.0589066,0.0033884,33.8842964,-0.3225003,0.0387117,4.0000000,-0.0885940,1.0048032,5.6000285,0.1660173,0.6633819
114,-13,-4.995738251150471,17.560867607536480,-13.0594530,0.0042975,42.9752083,-0.3096340,0.0335804,4.0000000,-0.0909975,1.0044333,5.3789549,0.1581584,0.6347389
115,-13,-4.988281611150471,17.560867607536480,-13.0599728,0.0052066,52.0661163,-0.2947257,0.0308766,4.0000000,-0.0911174,1.0040934,5.1678276,0.1528707,0.6028861
116,-13,-4.980824971150471,17.560867607536480,-13.0604658,-0.0039669,0.0000000,-0.2822956,0.0281709,4.0000000,-0.0907401,1.0037782,4.9658880,0.1470818,0.5762694
117,-13,-4.973368331150471,17.560867607536480,-13.0609322,-0.0032231,0.0000000,-0.2709817,0.0254710,4.0000000,-0.0920758,1.0034847,4.7694235,0.1430178,0.5520831
118,-13,-4.965911691150471,17.560867607536480,-13.0613708,-0.0024793,0.0000000,-0.2591071,0.0247183,3.0000000,-0.0914636,1.0032181,4.5829873,0.1409002,0.5272967
119,-13,-4.958455051150471,17.560867607536480,-13.0617838,-0.0018182,0.0000000,-0.2466956,0.0271374,4.0000000,-0.0888979,1.0029774,4.4066958,0.1431727,0.5021748
120,-13,-4.950998411150471,17.560867607536480,-13.0621710,-0.0012397,0.0000000,-0.2355220,0.0312692,4.0000000,-0.0856900,1.0027614,4.2450428,0.1482285,0.4801223
121,-13,-4.943541771150471,17.560867607536480,-13.0625324,-0.0007438,0.0000000,-0.2239228,0.0380836,4.0000000,-0.0784620,1.0025741,4.0978088,0.1546292,0.4582244
122,-13,-4.936085131150471,17.560867607536480,-13.0628700,-0.0004132,0.0000000,-0.2156842,0.0439313,4.0000000,-0.0733371,1.0024141,3.9669671,0.1611997,0.4432221
123,-13,-4.928628491150471,17.560867607536480,-13.0631838,-0.0001653,0.0000000,-0.2061396,0.0539307,4.0000000,-0.0645277,1.0022805,3.8553305,0.1723890,0.4276559
124,-13,-4.921171851150471,17.560867607536480,-13.0634747,0.0000000,0.0000000,-0.1981526,0.0658850,4.0000000,-0.0529940,1.0021743,3.7635489,0.1847641,0.4171202
125,-13,-4.913715211150471,17.560867607536480,-13.0637445,0.0000000,0.0000000,-0.1908221,0.0802827,4.0000000,-0.0386361,1.0020950,3.6948183,0.1992015,0.4106706
126,-13,-4.906258571150471,17.560867607536480,-13.0639935,0.0000000,0.0000000,-0.1869449,0.0939509,4.0000000,-0.0249831,1.0020442,3.6482887,0.2128848,0.4123483
127,-13,-4.898801931150471,17.560867607536480,-13.0642242,0.0000000,0.0000000,-0.1831829,0.1117629,4.0000000,-0.0047160,1.0020218,3.6275382,0.2282418,0.4194728
128,-13,-4.891345291150471,17.560867607536480,-13.0644379,0.0000000,0.0000000,-0.1807059,0.1322575,4.0000000,0.0180064,1.0020278,3.6326425,0.2465086,0.4346198
129,-13,-4.883888651150471,17.560867607536480,-13.0646353,0.0000000,0.0000000,-0.1800828,0.1529868,4.0000000,0.0425708,1.0020635,3.6637373,0.2634027,0.4572359
130,-13,-4.876432011150472,17.560867607536480,-13.0648193,0.0000000,0.0000000,-0.1824560,0.1756577,4.0000000,0.0694032,1.0021269,3.7182086,0.2819122,0.4921513
131,-13,-4.868975371150471,17.560867607536480,-13.0649920,0.0000000,0.0000000,-0.1850088,0.2009916,4.0000000,0.1013425,1.0022187,3.7986641,0.3006408,0.5359511
132,-13,-4.861518731150472,17.560867607536480,-13.0651541,0.0000000,0.0000000,-0.1890122,0.2282465,4.0000000,0.1385826,1.0023445,3.9047546,0.3179104,0.5915044
133,-13,-4.854062091150471,17.560867607536480,-13.0653095,0.0000000,0.0000000,-0.1913831,0.2588755,4.0000000,0.1826703,1.0025065,4.0355310,0.3350807,0.6569333
134,-13,-4.846605451150472,17.560867607536480,-13.0654602,0.0000826,0.8264463,-0.1965850,0.2894565,4.0000000,0.2288335,1.0027034,4.1904554,0.3500794,0.7357734
135,-13,-4.839148811150472,17.560867607536480,-13.0656090,0.0001653,1.6528926,-0.2046925,0.3194883,4.0000000,0.2775750,1.0029372,4.3687024,0.3614017,0.8269368
136,-13,-5.018108171150471,17.553410967536479,-13.0572500,0.0014050,14.0495872,-0.3236478,0.0195862,4.0000000,-0.0608073,1.0054957,5.9894886,0.0999798,0.6631235
137,-13,-5.010651531150471,17.553410967536479,-13.0578651,0.0019835,19.8347111,-0.3114606,0.0110584,4.0000000,-0.0652143,1.0050802,5.7578430,0.0873310,0.6361173
138,-13,-5.003194891150471,17.553410967536479,-13.0584526,0.0026446,26.4462814,-0.2994183,0.0037420,4.0000000,-0.0698610,1.0046874,5.5313096,0.0773450,0.6101683
139,-13,-4.995738251150471,17.553410967536479,-13.0590115,0.0034711,34.7107430,-0.2870132,-0.0035809,4.0000000,-0.0748174,1.0043123,5.3065519,0.0676556,0.5840350
140,-13,-4.988281611150471,17.553410967536479,-13.0595417,0.0043802,43.8016510,-0.2728724,-0.0079900,4.0000000,-0.0777005,1.0039654,5.0888638,0.0617204,0.5547126
141,-13,-4.980824971150471,17.553410967536479,-13.0600443,-0.0047107,0.0000000,-0.2610120,-0.0109422,4.0000000,-0.0791412,1.0036453,4.8782201,0.0572568,0.5301648
142,-13,-4.973368331150471,17.553410967536479,-13.0605192,-0.0038843,0.0000000,-0.2497205,-0.0148630,4.0000000,-0.0832519,1.0033455,4.6739779,0.0535259,0.5070634
143,-13,-4.965911691150471,17.553410967536479,-13.0609655,-0.0030579,0.0000000,-0.2387528,-0.0180517,4.0000000,-0.0878032,1.0030711,4.4785919,0.0516999,0.4847333
144,-13,-4.958455051150471,17.553410967536479,-13.0613852,-0.0023140,0.0000000,-0.2272304,-0.0168526,4.0000000,-0.0892122,1.0028232,4.2920899,0.0555070,0.4607717
145,-13,-4.950998411150471,17.553410967536479,-13.0617771,-0.0016529,0.0000000,-0.2162006,-0.0136990,4.0000000,-0.0892554,1.0026006,4.1198244,0.0618574,0.4376799
146,-13,-4.943541771150471,17.553410967536479,-13.0621424,-0.0010744,0.0000000,-0.2058975,-0.0098105,4.0000000,-0.0882625,1.0024056,3.9617562,0.0686416,0.4161585
147,-13,-4.936085131150471,17.553410967536479,-13.0624819,-0.0006612,0.0000000,-0.1987998,-0.0061597,4.0000000,-0.0883580,1.0022357,3.8193130,0.0760386,0.4013139
148,-13,-4.928628491150471,17.553410967536479,-13.0627956,-0.0003306,0.0000000,-0.1897666,0.0028626,4.0000000,-0.0829551,1.0020926,3.6939251,0.0886802,0.3827327
149,-13,-4.921171851150471,17.553410967536479,-13.0630856,-0.0000826,0.0000000,-0.1826463,0.0131107,4.0000000,-0.0760138,1.0019790,3.5907547,0.1022351,0.3688498
150,-13,-4.913715211150471,17.553410967536479,-13.0633526,0.0000000,0.0000000,-0.1773869,0.0243400,4.0000000,-0.0679379,1.0018899,3.5090866,0.1166179,0.3598008
