OID_,ClipsFinal_DEM_Large_S3_RegB,X,Y,DEM_Large_S15_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
90,-13,-3.921982091150472,17.941156247536483,-13.0628376,-0.0019008,20.6611576,-0.0761741,-0.2292519,4.0000000,0.1293382,1.0439773,16.6929379,-0.5878419,0.3986343
91,-13,-3.914525451150472,17.941156247536483,-13.0606089,-0.0044628,11.5702477,-0.0842468,-0.2046500,4.0000000,0.1468800,1.0451636,16.9083920,-0.5561800,0.3721428
92,-13,-3.907068811150472,17.941156247536483,-13.0583506,0.0028926,42.1487617,-0.0940023,-0.1780544,4.0000000,0.1646962,1.0462444,17.1043549,-0.5208049,0.3522250
93,-13,-3.899612171150472,17.941156247536483,-13.0560637,0.0007438,33.0578499,-0.1056977,-0.1506682,4.0000000,0.1836008,1.0472404,17.2785683,-0.4849373,0.3424751
94,-13,-3.892155531150472,17.941156247536483,-13.0537510,-0.0010744,23.9669418,-0.1174981,-0.1198303,4.0000000,0.2018856,1.0481417,17.4384995,-0.4415461,0.3367087
95,-13,-3.884698891150472,17.941156247536483,-13.0514154,-0.0035537,14.8760328,-0.1296719,-0.0874025,4.0000000,0.2197176,1.0489180,17.5716820,-0.3945226,0.3396470
96,-13,-3.877242251150472,17.941156247536483,-13.0490599,0.0037190,47.1074371,-0.1421644,-0.0529607,4.0000000,0.2382106,1.0495666,17.6835442,-0.3441320,0.3524248
97,-13,-3.869785611150472,17.941156247536483,-13.0466881,0.0013223,38.0165291,-0.1552296,-0.0184927,4.0000000,0.2554027,1.0501013,17.7761021,-0.2923880,0.3776890
98,-13,-4.033831691150472,17.933699607536482,-13.0918226,-0.0038017,1.6528926,-0.1229877,-0.2897747,4.0000000,0.0197030,1.0231010,12.1949558,-0.5992523,0.6199384
99,-13,-4.026375051150472,17.933699607536482,-13.0902119,-0.0049587,0.0000000,-0.1146983,-0.3076426,4.0000000,0.0100811,1.0243033,12.5022926,-0.6253663,0.6490585
100,-13,-4.018918411150472,17.933699607536482,-13.0885601,0.0035537,42.1487617,-0.1060290,-0.3207435,4.0000000,0.0042261,1.0255653,12.8171911,-0.6457130,0.6670890
101,-13,-4.011461771150472,17.933699607536482,-13.0868664,0.0017355,33.0578499,-0.0964758,-0.3314420,4.0000000,0.0002222,1.0268862,13.1377134,-0.6631061,0.6778824
102,-13,-4.004005131150472,17.933699607536482,-13.0851297,-0.0000826,23.9669418,-0.0866060,-0.3395356,4.0000000,-0.0013237,1.0282518,13.4605532,-0.6777474,0.6812911
103,-13,-3.996548491150472,17.933699607536482,-13.0833502,-0.0019008,14.8760328,-0.0779268,-0.3455068,4.0000000,-0.0008094,1.0296643,13.7862272,-0.6902042,0.6815047
104,-13,-3.989091851150472,17.933699607536482,-13.0815258,-0.0037190,5.7851238,-0.0700746,-0.3496000,4.0000000,0.0013097,1.0311273,14.1119604,-0.7005097,0.6780821
105,-13,-3.981635211150472,17.933699607536482,-13.0796566,0.0043802,47.9338837,-0.0621309,-0.3501784,4.0000000,0.0053095,1.0326123,14.4377470,-0.7056663,0.6637681
106,-13,-3.974178571150472,17.933699607536482,-13.0777435,0.0024793,38.8429756,-0.0550810,-0.3472783,4.0000000,0.0112677,1.0341107,14.7577372,-0.7058242,0.6407039
107,-13,-3.966721931150472,17.933699607536482,-13.0757866,0.0006612,29.7520657,-0.0512816,-0.3421672,4.0000000,0.0207447,1.0356126,15.0702314,-0.7050790,0.6180367
108,-13,-3.959265291150472,17.933699607536482,-13.0737867,-0.0011570,20.6611576,-0.0487694,-0.3359446,4.0000000,0.0309902,1.0371323,15.3788891,-0.7028794,0.5950593
109,-13,-3.951808651150472,17.933699607536482,-13.0717430,-0.0032231,11.5702477,-0.0482510,-0.3251359,4.0000000,0.0432267,1.0386428,15.6794109,-0.6934985,0.5637133
110,-13,-3.944352011150472,17.933699607536482,-13.0696583,0.0042149,49.5867767,-0.0500190,-0.3098003,4.0000000,0.0580191,1.0401080,15.9668112,-0.6776198,0.5260772
111,-13,-3.936895371150472,17.933699607536482,-13.0675335,0.0020661,40.4958687,-0.0541825,-0.2927633,4.0000000,0.0746970,1.0415457,16.2396393,-0.6602236,0.4914541
112,-13,-3.929438731150472,17.933699607536482,-13.0653696,0.0002479,31.4049587,-0.0592164,-0.2753187,4.0000000,0.0903840,1.0429305,16.4994812,-0.6410215,0.4604987
113,-13,-3.921982091150472,17.933699607536482,-13.0631695,-0.0015702,22.3140488,-0.0667123,-0.2538520,4.0000000,0.1082986,1.0442597,16.7458973,-0.6160026,0.4290245
114,-13,-3.914525451150472,17.933699607536482,-13.0609341,-0.0040496,13.2231407,-0.0757817,-0.2292600,4.0000000,0.1271024,1.0455303,16.9744415,-0.5856225,0.3992333
115,-13,-3.907068811150472,17.933699607536482,-13.0586653,0.0032231,43.8016510,-0.0859357,-0.2024447,4.0000000,0.1459618,1.0467016,17.1839104,-0.5508512,0.3737579
116,-13,-3.899612171150472,17.933699607536482,-13.0563669,0.0009917,34.7107430,-0.0977391,-0.1741503,4.0000000,0.1658433,1.0477757,17.3739586,-0.5141439,0.3566863
117,-13,-3.892155531150472,17.933699607536482,-13.0540409,-0.0008264,25.6198349,-0.1099645,-0.1426830,4.0000000,0.1856987,1.0487556,17.5438519,-0.4710647,0.3443877
118,-13,-3.884698891150472,17.933699607536482,-13.0516901,-0.0032231,16.5289249,-0.1219945,-0.1096257,4.0000000,0.2046915,1.0496104,17.6921654,-0.4239429,0.3395474
119,-13,-3.877242251150472,17.933699607536482,-13.0493183,0.0040496,47.9338837,-0.1341179,-0.0756603,4.0000000,0.2228520,1.0503477,17.8169003,-0.3741727,0.3446724
120,-13,-3.869785611150472,17.933699607536482,-13.0469275,0.0015702,38.8429756,-0.1468065,-0.0401185,4.0000000,0.2411012,1.0509608,17.9211960,-0.3213382,0.3615851
121,-13,-4.041288331150472,17.926242967536481,-13.0936432,-0.0017355,11.5702477,-0.1126737,-0.2839873,4.0000000,0.0118044,1.0216527,11.8128796,-0.5797789,0.5815868
122,-13,-4.033831691150472,17.926242967536481,-13.0920849,-0.0035537,2.4793389,-0.1045780,-0.3049662,4.0000000,-0.0005313,1.0227818,12.1108503,-0.6094009,0.6180382
123,-13,-4.026375051150472,17.926242967536481,-13.0904865,-0.0047107,0.0000000,-0.0960980,-0.3230259,4.0000000,-0.0106145,1.0239815,12.4219046,-0.6354373,0.6496288
124,-13,-4.018918411150472,17.926242967536481,-13.0888472,0.0038843,43.8016510,-0.0873524,-0.3377315,4.0000000,-0.0175322,1.0252477,12.7394133,-0.6579309,0.6738649
125,-13,-4.011461771150472,17.926242967536481,-13.0871649,0.0020661,34.7107430,-0.0772833,-0.3509670,4.0000000,-0.0228684,1.0265915,13.0653811,-0.6790656,0.6927347
126,-13,-4.004005131150472,17.926242967536481,-13.0854378,0.0002479,25.6198349,-0.0662242,-0.3613124,4.0000000,-0.0267050,1.0279810,13.3966074,-0.6959199,0.7020248
127,-13,-3.996548491150472,17.926242967536481,-13.0836668,-0.0015702,16.5289249,-0.0574761,-0.3669595,4.0000000,-0.0266008,1.0294101,13.7283192,-0.7073182,0.7023382
128,-13,-3.989091851150472,17.926242967536481,-13.0818510,-0.0033884,7.4380164,-0.0498922,-0.3719285,4.0000000,-0.0243590,1.0308921,14.0608063,-0.7194981,0.7031460
129,-13,-3.981635211150472,17.926242967536481,-13.0799894,0.0047107,49.5867767,-0.0431767,-0.3736055,4.0000000,-0.0204213,1.0324156,14.3948126,-0.7267896,0.6953530
130,-13,-3.974178571150472,17.926242967536481,-13.0780821,0.0027273,40.4958687,-0.0377512,-0.3713631,4.0000000,-0.0132880,1.0339575,14.7252512,-0.7294382,0.6774967
131,-13,-3.966721931150472,17.926242967536481,-13.0761299,0.0009091,31.4049587,-0.0352071,-0.3659419,4.0000000,-0.0032615,1.0355037,15.0480614,-0.7286223,0.6557018
132,-13,-3.959265291150472,17.926242967536481,-13.0741329,-0.0009091,22.3140488,-0.0342378,-0.3596596,4.0000000,0.0078045,1.0370674,15.3660946,-0.7271236,0.6347927
133,-13,-3.951808651150472,17.926242967536481,-13.0720911,-0.0028926,13.2231407,-0.0348315,-0.3487906,4.0000000,0.0208031,1.0386305,15.6772852,-0.7183842,0.6035568
134,-13,-3.944352011150472,17.926242967536481,-13.0700064,-0.0054545,4.1322312,-0.0365507,-0.3349626,4.0000000,0.0342459,1.0401622,15.9759436,-0.7041711,0.5670997
135,-13,-3.936895371150472,17.926242967536481,-13.0678797,0.0023140,41.3223152,-0.0414132,-0.3176167,4.0000000,0.0512562,1.0416598,16.2622547,-0.6864896,0.5293877
136,-13,-3.929438731150472,17.926242967536481,-13.0657129,0.0004959,32.2314034,-0.0470429,-0.3003410,4.0000000,0.0672307,1.0431206,16.5341206,-0.6679127,0.4963091
137,-13,-3.921982091150472,17.926242967536481,-13.0635071,-0.0013223,23.1404953,-0.0549851,-0.2785776,4.0000000,0.0853323,1.0445220,16.7928638,-0.6424875,0.4602229
138,-13,-3.914525451150472,17.926242967536481,-13.0612650,-0.0037190,14.0495872,-0.0649159,-0.2539705,4.0000000,0.1051016,1.0458589,17.0350971,-0.6130427,0.4267211
139,-13,-3.907068811150472,17.926242967536481,-13.0589876,0.0035537,45.4545441,-0.0763958,-0.2260544,4.0000000,0.1263537,1.0471187,17.2569485,-0.5784624,0.3959034
140,-13,-3.899612171150472,17.926242967536481,-13.0566788,0.0012397,36.3636360,-0.0882301,-0.1977434,4.0000000,0.1464978,1.0482770,17.4613667,-0.5419845,0.3726248
141,-13,-3.892155531150472,17.926242967536481,-13.0543404,-0.0005785,27.2727280,-0.1009460,-0.1660858,4.0000000,0.1674979,1.0493320,17.6435833,-0.4996696,0.3542253
142,-13,-3.884698891150472,17.926242967536481,-13.0519753,-0.0028926,18.1818180,-0.1132058,-0.1319411,4.0000000,0.1880118,1.0502717,17.8049355,-0.4518939,0.3414669
143,-13,-3.877242251150472,17.926242967536481,-13.0495872,0.0043802,48.7603302,-0.1250893,-0.0968915,4.0000000,0.2073941,1.0510925,17.9430771,-0.4011772,0.3380970
144,-13,-3.869785611150472,17.926242967536481,-13.0471783,0.0018182,39.6694221,-0.1368550,-0.0616286,4.0000000,0.2259278,1.0517797,18.0581055,-0.3491850,0.3458909
145,-13,-4.041288331150472,17.918786327536480,-13.0938988,-0.0014876,12.3966942,-0.0930553,-0.2984724,4.0000000,-0.0100320,1.0213453,11.7304325,-0.5869128,0.5747514
146,-13,-4.033831691150472,17.918786327536480,-13.0923529,-0.0033058,3.3057852,-0.0852388,-0.3196706,4.0000000,-0.0218727,1.0224745,12.0306787,-0.6174685,0.6149664
147,-13,-4.026375051150472,17.918786327536480,-13.0907660,-0.0045455,0.0000000,-0.0749577,-0.3395821,4.0000000,-0.0331474,1.0236769,12.3431940,-0.6460168,0.6502298
148,-13,-4.018918411150472,17.918786327536480,-13.0891380,0.0041322,45.4545441,-0.0650841,-0.3561099,4.0000000,-0.0418189,1.0249448,12.6643515,-0.6704010,0.6796794
