OID_,ClipsFinal_DEM_Large_S3_RegO,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
36,-13,-4.376837131150471,20.573350167536478,-13.1536341,-0.0021488,42.9752083,-0.4524724,-0.3490877,4.0000000,-0.9820412,1.5081545,48.4928970,0.2838657,13.3688984
37,-13,-4.369380491150471,20.573350167536478,-13.1542149,-0.0015702,43.8016510,-0.3553157,-0.3729861,4.0000000,-0.9907121,1.5100459,48.5551567,0.2447399,12.9846029
38,-13,-4.361923851150471,20.573350167536478,-13.1546011,-0.0011570,44.6280975,-0.2772757,-0.3878609,4.0000000,-0.9858550,1.5119781,48.6189156,0.2101332,12.4809942
39,-13,-4.354467211150471,20.573350167536478,-13.1547928,-0.0009917,45.4545441,-0.2185585,-0.3938629,4.0000000,-0.9702735,1.5140327,48.6866226,0.1825477,11.8844662
40,-13,-4.347010571150471,20.573350167536478,-13.1547956,-0.0009917,45.4545441,-0.1774567,-0.3915039,5.0000000,-0.9461545,1.5162680,48.7609901,0.1631468,11.2156048
41,-13,-4.339553931150471,20.573350167536478,-13.1546135,-0.0012397,44.6280975,-0.1525637,-0.3811028,4.0000000,-0.9159648,1.5187328,48.8421974,0.1537593,10.5040359
42,-13,-4.332097291150471,20.573350167536478,-13.1542530,-0.0016529,43.8016510,-0.1422500,-0.3644418,4.0000000,-0.8840569,1.5214368,48.9305763,0.1551734,9.8303976
43,-13,-4.324640651150471,20.573350167536478,-13.1537189,-0.0020661,42.9752083,-0.1434592,-0.3427356,4.0000000,-0.8521251,1.5243552,49.0263405,0.1666539,9.2156801
44,-13,-4.317184011150471,20.573350167536478,-13.1530180,-0.0026446,42.1487617,-0.1548870,-0.3158797,4.0000000,-0.8204874,1.5274763,49.1288986,0.1887279,8.6588211
45,-13,-4.309727371150471,20.573350167536478,-13.1521549,-0.0034711,41.3223152,-0.1737738,-0.2859218,4.0000000,-0.7906965,1.5307611,49.2356300,0.2188529,8.1878901
46,-13,-4.302270731150471,20.573350167536478,-13.1511345,-0.0044628,40.4958687,-0.1979160,-0.2548536,4.0000000,-0.7634729,1.5341406,49.3451653,0.2537656,7.8205562
47,-13,-4.294814091150471,20.573350167536478,-13.1499605,0.0043802,49.5867767,-0.2267558,-0.2229845,4.0000000,-0.7375918,1.5375285,49.4548645,0.2916228,7.5423083
48,-13,-4.287357451150471,20.573350167536478,-13.1486368,0.0030579,47.9338837,-0.2595796,-0.1924816,4.0000000,-0.7133675,1.5408344,49.5611801,0.3284043,7.3754282
49,-13,-4.279900811150471,20.573350167536478,-13.1471653,0.0016529,46.2809906,-0.2964782,-0.1646291,4.0000000,-0.6893549,1.5439507,49.6603661,0.3600968,7.3182654
50,-13,-4.272444171150471,20.573350167536478,-13.1455479,0.0000826,44.6280975,-0.3389884,-0.1387195,4.0000000,-0.6624272,1.5467144,49.7487030,0.3849883,7.3483157
51,-13,-4.264987531150471,20.573350167536478,-13.1437845,-0.0016529,42.1487617,-0.3881620,-0.1146852,4.0000000,-0.6300536,1.5489633,49.8208351,0.4006831,7.4560461
52,-13,-4.257530891150471,20.573350167536478,-13.1418781,-0.0033884,39.6694221,-0.4461218,-0.0939000,4.0000000,-0.5920178,1.5505799,49.8729095,0.4042177,7.6818476
53,-13,-4.250074251150471,20.573350167536478,-13.1398296,0.0046281,48.7603302,-0.5132031,-0.0745019,4.0000000,-0.5438861,1.5514467,49.9002457,0.3948822,7.9853034
54,-13,-4.242617611150471,20.573350167536478,-13.1376419,0.0023967,46.2809906,-0.5908425,-0.0552733,4.0000000,-0.4837030,1.5513625,49.8988686,0.3731565,8.3783121
55,-13,-4.235160971150471,20.573350167536478,-13.1353197,0.0001653,43.8016510,-0.6794211,-0.0366344,4.0000000,-0.4108195,1.5501664,49.8622284,0.3375507,8.8893547
56,-13,-4.227704331150471,20.573350167536478,-13.1328688,-0.0022314,41.3223152,-0.7780225,-0.0174071,4.0000000,-0.3254461,1.5477405,49.7865562,0.2906319,9.5312948
57,-13,-4.220247691150471,20.573350167536478,-13.1302977,-0.0047934,38.0165291,-0.8846039,0.0049843,4.0000000,-0.2257702,1.5439415,49.6673012,0.2357389,10.3017464
58,-13,-4.436490251150471,20.565893527536478,-13.1502953,-0.0048760,38.0165291,-1.1306131,-0.1044590,4.0000000,-0.3436930,1.4892120,47.8511581,0.1347750,12.0277119
59,-13,-4.429033611150471,20.565893527536478,-13.1523514,-0.0029752,40.4958687,-0.9716254,-0.1931465,4.0000000,-0.4897049,1.4944301,48.0313759,0.1034120,11.9162493
60,-13,-4.421576971150471,20.565893527536478,-13.1542654,-0.0011570,42.9752083,-0.8028172,-0.2755495,4.0000000,-0.6193554,1.4985059,48.1711159,0.0682565,12.0597878
61,-13,-4.414120331150471,20.565893527536478,-13.1560221,0.0004959,45.4545441,-0.6298629,-0.3511654,4.0000000,-0.7312123,1.5016158,48.2765656,0.0288816,12.3600273
62,-13,-4.406663691150471,20.565893527536478,-13.1576061,0.0019835,47.1074371,-0.4594941,-0.4191259,4.0000000,-0.8245413,1.5039694,48.3547783,-0.0137106,12.7249813
63,-13,-4.399207051150471,20.565893527536478,-13.1590071,0.0032231,48.7603302,-0.2990094,-0.4788136,4.0000000,-0.8983505,1.5057368,48.4133224,-0.0592768,13.0751333
64,-13,-4.391750411150471,20.565893527536478,-13.1602163,-0.0057025,38.8429756,-0.1520746,-0.5305004,4.0000000,-0.9542508,1.5070947,48.4582405,-0.1067500,13.3569326
65,-13,-4.384293771150471,20.565893527536478,-13.1612282,-0.0047934,40.4958687,-0.0234266,-0.5727310,4.0000000,-0.9906696,1.5082294,48.4948463,-0.1547924,13.4756985
66,-13,-4.376837131150471,20.565893527536478,-13.1620398,-0.0040496,41.3223152,0.0848722,-0.6059680,4.0000000,-1.0097997,1.5093086,48.5297585,-0.2021363,13.4228439
67,-13,-4.369380491150471,20.565893527536478,-13.1626511,-0.0034711,42.1487617,0.1702676,-0.6286821,4.0000000,-1.0119574,1.5104705,48.5675354,-0.2454068,13.1477194
68,-13,-4.361923851150471,20.565893527536478,-13.1630611,-0.0030579,42.9752083,0.2328153,-0.6420082,4.0000000,-1.0012408,1.5118123,48.6116066,-0.2827756,12.7110806
69,-13,-4.354467211150471,20.565893527536478,-13.1632767,-0.0028099,43.8016510,0.2736389,-0.6461342,4.0000000,-0.9805103,1.5134256,48.6647263,-0.3117581,12.1422882
70,-13,-4.347010571150471,20.565893527536478,-13.1632996,-0.0028099,43.8016510,0.2952815,-0.6423703,5.0000000,-0.9535703,1.5153605,48.7280769,-0.3311703,11.5067225
71,-13,-4.339553931150471,20.565893527536478,-13.1631374,-0.0029752,43.8016510,0.2991042,-0.6302673,4.0000000,-0.9216316,1.5176272,48.8034668,-0.3389030,10.8097010
72,-13,-4.332097291150471,20.565893527536478,-13.1627960,-0.0033058,42.9752083,0.2899213,-0.6124225,4.0000000,-0.8891776,1.5202448,48.8899918,-0.3356673,10.1374092
73,-13,-4.324640651150471,20.565893527536478,-13.1622810,-0.0037190,42.1487617,0.2708650,-0.5899258,4.0000000,-0.8578688,1.5232230,48.9876976,-0.3219827,9.5144577
74,-13,-4.317184011150471,20.565893527536478,-13.1615982,-0.0042975,41.3223152,0.2441172,-0.5634662,4.0000000,-0.8288296,1.5265161,49.0952225,-0.2981027,8.9543686
75,-13,-4.309727371150471,20.565893527536478,-13.1607533,-0.0051240,40.4958687,0.2128097,-0.5347059,4.0000000,-0.8030829,1.5300635,49.2113686,-0.2663289,8.4758053
76,-13,-4.302270731150471,20.565893527536478,-13.1597500,0.0038843,49.5867767,0.1798915,-0.5059471,4.0000000,-0.7817453,1.5338011,49.3328247,-0.2301488,8.1047535
77,-13,-4.294814091150471,20.565893527536478,-13.1585922,0.0027273,47.9338837,0.1460705,-0.4776190,4.0000000,-0.7624875,1.5376281,49.4563751,-0.1927506,7.8048677
78,-13,-4.287357451150471,20.565893527536478,-13.1572809,0.0014876,46.2809906,0.1113472,-0.4510594,4.0000000,-0.7452285,1.5414299,49.5783119,-0.1568903,7.5944729
79,-13,-4.279900811150471,20.565893527536478,-13.1558189,0.0000826,44.6280975,0.0743292,-0.4267661,4.0000000,-0.7284895,1.5451028,49.6956902,-0.1250427,7.4738450
80,-13,-4.272444171150471,20.565893527536478,-13.1542044,-0.0014876,42.9752083,0.0331992,-0.4053114,4.0000000,-0.7101432,1.5485168,49.8043404,-0.1004795,7.4418635
81,-13,-4.264987531150471,20.565893527536478,-13.1524382,-0.0032231,40.4958687,-0.0141581,-0.3859299,4.0000000,-0.6857951,1.5515224,49.8995438,-0.0860647,7.4529700
82,-13,-4.257530891150471,20.565893527536478,-13.1505194,-0.0050413,38.8429756,-0.0715943,-0.3683951,4.0000000,-0.6548350,1.5539676,49.9764442,-0.0819552,7.5424013
83,-13,-4.250074251150471,20.565893527536478,-13.1484499,0.0028926,47.1074371,-0.1415151,-0.3512810,4.0000000,-0.6126159,1.5557078,50.0316620,-0.0899462,7.6709681
84,-13,-4.242617611150471,20.565893527536478,-13.1462297,0.0006612,44.6280975,-0.2242495,-0.3355671,4.0000000,-0.5586962,1.5565665,50.0593529,-0.1124380,7.8687534
85,-13,-4.235160971150471,20.565893527536478,-13.1438627,-0.0015702,42.1487617,-0.3228377,-0.3185408,4.0000000,-0.4899763,1.5563697,50.0543594,-0.1471052,8.1269550
86,-13,-4.227704331150471,20.565893527536478,-13.1413546,-0.0040496,39.6694221,-0.4367196,-0.2989406,4.0000000,-0.4068854,1.5549834,50.0116272,-0.1909959,8.4715462
87,-13,-4.220247691150471,20.565893527536478,-13.1387119,0.0033884,47.1074371,-0.5635996,-0.2753885,4.0000000,-0.3090472,1.5522466,49.9271507,-0.2417298,8.9157648
88,-13,-4.212791051150471,20.565893527536478,-13.1359463,0.0007438,43.8016510,-0.7005541,-0.2476758,4.0000000,-0.1984144,1.5480579,49.7964249,-0.2969371,9.5044556
89,-13,-4.205334411150471,20.565893527536478,-13.1330700,-0.0019835,41.3223152,-0.8431413,-0.2123751,4.0000000,-0.0753997,1.5423448,49.6163902,-0.3493505,10.2361441
90,-13,-4.197877771150471,20.565893527536478,-13.1300993,-0.0049587,38.0165291,-0.9849595,-0.1686386,4.0000000,0.0591798,1.5350615,49.3834457,-0.3964570,11.1239834
91,-13,-4.190421131150471,20.565893527536478,-13.1270494,0.0020661,46.2809906,-1.1183801,-0.1160101,4.0000000,0.2018462,1.5261861,49.0957489,-0.4338665,12.1704397
92,-13,-4.182964491150471,20.565893527536478,-13.1239424,-0.0009091,42.1487617,-1.2387449,-0.0544904,4.0000000,0.3486938,1.5157372,48.7509422,-0.4576747,13.3825598
93,-13,-4.175507851150471,20.565893527536478,-13.1207981,-0.0039669,38.0165291,-1.3359404,0.0159565,4.0000000,0.4967024,1.5038524,48.3500710,-0.4647894,14.6830339
94,-13,-4.168051211150471,20.565893527536478,-13.1176357,0.0029752,46.2809906,-1.4025568,0.0939563,4.0000000,0.6419855,1.4906623,47.8942451,-0.4540730,15.9886446
95,-13,-4.451403531150471,20.558436887536477,-13.1536303,-0.0014050,42.1487617,-1.0304996,-0.1505095,4.0000000,-0.1043027,1.4850469,47.7068253,-0.1967164,10.4538240
96,-13,-4.443946891150471,20.558436887536477,-13.1560144,0.0008264,44.6280975,-0.8648524,-0.2521337,4.0000000,-0.2721390,1.4914373,47.9299583,-0.2321285,10.1469727
97,-13,-4.436490251150471,20.558436887536477,-13.1582851,0.0028926,47.1074371,-0.6827790,-0.3489457,4.0000000,-0.4282925,1.4963709,48.1000862,-0.2695989,10.2566366
98,-13,-4.429033611150471,20.558436887536477,-13.1604233,-0.0051240,38.0165291,-0.4901174,-0.4400360,4.0000000,-0.5699638,1.5000067,48.2237625,-0.3101082,10.7018414
99,-13,-4.421576971150471,20.558436887536477,-13.1624088,-0.0032231,39.6694221,-0.2948795,-0.5241726,4.0000000,-0.6942367,1.5025353,48.3083992,-0.3541085,11.3761320
100,-13,-4.414120331150471,20.558436887536477,-13.1642256,-0.0014876,42.1487617,-0.1018356,-0.6011270,4.0000000,-0.7994778,1.5041625,48.3620491,-0.4027762,12.1465883
101,-13,-4.406663691150471,20.558436887536477,-13.1658621,0.0000000,44.6280975,0.0816608,-0.6698951,4.0000000,-0.8855212,1.5051228,48.3933907,-0.4542689,12.9146643
102,-13,-4.399207051150471,20.558436887536477,-13.1673069,0.0013223,46.2809906,0.2501813,-0.7305508,4.0000000,-0.9524029,1.5056331,48.4089546,-0.5086988,13.6025534
103,-13,-4.391750411150471,20.558436887536477,-13.1685534,0.0024793,47.9338837,0.3993225,-0.7823113,4.0000000,-1.0007957,1.5058823,48.4155273,-0.5638269,14.1372843
104,-13,-4.384293771150471,20.558436887536477,-13.1695967,0.0033884,49.5867767,0.5240155,-0.8238881,4.0000000,-1.0288982,1.5060512,48.4190407,-0.6188781,14.4198313
105,-13,-4.376837131150471,20.558436887536477,-13.1704340,-0.0058678,38.8429756,0.6217077,-0.8552032,4.0000000,-1.0401864,1.5062907,48.4261703,-0.6702200,14.4702616
106,-13,-4.369380491150471,20.558436887536477,-13.1710672,-0.0052893,38.8429756,0.6925951,-0.8763607,4.0000000,-1.0356236,1.5067481,48.4404297,-0.7170978,14.2674637
107,-13,-4.361923851150471,20.558436887536477,-13.1714983,-0.0048760,38.8429756,0.7367281,-0.8876201,4.0000000,-1.0192001,1.5075336,48.4661293,-0.7560401,13.8735104
108,-13,-4.354467211150471,20.558436887536477,-13.1717319,-0.0045455,38.8429756,0.7564985,-0.8894337,4.0000000,-0.9934260,1.5087228,48.5051575,-0.7854414,13.3188791
109,-13,-4.347010571150471,20.558436887536477,-13.1717739,-0.0044628,38.8429756,0.7551180,-0.8828473,5.0000000,-0.9629127,1.5103714,48.5600166,-0.8027819,12.6902990
110,-13,-4.339553931150471,20.558436887536477,-13.1716299,-0.0046281,38.8429756,0.7374350,-0.8692252,4.0000000,-0.9291459,1.5124745,48.6297226,-0.8093045,12.0093975
111,-13,-4.332097291150471,20.558436887536477,-13.1713066,-0.0049587,38.8429756,0.7079859,-0.8500669,4.0000000,-0.8961762,1.5150231,48.7152138,-0.8039575,11.3509235
112,-13,-4.324640651150471,20.558436887536477,-13.1708117,-0.0053719,38.8429756,0.6709198,-0.8267664,4.0000000,-0.8656982,1.5180159,48.8144493,-0.7878346,10.7413149
113,-13,-4.317184011150471,20.558436887536477,-13.1701498,-0.0059504,38.8429756,0.6306753,-0.8011252,4.0000000,-0.8392484,1.5214095,48.9270897,-0.7630019,10.2086220
114,-13,-4.309727371150471,20.558436887536477,-13.1693258,0.0032231,49.5867767,0.5907978,-0.7747559,4.0000000,-0.8178347,1.5251567,49.0500946,-0.7316772,9.7677307
115,-13,-4.302270731150471,20.558436887536477,-13.1683435,0.0022314,47.9338837,0.5537392,-0.7492029,4.0000000,-0.8025576,1.5291793,49.1818123,-0.6958482,9.4422321
116,-13,-4.294814091150471,20.558436887536477,-13.1672049,0.0011570,46.2809906,0.5186170,-0.7242770,4.0000000,-0.7896900,1.5333601,49.3176041,-0.6588641,9.1678696
117,-13,-4.287357451150471,20.558436887536477,-13.1659107,-0.0000826,44.6280975,0.4860466,-0.7015648,4.0000000,-0.7799258,1.5375773,49.4542198,-0.6232038,8.9804478
118,-13,-4.279900811150471,20.558436887536477,-13.1644621,-0.0014876,42.9752083,0.4546810,-0.6818904,4.0000000,-0.7716010,1.5417359,49.5877380,-0.5921798,8.8802786
119,-13,-4.272444171150471,20.558436887536477,-13.1628561,-0.0031405,40.4958687,0.4209863,-0.6650374,4.0000000,-0.7619799,1.5457363,49.7156372,-0.5680948,8.8539925
120,-13,-4.264987531150471,20.558436887536477,-13.1610918,-0.0049587,38.8429756,0.3799560,-0.6493610,4.0000000,-0.7449139,1.5494313,49.8321686,-0.5538079,8.8179884
121,-13,-4.257530891150471,20.558436887536477,-13.1591673,0.0032231,47.9338837,0.3284768,-0.6354837,4.0000000,-0.7207124,1.5526378,49.9334564,-0.5502551,8.8274584
122,-13,-4.250074251150471,20.558436887536477,-13.1570826,0.0011570,46.2809906,0.2631055,-0.6230229,4.0000000,-0.6857328,1.5552132,50.0150223,-0.5603130,8.8601942
123,-13,-4.242617611150471,20.558436887536477,-13.1548357,-0.0010744,43.8016510,0.1788005,-0.6094735,4.0000000,-0.6371269,1.5570091,50.0715294,-0.5818202,8.8899879
124,-13,-4.235160971150471,20.558436887536477,-13.1524305,-0.0033884,41.3223152,0.0733591,-0.5932210,4.0000000,-0.5723738,1.5578264,50.0974350,-0.6140683,8.9027872
125,-13,-4.227704331150471,20.558436887536477,-13.1498709,0.0041322,48.7603302,-0.0532156,-0.5729499,4.0000000,-0.4915737,1.5575093,50.0887184,-0.6543261,8.9284582
126,-13,-4.220247691150471,20.558436887536477,-13.1471634,0.0015702,45.4545441,-0.1988734,-0.5479134,4.0000000,-0.3956116,1.5559115,50.0401001,-0.7002152,9.0125494
127,-13,-4.212791051150471,20.558436887536477,-13.1443195,-0.0012397,42.1487617,-0.3609351,-0.5163564,4.0000000,-0.2848890,1.5529028,49.9464417,-0.7478239,9.1881075
128,-13,-4.205334411150471,20.558436887536477,-13.1413517,-0.0040496,38.8429756,-0.5329422,-0.4763561,4.0000000,-0.1609278,1.5483563,49.8049088,-0.7917845,9.4757872
129,-13,-4.197877771150471,20.558436887536477,-13.1382751,0.0028926,47.1074371,-0.7076929,-0.4261382,4.0000000,-0.0248276,1.5422043,49.6110268,-0.8274488,9.9007902
130,-13,-4.190421131150471,20.558436887536477,-13.1351099,-0.0001653,43.8016510,-0.8771042,-0.3659469,4.0000000,0.1194684,1.5344452,49.3621864,-0.8513622,10.5156031
131,-13,-4.182964491150471,20.558436887536477,-13.1318750,-0.0032231,39.6694221,-1.0336384,-0.2959095,4.0000000,0.2682559,1.5250453,49.0569878,-0.8600748,11.3393145
132,-13,-4.175507851150471,20.558436887536477,-13.1285944,0.0035537,47.1074371,-1.1682123,-0.2157835,4.0000000,0.4196213,1.5140901,48.6946831,-0.8511884,12.3367691
133,-13,-4.168051211150471,20.558436887536477,-13.1252890,0.0004132,43.8016510,-1.2716262,-0.1269038,4.0000000,0.5690467,1.5017228,48.2760963,-0.8228544,13.4440050
134,-13,-4.160594571150471,20.558436887536477,-13.1219826,-0.0028099,39.6694221,-1.3384219,-0.0316193,4.0000000,0.7121072,1.4881209,47.8042603,-0.7753458,14.5823650
135,-13,-4.466316811150471,20.550980247536479,-13.1562481,0.0012397,44.6280975,-1.0156562,-0.1766117,4.0000000,0.1585415,1.4769291,47.4204140,-0.5117649,9.7518053
136,-13,-4.458860171150471,20.550980247536479,-13.1589022,0.0038017,47.9338837,-0.8355106,-0.2876245,4.0000000,-0.0271931,1.4849737,47.7060547,-0.5480559,8.9653606
137,-13,-4.451403531150471,20.550980247536479,-13.1614790,-0.0038017,39.6694221,-0.6377360,-0.3949004,4.0000000,-0.2030381,1.4913200,47.9275017,-0.5867626,8.7310400
138,-13,-4.443946891150471,20.550980247536479,-13.1639547,-0.0014876,42.1487617,-0.4263056,-0.4977361,4.0000000,-0.3683385,1.4960628,48.0907860,-0.6271337,9.0132627
139,-13,-4.436490251150471,20.550980247536479,-13.1663065,0.0006612,44.6280975,-0.2041054,-0.5968736,4.0000000,-0.5208790,1.4993447,48.2023010,-0.6728682,9.7349472
140,-13,-4.429033611150471,20.550980247536479,-13.1685123,0.0027273,47.1074371,0.0202655,-0.6890720,4.0000000,-0.6570489,1.5013602,48.2697449,-0.7210950,10.7582855
141,-13,-4.421576971150471,20.550980247536479,-13.1705570,-0.0052893,38.0165291,0.2409553,-0.7738029,4.0000000,-0.7749134,1.5023290,48.3009148,-0.7726924,11.9335499
142,-13,-4.414120331150471,20.550980247536479,-13.1724234,-0.0034711,39.6694221,0.4513262,-0.8510713,4.0000000,-0.8730673,1.5024999,48.3049469,-0.8290753,13.1384039
143,-13,-4.406663691150471,20.550980247536479,-13.1740999,-0.0019835,41.3223152,0.6459523,-0.9202658,4.0000000,-0.9519665,1.5021249,48.2900658,-0.8885652,14.2686234
144,-13,-4.399207051150471,20.550980247536479,-13.1755791,-0.0006612,42.9752083,0.8177417,-0.9798564,4.0000000,-1.0107278,1.5014112,48.2636070,-0.9489850,15.2099695
145,-13,-4.391750411150471,20.550980247536479,-13.1768522,0.0004959,44.6280975,0.9637023,-1.0299882,4.0000000,-1.0505826,1.5005711,48.2330933,-1.0093937,15.9154825
146,-13,-4.384293771150471,20.550980247536479,-13.1779184,0.0014876,46.2809906,1.0775753,-1.0686169,4.0000000,-1.0701444,1.4997962,48.2052689,-1.0670893,16.2845497
147,-13,-4.376837131150471,20.550980247536479,-13.1787748,0.0023140,47.9338837,1.1609757,-1.0973753,4.0000000,-1.0742749,1.4992640,48.1854172,-1.1204758,16.3957310
