OID_,ClipsFinal_DEM_Large_S3_RegP,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
49,-13,-4.235160971150473,19.335547927536478,-13.1477079,0.0025620,43.8016510,-1.9319980,-0.2570927,4.0000000,1.0648999,1.1541762,29.9710751,-1.5790855,6.8954597
50,-13,-4.361923851150472,19.328091287536477,-13.1966753,0.0013223,35.5371895,-1.4233351,-0.5133359,4.0000000,-1.5951985,1.0626291,19.7836838,0.5685268,5.3481274
51,-13,-4.354467211150472,19.328091287536477,-13.1949654,-0.0004132,28.9256191,-1.2413079,-0.5767969,4.0000000,-1.5013269,1.0674675,20.4945831,0.3477332,5.3431435
52,-13,-4.347010571150472,19.328091287536477,-13.1931486,-0.0022314,23.1404953,-1.1116741,-0.6366752,4.0000000,-1.3942363,1.0724701,21.1987190,0.1208861,5.4729557
53,-13,-4.339553931150472,19.328091287536477,-13.1912174,-0.0042149,18.1818180,-1.0275860,-0.6903810,4.0000000,-1.2704916,1.0776377,21.8965054,-0.1102704,5.6945691
54,-13,-4.332097291150472,19.328091287536477,-13.1891642,0.0037190,45.4545441,-0.9957910,-0.7368949,4.0000000,-1.1334375,1.0829890,22.5909824,-0.3403524,6.0125747
55,-13,-4.324640651150472,19.328091287536477,-13.1869822,0.0014876,37.1900826,-1.0055499,-0.7744403,5.0000000,-0.9825776,1.0885391,23.2827053,-0.5663031,6.3752875
56,-13,-4.317184011150472,19.328091287536477,-13.1846638,-0.0007438,29.7520657,-1.0508004,-0.8041503,4.0000000,-0.8226205,1.0943016,23.9738483,-0.7856802,6.7714353
57,-13,-4.309727371150472,19.328091287536477,-13.1822042,-0.0033058,23.1404953,-1.1236273,-0.8242553,4.0000000,-0.6556050,1.1002684,24.6636658,-0.9929056,7.1603789
58,-13,-4.302270731150472,19.328091287536477,-13.1795998,0.0041322,47.9338837,-1.2229054,-0.8337989,4.0000000,-0.4823891,1.1064318,25.3511906,-1.1852087,7.5288334
59,-13,-4.294814091150472,19.328091287536477,-13.1768475,0.0013223,38.8429756,-1.3332658,-0.8295051,4.0000000,-0.3052568,1.1127896,26.0330772,-1.3537534,7.8055124
60,-13,-4.287357451150472,19.328091287536477,-13.1739445,-0.0016529,30.5785122,-1.4481306,-0.8123234,4.0000000,-0.1280443,1.1192536,26.7025414,-1.4966024,7.9877572
61,-13,-4.279900811150472,19.328091287536477,-13.1708927,-0.0046281,23.1404953,-1.5587454,-0.7816941,4.0000000,0.0469198,1.1257447,27.3540745,-1.6103081,8.0582476
62,-13,-4.272444171150472,19.328091287536477,-13.1676941,0.0022314,42.1487617,-1.6603217,-0.7374321,4.0000000,0.2176706,1.1322124,27.9813843,-1.6925348,8.0215464
63,-13,-4.264987531150472,19.328091287536477,-13.1643515,-0.0010744,33.0578499,-1.7406105,-0.6780241,4.0000000,0.3814608,1.1385243,28.5746269,-1.7375090,7.8558803
64,-13,-4.257530891150472,19.328091287536477,-13.1608725,-0.0044628,24.7933884,-1.7972670,-0.6046287,4.0000000,0.5374483,1.1445832,29.1275520,-1.7467059,7.5971966
65,-13,-4.250074251150472,19.328091287536477,-13.1572628,0.0019835,43.8016510,-1.8247781,-0.5189831,4.0000000,0.6829820,1.1502442,29.6301689,-1.7209481,7.2762733
66,-13,-4.242617611150472,19.328091287536477,-13.1535339,-0.0016529,34.7107430,-1.8199317,-0.4221304,4.0000000,0.8179142,1.1553708,30.0754509,-1.6621751,6.9244080
67,-13,-4.235160971150473,19.328091287536477,-13.1496964,0.0044628,48.7603302,-1.7822490,-0.3143659,4.0000000,0.9435006,1.1598657,30.4579411,-1.5722324,6.5791578
68,-13,-4.227704331150473,19.328091287536477,-13.1457634,0.0007438,39.6694221,-1.7094882,-0.1989979,4.0000000,1.0573778,1.1636107,30.7694035,-1.4553735,6.2733884
69,-13,-4.369380491150472,19.320634647536480,-13.2003422,-0.0049587,10.7438021,-1.2673166,-0.6574033,4.0000000,-1.8806207,1.0567110,18.8682098,0.5658142,5.7908597
70,-13,-4.361923851150472,19.320634647536480,-13.1987906,0.0033884,44.6280975,-1.0124929,-0.7243239,4.0000000,-1.8109150,1.0615562,19.6222343,0.3622673,5.7491965
71,-13,-4.354467211150472,19.320634647536480,-13.1971340,0.0016529,37.1900826,-0.8089780,-0.7841498,4.0000000,-1.7211971,1.0665793,20.3670387,0.1528976,5.8038316
72,-13,-4.347010571150472,19.320634647536480,-13.1953621,-0.0001653,30.5785122,-0.6611124,-0.8383509,4.0000000,-1.6155846,1.0717998,21.1063786,-0.0611171,5.9698172
73,-13,-4.339553931150472,19.320634647536480,-13.1934681,-0.0020661,24.7933884,-0.5687106,-0.8838832,4.0000000,-1.4915116,1.0772188,21.8414764,-0.2762547,6.2091413
74,-13,-4.332097291150472,19.320634647536480,-13.1914444,-0.0040496,19.8347111,-0.5311971,-0.9211894,4.0000000,-1.3521780,1.0828648,22.5750885,-0.4902009,6.5165982
75,-13,-4.324640651150472,19.320634647536480,-13.1892824,0.0036364,45.4545441,-0.5430468,-0.9485031,4.0000000,-1.1979371,1.0887289,23.3075333,-0.6990691,6.8520460
76,-13,-4.317184011150472,19.320634647536480,-13.1869783,0.0014050,37.1900826,-0.5961019,-0.9678722,4.0000000,-1.0344990,1.0948344,24.0383167,-0.9012453,7.2123899
77,-13,-4.309727371150472,19.320634647536480,-13.1845255,-0.0010744,29.7520657,-0.6854874,-0.9767885,4.0000000,-0.8625313,1.1011872,24.7689095,-1.0910457,7.5569506
78,-13,-4.302270731150472,19.320634647536480,-13.1819210,-0.0036364,23.1404953,-0.8014444,-0.9744784,4.0000000,-0.6844878,1.1077522,25.4956875,-1.2644690,7.8515992
79,-13,-4.294814091150472,19.320634647536480,-13.1791620,0.0035537,46.2809906,-0.9330371,-0.9590585,4.0000000,-0.5024042,1.1145227,26.2169399,-1.4157127,8.0512285
80,-13,-4.287357451150472,19.320634647536480,-13.1762466,0.0005785,37.1900826,-1.0703063,-0.9323603,4.0000000,-0.3205575,1.1214253,26.9253826,-1.5441631,8.1580181
81,-13,-4.279900811150472,19.320634647536480,-13.1731768,-0.0024793,28.9256191,-1.2094119,-0.8917369,4.0000000,-0.1393434,1.1283892,27.6144295,-1.6441303,8.1499805
82,-13,-4.272444171150472,19.320634647536480,-13.1699533,0.0043802,48.7603302,-1.3397872,-0.8380839,4.0000000,0.0385409,1.1353296,28.2774315,-1.7147087,8.0292692
83,-13,-4.264987531150472,19.320634647536480,-13.1665821,0.0010744,39.6694221,-1.4470658,-0.7696952,4.0000000,0.2086619,1.1421112,28.9053707,-1.7480521,7.7697067
84,-13,-4.257530891150472,19.320634647536480,-13.1630678,-0.0023967,30.5785122,-1.5318277,-0.6890281,4.0000000,0.3715472,1.1486163,29.4896240,-1.7496034,7.4295082
85,-13,-4.250074251150472,19.320634647536480,-13.1594200,0.0040496,48.7603302,-1.5868465,-0.5970498,4.0000000,0.5250816,1.1547334,30.0223083,-1.7191813,7.0316434
86,-13,-4.242617611150472,19.320634647536480,-13.1556473,0.0004132,39.6694221,-1.6064934,-0.4942340,4.0000000,0.6681779,1.1603127,30.4964428,-1.6566459,6.5997949
87,-13,-4.235160971150473,19.320634647536480,-13.1517620,-0.0034711,30.5785122,-1.5933480,-0.3820744,4.0000000,0.8018929,1.1652080,30.9041691,-1.5660418,6.1882653
88,-13,-4.227704331150473,19.320634647536480,-13.1477766,0.0027273,44.6280975,-1.5479472,-0.2637162,4.0000000,0.9244758,1.1693326,31.2397232,-1.4519081,5.8410940
89,-13,-4.376837131150472,19.313178007536479,-13.2037859,-0.0016529,20.6611576,-1.1307223,-0.7959449,4.0000000,-2.1143317,1.0501584,17.7895584,0.5224420,6.3627238
90,-13,-4.369380491150472,19.313178007536479,-13.2024012,-0.0030579,16.5289249,-0.8005570,-0.8706641,4.0000000,-2.0770602,1.0549138,18.5804005,0.3357320,6.3293805
91,-13,-4.361923851150472,19.313178007536479,-13.2009115,-0.0046281,12.3966942,-0.5231932,-0.9364234,4.0000000,-2.0179543,1.0598787,19.3643818,0.1451076,6.3804622
92,-13,-4.354467211150472,19.313178007536479,-13.1993084,0.0037190,46.2809906,-0.3009803,-0.9924389,4.0000000,-1.9349244,1.0650532,20.1428967,-0.0499533,6.4939766
93,-13,-4.347010571150472,19.313178007536479,-13.1975832,0.0019008,38.8429756,-0.1369893,-1.0411798,4.0000000,-1.8326533,1.0704534,20.9186287,-0.2497062,6.6898770
94,-13,-4.339553931150472,19.313178007536479,-13.1957283,0.0000000,32.2314034,-0.0399869,-1.0789074,4.0000000,-1.7100542,1.0760956,21.6917725,-0.4477605,6.9375024
95,-13,-4.332097291150472,19.313178007536479,-13.1937351,-0.0019008,26.4462814,0.0006885,-1.1076996,4.0000000,-1.5704744,1.0820127,22.4662666,-0.6449250,7.2232246
96,-13,-4.324640651150472,19.313178007536479,-13.1915970,-0.0041322,20.6611576,-0.0133471,-1.1262864,4.0000000,-1.4173602,1.0881891,23.2409153,-0.8352125,7.5230489
97,-13,-4.317184011150472,19.313178007536479,-13.1893091,0.0035537,45.4545441,-0.0761998,-1.1351417,5.0000000,-1.2522044,1.0946366,24.0148315,-1.0180792,7.8229632
98,-13,-4.309727371150472,19.313178007536479,-13.1868668,0.0011570,37.1900826,-0.1818518,-1.1332875,4.0000000,-1.0769982,1.1013687,24.7903118,-1.1895770,8.0962925
99,-13,-4.302270731150472,19.313178007536479,-13.1842661,-0.0013223,29.7520657,-0.3151537,-1.1199477,4.0000000,-0.8955792,1.1083484,25.5612049,-1.3443161,8.2958202
100,-13,-4.294814091150472,19.313178007536479,-13.1815042,-0.0041322,23.1404953,-0.4688261,-1.0952923,4.0000000,-0.7101913,1.1155432,26.3237400,-1.4803933,8.4117498
101,-13,-4.287357451150472,19.313178007536479,-13.1785812,0.0029752,44.6280975,-0.6353788,-1.0579808,4.0000000,-0.5240231,1.1228994,27.0748005,-1.5919386,8.4233112
102,-13,-4.279900811150472,19.313178007536479,-13.1754980,-0.0001653,35.5371895,-0.8039299,-1.0078220,4.0000000,-0.3383124,1.1303437,27.8046551,-1.6773316,8.3151827
103,-13,-4.272444171150472,19.313178007536479,-13.1722565,-0.0033884,27.2727280,-0.9640134,-0.9451987,4.0000000,-0.1551003,1.1377742,28.5076389,-1.7352971,8.0877857
104,-13,-4.264987531150472,19.313178007536479,-13.1688604,0.0033884,45.4545441,-1.1034737,-0.8689620,4.0000000,0.0214314,1.1450632,29.1737061,-1.7593554,7.7283993
105,-13,-4.257530891150472,19.313178007536479,-13.1653175,-0.0000826,36.3636360,-1.2209328,-0.7811524,4.0000000,0.1914141,1.1520553,29.7921085,-1.7537187,7.2907891
106,-13,-4.250074251150472,19.313178007536479,-13.1616364,-0.0037190,27.2727280,-1.3073275,-0.6836792,4.0000000,0.3520204,1.1586539,30.3583527,-1.7193789,6.8035102
107,-13,-4.242617611150472,19.313178007536479,-13.1578255,0.0025620,45.4545441,-1.3584856,-0.5755340,4.0000000,0.5033056,1.1647160,30.8651409,-1.6543735,6.2850156
108,-13,-4.235160971150473,19.313178007536479,-13.1538973,-0.0013223,36.3636360,-1.3734882,-0.4597012,4.0000000,0.6441267,1.1700615,31.3005600,-1.5635290,5.7892017
109,-13,-4.227704331150473,19.313178007536479,-13.1498652,0.0047934,49.5867767,-1.3587594,-0.3389816,4.0000000,0.7746250,1.1746062,31.6637173,-1.4525883,5.3808131
110,-13,-4.384293771150472,19.305721367536478,-13.2069759,0.0014050,34.7107430,-1.0282843,-0.9131466,4.0000000,-2.2712171,1.0432850,16.5666428,0.4449239,6.9102311
111,-13,-4.376837131150472,19.305721367536478,-13.2057610,0.0001653,28.9256191,-0.6292565,-1.0017015,4.0000000,-2.2789795,1.0477970,17.3791523,0.2755766,6.9607697
112,-13,-4.369380491150472,19.305721367536478,-13.2044458,-0.0011570,23.9669418,-0.2732144,-1.0780125,4.0000000,-2.2585001,1.0525581,18.1927242,0.1024754,7.0527196
113,-13,-4.361923851150472,19.305721367536478,-13.2030191,-0.0026446,19.0082645,0.0254841,-1.1429693,4.0000000,-2.2123685,1.0575830,19.0049572,-0.0735700,7.2009063
114,-13,-4.354467211150472,19.305721367536478,-13.2014713,-0.0042149,14.8760328,0.2672504,-1.1972047,4.0000000,-2.1391318,1.0628686,19.8163033,-0.2552777,7.3853502
115,-13,-4.347010571150472,19.305721367536478,-13.1997938,0.0040496,47.9338837,0.4374842,-1.2394866,4.0000000,-2.0416622,1.0684237,20.6291046,-0.4373108,7.6090932
116,-13,-4.339553931150472,19.305721367536478,-13.1979790,0.0021488,40.4958687,0.5381361,-1.2708968,4.0000000,-1.9238262,1.0742608,21.4422512,-0.6179672,7.8662620
117,-13,-4.332097291150472,19.305721367536478,-13.1960192,0.0002479,33.8842964,0.5752586,-1.2910485,4.0000000,-1.7860717,1.0804164,22.2594128,-0.7960255,8.1245003
118,-13,-4.324640651150472,19.305721367536478,-13.1939077,-0.0019008,27.2727280,0.5535074,-1.3006518,4.0000000,-1.6339667,1.0868815,23.0788250,-0.9673368,8.3775148
119,-13,-4.317184011150472,19.305721367536478,-13.1916409,-0.0042149,21.4876041,0.4782470,-1.3000735,5.0000000,-1.4685211,1.0936576,23.8992329,-1.1316258,8.6127472
120,-13,-4.309727371150472,19.305721367536478,-13.1892128,0.0033058,44.6280975,0.3575831,-1.2888112,4.0000000,-1.2923694,1.1007667,24.7218857,-1.2852529,8.8046932
121,-13,-4.302270731150472,19.305721367536478,-13.1866198,0.0008264,36.3636360,0.2060836,-1.2659185,4.0000000,-1.1097513,1.1081587,25.5401802,-1.4220856,8.9068470
122,-13,-4.294814091150472,19.305721367536478,-13.1838608,-0.0019835,28.9256191,0.0281795,-1.2313337,4.0000000,-0.9220265,1.1157776,26.3493233,-1.5406411,8.9162731
123,-13,-4.287357451150472,19.305721367536478,-13.1809359,-0.0048760,22.3140488,-0.1649992,-1.1852553,4.0000000,-0.7333269,1.1236010,27.1445808,-1.6371835,8.8238573
124,-13,-4.279900811150472,19.305721367536478,-13.1778440,0.0020661,42.1487617,-0.3605652,-1.1273496,4.0000000,-0.5444927,1.1315277,27.9188652,-1.7102065,8.6070070
125,-13,-4.272444171150472,19.305721367536478,-13.1745892,-0.0012397,33.0578499,-0.5495311,-1.0568798,4.0000000,-0.3586133,1.1394506,28.6644287,-1.7551461,8.2608128
126,-13,-4.264987531150472,19.305721367536478,-13.1711760,-0.0045455,25.6198349,-0.7236879,-0.9729764,4.0000000,-0.1758565,1.1472640,29.3709888,-1.7700963,7.7852135
127,-13,-4.257530891150472,19.305721367536478,-13.1676102,0.0019835,42.1487617,-0.8734049,-0.8800972,4.0000000,-0.0004294,1.1547780,30.0282612,-1.7597649,7.2430553
128,-13,-4.250074251150472,19.305721367536478,-13.1639013,-0.0016529,33.0578499,-0.9952138,-0.7773631,4.0000000,0.1672226,1.1618922,30.6322956,-1.7219487,6.6542058
129,-13,-4.242617611150472,19.305721367536478,-13.1600580,-0.0053719,24.7933884,-1.0816373,-0.6644016,4.0000000,0.3266519,1.1684715,31.1730804,-1.6554550,6.0340538
130,-13,-4.235160971150473,19.305721367536478,-13.1560926,0.0007438,41.3223152,-1.1302841,-0.5447484,4.0000000,0.4751113,1.1743088,31.6411495,-1.5646082,5.4433928
131,-13,-4.227704331150473,19.305721367536478,-13.1520195,-0.0031405,32.2314034,-1.1497993,-0.4229009,4.0000000,0.6132343,1.1793245,32.0354347,-1.4590360,4.9634018
132,-13,-4.220247691150472,19.305721367536478,-13.1478510,0.0026446,45.4545441,-1.1403606,-0.2982696,4.0000000,0.7417493,1.1834395,32.3525810,-1.3382885,4.6035185
133,-13,-4.399207051150472,19.298264727536477,-13.2108450,-0.0049587,1.6528926,-1.4110053,-0.8891676,4.0000000,-2.2569282,1.0325328,14.4156733,0.4785931,7.1678185
134,-13,-4.391750411150472,19.298264727536477,-13.2098866,0.0040496,49.5867767,-0.9547533,-1.0036678,4.0000000,-2.3391867,1.0364101,15.2310419,0.3318509,7.3113446
135,-13,-4.384293771150472,19.298264727536477,-13.2088442,0.0029752,43.8016510,-0.5029398,-1.1066611,4.0000000,-2.3961124,1.0405653,16.0530796,0.1827903,7.4773221
136,-13,-4.376837131150472,19.298264727536477,-13.2077055,0.0019008,38.0165291,-0.0778175,-1.1985132,4.0000000,-2.4266033,1.0449990,16.8796806,0.0295770,7.6846285
137,-13,-4.369380491150472,19.298264727536477,-13.2064600,0.0006612,32.2314034,0.2986144,-1.2765526,4.0000000,-2.4259515,1.0497212,17.7107449,-0.1271537,7.9174390
138,-13,-4.361923851150472,19.298264727536477,-13.2050953,-0.0007438,26.4462814,0.6160346,-1.3414495,4.0000000,-2.3947239,1.0547438,18.5489788,-0.2881752,8.1737719
139,-13,-4.354467211150472,19.298264727536477,-13.2036037,-0.0022314,21.4876041,0.8618686,-1.3911749,4.0000000,-2.3315094,1.0600764,19.3917770,-0.4508405,8.4237518
140,-13,-4.347010571150472,19.298264727536477,-13.2019758,-0.0038843,17.3553715,1.0379797,-1.4290780,4.0000000,-2.2417722,1.0657469,20.2399788,-0.6163838,8.6854763
141,-13,-4.339553931150472,19.298264727536477,-13.2002029,-0.0057025,13.2231407,1.1409616,-1.4548312,4.0000000,-2.1295524,1.0717506,21.0948143,-0.7801101,8.9483910
142,-13,-4.332097291150472,19.298264727536477,-13.1982794,0.0023967,42.1487617,1.1748164,-1.4683332,4.0000000,-1.9964764,1.0781094,21.9560528,-0.9401901,9.1879196
143,-13,-4.324640651150472,19.298264727536477,-13.1961985,0.0003306,34.7107430,1.1441956,-1.4698840,4.0000000,-1.8460025,1.0848360,22.8214359,-1.0937656,9.3899641
144,-13,-4.317184011150472,19.298264727536477,-13.1939554,-0.0019008,28.0991745,1.0587686,-1.4616172,5.0000000,-1.6828293,1.0919141,23.6905651,-1.2404051,9.5630693
145,-13,-4.309727371150472,19.298264727536477,-13.1915464,-0.0043802,22.3140488,0.9251882,-1.4421066,4.0000000,-1.5086303,1.0993651,24.5616989,-1.3755828,9.6695662
146,-13,-4.302270731150472,19.298264727536477,-13.1889668,0.0030579,43.8016510,0.7540298,-1.4110658,4.0000000,-1.3262562,1.1071436,25.4291153,-1.4958754,9.6828947
147,-13,-4.294814091150472,19.298264727536477,-13.1862164,0.0002479,35.5371895,0.5511414,-1.3678505,4.0000000,-1.1375061,1.1151844,26.2873402,-1.5981951,9.5892010
