OID_,ClipsFinal_DEM_Large_S3_RegN,X,Y,DEM_Large_S1_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
21,-12,-2.952618891150470,23.063867927536482,-12.7763300,0.0014876,33.8842964,-0.1469246,0.0604004,4.0000000,0.1814081,1.0528926,18.2583771,-0.0606073,0.3832000
22,-12,-3.288167691150471,23.056411287536481,-12.7191153,0.0041322,43.8016510,-1.2390648,-0.2866934,4.0000000,0.6143250,1.0477561,17.4139843,-1.1877120,3.2786927
23,-12,-3.280711051150471,23.056411287536481,-12.7201862,-0.0048760,10.7438021,-1.0640324,-0.4866397,4.0000000,0.1561610,1.0490170,17.6071129,-1.1294404,3.5875552
24,-12,-3.116664971150471,23.056411287536481,-12.7470245,0.0018182,37.1900826,-0.9419349,-0.3227089,4.0000000,-1.1706103,1.0603237,19.4794464,0.5251924,3.0902829
25,-12,-3.049555211150471,23.056411287536481,-12.7593851,0.0043802,47.9338837,-0.1661618,-0.0543594,4.0000000,-0.1296754,1.0620402,19.7574081,0.0209566,0.4413701
26,-12,-3.042098571150471,23.056411287536481,-12.7610254,-0.0041322,14.8760328,0.0414293,-0.2981860,4.0000000,-0.3650355,1.0612222,19.5972519,-0.2313365,0.3601437
27,-12,-3.034641931150471,23.056411287536481,-12.7626371,-0.0026446,19.8347111,0.0105327,-0.2701185,4.0000000,-0.2589329,1.0604947,19.4502544,-0.2813041,0.3420197
28,-12,-3.027185291150471,23.056411287536481,-12.7642508,-0.0011570,24.7933884,0.0627406,-0.3316923,4.0000000,-0.2744077,1.0607159,19.5254097,-0.3889769,0.3892776
29,-12,-3.019728651150471,23.056411287536481,-12.7658873,0.0004132,30.5785122,0.3054628,-0.5550481,4.0000000,-0.5454131,1.0604025,19.4957008,-0.5646830,0.7891616
30,-12,-3.012272011150471,23.056411287536481,-12.7674770,0.0020661,37.1900826,0.6260256,-0.8025394,4.0000000,-0.8831393,1.0589261,19.2283344,-0.7219395,1.7142781
31,-12,-3.004815371150471,23.056411287536481,-12.7690125,0.0035537,43.8016510,0.7433921,-0.8775341,4.0000000,-1.0109584,1.0569774,18.9177017,-0.7441097,2.0670271
32,-12,-2.997358731150471,23.056411287536481,-12.7704716,-0.0050413,10.7438021,0.8258622,-0.9337111,4.0000000,-1.1183671,1.0548332,18.5585728,-0.7490552,2.3768327
33,-12,-2.989902091150471,23.056411287536481,-12.7718582,-0.0036364,14.8760328,0.6961670,-0.8650176,4.0000000,-1.0766884,1.0525151,18.1577301,-0.6533468,2.0656583
34,-12,-2.982445451150471,23.056411287536481,-12.7731581,-0.0023967,19.0082645,0.4477072,-0.6961444,4.0000000,-0.8832290,1.0502529,17.7744884,-0.5090598,1.3365780
35,-12,-2.974988811150471,23.056411287536481,-12.7744026,-0.0009091,23.9669418,-0.0255198,-0.2101442,4.0000000,-0.2056606,1.0488243,17.5001068,-0.2146278,0.2752497
36,-12,-2.967532171150471,23.056411287536481,-12.7756271,0.0005785,29.7520657,-0.2333376,0.2255659,4.0000000,0.3815426,1.0494590,17.6017380,0.0695893,0.8291065
37,-12,-2.960075531150471,23.056411287536481,-12.7769594,0.0020661,36.3636360,-0.1849278,0.4084398,4.0000000,0.5952160,1.0509990,17.9053421,0.2216636,1.3044286
38,-12,-2.952618891150470,23.056411287536481,-12.7783337,0.0034711,42.9752083,-0.0545070,0.1879237,4.0000000,0.3104653,1.0520396,18.0940666,0.0653820,0.3186639
39,-12,-2.945162251150471,23.056411287536481,-12.7797546,0.0048760,49.5867767,-0.0216959,0.1233390,4.0000000,0.2518446,1.0526606,18.1654339,-0.0051666,0.1362699
40,-12,-2.885509131150471,23.056411287536481,-12.7915573,-0.0032231,18.1818180,-0.6989526,0.2734830,4.0000000,0.7077881,1.0623212,19.7267475,-0.1608219,2.2398388
41,-12,-2.878052491150471,23.056411287536481,-12.7930384,-0.0017355,23.1404953,-0.8843899,0.1955769,4.0000000,0.5588137,1.0631379,19.8244858,-0.1676599,2.5014558
42,-12,-2.870595851150471,23.056411287536481,-12.7944975,-0.0002479,28.0991745,-0.8069878,0.2510097,4.0000000,0.5832070,1.0644931,20.0407562,-0.0811876,2.4527326
43,-12,-2.863139211150471,23.056411287536481,-12.7959452,0.0013223,33.8842964,-0.9140659,0.2120388,4.0000000,0.4622823,1.0654949,20.1930904,-0.0382047,2.6249886
44,-12,-2.855682571150471,23.056411287536481,-12.7973480,0.0027273,39.6694221,-1.0215127,0.1605053,4.0000000,0.2716862,1.0660001,20.2771091,0.0493244,2.7845666
45,-12,-3.295624331150471,23.048954647536480,-12.7199125,0.0050413,47.9338837,-1.5646620,0.1223540,4.0000000,1.3667439,1.0457950,17.0323238,-1.1220361,3.8964190
46,-12,-3.288167691150471,23.048954647536480,-12.7211304,-0.0038843,13.2231407,-1.2945149,-0.3530967,4.0000000,0.6367653,1.0482123,17.4477558,-1.3429587,3.5804977
47,-12,-3.280711051150471,23.048954647536480,-12.7222795,-0.0028926,16.5289249,-1.0565113,-0.5493217,4.0000000,0.1770786,1.0495178,17.6219368,-1.2757219,3.8468530
48,-12,-3.273254411150471,23.048954647536480,-12.7233858,-0.0019008,20.6611576,-0.9170418,-0.4105441,4.0000000,0.2265383,1.0510205,17.8862896,-1.0476265,2.9382658
49,-12,-3.265797771150471,23.048954647536480,-12.7244368,-0.0008264,24.7933884,-0.7768002,-0.3314986,4.0000000,0.1805766,1.0524100,18.1271744,-0.8435737,2.3631365
50,-12,-3.131578251150470,23.048954647536480,-12.7465973,0.0011570,34.7107430,0.2770546,-0.7628823,4.0000000,-1.2460665,1.0670493,20.5707302,-0.2796981,2.5807650
51,-12,-3.124121611150471,23.048954647536480,-12.7480097,0.0025620,40.4958687,0.6128372,-1.0455947,4.0000000,-1.7016845,1.0636082,20.0394382,-0.3895048,4.5122991
52,-12,-3.116664971150471,23.048954647536480,-12.7493382,0.0038843,46.2809906,0.6277486,-1.0110574,4.0000000,-1.6371850,1.0598239,19.4391518,-0.3849298,3.9846981
53,-12,-3.109208331150471,23.048954647536480,-12.7505398,-0.0047934,11.5702477,0.1982860,-0.7344719,4.0000000,-1.0929594,1.0563729,18.8681583,-0.3759843,2.3522370
54,-12,-3.101751691150471,23.048954647536480,-12.7517061,-0.0035537,15.7024794,-0.6239124,-0.3469264,4.0000000,-0.3468865,1.0551474,18.6796036,-0.3469662,2.1489058
55,-12,-3.094295051150471,23.048954647536480,-12.7529173,-0.0023140,19.8347111,-1.0598211,-0.1843406,4.0000000,-0.0278801,1.0551138,18.6756840,-0.3408010,2.7857304
56,-12,-3.086838411150471,23.048954647536480,-12.7541685,-0.0009091,24.7933884,-1.1456959,-0.1890646,4.0000000,0.0018051,1.0550627,18.6660671,-0.3799343,3.0033631
57,-12,-3.079381771150471,23.048954647536480,-12.7554750,0.0004959,30.5785122,-1.6982100,0.0063801,4.0000000,0.2826916,1.0552180,18.6693630,-0.2699314,4.2184639
58,-12,-3.057011851150471,23.048954647536480,-12.7598619,0.0048760,50.4132233,-0.9677896,-0.2220342,4.0000000,-0.1718499,1.0593787,19.3281994,-0.2722186,2.6841645
59,-12,-3.049555211150471,23.048954647536480,-12.7614784,-0.0037190,15.7024794,-0.4237550,-0.4040368,4.0000000,-0.3865727,1.0598224,19.4037380,-0.4215008,1.8945560
60,-12,-3.042098571150471,23.048954647536480,-12.7630959,-0.0022314,20.6611576,0.0377099,-0.5659823,4.0000000,-0.5069801,1.0591739,19.2728233,-0.6249846,1.5048168
61,-12,-3.034641931150471,23.048954647536480,-12.7647018,-0.0006612,26.4462814,-0.0603743,-0.4888441,4.0000000,-0.3557783,1.0588551,19.2088413,-0.6219099,1.3205413
62,-12,-3.027185291150471,23.048954647536480,-12.7663088,0.0008264,32.2314034,0.1490005,-0.5750719,4.0000000,-0.4633625,1.0592756,19.3142567,-0.6867813,1.2602534
63,-12,-3.019728651150471,23.048954647536480,-12.7679453,0.0023967,38.8429756,0.5803250,-0.7880164,4.0000000,-0.7725798,1.0587046,19.2024078,-0.8034531,1.6669496
64,-12,-3.012272011150471,23.048954647536480,-12.7695246,0.0040496,46.2809906,0.9328040,-0.9687801,4.0000000,-1.0380411,1.0566843,18.8375664,-0.8995191,2.4048963
65,-12,-3.004815371150471,23.048954647536480,-12.7710485,-0.0045455,11.5702477,0.9558789,-0.9816479,4.0000000,-1.0689563,1.0543860,18.4805145,-0.8943397,2.4594541
66,-12,-2.997358731150471,23.048954647536480,-12.7724867,-0.0031405,15.7024794,0.9802851,-0.9976934,4.0000000,-1.0752331,1.0522174,18.1121502,-0.9201537,2.5278578
67,-12,-2.989902091150471,23.048954647536480,-12.7738676,-0.0017355,20.6611576,0.7173488,-0.8642046,4.0000000,-0.9291024,1.0501648,17.7450600,-0.7993068,1.9222969
68,-12,-2.982445451150471,23.048954647536480,-12.7751465,-0.0004132,25.6198349,0.3541420,-0.6168268,4.0000000,-0.6404853,1.0486318,17.4756966,-0.5931682,0.9936904
69,-12,-2.974988811150471,23.048954647536480,-12.7763853,0.0010744,31.4049587,-0.0208328,-0.0795790,4.0000000,0.0443631,1.0481735,17.3510056,-0.2035212,0.0765090
70,-12,-2.967532171150471,23.048954647536480,-12.7776117,0.0025620,38.0165291,-0.0167139,0.3603868,4.0000000,0.5601291,1.0493056,17.5709438,0.1606446,0.7046327
71,-12,-2.960075531150471,23.048954647536480,-12.7789402,0.0040496,45.4545441,0.1163940,0.5501642,4.0000000,0.7365156,1.0510017,17.9209003,0.3638127,1.2471116
72,-12,-2.952618891150470,23.048954647536480,-12.7803144,-0.0046281,11.5702477,0.0992894,0.3656671,4.0000000,0.4807725,1.0523201,18.1307163,0.2505617,0.4351755
73,-12,-2.945162251150471,23.048954647536480,-12.7817478,-0.0031405,15.7024794,0.0881756,0.3322623,4.0000000,0.4802800,1.0532159,18.2477303,0.1842447,0.3527752
74,-12,-2.937705611150471,23.048954647536480,-12.7831726,-0.0016529,20.6611576,0.0868964,0.3635010,4.0000000,0.5609825,1.0539516,18.3630295,0.1660195,0.4765842
75,-12,-2.922792331150471,23.048954647536480,-12.7860975,0.0014050,32.2314034,0.1373731,0.5194771,4.0000000,0.8178037,1.0567131,18.8565464,0.2211505,1.0942479
76,-12,-2.915335691150471,23.048954647536480,-12.7876196,0.0029752,38.8429756,-0.1358882,0.4220383,4.0000000,0.7728593,1.0586458,19.1607742,0.0712173,1.3261490
77,-12,-2.907879051150471,23.048954647536480,-12.7891579,0.0044628,46.2809906,-0.4278740,0.3493595,4.0000000,0.7733690,1.0599990,19.3372307,-0.0746500,1.7874912
78,-12,-2.900422411150471,23.048954647536480,-12.7906818,-0.0039669,16.5289249,-0.3484641,0.4702855,4.0000000,0.9866235,1.0615300,19.5470257,-0.0460524,2.1607611
79,-12,-2.892965771150471,23.048954647536480,-12.7922153,-0.0023967,20.6611576,-0.4177948,0.4947593,4.0000000,1.0778242,1.0638945,19.9625378,-0.0883057,2.5204022
80,-12,-2.885509131150471,23.048954647536480,-12.7937870,-0.0009091,25.6198349,-0.7978476,0.3182695,4.0000000,0.8382651,1.0655173,20.2061024,-0.2017261,2.6961324
81,-12,-2.878052491150471,23.048954647536480,-12.7953167,0.0006612,31.4049587,-1.0422385,0.2530322,4.0000000,0.6943656,1.0663311,20.2746391,-0.1883012,3.1024435
82,-12,-2.870595851150471,23.048954647536480,-12.7968159,0.0022314,37.1900826,-1.0676477,0.3060738,4.0000000,0.6763728,1.0676026,20.4820671,-0.0642253,3.3415208
83,-12,-2.863139211150471,23.048954647536480,-12.7983103,0.0037190,42.9752083,-1.1872202,0.3021379,4.0000000,0.5443678,1.0686245,20.6375828,0.0599079,3.6261320
84,-12,-2.855682571150471,23.048954647536480,-12.7997456,0.0050413,48.7603302,-1.3743991,0.2423327,4.0000000,0.3012781,1.0694475,20.7518234,0.1833874,3.9134395
85,-12,-2.848225931150471,23.048954647536480,-12.8011532,-0.0038017,19.0082645,-1.5669250,0.1423889,4.0000000,-0.0437608,1.0701990,20.8607445,0.3285384,4.1989145
86,-12,-3.295624331150471,23.041498007536479,-12.7218561,-0.0031405,14.8760328,-1.5022449,0.0985867,4.0000000,1.3247771,1.0475394,17.4036827,-1.1276038,3.7415631
87,-12,-3.288167691150471,23.041498007536479,-12.7231531,-0.0020661,19.0082645,-1.2031678,-0.4302111,4.0000000,0.5934782,1.0498867,17.7876663,-1.4539005,3.6319025
88,-12,-3.280711051150471,23.041498007536479,-12.7243710,-0.0009917,23.1404953,-0.9190580,-0.6681228,4.0000000,0.1571318,1.0510596,17.9618855,-1.4933773,4.1695094
89,-12,-3.273254411150471,23.041498007536479,-12.7255402,0.0000826,28.0991745,-0.8243690,-0.5693088,4.0000000,0.1722107,1.0524901,18.2203255,-1.3108282,3.4156182
90,-12,-3.265797771150471,23.041498007536479,-12.7266512,0.0012397,33.0578499,-0.6868027,-0.5221084,4.0000000,0.1097049,1.0538338,18.4498043,-1.1539217,2.8799748
91,-12,-3.258341131150471,23.041498007536479,-12.7277212,0.0023967,38.8429756,-0.5410749,-0.4128587,4.0000000,0.1373561,1.0552844,18.7080936,-0.9630735,2.0758519
92,-12,-3.250884491150471,23.041498007536479,-12.7287607,0.0035537,43.8016510,-0.3201325,-0.3810405,4.0000000,0.0135198,1.0569403,18.9751091,-0.7756007,1.4473164
93,-12,-3.243427851150471,23.041498007536479,-12.7297907,0.0045455,47.9338837,-0.1239692,-0.3363416,4.0000000,-0.1066152,1.0580817,19.1626568,-0.5660681,0.8381828
94,-12,-3.146491531150470,23.041498007536479,-12.7459202,0.0005785,32.2314034,0.6175030,-0.9538314,4.0000000,-0.9693620,1.0689523,20.8248005,-0.9383007,3.1824570
95,-12,-3.139034891150470,23.041498007536479,-12.7474546,0.0019835,38.0165291,1.3165230,-1.2418120,4.0000000,-1.3876209,1.0667206,20.5087643,-1.0960031,4.7523770
96,-12,-3.131578251150470,23.041498007536479,-12.7489548,0.0033884,43.8016510,2.1637354,-1.5378158,4.0000000,-1.8218434,1.0634415,19.9906101,-1.2537882,6.9078960
97,-12,-3.124121611150471,23.041498007536479,-12.7503290,-0.0052893,10.7438021,2.7887003,-1.7477831,4.0000000,-2.1771338,1.0593268,19.3087387,-1.3184322,8.8661575
98,-12,-3.116664971150471,23.041498007536479,-12.7516146,-0.0040496,14.0495872,2.1345291,-1.5888424,4.0000000,-1.9585097,1.0549655,18.5769520,-1.2191752,7.5695686
99,-12,-3.109208331150471,23.041498007536479,-12.7527571,-0.0027273,18.1818180,0.5328946,-1.1572218,4.0000000,-1.2485095,1.0514301,17.9577980,-1.0659342,5.3077259
100,-12,-3.101751691150471,23.041498007536479,-12.7538767,-0.0014876,23.1404953,-1.1365272,-0.6622433,4.0000000,-0.4612580,1.0502592,17.7471275,-0.8632286,4.8369527
101,-12,-3.094295051150471,23.041498007536479,-12.7550678,-0.0001653,28.0991745,-1.6126813,-0.4535652,4.0000000,-0.1772412,1.0500358,17.7175922,-0.7298890,4.8607745
102,-12,-3.086838411150471,23.041498007536479,-12.7562866,0.0012397,33.8842964,-1.6090717,-0.3987375,4.0000000,-0.1176706,1.0499281,17.7119312,-0.6798043,4.6301942
103,-12,-3.079381771150471,23.041498007536479,-12.7575455,0.0025620,39.6694221,-2.2527945,-0.1532682,4.0000000,0.1855854,1.0504541,17.7740097,-0.4921218,5.5702996
104,-12,-3.071925131150471,23.041498007536479,-12.7588873,0.0039669,46.2809906,-2.3159318,-0.0495934,4.0000000,0.1912516,1.0523787,18.1172771,-0.2904384,5.6834788
105,-12,-3.064468491150471,23.041498007536479,-12.7603683,-0.0046281,12.3966942,-2.0104990,-0.0787437,4.0000000,0.0575212,1.0541655,18.4262657,-0.2150087,4.9885583
106,-12,-3.057011851150471,23.041498007536479,-12.7618933,-0.0032231,16.5289249,-1.1794022,-0.3081025,4.0000000,-0.2626193,1.0553812,18.6158485,-0.3535858,3.3891251
107,-12,-3.049555211150471,23.041498007536479,-12.7634983,-0.0017355,21.4876041,-0.5872288,-0.4623489,4.0000000,-0.4105828,1.0561423,18.7654839,-0.5141150,2.5152972
108,-12,-3.042098571150471,23.041498007536479,-12.7651024,-0.0002479,27.2727280,-0.0430539,-0.6387199,4.0000000,-0.5318394,1.0560485,18.7538376,-0.7456004,2.1059680
109,-12,-3.034641931150471,23.041498007536479,-12.7667074,0.0013223,33.8842964,-0.1375434,-0.5848355,4.0000000,-0.4237278,1.0563684,18.7935734,-0.7459431,1.9998289
110,-12,-3.027185291150471,23.041498007536479,-12.7683249,0.0028099,40.4958687,0.2600375,-0.7297353,4.0000000,-0.6321651,1.0570397,18.9336662,-0.8273054,1.9798985
111,-12,-3.019728651150471,23.041498007536479,-12.7699633,0.0043802,47.9338837,0.8451183,-0.9669564,4.0000000,-0.9883510,1.0561717,18.8070240,-0.9455618,2.5782173
112,-12,-3.012272011150471,23.041498007536479,-12.7715216,-0.0040496,13.2231407,1.1904418,-1.1044412,4.0000000,-1.1618664,1.0539190,18.4202099,-1.0470159,3.1329479
113,-12,-3.004815371150471,23.041498007536479,-12.7730150,-0.0026446,17.3553715,1.0844166,-1.0518637,4.0000000,-1.0683709,1.0521047,18.1294518,-1.0353565,2.7894223
114,-12,-2.997358731150471,23.041498007536479,-12.7744532,-0.0011570,22.3140488,1.1326371,-1.0669662,4.0000000,-0.9912746,1.0505570,17.8677044,-1.1426578,2.7633891
115,-12,-2.989902091150471,23.041498007536479,-12.7758217,0.0002479,28.0991745,0.8817849,-0.9623814,4.0000000,-0.7823566,1.0491493,17.6213818,-1.1424062,2.2824659
116,-12,-2.982445451150471,23.041498007536479,-12.7771206,0.0015702,33.8842964,0.4410062,-0.7194083,4.0000000,-0.4623863,1.0484617,17.5047569,-0.9764302,1.3577536
117,-12,-2.974988811150471,23.041498007536479,-12.7783794,0.0030579,40.4958687,-0.1131973,-0.2432191,4.0000000,0.1402675,1.0486413,17.5244961,-0.6267056,0.5192603
118,-12,-2.967532171150471,23.041498007536479,-12.7796202,0.0044628,47.1074371,-0.3073322,0.1393864,4.0000000,0.5457121,1.0500758,17.7988605,-0.2669393,0.8717048
119,-12,-2.960075531150471,23.041498007536479,-12.7809515,-0.0040496,13.2231407,-0.2824025,0.3329288,4.0000000,0.6789401,1.0518885,18.1295757,-0.0130824,1.2964808
120,-12,-2.952618891150470,23.041498007536479,-12.7823286,-0.0026446,17.3553715,-0.1373104,0.2132644,4.0000000,0.4825412,1.0532812,18.3433609,-0.0560124,0.5935935
121,-12,-2.945162251150471,23.041498007536479,-12.7837706,-0.0010744,22.3140488,-0.1005517,0.2240109,4.0000000,0.5570050,1.0542637,18.4896851,-0.1089833,0.5381245
122,-12,-2.937705611150471,23.041498007536479,-12.7852077,0.0004132,28.0991745,-0.1117767,0.2777938,4.0000000,0.7100379,1.0553414,18.6589661,-0.1544504,0.7288486
123,-12,-2.930248971150471,23.041498007536479,-12.7866793,0.0019008,34.7107430,-0.1059391,0.3943575,4.0000000,0.9051841,1.0572209,18.9791431,-0.1164691,1.1623008
124,-12,-2.922792331150471,23.041498007536479,-12.7881889,0.0034711,41.3223152,-0.1170231,0.4219575,4.0000000,0.9379528,1.0594136,19.2920952,-0.0940378,1.3269387
125,-12,-2.915335691150471,23.041498007536479,-12.7897463,0.0049587,47.9338837,-0.2427027,0.3713911,4.0000000,0.8757112,1.0615315,19.6144371,-0.1329289,1.4384555
126,-12,-2.907879051150471,23.041498007536479,-12.7913303,-0.0034711,18.1818180,-0.3908427,0.3456539,4.0000000,0.8625291,1.0628743,19.8059864,-0.1712214,1.7263710
127,-12,-2.900422411150471,23.041498007536479,-12.7928877,-0.0018182,23.1404953,-0.3616616,0.4647437,4.0000000,1.0578518,1.0643826,20.0054722,-0.1283644,2.2237444
128,-12,-2.892965771150471,23.041498007536479,-12.7944641,-0.0001653,28.0991745,-0.4773904,0.4974272,4.0000000,1.1506059,1.0668601,20.4114799,-0.1557515,2.7541382
129,-12,-2.885509131150471,23.041498007536479,-12.7960758,0.0014050,33.8842964,-0.9285063,0.3496955,4.0000000,0.9518967,1.0690066,20.7197399,-0.2525056,3.2245553
130,-12,-2.878052491150471,23.041498007536479,-12.7976570,0.0029752,40.4958687,-1.2654546,0.3084611,4.0000000,0.8185277,1.0704849,20.8932858,-0.2016055,3.9432003
131,-12,-2.870595851150471,23.041498007536479,-12.7991982,0.0044628,46.2809906,-1.3619264,0.3302304,4.0000000,0.7187154,1.0723721,21.1939869,-0.0582546,4.2839346
132,-12,-2.863139211150471,23.041498007536479,-12.8007364,-0.0041322,18.1818180,-1.4161329,0.2922069,4.0000000,0.5072110,1.0739138,21.4152222,0.0772028,4.2769337
133,-12,-2.855682571150471,23.041498007536479,-12.8022261,-0.0027273,22.3140488,-1.5210176,0.1829734,4.0000000,0.1727324,1.0749457,21.5523872,0.1932145,4.2436194
134,-12,-2.848225931150471,23.041498007536479,-12.8036861,-0.0014876,26.4462814,-1.5987219,0.0099157,4.0000000,-0.2620898,1.0753663,21.6372051,0.2819212,4.2834086
135,-12,-3.303080971150471,23.034041367536481,-12.7224913,-0.0024793,16.5289249,-1.8503766,0.2409521,4.0000000,1.5488672,1.0441486,16.7520065,-1.0669630,4.8239932
136,-12,-3.295624331150471,23.034041367536481,-12.7238159,-0.0012397,21.4876041,-1.6317643,-0.1156431,4.0000000,1.1473531,1.0482358,17.5286961,-1.3786392,3.9621630
137,-12,-3.288167691150471,23.034041367536481,-12.7251854,-0.0000826,26.4462814,-0.9264504,-0.6596171,4.0000000,0.4683192,1.0501705,17.8381653,-1.7875533,4.0385165
138,-12,-3.280711051150471,23.034041367536481,-12.7264681,0.0010744,31.4049587,-0.4964746,-0.9132292,4.0000000,0.0854411,1.0511407,17.9753437,-1.9118994,4.8638773
139,-12,-3.273254411150471,23.034041367536481,-12.7277155,0.0022314,37.1900826,-0.4359697,-0.8764444,4.0000000,0.0488608,1.0524548,18.2029915,-1.8017497,4.4550986
140,-12,-3.265797771150471,23.034041367536481,-12.7288933,0.0033884,42.1487617,-0.3041208,-0.8410233,4.0000000,-0.0196711,1.0536685,18.4015160,-1.6623755,3.9008958
141,-12,-3.258341131150471,23.034041367536481,-12.7300186,-0.0054545,9.9173555,-0.1411542,-0.7763976,4.0000000,-0.0416112,1.0550520,18.6298428,-1.5111840,3.0517001
142,-12,-3.250884491150471,23.034041367536481,-12.7311153,-0.0042975,13.2231407,0.1886556,-0.8127367,4.0000000,-0.2257328,1.0562760,18.8275986,-1.3997406,2.5751956
143,-12,-3.243427851150471,23.034041367536481,-12.7321787,-0.0033058,16.5289249,0.4612920,-0.8387004,4.0000000,-0.4020647,1.0566709,18.9121132,-1.2753360,2.1714706
144,-12,-3.235971211150471,23.034041367536481,-12.7331734,-0.0023140,20.6611576,0.6081946,-0.8432797,4.0000000,-0.5233339,1.0565722,18.8998604,-1.1632255,1.8950241
145,-12,-3.228514571150471,23.034041367536481,-12.7341375,-0.0012397,24.7933884,0.7249104,-0.8859897,4.0000000,-0.6757463,1.0563781,18.8588581,-1.0962331,2.0173390
146,-12,-3.161404811150470,23.034041367536481,-12.7450848,-0.0001653,28.9256191,-0.7126654,-0.9238314,4.0000000,-0.6491731,1.0651004,20.1476803,-1.1984898,6.0833282
147,-12,-3.153948171150470,23.034041367536481,-12.7466669,0.0012397,34.7107430,0.5172698,-1.2085227,4.0000000,-1.0791547,1.0641991,19.9976368,-1.3378906,6.0946655
148,-12,-3.146491531150470,23.034041367536481,-12.7482014,0.0027273,41.3223152,1.1221274,-1.3442454,4.0000000,-1.3397983,1.0621845,19.6693878,-1.3486924,6.3682323
