OID_,ClipsFinal_DEM_Large_S3_RegO,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
14,-13,-4.384293771150471,20.580806807536479,-13.1435785,-0.0018182,42.1487617,-1.0944287,-0.0140511,4.0000000,-0.8655256,1.4545653,46.5924225,0.8374234,11.9142714
15,-13,-4.376837131150471,20.580806807536479,-13.1442299,-0.0012397,42.9752083,-1.0181755,-0.0346131,4.0000000,-0.9010264,1.4578748,46.7150269,0.8318002,11.7190561
16,-13,-4.369380491150471,20.580806807536479,-13.1447163,-0.0008264,43.8016510,-0.9479638,-0.0492529,4.0000000,-0.9235637,1.4609876,46.8297272,0.8250579,11.4685602
17,-13,-4.361923851150471,20.580806807536479,-13.1450367,-0.0004959,44.6280975,-0.8848349,-0.0588101,4.0000000,-0.9346635,1.4639584,46.9384270,0.8170432,11.1690769
18,-13,-4.354467211150471,20.580806807536479,-13.1451912,-0.0004132,45.4545441,-0.8317719,-0.0635802,5.0000000,-0.9375893,1.4668090,47.0424385,0.8104289,10.8593864
19,-13,-4.347010571150471,20.580806807536479,-13.1451788,-0.0004132,45.4545441,-0.7863007,-0.0636085,4.0000000,-0.9315954,1.4695822,47.1428604,0.8043783,10.5085487
20,-13,-4.339553931150471,20.580806807536479,-13.1450014,-0.0005785,44.6280975,-0.7493800,-0.0587692,4.0000000,-0.9180148,1.4722774,47.2399406,0.8004764,10.1318798
21,-13,-4.332097291150471,20.580806807536479,-13.1446619,-0.0009091,43.8016510,-0.7206856,-0.0499992,4.0000000,-0.8988271,1.4748899,47.3342934,0.7988286,9.7525187
22,-13,-4.324640651150471,20.580806807536479,-13.1441622,-0.0013223,42.9752083,-0.7011373,-0.0388374,4.0000000,-0.8769601,1.4774354,47.4254227,0.7992852,9.4174004
23,-13,-4.317184011150471,20.580806807536479,-13.1435051,-0.0019835,42.1487617,-0.6906101,-0.0245007,4.0000000,-0.8521650,1.4798968,47.5129471,0.8031636,9.1221733
24,-13,-4.309727371150471,20.580806807536479,-13.1426935,-0.0027273,41.3223152,-0.6865118,-0.0078419,4.0000000,-0.8239853,1.4822333,47.5960350,0.8083016,8.8544178
25,-13,-4.302270731150471,20.580806807536479,-13.1417303,-0.0036364,40.4958687,-0.6881068,0.0114435,4.0000000,-0.7917623,1.4843934,47.6727180,0.8146493,8.6078568
26,-13,-4.294814091150471,20.580806807536479,-13.1406202,-0.0047107,38.8429756,-0.6967238,0.0317050,4.0000000,-0.7573281,1.4863249,47.7406769,0.8207381,8.4254780
27,-13,-4.287357451150471,20.580806807536479,-13.1393652,0.0041322,48.7603302,-0.7113582,0.0516318,4.0000000,-0.7210283,1.4879565,47.7983398,0.8242919,8.3135366
28,-13,-4.279900811150471,20.580806807536479,-13.1379700,0.0027273,47.1074371,-0.7317460,0.0716238,4.0000000,-0.6811122,1.4892323,47.8440514,0.8243598,8.2629242
29,-13,-4.429033611150471,20.573350167536478,-13.1440086,-0.0011570,41.3223152,-1.2308815,0.0075574,4.0000000,-0.4183079,1.4369894,45.9279251,0.4334226,10.9015255
30,-13,-4.421576971150471,20.573350167536478,-13.1456013,0.0003306,43.8016510,-1.1423028,-0.0464261,4.0000000,-0.5295599,1.4423146,46.1320000,0.4367076,10.8291025
31,-13,-4.414120331150471,20.573350167536478,-13.1470671,0.0018182,45.4545441,-1.0480788,-0.0948929,4.0000000,-0.6281540,1.4469987,46.3095970,0.4383681,10.8228312
32,-13,-4.406663691150471,20.573350167536478,-13.1483955,0.0030579,47.1074371,-0.9515960,-0.1384188,4.0000000,-0.7145649,1.4511142,46.4643974,0.4377272,10.8603611
33,-13,-4.399207051150471,20.573350167536478,-13.1495752,0.0041322,48.7603302,-0.8557742,-0.1765671,4.0000000,-0.7868184,1.4547490,46.6005707,0.4336843,10.9005013
34,-13,-4.391750411150471,20.573350167536478,-13.1505995,-0.0048760,38.8429756,-0.7620010,-0.2087194,4.0000000,-0.8443826,1.4580239,46.7211685,0.4269437,10.8915424
35,-13,-4.384293771150471,20.573350167536478,-13.1514616,-0.0040496,40.4958687,-0.6753047,-0.2357240,4.0000000,-0.8888427,1.4610199,46.8309250,0.4173947,10.8543882
36,-13,-4.376837131150471,20.573350167536478,-13.1521578,-0.0033884,41.3223152,-0.5966169,-0.2570343,4.0000000,-0.9203154,1.4637944,46.9327927,0.4062468,10.7569065
37,-13,-4.369380491150471,20.573350167536478,-13.1526842,-0.0028926,42.1487617,-0.5268878,-0.2729167,4.0000000,-0.9403244,1.4664518,47.0294495,0.3944909,10.5961761
38,-13,-4.361923851150471,20.573350167536478,-13.1530409,-0.0024793,42.9752083,-0.4671144,-0.2832057,4.0000000,-0.9490536,1.4690391,47.1230049,0.3826423,10.3622789
39,-13,-4.354467211150471,20.573350167536478,-13.1532259,-0.0023140,42.9752083,-0.4180292,-0.2888359,4.0000000,-0.9499076,1.4715927,47.2154236,0.3722359,10.0935144
40,-13,-4.347010571150471,20.573350167536478,-13.1532412,-0.0022314,42.9752083,-0.3803842,-0.2884082,5.0000000,-0.9423542,1.4741656,47.3071175,0.3655376,9.7670937
41,-13,-4.339553931150471,20.573350167536478,-13.1530876,-0.0023967,42.9752083,-0.3527396,-0.2834432,4.0000000,-0.9287258,1.4767445,47.3994141,0.3618395,9.4126892
42,-13,-4.332097291150471,20.573350167536478,-13.1527672,-0.0028099,42.1487617,-0.3342000,-0.2745121,4.0000000,-0.9105266,1.4793229,47.4917908,0.3615023,9.0458097
43,-13,-4.324640651150471,20.573350167536478,-13.1522837,-0.0033058,41.3223152,-0.3249773,-0.2625522,4.0000000,-0.8899943,1.4819052,47.5834999,0.3648900,8.7053976
44,-13,-4.317184011150471,20.573350167536478,-13.1516399,-0.0039669,40.4958687,-0.3234104,-0.2481490,4.0000000,-0.8673410,1.4844744,47.6744919,0.3710430,8.3908463
45,-13,-4.309727371150471,20.573350167536478,-13.1508379,-0.0047107,39.6694221,-0.3278614,-0.2315348,4.0000000,-0.8418278,1.4870142,47.7633858,0.3787583,8.0878649
46,-13,-4.302270731150471,20.573350167536478,-13.1498804,0.0043802,49.5867767,-0.3381693,-0.2130513,4.0000000,-0.8135725,1.4894549,47.8494186,0.3874700,7.8062487
47,-13,-4.294814091150471,20.573350167536478,-13.1487713,0.0033058,47.9338837,-0.3551774,-0.1932700,4.0000000,-0.7833139,1.4917196,47.9290504,0.3967740,7.5709338
48,-13,-4.287357451150471,20.573350167536478,-13.1475134,0.0020661,46.2809906,-0.3780929,-0.1735964,4.0000000,-0.7513324,1.4937655,48.0000496,0.4041395,7.3968410
49,-13,-4.279900811150471,20.573350167536478,-13.1461086,0.0005785,44.6280975,-0.4068167,-0.1540268,4.0000000,-0.7164236,1.4955006,48.0602379,0.4083701,7.2771678
50,-13,-4.272444171150471,20.573350167536478,-13.1445618,-0.0009091,42.9752083,-0.4413809,-0.1341637,4.0000000,-0.6768841,1.4968562,48.1083221,0.4085566,7.2022424
51,-13,-4.264987531150471,20.573350167536478,-13.1428738,-0.0025620,40.4958687,-0.4815305,-0.1128549,4.0000000,-0.6300189,1.4977683,48.1400490,0.4043091,7.1496835
52,-13,-4.257530891150471,20.573350167536478,-13.1410503,-0.0043802,38.8429756,-0.5264330,-0.0920998,4.0000000,-0.5768304,1.4981244,48.1522217,0.3926307,7.1479635
53,-13,-4.250074251150471,20.573350167536478,-13.1390953,0.0037190,47.9338837,-0.5788881,-0.0713966,4.0000000,-0.5179298,1.4978290,48.1427956,0.3751365,7.2346911
54,-13,-4.242617611150471,20.573350167536478,-13.1370144,0.0016529,46.2809906,-0.6367318,-0.0497420,4.0000000,-0.4512379,1.4968151,48.1086578,0.3517539,7.3843098
55,-13,-4.235160971150471,20.573350167536478,-13.1348133,-0.0004132,43.8016510,-0.6981905,-0.0265556,4.0000000,-0.3759167,1.4950076,48.0460930,0.3228056,7.5916286
56,-13,-4.227704331150471,20.573350167536478,-13.1324997,-0.0027273,41.3223152,-0.7617882,-0.0013180,4.0000000,-0.2920520,1.4923203,47.9531097,0.2894161,7.8642101
57,-13,-4.220247691150471,20.573350167536478,-13.1300821,-0.0051240,38.0165291,-0.8285273,0.0270718,4.0000000,-0.2002104,1.4886914,47.8275032,0.2543540,8.2364244
58,-13,-4.436490251150471,20.565893527536478,-13.1497726,0.0044628,47.9338837,-0.9847035,-0.1459635,4.0000000,-0.3465585,1.4394722,46.0250854,0.0546316,9.3880854
59,-13,-4.429033611150471,20.565893527536478,-13.1515656,-0.0038843,38.8429756,-0.8769310,-0.2073603,4.0000000,-0.4674703,1.4446803,46.2236061,0.0527497,9.4385309
60,-13,-4.421576971150471,20.565893527536478,-13.1532373,-0.0023140,40.4958687,-0.7639051,-0.2634303,4.0000000,-0.5753962,1.4491655,46.3924675,0.0485355,9.5850039
61,-13,-4.414120331150471,20.565893527536478,-13.1547747,-0.0008264,42.9752083,-0.6500778,-0.3136962,4.0000000,-0.6703617,1.4530126,46.5365868,0.0429692,9.7944450
62,-13,-4.406663691150471,20.565893527536478,-13.1561670,0.0004959,44.6280975,-0.5376241,-0.3593762,4.0000000,-0.7533281,1.4563164,46.6594009,0.0345757,10.0430326
63,-13,-4.399207051150471,20.565893527536478,-13.1574049,0.0016529,46.2809906,-0.4294737,-0.3995229,4.0000000,-0.8221525,1.4591900,46.7652931,0.0231066,10.2734966
64,-13,-4.391750411150471,20.565893527536478,-13.1584806,0.0027273,47.9338837,-0.3288927,-0.4327266,4.0000000,-0.8756073,1.4617486,46.8588371,0.0101541,10.4273672
65,-13,-4.384293771150471,20.565893527536478,-13.1593895,0.0036364,49.5867767,-0.2386483,-0.4600286,4.0000000,-0.9156399,1.4640927,46.9442558,-0.0044173,10.5144091
66,-13,-4.376837131150471,20.565893527536478,-13.1601257,-0.0057025,36.3636360,-0.1592210,-0.4819714,4.0000000,-0.9432299,1.4663162,47.0244179,-0.0207130,10.5225029
67,-13,-4.369380491150471,20.565893527536478,-13.1606894,-0.0051240,36.3636360,-0.0923670,-0.4981719,4.0000000,-0.9601971,1.4684900,47.1028023,-0.0361467,10.4559193
68,-13,-4.361923851150471,20.565893527536478,-13.1610775,-0.0046281,36.3636360,-0.0386844,-0.5081196,4.0000000,-0.9663567,1.4706674,47.1812706,-0.0498825,10.2917099
69,-13,-4.354467211150471,20.565893527536478,-13.1612911,-0.0044628,36.3636360,0.0034886,-0.5135669,4.0000000,-0.9650863,1.4728973,47.2612610,-0.0620473,10.0731058
70,-13,-4.347010571150471,20.565893527536478,-13.1613321,-0.0043802,36.3636360,0.0331785,-0.5132519,5.0000000,-0.9562580,1.4752187,47.3447571,-0.0702458,9.7818546
71,-13,-4.339553931150471,20.565893527536478,-13.1612005,-0.0045455,36.3636360,0.0512458,-0.5079525,4.0000000,-0.9420999,1.4776633,47.4320526,-0.0738051,9.4489956
72,-13,-4.332097291150471,20.565893527536478,-13.1609001,-0.0048760,36.3636360,0.0600675,-0.4988970,4.0000000,-0.9244082,1.4802250,47.5223808,-0.0733857,9.0968304
73,-13,-4.324640651150471,20.565893527536478,-13.1604338,-0.0053719,36.3636360,0.0601751,-0.4868862,4.0000000,-0.9053174,1.4828504,47.6153526,-0.0684550,8.7622356
74,-13,-4.317184011150471,20.565893527536478,-13.1598034,0.0039669,49.5867767,0.0531199,-0.4724734,4.0000000,-0.8849086,1.4855086,47.7098579,-0.0600383,8.4443207
75,-13,-4.309727371150471,20.565893527536478,-13.1590128,0.0032231,48.7603302,0.0397612,-0.4555618,4.0000000,-0.8621662,1.4881957,47.8046761,-0.0489575,8.1256351
76,-13,-4.302270731150471,20.565893527536478,-13.1580639,0.0023140,47.1074371,0.0214361,-0.4376142,4.0000000,-0.8381806,1.4908738,47.8978615,-0.0370478,7.8332367
77,-13,-4.294814091150471,20.565893527536478,-13.1569586,0.0011570,45.4545441,-0.0019872,-0.4188636,4.0000000,-0.8124514,1.4934553,47.9881630,-0.0252759,7.5699039
78,-13,-4.287357451150471,20.565893527536478,-13.1557007,-0.0001653,43.8016510,-0.0310785,-0.3995638,4.0000000,-0.7846100,1.4958725,48.0723305,-0.0145175,7.3432813
79,-13,-4.279900811150471,20.565893527536478,-13.1542912,-0.0016529,42.1487617,-0.0661286,-0.3801155,4.0000000,-0.7541903,1.4980663,48.1483002,-0.0060407,7.1611819
80,-13,-4.272444171150471,20.565893527536478,-13.1527328,-0.0030579,40.4958687,-0.1070993,-0.3608922,4.0000000,-0.7197899,1.4999427,48.2128258,-0.0019945,7.0183830
81,-13,-4.264987531150471,20.565893527536478,-13.1510286,-0.0046281,38.8429756,-0.1544406,-0.3405584,4.0000000,-0.6781533,1.5014162,48.2643852,-0.0029635,6.8778882
82,-13,-4.257530891150471,20.565893527536478,-13.1491804,0.0035537,47.9338837,-0.2090810,-0.3189645,4.0000000,-0.6287641,1.5023897,48.2980499,-0.0091648,6.7548194
83,-13,-4.250074251150471,20.565893527536478,-13.1471939,0.0015702,46.2809906,-0.2711675,-0.2978917,4.0000000,-0.5736918,1.5027695,48.3110123,-0.0220916,6.7050576
84,-13,-4.242617611150471,20.565893527536478,-13.1450729,-0.0004959,43.8016510,-0.3405860,-0.2755284,4.0000000,-0.5101859,1.5024599,48.3008881,-0.0408709,6.6990900
85,-13,-4.235160971150471,20.565893527536478,-13.1428232,-0.0026446,41.3223152,-0.4165358,-0.2504908,4.0000000,-0.4372856,1.5013646,48.2641754,-0.0636960,6.7320709
86,-13,-4.227704331150471,20.565893527536478,-13.1404524,-0.0050413,38.0165291,-0.4975264,-0.2224885,4.0000000,-0.3551252,1.4994242,48.1980209,-0.0898518,6.8201089
87,-13,-4.220247691150471,20.565893527536478,-13.1379681,0.0024793,47.1074371,-0.5830500,-0.1923282,4.0000000,-0.2654964,1.4965605,48.0999756,-0.1191599,7.0067096
88,-13,-4.212791051150471,20.565893527536478,-13.1353817,0.0000000,43.8016510,-0.6702498,-0.1579746,4.0000000,-0.1672078,1.4927157,47.9668579,-0.1487414,7.2768579
89,-13,-4.205334411150471,20.565893527536478,-13.1327028,-0.0024793,41.3223152,-0.7566915,-0.1191691,4.0000000,-0.0622756,1.4878281,47.7961502,-0.1760626,7.6498804
90,-13,-4.197877771150471,20.565893527536478,-13.1299448,0.0048760,48.7603302,-0.8373931,-0.0748636,4.0000000,0.0485496,1.4818666,47.5857201,-0.1982768,8.1106253
91,-13,-4.190421131150471,20.565893527536478,-13.1271200,0.0020661,45.4545441,-0.9108297,-0.0262163,4.0000000,0.1613333,1.4748434,47.3347778,-0.2137659,8.6765671
92,-13,-4.182964491150471,20.565893527536478,-13.1242447,-0.0008264,42.1487617,-0.9731767,0.0269717,4.0000000,0.2760316,1.4668052,47.0437851,-0.2220882,9.3249359
93,-13,-4.175507851150471,20.565893527536478,-13.1213312,-0.0034711,38.0165291,-1.0213482,0.0845895,4.0000000,0.3907031,1.4578154,46.7123566,-0.2215240,10.0322351
94,-13,-4.168051211150471,20.565893527536478,-13.1183958,0.0038017,47.1074371,-1.0526137,0.1463115,4.0000000,0.5027907,1.4479420,46.3410225,-0.2101677,10.7653465
95,-13,-4.451403531150471,20.558436887536477,-13.1532269,-0.0019835,41.3223152,-0.8879122,-0.2245814,4.0000000,-0.1366571,1.4337667,45.8056412,-0.3125058,8.2456913
96,-13,-4.443946891150471,20.558436887536477,-13.1553116,0.0000826,43.8016510,-0.7628947,-0.2976794,4.0000000,-0.2758364,1.4398121,46.0391197,-0.3195223,8.2221432
97,-13,-4.436490251150471,20.558436887536477,-13.1572981,0.0019008,46.2809906,-0.6310023,-0.3652704,4.0000000,-0.4042436,1.4449308,46.2341270,-0.3262972,8.3793392
98,-13,-4.429033611150471,20.558436887536477,-13.1591702,0.0036364,47.9338837,-0.4957689,-0.4280674,4.0000000,-0.5218305,1.4491999,46.3949013,-0.3343043,8.6895981
99,-13,-4.421576971150471,20.558436887536477,-13.1609135,-0.0047934,38.8429756,-0.3596332,-0.4853677,4.0000000,-0.6266440,1.4527303,46.5275726,-0.3440913,9.0873919
100,-13,-4.414120331150471,20.558436887536477,-13.1625156,-0.0033058,40.4958687,-0.2256624,-0.5379493,4.0000000,-0.7187109,1.4556570,46.6362228,-0.3571877,9.5402546
101,-13,-4.406663691150471,20.558436887536477,-13.1639662,-0.0019008,42.1487617,-0.0979224,-0.5849546,4.0000000,-0.7975598,1.4581039,46.7258110,-0.3723494,10.0027437
102,-13,-4.399207051150471,20.558436887536477,-13.1652555,-0.0007438,42.9752083,0.0206622,-0.6257125,4.0000000,-0.8618011,1.4601871,46.8012390,-0.3896239,10.4128866
103,-13,-4.391750411150471,20.558436887536477,-13.1663771,0.0003306,43.8016510,0.1270679,-0.6599713,4.0000000,-0.9110752,1.4620093,46.8680305,-0.4088673,10.7325048
104,-13,-4.384293771150471,20.558436887536477,-13.1673260,0.0012397,44.6280975,0.2198403,-0.6879473,4.0000000,-0.9469253,1.4636903,46.9288979,-0.4289694,10.9486361
105,-13,-4.376837131150471,20.558436887536477,-13.1680994,0.0019008,45.4545441,0.2972318,-0.7094921,4.0000000,-0.9703043,1.4653405,46.9885063,-0.4486800,11.0529537
106,-13,-4.369380491150471,20.558436887536477,-13.1686945,0.0023967,45.4545441,0.3587979,-0.7250373,4.0000000,-0.9833481,1.4670289,47.0491447,-0.4667266,11.0615740
107,-13,-4.361923851150471,20.558436887536477,-13.1691122,0.0028099,45.4545441,0.4051022,-0.7344211,4.0000000,-0.9867913,1.4688203,47.1136055,-0.4820509,10.9615431
108,-13,-4.354467211150471,20.558436887536477,-13.1693516,0.0029752,45.4545441,0.4373679,-0.7385305,4.0000000,-0.9831870,1.4707481,47.1829224,-0.4938740,10.7864857
109,-13,-4.347010571150471,20.558436887536477,-13.1694155,0.0030579,45.4545441,0.4565008,-0.7373869,5.0000000,-0.9730814,1.4728386,47.2583809,-0.5016924,10.5336123
110,-13,-4.339553931150471,20.558436887536477,-13.1693058,0.0029752,45.4545441,0.4644143,-0.7316922,4.0000000,-0.9585540,1.4751215,47.3400040,-0.5048304,10.2287397
111,-13,-4.332097291150471,20.558436887536477,-13.1690254,0.0027273,45.4545441,0.4634522,-0.7225344,4.0000000,-0.9414545,1.4775902,47.4286957,-0.5036144,9.9023561
112,-13,-4.324640651150471,20.558436887536477,-13.1685762,0.0023140,45.4545441,0.4545759,-0.7103235,4.0000000,-0.9233595,1.4802281,47.5224609,-0.4972876,9.5764475
113,-13,-4.317184011150471,20.558436887536477,-13.1679611,0.0017355,45.4545441,0.4401662,-0.6962349,4.0000000,-0.9049921,1.4829923,47.6200066,-0.4874778,9.2655945
114,-13,-4.309727371150471,20.558436887536477,-13.1671829,0.0010744,44.6280975,0.4195705,-0.6796877,4.0000000,-0.8855247,1.4858325,47.7205620,-0.4738506,8.9549084
115,-13,-4.302270731150471,20.558436887536477,-13.1662436,0.0001653,43.8016510,0.3940090,-0.6616836,4.0000000,-0.8657119,1.4887142,47.8224030,-0.4576553,8.6658621
116,-13,-4.294814091150471,20.558436887536477,-13.1651459,-0.0009091,42.9752083,0.3651561,-0.6434846,4.0000000,-0.8446395,1.4915816,47.9223442,-0.4423297,8.3964958
117,-13,-4.287357451150471,20.558436887536477,-13.1638899,-0.0021488,42.1487617,0.3312943,-0.6245655,4.0000000,-0.8214411,1.4943523,48.0192108,-0.4276899,8.1435175
118,-13,-4.279900811150471,20.558436887536477,-13.1624794,-0.0035537,40.4958687,0.2922674,-0.6056621,4.0000000,-0.7958342,1.4969610,48.1094093,-0.4154900,7.9204040
119,-13,-4.272444171150471,20.558436887536477,-13.1609144,-0.0049587,38.8429756,0.2467432,-0.5863876,4.0000000,-0.7659842,1.4993333,48.1913490,-0.4067909,7.7136111
120,-13,-4.264987531150471,20.558436887536477,-13.1591969,0.0033884,47.9338837,0.1939705,-0.5664452,4.0000000,-0.7293000,1.5013689,48.2617264,-0.4035903,7.4992995
121,-13,-4.257530891150471,20.558436887536477,-13.1573296,0.0015702,46.2809906,0.1313973,-0.5443506,4.0000000,-0.6843325,1.5029631,48.3166008,-0.4043687,7.2702317
122,-13,-4.250074251150471,20.558436887536477,-13.1553164,-0.0004132,43.8016510,0.0602193,-0.5220908,4.0000000,-0.6329827,1.5040240,48.3530464,-0.4111988,7.0868158
123,-13,-4.242617611150471,20.558436887536477,-13.1531601,-0.0025620,41.3223152,-0.0204750,-0.4980840,4.0000000,-0.5725529,1.5044658,48.3686638,-0.4236152,6.9205937
124,-13,-4.235160971150471,20.558436887536477,-13.1508665,-0.0047934,38.8429756,-0.1101300,-0.4709367,4.0000000,-0.5018128,1.5041702,48.3592644,-0.4400606,6.7603908
125,-13,-4.227704331150471,20.558436887536477,-13.1484432,0.0027273,47.1074371,-0.2073134,-0.4410309,4.0000000,-0.4215565,1.5030609,48.3216171,-0.4605054,6.6422024
126,-13,-4.220247691150471,20.558436887536477,-13.1458979,0.0002479,43.8016510,-0.3104501,-0.4079559,4.0000000,-0.3330446,1.5010490,48.2528801,-0.4828672,6.5939293
127,-13,-4.212791051150471,20.558436887536477,-13.1432409,-0.0023140,41.3223152,-0.4174413,-0.3700142,4.0000000,-0.2354309,1.4980432,48.1503143,-0.5045975,6.6132426
128,-13,-4.205334411150471,20.558436887536477,-13.1404829,-0.0048760,38.0165291,-0.5255406,-0.3260565,4.0000000,-0.1301151,1.4939921,48.0106468,-0.5219978,6.7233438
129,-13,-4.197877771150471,20.558436887536477,-13.1376371,0.0023140,47.1074371,-0.6295951,-0.2766982,4.0000000,-0.0191110,1.4888644,47.8324280,-0.5342854,6.9384246
130,-13,-4.190421131150471,20.558436887536477,-13.1347179,-0.0005785,43.8016510,-0.7272798,-0.2217601,4.0000000,0.0948127,1.4826663,47.6139221,-0.5383329,7.2824774
131,-13,-4.182964491150471,20.558436887536477,-13.1317396,-0.0034711,39.6694221,-0.8145155,-0.1616661,4.0000000,0.2109024,1.4754153,47.3548813,-0.5342345,7.7461996
132,-13,-4.175507851150471,20.558436887536477,-13.1287184,0.0037190,47.1074371,-0.8867378,-0.0965263,4.0000000,0.3277587,1.4671340,47.0544815,-0.5208113,8.3052063
133,-13,-4.168051211150471,20.558436887536477,-13.1256695,0.0008264,43.8016510,-0.9400621,-0.0277388,4.0000000,0.4418158,1.4578701,46.7135468,-0.4972934,8.9237356
134,-13,-4.160594571150471,20.558436887536477,-13.1226082,-0.0020661,39.6694221,-0.9739625,0.0443659,4.0000000,0.5510684,1.4477788,46.3345757,-0.4623366,9.5806828
135,-13,-4.466316811150471,20.550980247536479,-13.1560125,0.0007438,43.8016510,-0.8747455,-0.2824256,4.0000000,0.0969472,1.4245708,45.4451027,-0.6617984,7.6595645
136,-13,-4.458860171150471,20.550980247536479,-13.1583443,0.0028926,47.1074371,-0.7286496,-0.3659868,4.0000000,-0.0569828,1.4317625,45.7287216,-0.6749908,7.4244742
137,-13,-4.451403531150471,20.550980247536479,-13.1606064,-0.0048760,38.0165291,-0.5734630,-0.4452536,4.0000000,-0.2037235,1.4378605,45.9650269,-0.6867836,7.4559541
138,-13,-4.443946891150471,20.550980247536479,-13.1627789,-0.0028099,41.3223152,-0.4123833,-0.5200509,4.0000000,-0.3415119,1.4429262,46.1585655,-0.6985900,7.7289686
139,-13,-4.436490251150471,20.550980247536479,-13.1648445,-0.0008264,43.8016510,-0.2479621,-0.5892332,4.0000000,-0.4682238,1.4470387,46.3148193,-0.7102426,8.1781292
140,-13,-4.429033611150471,20.550980247536479,-13.1667881,0.0010744,46.2809906,-0.0847604,-0.6526727,4.0000000,-0.5824614,1.4503086,46.4374695,-0.7228841,8.7525816
141,-13,-4.421576971150471,20.550980247536479,-13.1685953,0.0027273,47.9338837,0.0750407,-0.7116920,4.0000000,-0.6845401,1.4528788,46.5326920,-0.7388439,9.4203501
142,-13,-4.414120331150471,20.550980247536479,-13.1702547,-0.0057025,37.1900826,0.2273721,-0.7652893,4.0000000,-0.7727779,1.4548739,46.6060410,-0.7578007,10.1126690
143,-13,-4.406663691150471,20.550980247536479,-13.1717558,-0.0042149,38.8429756,0.3685752,-0.8130755,4.0000000,-0.8470648,1.4564239,46.6629639,-0.7790863,10.7829628
144,-13,-4.399207051150471,20.550980247536479,-13.1730909,-0.0029752,40.4958687,0.4946604,-0.8536260,4.0000000,-0.9061620,1.4576830,46.7085075,-0.8010899,11.3557587
145,-13,-4.391750411150471,20.550980247536479,-13.1742525,-0.0018182,42.1487617,0.6049653,-0.8882009,4.0000000,-0.9512768,1.4587824,46.7477570,-0.8251251,11.8258600
146,-13,-4.384293771150471,20.550980247536479,-13.1752367,-0.0008264,42.9752083,0.6961764,-0.9153088,4.0000000,-0.9823835,1.4598244,46.7854881,-0.8482341,12.1455860
147,-13,-4.376837131150471,20.550980247536479,-13.1760416,-0.0000826,43.8016510,0.7690188,-0.9359841,4.0000000,-1.0016518,1.4609053,46.8244324,-0.8703164,12.3320761
