OID_,ClipsFinal_DEM_Large_S3_RegB,X,Y,DEM_Large_S7_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
35,-13,-3.869785611150472,17.963526167536482,-13.0459518,0.0007438,34.7107430,-0.2529242,-0.0673977,4.0000000,0.2444669,1.0557481,18.7093334,-0.3792624,0.6412408
36,-13,-3.996548491150472,17.956069527536481,-13.0839596,-0.0011570,18.1818180,-0.2408257,-0.3699996,4.0000000,0.0063844,1.0303379,13.9362297,-0.7463835,1.1234950
37,-13,-3.989091851150472,17.956069527536481,-13.0821266,-0.0030579,9.0909090,-0.2046938,-0.3773653,4.0000000,0.0040731,1.0321321,14.3318110,-0.7588036,1.0709488
38,-13,-3.981635211150472,17.956069527536481,-13.0802412,-0.0050413,2.4793389,-0.1713067,-0.3833953,4.0000000,0.0058228,1.0339711,14.7269125,-0.7726133,1.0195204
39,-13,-3.974178571150472,17.956069527536481,-13.0783024,0.0029752,42.9752083,-0.1412105,-0.3864292,4.0000000,0.0102556,1.0358301,15.1128922,-0.7831140,0.9647534
40,-13,-3.966721931150472,17.956069527536481,-13.0763111,0.0011570,33.8842964,-0.1157930,-0.3867604,4.0000000,0.0179814,1.0376910,15.4895372,-0.7915022,0.9105114
41,-13,-3.959265291150472,17.956069527536481,-13.0742683,-0.0006612,24.7933884,-0.0963180,-0.3860654,4.0000000,0.0287663,1.0395555,15.8567114,-0.8008970,0.8653917
42,-13,-3.951808651150472,17.956069527536481,-13.0721741,-0.0027273,15.7024794,-0.0817859,-0.3812358,4.0000000,0.0407428,1.0414108,16.2121620,-0.8032144,0.8172250
43,-13,-3.944352011150472,17.956069527536481,-13.0700302,-0.0052893,6.6115704,-0.0728248,-0.3742009,4.0000000,0.0543448,1.0432363,16.5553360,-0.8027466,0.7743294
44,-13,-3.936895371150472,17.956069527536481,-13.0678377,0.0023967,41.3223152,-0.0691925,-0.3633345,4.0000000,0.0693329,1.0450344,16.8832264,-0.7960020,0.7316501
45,-13,-3.929438731150472,17.956069527536481,-13.0655975,0.0004132,32.2314034,-0.0707883,-0.3495555,4.0000000,0.0848118,1.0467819,17.1964569,-0.7839228,0.6931916
46,-13,-3.921982091150472,17.956069527536481,-13.0633125,-0.0015702,23.1404953,-0.0785089,-0.3331785,4.0000000,0.1020081,1.0484571,17.4907990,-0.7683650,0.6631475
47,-13,-3.914525451150472,17.956069527536481,-13.0609837,-0.0041322,14.0495872,-0.0915954,-0.3116330,4.0000000,0.1205959,1.0500737,17.7691040,-0.7438620,0.6342517
48,-13,-3.907068811150472,17.956069527536481,-13.0586138,0.0032231,44.6280975,-0.1080512,-0.2843954,4.0000000,0.1389344,1.0515846,18.0251617,-0.7077252,0.6038029
49,-13,-3.899612171150472,17.956069527536481,-13.0562057,0.0009091,35.5371895,-0.1296188,-0.2527505,4.0000000,0.1590440,1.0529606,18.2542934,-0.6645450,0.5829774
50,-13,-3.892155531150472,17.956069527536481,-13.0537634,-0.0009917,26.4462814,-0.1547100,-0.2203045,4.0000000,0.1788358,1.0542185,18.4599552,-0.6194447,0.5789154
51,-13,-3.884698891150472,17.956069527536481,-13.0512886,-0.0037190,17.3553715,-0.1816279,-0.1814571,4.0000000,0.1981416,1.0553297,18.6411762,-0.5610558,0.5796669
52,-13,-3.877242251150472,17.956069527536481,-13.0487871,0.0035537,45.4545441,-0.2109036,-0.1385541,4.0000000,0.2176019,1.0562530,18.7901936,-0.4947102,0.5959268
53,-13,-3.869785611150472,17.956069527536481,-13.0462627,0.0010744,36.3636360,-0.2412445,-0.0920177,4.0000000,0.2369059,1.0570027,18.9089584,-0.4209413,0.6296384
54,-13,-4.018918411150472,17.948612887536481,-13.0894880,0.0043802,47.1074371,-0.3267825,-0.3562221,4.0000000,0.0152827,1.0246407,12.5853462,-0.7277268,1.2520790
55,-13,-4.011461771150472,17.948612887536481,-13.0878344,0.0028099,38.0165291,-0.2911765,-0.3741151,4.0000000,-0.0000922,1.0263243,13.0003233,-0.7481380,1.2357873
56,-13,-4.004005131150472,17.948612887536481,-13.0861263,0.0009917,28.9256191,-0.2560871,-0.3868151,4.0000000,-0.0087034,1.0280772,13.4183207,-0.7649269,1.2055142
57,-13,-3.996548491150472,17.948612887536481,-13.0843639,-0.0008264,19.8347111,-0.2183419,-0.3983088,4.0000000,-0.0146945,1.0298891,13.8340902,-0.7819231,1.1658411
58,-13,-3.989091851150472,17.948612887536481,-13.0825462,-0.0026446,10.7438021,-0.1834951,-0.4070022,4.0000000,-0.0166637,1.0317348,14.2452621,-0.7973406,1.1229968
59,-13,-3.981635211150472,17.948612887536481,-13.0806742,-0.0046281,3.3057852,-0.1512796,-0.4148252,4.0000000,-0.0145878,1.0336285,14.6544218,-0.8150626,1.0825080
60,-13,-3.974178571150472,17.948612887536481,-13.0787458,0.0033884,44.6280975,-0.1234807,-0.4187331,4.0000000,-0.0087115,1.0355573,15.0559816,-0.8287548,1.0372258
61,-13,-3.966721931150472,17.948612887536481,-13.0767632,0.0015702,35.5371895,-0.0994144,-0.4194107,4.0000000,-0.0008369,1.0374936,15.4507065,-0.8379846,0.9878595
62,-13,-3.959265291150472,17.948612887536481,-13.0747261,-0.0002479,26.4462814,-0.0822854,-0.4179231,4.0000000,0.0110254,1.0394374,15.8336868,-0.8468717,0.9453408
63,-13,-3.951808651150472,17.948612887536481,-13.0726357,-0.0022314,17.3553715,-0.0690945,-0.4132206,4.0000000,0.0235052,1.0413867,16.2076015,-0.8499464,0.8996829
64,-13,-3.944352011150472,17.948612887536481,-13.0704918,-0.0047107,8.2644625,-0.0616656,-0.4056129,4.0000000,0.0375923,1.0433102,16.5685997,-0.8488182,0.8566052
65,-13,-3.936895371150472,17.948612887536481,-13.0682974,0.0028926,43.8016510,-0.0604044,-0.3932980,4.0000000,0.0541968,1.0452017,16.9142647,-0.8407928,0.8115489
66,-13,-3.929438731150472,17.948612887536481,-13.0660524,0.0008264,34.7107430,-0.0640496,-0.3787843,4.0000000,0.0711604,1.0470626,17.2455044,-0.8287290,0.7718506
67,-13,-3.921982091150472,17.948612887536481,-13.0637589,-0.0010744,25.6198349,-0.0721423,-0.3623139,4.0000000,0.0882609,1.0488474,17.5572186,-0.8128886,0.7382675
68,-13,-3.914525451150472,17.948612887536481,-13.0614204,-0.0035537,16.5289249,-0.0857275,-0.3391037,4.0000000,0.1077367,1.0505713,17.8546257,-0.7859441,0.6999737
69,-13,-3.907068811150472,17.948612887536481,-13.0590372,0.0037190,46.2809906,-0.1020212,-0.3104487,4.0000000,0.1267261,1.0522014,18.1278019,-0.7476234,0.6584893
70,-13,-3.899612171150472,17.948612887536481,-13.0566139,0.0013223,37.1900826,-0.1228080,-0.2790022,4.0000000,0.1467909,1.0536908,18.3738289,-0.7047952,0.6287436
71,-13,-3.892155531150472,17.948612887536481,-13.0541534,-0.0006612,28.0991745,-0.1472955,-0.2461282,4.0000000,0.1675107,1.0550709,18.5996799,-0.6597670,0.6144637
72,-13,-3.884698891150472,17.948612887536481,-13.0516586,-0.0033058,19.0082645,-0.1737930,-0.2055564,4.0000000,0.1888993,1.0563124,18.7984352,-0.6000122,0.6018524
73,-13,-3.877242251150472,17.948612887536481,-13.0491333,0.0039669,47.1074371,-0.2011205,-0.1616064,4.0000000,0.2095680,1.0573558,18.9649277,-0.5327808,0.6024529
74,-13,-3.869785611150472,17.948612887536481,-13.0465832,0.0014050,38.0165291,-0.2291028,-0.1141246,4.0000000,0.2312808,1.0582243,19.1017685,-0.4595299,0.6197322
75,-13,-4.033831691150472,17.941156247536483,-13.0929518,-0.0028099,4.1322312,-0.3582092,-0.3303016,4.0000000,0.0368000,1.0209640,11.6247263,-0.6974031,1.2310634
76,-13,-4.026375051150472,17.941156247536483,-13.0914259,-0.0041322,0.0000000,-0.3305984,-0.3566314,4.0000000,0.0125315,1.0225033,12.0362291,-0.7257943,1.2537047
77,-13,-4.018918411150472,17.941156247536483,-13.0898466,0.0047107,49.5867767,-0.2979918,-0.3785917,4.0000000,-0.0064535,1.0241280,12.4561548,-0.7507299,1.2573638
78,-13,-4.011461771150472,17.941156247536483,-13.0882130,0.0032231,40.4958687,-0.2638738,-0.3976240,4.0000000,-0.0213339,1.0258310,12.8815727,-0.7739141,1.2517573
79,-13,-4.004005131150472,17.941156247536483,-13.0865240,0.0014050,31.4049587,-0.2282618,-0.4137937,4.0000000,-0.0309554,1.0276173,13.3089476,-0.7966319,1.2353030
80,-13,-3.996548491150472,17.941156247536483,-13.0847778,-0.0004132,22.3140488,-0.1923887,-0.4266357,4.0000000,-0.0361635,1.0294669,13.7391405,-0.8171079,1.2076659
81,-13,-3.989091851150472,17.941156247536483,-13.0829744,-0.0022314,13.2231407,-0.1600522,-0.4371714,4.0000000,-0.0364900,1.0313669,14.1638937,-0.8378528,1.1796708
82,-13,-3.981635211150472,17.941156247536483,-13.0811138,-0.0042149,4.9586778,-0.1307775,-0.4449299,4.0000000,-0.0328592,1.0333151,14.5863943,-0.8570005,1.1478850
83,-13,-3.974178571150472,17.941156247536483,-13.0791960,0.0038017,46.2809906,-0.1060178,-0.4489833,4.0000000,-0.0259315,1.0353022,15.0055122,-0.8720351,1.1114725
84,-13,-3.966721931150472,17.941156247536483,-13.0772209,0.0019008,37.1900826,-0.0840458,-0.4495706,4.0000000,-0.0172574,1.0373167,15.4132090,-0.8818838,1.0670582
85,-13,-3.959265291150472,17.941156247536483,-13.0751886,0.0000826,28.0991745,-0.0672086,-0.4490856,4.0000000,-0.0065193,1.0393347,15.8140240,-0.8916520,1.0292920
86,-13,-3.951808651150472,17.941156247536483,-13.0731010,-0.0018182,19.0082645,-0.0564465,-0.4431333,4.0000000,0.0074045,1.0413677,16.2052593,-0.8936710,0.9833793
87,-13,-3.944352011150472,17.941156247536483,-13.0709572,-0.0042149,9.9173555,-0.0511027,-0.4338124,4.0000000,0.0226831,1.0433894,16.5816784,-0.8903079,0.9368545
88,-13,-3.936895371150472,17.941156247536483,-13.0687599,0.0033058,45.4545441,-0.0503147,-0.4227539,4.0000000,0.0385200,1.0453708,16.9443188,-0.8840278,0.8948252
89,-13,-3.929438731150472,17.941156247536483,-13.0665102,0.0011570,36.3636360,-0.0556368,-0.4072555,4.0000000,0.0568040,1.0473275,17.2932472,-0.8713151,0.8518195
90,-13,-3.921982091150472,17.941156247536483,-13.0642099,-0.0006612,27.2727280,-0.0658490,-0.3880036,4.0000000,0.0762847,1.0492226,17.6229591,-0.8522918,0.8094828
91,-13,-3.914525451150472,17.941156247536483,-13.0618610,-0.0030579,18.1818180,-0.0794820,-0.3637985,4.0000000,0.0959571,1.0510601,17.9358597,-0.8235542,0.7628301
92,-13,-3.907068811150472,17.941156247536483,-13.0594654,0.0042149,47.9338837,-0.0965036,-0.3344646,4.0000000,0.1163779,1.0527984,18.2270298,-0.7853069,0.7145892
93,-13,-3.899612171150472,17.941156247536483,-13.0570269,0.0017355,38.8429756,-0.1166806,-0.3032430,4.0000000,0.1369247,1.0543997,18.4891663,-0.7434108,0.6770312
94,-13,-3.892155531150472,17.941156247536483,-13.0545492,-0.0003306,29.7520657,-0.1403218,-0.2687990,4.0000000,0.1589020,1.0558976,18.7322941,-0.6965000,0.6496127
95,-13,-3.884698891150472,17.941156247536483,-13.0520344,-0.0028926,20.6611576,-0.1648569,-0.2266673,4.0000000,0.1811533,1.0572535,18.9493980,-0.6344880,0.6206347
96,-13,-3.877242251150472,17.941156247536483,-13.0494871,0.0043802,48.7603302,-0.1905428,-0.1816971,4.0000000,0.2034828,1.0584184,19.1304665,-0.5668771,0.6069906
97,-13,-3.869785611150472,17.941156247536483,-13.0469122,0.0017355,39.6694221,-0.2169141,-0.1343576,4.0000000,0.2264248,1.0594034,19.2857475,-0.4951400,0.6117567
98,-13,-4.033831691150472,17.933699607536482,-13.0932808,-0.0023967,5.7851238,-0.3225932,-0.3498205,4.0000000,0.0102468,1.0204831,11.4919128,-0.7098877,1.2087367
99,-13,-4.026375051150472,17.933699607536482,-13.0917759,-0.0038017,0.8264463,-0.2957265,-0.3770949,4.0000000,-0.0124965,1.0220225,11.9091711,-0.7416933,1.2402153
100,-13,-4.018918411150472,17.933699607536482,-13.0902166,-0.0049587,0.0000000,-0.2640496,-0.4018578,4.0000000,-0.0319244,1.0236529,12.3361607,-0.7717912,1.2592511
101,-13,-4.011461771150472,17.933699607536482,-13.0886021,0.0036364,42.9752083,-0.2309883,-0.4230055,4.0000000,-0.0453306,1.0253785,12.7685032,-0.8006803,1.2672826
102,-13,-4.004005131150472,17.933699607536482,-13.0869293,0.0019008,33.8842964,-0.1964177,-0.4424234,4.0000000,-0.0548965,1.0271879,13.2076559,-0.8299503,1.2690343
103,-13,-3.996548491150472,17.933699607536482,-13.0851984,0.0000826,24.7933884,-0.1636323,-0.4561650,4.0000000,-0.0583171,1.0290686,13.6480074,-0.8540130,1.2550676
104,-13,-3.989091851150472,17.933699607536482,-13.0834093,-0.0017355,15.7024794,-0.1328311,-0.4675453,4.0000000,-0.0582276,1.0310147,14.0863657,-0.8768630,1.2369246
105,-13,-3.981635211150472,17.933699607536482,-13.0815601,-0.0037190,6.6115704,-0.1051115,-0.4756476,4.0000000,-0.0546333,1.0330168,14.5230665,-0.8966618,1.2125320
106,-13,-3.974178571150472,17.933699607536482,-13.0796518,0.0042975,48.7603302,-0.0822024,-0.4798151,4.0000000,-0.0473546,1.0350647,14.9556532,-0.9122756,1.1822615
107,-13,-3.966721931150472,17.933699607536482,-13.0776834,0.0023140,39.6694221,-0.0633250,-0.4807860,4.0000000,-0.0371922,1.0371460,15.3797722,-0.9243798,1.1469486
108,-13,-3.959265291150472,17.933699607536482,-13.0756559,0.0004959,30.5785122,-0.0501416,-0.4790639,4.0000000,-0.0243280,1.0392452,15.7961874,-0.9337999,1.1124902
109,-13,-3.951808651150472,17.933699607536482,-13.0735703,-0.0013223,21.4876041,-0.0428216,-0.4718744,4.0000000,-0.0085635,1.0413582,16.2036533,-0.9351854,1.0680739
110,-13,-3.944352011150472,17.933699607536482,-13.0714264,-0.0036364,12.3966942,-0.0400925,-0.4610874,4.0000000,0.0083152,1.0434631,16.5960617,-0.9304901,1.0195255
111,-13,-3.936895371150472,17.933699607536482,-13.0692263,0.0038017,47.1074371,-0.0418147,-0.4488075,4.0000000,0.0255777,1.0455385,16.9739971,-0.9231927,0.9760475
112,-13,-3.929438731150472,17.933699607536482,-13.0669718,0.0015702,38.0165291,-0.0490056,-0.4318775,4.0000000,0.0454814,1.0475913,17.3397083,-0.9092364,0.9284710
113,-13,-3.921982091150472,17.933699607536482,-13.0646639,-0.0003306,28.9256191,-0.0603807,-0.4111904,4.0000000,0.0660653,1.0495896,17.6860523,-0.8884462,0.8795227
114,-13,-3.914525451150472,17.933699607536482,-13.0623055,-0.0026446,19.8347111,-0.0747942,-0.3853559,4.0000000,0.0871360,1.0515277,18.0146351,-0.8578479,0.8241041
115,-13,-3.907068811150472,17.933699607536482,-13.0598974,0.0046281,49.5867767,-0.0926746,-0.3553697,4.0000000,0.1093208,1.0533670,18.3211002,-0.8200601,0.7700131
116,-13,-3.899612171150472,17.933699607536482,-13.0574455,0.0020661,40.4958687,-0.1137909,-0.3221893,4.0000000,0.1327671,1.0550814,18.6004581,-0.7771457,0.7229850
117,-13,-3.892155531150472,17.933699607536482,-13.0549507,-0.0000826,31.4049587,-0.1368164,-0.2862175,4.0000000,0.1564751,1.0566994,18.8597107,-0.7289102,0.6841630
118,-13,-3.884698891150472,17.933699607536482,-13.0524168,-0.0025620,22.3140488,-0.1597119,-0.2428196,4.0000000,0.1804028,1.0581620,19.0918751,-0.6660420,0.6416590
119,-13,-3.877242251150472,17.933699607536482,-13.0498486,0.0047107,49.5867767,-0.1834354,-0.1971090,4.0000000,0.2049699,1.0594349,19.2891369,-0.5991878,0.6151807
120,-13,-3.869785611150472,17.933699607536482,-13.0472498,0.0019835,40.4958687,-0.2069848,-0.1492357,4.0000000,0.2293155,1.0605394,19.4592838,-0.5277869,0.6056823
121,-13,-4.041288331150472,17.926242967536481,-13.0950546,-0.0002479,16.5289249,-0.3033637,-0.3352758,4.0000000,0.0095613,1.0186107,10.9616499,-0.6801128,1.1191114
122,-13,-4.033831691150472,17.926242967536481,-13.0936232,-0.0020661,7.4380164,-0.2809553,-0.3697922,4.0000000,-0.0191464,1.0200380,11.3688602,-0.7204381,1.1785554
123,-13,-4.026375051150472,17.926242967536481,-13.0921373,-0.0035537,1.6528926,-0.2535640,-0.4001359,4.0000000,-0.0417242,1.0215759,11.7892752,-0.7585476,1.2236466
124,-13,-4.018918411150472,17.926242967536481,-13.0905972,-0.0047107,0.0000000,-0.2243324,-0.4275024,4.0000000,-0.0594333,1.0232155,12.2229996,-0.7955715,1.2621025
125,-13,-4.011461771150472,17.926242967536481,-13.0889988,0.0039669,44.6280975,-0.1935624,-0.4507574,4.0000000,-0.0711396,1.0249568,12.6643190,-0.8303751,1.2877882
126,-13,-4.004005131150472,17.926242967536481,-13.0873423,0.0023140,35.5371895,-0.1621989,-0.4701413,4.0000000,-0.0784213,1.0267853,13.1117191,-0.8618613,1.3011042
127,-13,-3.996548491150472,17.926242967536481,-13.0856266,0.0004959,26.4462814,-0.1310172,-0.4859039,4.0000000,-0.0823756,1.0286995,13.5623627,-0.8894321,1.3026693
128,-13,-3.989091851150472,17.926242967536481,-13.0838490,-0.0013223,17.3553715,-0.1027500,-0.4971826,4.0000000,-0.0814906,1.0306846,14.0133801,-0.9128746,1.2929989
129,-13,-3.981635211150472,17.926242967536481,-13.0820112,-0.0032231,8.2644625,-0.0774343,-0.5056510,4.0000000,-0.0771848,1.0327340,14.4624567,-0.9341172,1.2780281
130,-13,-3.974178571150472,17.926242967536481,-13.0801105,-0.0052066,2.4793389,-0.0557471,-0.5108585,4.0000000,-0.0700728,1.0348394,14.9072886,-0.9516443,1.2566392
131,-13,-3.966721931150472,17.926242967536481,-13.0781488,0.0027273,42.1487617,-0.0408799,-0.5112779,4.0000000,-0.0578856,1.0369759,15.3474226,-0.9646702,1.2285354
132,-13,-3.959265291150472,17.926242967536481,-13.0761261,0.0009091,33.0578499,-0.0308547,-0.5080545,4.0000000,-0.0434858,1.0391563,15.7781572,-0.9726231,1.1944989
133,-13,-3.951808651150472,17.926242967536481,-13.0740414,-0.0009091,23.9669418,-0.0252124,-0.5004900,4.0000000,-0.0276392,1.0413480,16.2002525,-0.9733407,1.1509024
134,-13,-3.944352011150472,17.926242967536481,-13.0718975,-0.0031405,14.8760328,-0.0243042,-0.4888792,4.0000000,-0.0102147,1.0435237,16.6088886,-0.9675437,1.1006489
135,-13,-3.936895371150472,17.926242967536481,-13.0696955,0.0042975,48.7603302,-0.0304482,-0.4735913,4.0000000,0.0107269,1.0456915,17.0020409,-0.9579095,1.0517737
136,-13,-3.929438731150472,17.926242967536481,-13.0674362,0.0019835,39.6694221,-0.0394774,-0.4558987,4.0000000,0.0316885,1.0478426,17.3830051,-0.9434859,1.0018332
137,-13,-3.921982091150472,17.926242967536481,-13.0651207,0.0000000,30.5785122,-0.0525134,-0.4344876,4.0000000,0.0537743,1.0499408,17.7452412,-0.9227496,0.9495693
138,-13,-3.914525451150472,17.926242967536481,-13.0627527,-0.0022314,21.4876041,-0.0683661,-0.4068056,4.0000000,0.0767055,1.0519682,18.0894260,-0.8903168,0.8853957
139,-13,-3.907068811150472,17.926242967536481,-13.0603342,-0.0049587,12.3966942,-0.0876612,-0.3741180,4.0000000,0.1015594,1.0539089,18.4105053,-0.8497955,0.8196474
140,-13,-3.899612171150472,17.926242967536481,-13.0578680,0.0023967,42.1487617,-0.1087500,-0.3402927,4.0000000,0.1264734,1.0557365,18.7050819,-0.8070588,0.7647582
141,-13,-3.892155531150472,17.926242967536481,-13.0553579,0.0001653,33.0578499,-0.1310901,-0.3030152,4.0000000,0.1518348,1.0574613,18.9808044,-0.7578653,0.7146195
142,-13,-3.884698891150472,17.926242967536481,-13.0528059,-0.0022314,23.9669418,-0.1534812,-0.2583924,4.0000000,0.1781776,1.0590284,19.2270851,-0.6949624,0.6611343
143,-13,-3.877242251150472,17.926242967536481,-13.0502176,-0.0049587,14.8760328,-0.1765934,-0.2104165,4.0000000,0.2064946,1.0604012,19.4390812,-0.6273277,0.6222072
144,-13,-3.869785611150472,17.926242967536481,-13.0475979,0.0023140,41.3223152,-0.1985178,-0.1620734,4.0000000,0.2332295,1.0616214,19.6241283,-0.5573764,0.6021599
145,-13,-4.041288331150472,17.918786327536480,-13.0953894,0.0000826,18.1818180,-0.2586572,-0.3550582,4.0000000,-0.0208971,1.0182127,10.8457384,-0.6892193,1.0798931
146,-13,-4.033831691150472,17.918786327536480,-13.0939751,-0.0017355,9.0909090,-0.2369521,-0.3912629,4.0000000,-0.0472194,1.0196309,11.2532310,-0.7353064,1.1518044
147,-13,-4.026375051150472,17.918786327536480,-13.0925083,-0.0033058,2.4793389,-0.2102660,-0.4237162,4.0000000,-0.0695696,1.0211588,11.6779175,-0.7778629,1.2113121
