OID_,DEM_Large_S3_RegL1,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
20,-12,-2.848225931150471,19.954449047536482,-12.9566565,0.0017355,42.9752083,-20.3542824,-2.1378059,4.0000000,0.5526233,1.1280425,27.2420197,-4.8282351,86.7200928
21,-12,-2.840769291150471,19.954449047536482,-12.9565296,0.0014876,42.1487617,6.7790475,-3.4642801,3.0000000,-1.6844416,1.1537296,31.3110256,-5.2441187,52.6833420
22,-12,-2.833312651150471,19.954449047536482,-12.9564104,0.0014050,41.3223152,-13.5774603,-0.7622198,4.0000000,2.8324058,1.1713977,31.7729511,-4.3568454,52.2509804
23,-12,-2.825856011150471,19.954449047536482,-12.9562931,0.0014050,40.4958687,-35.7912598,-0.3628363,4.0000000,4.4855657,1.1680223,28.9624271,-5.2112384,122.7005692
24,-12,-2.818399371150471,19.954449047536482,-12.9561739,0.0014050,40.4958687,-25.8760567,-0.0374733,3.0000000,3.4521353,1.1212126,27.9552021,-3.5270820,86.0414047
25,-12,-2.810942731150471,19.954449047536482,-12.9560480,0.0013223,39.6694221,-11.2475824,-0.8900198,4.0000000,-2.3852839,1.0808460,25.0093670,0.6052443,39.7882347
26,-12,-2.803486091150471,19.954449047536482,-12.9559097,0.0012397,38.8429756,-2.7215497,2.1379125,4.0000000,-0.0131416,1.0821532,20.5152760,4.2889667,27.8986950
27,-12,-2.796029451150471,19.954449047536482,-12.9557543,0.0013223,38.0165291,-1.8010510,3.4252071,3.0000000,-0.2444177,1.0839778,18.7801666,7.0948319,56.4065819
28,-12,-2.788572811150471,19.954449047536482,-12.9555769,0.0013223,37.1900826,-23.0496616,3.2189820,4.0000000,-1.8901622,1.0753781,19.5199585,8.3281260,101.6915970
29,-12,-2.781116171150471,19.954449047536482,-12.9553738,0.0013223,37.1900826,-35.6038589,2.2823083,4.0000000,-3.9561162,1.0650496,17.7595768,8.5207329,105.6362762
30,-12,-2.773659531150471,19.954449047536482,-12.9551420,0.0010744,36.3636360,-2.9872301,3.7172949,4.0000000,0.8262669,1.0462363,15.0175180,6.6083231,67.0683594
31,-12,-2.766202891150471,19.954449047536482,-12.9548817,0.0008264,35.5371895,4.2154870,3.2182817,4.0000000,0.9418906,1.0344139,14.1588087,5.4946733,35.3523521
32,-12,-2.892965771150471,19.946992407536481,-12.9600124,-0.0040496,14.8760328,17.0492725,-4.2786498,3.0000000,-3.7319930,1.1037176,25.7917309,-4.8253069,57.7793884
33,-12,-2.885509131150471,19.946992407536481,-12.9598207,-0.0041322,14.8760328,-8.6794662,-1.4061165,3.0000000,0.2416500,1.0945519,23.2569828,-3.0538828,33.4382896
34,-12,-2.878052491150471,19.946992407536481,-12.9596405,-0.0043802,14.0495872,-9.6005278,-0.7567567,4.0000000,1.3011415,1.0717332,21.3674889,-2.8146551,27.5210857
35,-12,-2.870595851150471,19.946992407536481,-12.9594717,-0.0046281,13.2231407,-2.3043518,0.6003770,3.0000000,1.5938348,1.0539812,17.4621468,-0.3930807,7.5940189
36,-12,-2.863139211150471,19.946992407536481,-12.9593134,-0.0049587,12.3966942,-8.1206036,-1.2987292,3.0000000,-1.3900826,1.0485910,16.3959122,-1.2073758,27.2011147
37,-12,-2.855682571150471,19.946992407536481,-12.9591665,-0.0052066,11.5702477,-23.7990913,-2.0701697,4.0000000,0.1372489,1.0535896,17.8181763,-4.2775884,76.7247086
38,-12,-2.848225931150471,19.946992407536481,-12.9590282,-0.0054545,10.7438021,-16.0552483,-3.9491031,3.0000000,-0.3990864,1.0748467,19.5507946,-7.4991198,111.8665085
39,-12,-2.840769291150471,19.946992407536481,-12.9588995,-0.0057025,9.9173555,41.2038460,-7.6892204,3.0000000,-4.0096865,1.0870925,19.1447544,-11.3687544,178.4463806
40,-12,-2.833312651150471,19.946992407536481,-12.9587746,-0.0057851,9.9173555,-16.2471199,-6.0511374,4.0000000,0.6127280,1.0704347,20.3752918,-12.7150030,206.4261322
41,-12,-2.825856011150471,19.946992407536481,-12.9586515,0.0042149,49.5867767,-84.0012283,-3.6161604,3.0000000,6.2057028,1.0523843,18.1478405,-13.4380236,253.7791901
42,-12,-2.818399371150471,19.946992407536481,-12.9585247,0.0042149,49.5867767,-63.5563049,-2.3362141,4.0000000,4.7356553,1.0518746,15.5836420,-9.4080839,167.6222382
43,-12,-2.810942731150471,19.946992407536481,-12.9583883,0.0041322,48.7603302,6.1699033,-3.8662121,3.0000000,-1.0310183,1.0564196,16.8841362,-6.7014060,52.1944923
44,-12,-2.803486091150471,19.946992407536481,-12.9582376,0.0040496,47.9338837,-3.3875110,0.1110673,4.0000000,1.5952855,1.0747607,21.7674465,-1.3731509,9.3710947
45,-12,-2.796029451150471,19.946992407536481,-12.9580679,0.0039669,47.1074371,-1.7491274,0.2656217,4.0000000,0.9868683,1.1068850,25.2700768,-0.4556250,5.9210410
46,-12,-2.788572811150471,19.946992407536481,-12.9578753,0.0038843,46.2809906,-8.1620531,-0.1086838,3.0000000,-2.9676120,1.1227342,25.8853378,2.7502444,25.9541016
47,-12,-2.781116171150471,19.946992407536481,-12.9576569,-0.0061983,9.0909090,-24.0706444,-0.0267474,5.0000000,-4.2699542,1.1104789,25.2896786,4.2164593,73.2736664
48,-12,-2.773659531150471,19.946992407536481,-12.9574080,0.0034711,45.4545441,-5.5334721,1.9672803,4.0000000,0.0767551,1.0817004,24.1166935,3.8578055,34.6761322
49,-12,-2.766202891150471,19.946992407536481,-12.9571304,0.0031405,44.6280975,6.0504942,2.5474737,4.0000000,1.8991181,1.0645089,20.9367657,3.1958292,17.1913261
50,-12,-2.758746251150471,19.946992407536481,-12.9568272,0.0027273,42.9752083,-4.0520549,0.9389875,3.0000000,-0.2754285,1.0659994,19.7682095,2.1534035,14.1657305
51,-12,-2.930248971150471,19.939535767536480,-12.9633913,-0.0005785,28.0991745,33.7063026,7.3135438,3.0000000,11.6484547,1.1007644,18.3327446,2.9786329,197.7514343
52,-12,-2.922792331150471,19.939535767536480,-12.9631653,-0.0007438,27.2727280,16.9057884,6.0455284,4.0000000,6.7319870,1.0729856,16.4246826,5.3590698,134.7020111
53,-12,-2.915335691150471,19.939535767536480,-12.9629450,-0.0009091,26.4462814,-5.7669158,-1.0110773,4.0000000,1.4945700,1.0478747,17.3007679,-3.5167246,17.7459850
54,-12,-2.907879051150471,19.939535767536480,-12.9627295,-0.0011570,24.7933884,12.6922855,-4.9107752,4.0000000,-2.2863119,1.0557823,17.5078335,-7.5352387,80.3443680
55,-12,-2.900422411150471,19.939535767536480,-12.9625235,-0.0012397,23.9669418,34.1890335,-6.7899704,4.0000000,-3.4739144,1.0789460,19.5948353,-10.1060266,134.6681671
56,-12,-2.892965771150471,19.939535767536480,-12.9623260,-0.0013223,23.9669418,55.4870377,-7.5507793,4.0000000,-6.4745708,1.0781442,19.3082523,-8.6269875,143.8204193
57,-12,-2.885509131150471,19.939535767536480,-12.9621401,-0.0014050,23.9669418,6.5730462,-4.4036679,4.0000000,-0.9605894,1.0745760,19.8765297,-7.8467469,73.4191437
58,-12,-2.878052491150471,19.939535767536480,-12.9619646,-0.0016529,23.1404953,-9.7870064,-1.7019463,4.0000000,1.7736866,1.0622087,18.0705795,-5.1775789,35.4006462
59,-12,-2.870595851150471,19.939535767536480,-12.9617977,-0.0019008,22.3140488,-8.7804289,0.3788338,3.0000000,3.2415197,1.0524684,17.9211521,-2.4838521,22.7547283
60,-12,-2.863139211150471,19.939535767536480,-12.9616413,-0.0022314,21.4876041,-1.9117239,-0.5152817,4.0000000,0.7537042,1.0592833,18.3878899,-1.7842677,5.7116375
61,-12,-2.855682571150471,19.939535767536480,-12.9614935,-0.0024793,20.6611576,-5.4546561,-1.1966490,3.0000000,1.4101197,1.0700425,19.1897697,-3.8034174,19.2500362
62,-12,-2.848225931150471,19.939535767536480,-12.9613533,-0.0027273,19.8347111,3.4102652,-2.3543561,4.0000000,-1.2995021,1.0717356,19.2100391,-3.4092100,17.9806633
63,-12,-2.840769291150471,19.939535767536480,-12.9612198,-0.0029752,19.0082645,5.1790433,-2.9225950,5.0000000,-4.5424118,1.0813450,18.8587093,-1.3027780,32.4684067
64,-12,-2.833312651150471,19.939535767536480,-12.9610901,-0.0030579,19.0082645,-0.6644197,-1.0878575,4.0000000,-2.3028367,1.0837854,19.4215260,0.1271218,8.4946108
65,-12,-2.825856011150471,19.939535767536480,-12.9609594,-0.0030579,19.8347111,1.0626128,1.1479950,4.0000000,0.9082194,1.0602772,18.1302414,1.3877705,3.7369668
66,-12,-2.818399371150471,19.939535767536480,-12.9608231,-0.0030579,20.6611576,10.4138823,3.5056860,3.0000000,3.8677905,1.0442908,16.1610508,3.1435816,33.8664322
67,-12,-2.810942731150471,19.939535767536480,-12.9606752,-0.0031405,20.6611576,4.6251273,2.3395917,3.0000000,3.0501840,1.0404235,13.8025074,1.6289997,14.6783581
68,-12,-2.803486091150471,19.939535767536480,-12.9605103,-0.0032231,20.6611576,-12.6853924,0.7791827,4.0000000,4.4170027,1.0486763,15.6920280,-2.8586373,33.4572334
69,-12,-2.796029451150471,19.939535767536480,-12.9603262,-0.0033058,19.8347111,-6.5502329,-2.5541265,3.0000000,0.9364331,1.0694977,18.3565540,-6.0446858,43.9537239
70,-12,-2.788572811150471,19.939535767536480,-12.9601173,-0.0033884,19.0082645,25.4338417,-5.1146483,5.0000000,-4.2954817,1.0747203,20.3831081,-5.9338150,67.4097366
71,-12,-2.781116171150471,19.939535767536480,-12.9598808,-0.0034711,18.1818180,24.2472801,-5.4551010,4.0000000,-4.6714888,1.0728812,19.6083145,-6.2387133,87.5290070
72,-12,-2.773659531150471,19.939535767536480,-12.9596148,-0.0038017,17.3553715,-0.4133925,-2.8256080,4.0000000,0.0142914,1.0744812,20.2973862,-5.6655073,37.3483353
73,-12,-2.766202891150471,19.939535767536480,-12.9593191,-0.0042149,15.7024794,-14.9773998,0.2988167,3.0000000,4.1631727,1.0668728,19.7898159,-3.5655394,39.6727448
74,-12,-2.758746251150471,19.939535767536480,-12.9589968,-0.0047107,14.0495872,-4.9342947,-0.3237731,3.0000000,1.7670412,1.0647840,20.2764702,-2.4145873,12.9340172
75,-12,-2.952618891150471,19.932079127536483,-12.9662838,0.0017355,39.6694221,2.9625928,-3.3182518,4.0000000,-5.5736833,1.1181788,26.4068546,-1.0628201,70.7880478
76,-12,-2.945162251150471,19.932079127536483,-12.9660597,0.0015702,38.8429756,-0.4550849,-2.6661282,4.0000000,-3.5871143,1.1180620,27.0265007,-1.7451419,50.9194374
77,-12,-2.937705611150471,19.932079127536483,-12.9658394,0.0014050,38.0165291,4.4549694,2.6243327,4.0000000,4.0717444,1.1295502,27.0873566,1.1769209,36.1099091
78,-12,-2.930248971150471,19.932079127536483,-12.9656229,0.0012397,37.1900826,41.6752396,7.6590648,4.0000000,11.7578259,1.1294237,22.9098434,3.5603037,241.7968445
79,-12,-2.922792331150471,19.932079127536483,-12.9654093,0.0010744,36.3636360,31.4512749,6.4233675,3.0000000,8.5681257,1.0846534,20.2024708,4.2786088,141.6691437
80,-12,-2.915335691150471,19.932079127536483,-12.9651985,0.0009091,35.5371895,5.7230511,2.9880745,4.0000000,1.2026429,1.0502634,16.8490696,4.7735062,26.8006287
81,-12,-2.907879051150471,19.932079127536483,-12.9649906,0.0006612,33.8842964,-13.4467726,-0.8501911,3.0000000,-3.1715503,1.0480400,14.6560831,1.4711682,34.6256447
82,-12,-2.900422411150471,19.932079127536483,-12.9647894,0.0005785,33.0578499,3.4355953,-2.8677537,5.0000000,-4.3576512,1.0455703,12.4211493,-1.3778564,29.5272141
83,-12,-2.892965771150471,19.932079127536483,-12.9645967,0.0005785,33.0578499,6.8707805,-4.4193630,4.0000000,-7.7741985,1.0316026,12.7267208,-1.0645279,74.4616013
84,-12,-2.885509131150471,19.932079127536483,-12.9644136,0.0005785,33.0578499,6.9666748,-2.7089753,4.0000000,-2.1545100,1.0393343,14.6108131,-3.2634408,17.1747665
85,-12,-2.878052491150471,19.932079127536483,-12.9642401,0.0004132,32.2314034,-3.5858836,-0.0941533,3.0000000,1.6404487,1.0511724,15.5725908,-1.8287553,8.3330564
86,-12,-2.870595851150471,19.932079127536483,-12.9640741,0.0002479,31.4049587,-6.6381288,1.4345177,5.0000000,4.3316712,1.0539143,16.8407707,-1.4626358,27.4640713
87,-12,-2.863139211150471,19.932079127536483,-12.9639168,0.0000000,30.5785122,-3.9389865,0.1181991,3.0000000,2.1025705,1.0618170,18.0884724,-1.8661724,9.8834734
88,-12,-2.855682571150471,19.932079127536483,-12.9637671,-0.0001653,29.7520657,-9.2199211,-1.2677875,5.0000000,1.8539206,1.0650790,17.0876675,-4.3894954,28.1874447
89,-12,-2.848225931150471,19.932079127536483,-12.9636230,-0.0003306,28.9256191,6.8490539,-2.8495650,3.0000000,-1.7222275,1.0452389,17.5066090,-3.9769025,21.3318825
90,-12,-2.840769291150471,19.932079127536483,-12.9634848,-0.0004959,28.0991745,18.7951107,-4.4640093,4.0000000,-5.0978818,1.0493968,19.0641441,-3.8301375,54.7083588
91,-12,-2.833312651150471,19.932079127536483,-12.9633474,-0.0005785,28.0991745,1.8293129,-2.3192980,4.0000000,-2.3243597,1.0898486,21.5872154,-2.3142364,24.0487728
92,-12,-2.825856011150471,19.932079127536483,-12.9632082,-0.0005785,28.9256191,-1.7310913,-0.0049628,4.0000000,0.4531614,1.1076984,23.5740337,-0.4630870,4.9130425
93,-12,-2.818399371150471,19.932079127536483,-12.9630604,-0.0004959,29.7520657,4.2786536,2.3689542,4.0000000,3.5158842,1.0995890,23.9299126,1.2220244,23.0353947
94,-12,-2.810942731150471,19.932079127536483,-12.9628992,-0.0005785,29.7520657,8.5454035,3.1931686,3.0000000,4.3511910,1.0775832,22.3090668,2.0351462,35.8808632
95,-12,-2.803486091150471,19.932079127536483,-12.9627199,-0.0006612,29.7520657,7.6414471,3.2366807,4.0000000,4.8444400,1.0650400,20.3880787,1.6289216,38.2659988
96,-12,-2.796029451150471,19.932079127536483,-12.9625187,-0.0007438,28.9256191,-6.3652625,0.3469263,4.0000000,-1.2942860,1.0683424,19.4582214,1.9881386,16.4256153
97,-12,-2.788572811150471,19.932079127536483,-12.9622927,-0.0008264,28.0991745,-2.1941314,-4.0556941,5.0000000,-8.0349913,1.0569705,18.7447891,-0.0763969,96.5233459
98,-12,-2.781116171150471,19.932079127536483,-12.9620371,-0.0009091,27.2727280,6.2085586,-3.7652535,4.0000000,-5.4749827,1.0531532,18.4611130,-2.0555246,58.3176193
99,-12,-2.773659531150471,19.932079127536483,-12.9617519,-0.0012397,26.4462814,-2.9809008,-0.7199149,4.0000000,1.1478087,1.0586318,17.3233299,-2.5876384,9.1138973
100,-12,-2.766202891150471,19.932079127536483,-12.9614363,-0.0016529,24.7933884,-15.9730053,1.4895740,4.0000000,5.7539220,1.0511359,16.6144466,-2.7747738,51.1634636
101,-12,-2.758746251150471,19.932079127536483,-12.9610929,-0.0021488,23.1404953,-10.7708931,-0.8173661,3.0000000,2.5059710,1.0427926,15.9961157,-4.1407032,27.4371223
102,-12,-2.974988811150471,19.924622487536482,-12.9690781,-0.0057851,3.3057852,10.6475239,-6.2389998,3.0000000,-1.5941114,1.0520772,17.8012390,-10.8838882,150.3946991
103,-12,-2.967532171150471,19.924622487536482,-12.9688597,-0.0059504,3.3057852,16.1953697,-6.8056874,4.0000000,-2.0783062,1.0614438,18.9651642,-11.5330687,174.1937408
104,-12,-2.960075531150471,19.924622487536482,-12.9686460,-0.0060331,3.3057852,58.2560959,-7.8918781,3.0000000,-6.4926248,1.0662438,20.6888790,-9.2911310,166.9200897
105,-12,-2.952618891150471,19.924622487536482,-12.9684372,-0.0061157,3.3057852,58.3667221,-7.7294650,5.0000000,-6.6989717,1.0792454,19.4278316,-8.7599583,150.8754120
106,-12,-2.945162251150471,19.924622487536482,-12.9682302,0.0037190,47.9338837,42.1206818,-6.6661286,5.0000000,-5.4601870,1.0886024,18.6201725,-7.8720703,112.3060608
107,-12,-2.937705611150471,19.924622487536482,-12.9680243,0.0035537,47.1074371,-21.7298641,-1.6337643,4.0000000,0.6814662,1.0876464,20.0204144,-3.9489946,67.1997299
108,-12,-2.930248971150471,19.924622487536482,-12.9678202,0.0033884,46.2809906,-25.9747391,3.8536444,4.0000000,8.8039179,1.0839547,21.0167980,-1.0966296,161.5155487
109,-12,-2.922792331150471,19.924622487536482,-12.9676161,0.0032231,45.4545441,-14.1670952,4.6108494,3.0000000,9.5087194,1.0827459,18.9365158,-0.2870206,154.9202271
110,-12,-2.915335691150471,19.924622487536482,-12.9674120,0.0029752,44.6280975,-7.1530466,2.4193666,4.0000000,1.7195143,1.0848132,19.6629925,3.1192191,47.0455666
111,-12,-2.907879051150471,19.924622487536482,-12.9672089,0.0026446,42.9752083,-19.7811642,0.1175047,4.0000000,-4.1722107,1.0742862,19.8739300,4.4072204,50.6856651
112,-12,-2.900422411150471,19.924622487536482,-12.9670115,0.0024793,42.1487617,-23.9810963,-0.5189716,4.0000000,-5.4420981,1.0577188,18.9523525,4.4041548,63.0947723
113,-12,-2.892965771150471,19.924622487536482,-12.9668207,0.0023967,42.1487617,-26.9498062,-2.6283524,5.0000000,-8.3746538,1.0520349,17.6322632,3.1179490,106.3452911
114,-12,-2.885509131150471,19.924622487536482,-12.9666376,0.0023967,42.1487617,-3.9789286,-0.7635576,4.0000000,-2.8137982,1.0606000,18.0820217,1.2866832,13.4390593
115,-12,-2.878052491150471,19.924622487536482,-12.9664631,0.0023140,41.3223152,-1.7080673,-0.0405819,3.0000000,1.2588083,1.0584370,18.9482212,-1.3399721,4.2739391
116,-12,-2.870595851150471,19.924622487536482,-12.9662962,0.0022314,40.4958687,-23.3918648,0.3722891,5.0000000,5.2228775,1.0454011,16.6085415,-4.4782991,57.0709381
117,-12,-2.863139211150471,19.924622487536482,-12.9661360,0.0020661,39.6694221,-26.4562168,-1.5236441,3.0000000,3.3964255,1.0392517,15.3215322,-6.4437137,69.5363693
118,-12,-2.855682571150471,19.924622487536482,-12.9659824,0.0019008,38.8429756,-19.7988052,-2.0436049,5.0000000,2.7566371,1.0363764,15.2172661,-6.8438468,61.8696594
119,-12,-2.848225931150471,19.924622487536482,-12.9658337,0.0017355,38.0165291,10.4601612,-4.5028811,4.0000000,-1.3786873,1.0340667,13.5288115,-7.6270752,63.9139938
120,-12,-2.840769291150471,19.924622487536482,-12.9656868,0.0015702,37.1900826,15.3664112,-5.2302747,3.0000000,-3.5877640,1.0350809,12.1721687,-6.8727856,84.5389175
121,-12,-2.833312651150471,19.924622487536482,-12.9655409,0.0014876,37.1900826,-15.4418011,-3.3381281,4.0000000,-3.3696918,1.0465386,15.6065645,-3.3065643,87.8001480
122,-12,-2.825856011150471,19.924622487536482,-12.9653902,0.0014876,38.0165291,-11.0557852,-2.1874855,4.0000000,-1.4431854,1.0632981,18.2550488,-2.9317856,49.9583435
123,-12,-2.818399371150471,19.924622487536482,-12.9652309,0.0015702,38.8429756,-7.3558168,-0.6016372,4.0000000,1.5526687,1.0770380,19.3273830,-2.7559431,19.7044411
124,-12,-2.810942731150471,19.924622487536482,-12.9650545,0.0014876,38.8429756,-14.7987556,0.8915424,4.0000000,4.7992816,1.0783100,19.4730854,-3.0161970,43.8503838
125,-12,-2.803486091150471,19.924622487536482,-12.9648590,0.0014050,38.8429756,-12.7927942,1.8951718,3.0000000,4.8229156,1.0738995,20.9906750,-1.0325719,56.9070930
126,-12,-2.796029451150471,19.924622487536482,-12.9646397,0.0012397,38.0165291,0.3663813,-1.5196873,4.0000000,-2.6942642,1.0739130,22.1308403,-0.3451105,13.1586514
127,-12,-2.788572811150471,19.924622487536482,-12.9643936,0.0010744,37.1900826,18.3160038,-5.2859869,5.0000000,-8.3869457,1.0749962,20.9249649,-2.1850276,111.4207687
128,-12,-2.781116171150471,19.924622487536482,-12.9641171,0.0009917,36.3636360,20.1795082,-4.9534683,4.0000000,-5.9432507,1.0720737,21.0017776,-3.9636858,80.2737122
129,-12,-2.773659531150471,19.924622487536482,-12.9638100,0.0007438,35.5371895,-2.5018544,-0.4678383,4.0000000,1.1731946,1.0591409,20.8327217,-2.1088712,7.2290001
130,-12,-2.766202891150471,19.924622487536482,-12.9634724,0.0004132,33.8842964,-12.0650158,1.5553493,4.0000000,5.3600335,1.0493817,18.7731915,-2.2493346,45.5480385
131,-12,-2.758746251150471,19.924622487536482,-12.9631071,0.0000000,32.2314034,-9.2585526,0.0660617,3.0000000,2.9647577,1.0469180,17.3732300,-2.8326344,22.5155010
132,-12,-2.997358731150471,19.917165847536481,-12.9717827,-0.0030579,9.9173555,-14.4110622,0.6388735,3.0000000,3.7084212,1.0408595,14.6996965,-2.4306743,35.4375496
133,-12,-2.989902091150471,19.917165847536481,-12.9715595,-0.0028926,10.7438021,-10.1978655,-0.6955674,4.0000000,0.8747740,1.0336665,13.1764412,-2.2659087,24.5957985
134,-12,-2.982445451150471,19.917165847536481,-12.9713478,-0.0029752,11.5702477,-1.5632472,-2.1302989,4.0000000,-0.5706775,1.0336133,13.6810570,-3.6899202,23.0427570
135,-12,-2.974988811150471,19.917165847536481,-12.9711447,-0.0030579,12.3966942,11.9062805,-4.2493744,4.0000000,-1.7877585,1.0415390,14.2523890,-6.7109904,52.0058441
136,-12,-2.967532171150471,19.917165847536481,-12.9709473,-0.0032231,12.3966942,8.8768158,-4.7329459,4.0000000,-1.0769651,1.0526317,16.0210609,-8.3889265,78.0172729
137,-12,-2.960075531150471,19.917165847536481,-12.9707537,-0.0033884,11.5702477,62.0223389,-8.2377844,5.0000000,-6.7755842,1.0551367,16.7995701,-9.6999846,171.1193237
138,-12,-2.952618891150471,19.917165847536481,-12.9705610,-0.0035537,10.7438021,60.1202049,-7.8135710,4.0000000,-8.0897284,1.0552732,18.7104950,-7.5374136,156.1018219
139,-12,-2.945162251150471,19.917165847536481,-12.9703674,-0.0038017,9.9173555,25.4980965,-5.0531936,4.0000000,-5.2208204,1.0788828,21.1998672,-4.8855662,68.9849014
140,-12,-2.937705611150471,19.917165847536481,-12.9701738,0.0059504,56.1983490,-14.9175882,-1.1538148,3.0000000,0.4226113,1.1044303,20.5232258,-2.7302411,44.5467758
141,-12,-2.930248971150471,19.917165847536481,-12.9699783,0.0057025,55.3719025,-31.1982994,1.4940333,2.0000000,5.9815593,1.0934322,21.3232079,-2.9934926,100.3835526
142,-12,-2.922792331150471,19.917165847536481,-12.9697809,-0.0045455,7.4380164,-40.3870010,1.6935182,4.0000000,8.1996078,1.0809485,21.9726124,-4.8125710,135.1378632
143,-12,-2.915335691150471,19.917165847536481,-12.9695807,-0.0048760,5.7851238,-22.3110485,0.0949917,4.0000000,3.8711314,1.0757656,22.5214195,-3.6811481,62.1433601
144,-12,-2.907879051150471,19.917165847536481,-12.9693804,-0.0052893,4.1322312,7.9266477,-4.4565668,4.0000000,-3.2928545,1.0620251,20.0665970,-5.6202788,78.7746811
145,-12,-2.900422411150471,19.917165847536481,-12.9691830,-0.0055372,2.4793389,31.8538742,-5.9170485,3.0000000,-5.8604593,1.0520477,19.2164612,-5.9736376,96.4001083
146,-12,-2.892965771150471,19.917165847536481,-12.9689913,-0.0057025,0.8264463,45.8726387,-6.8020663,4.0000000,-6.1803074,1.0507965,18.0853367,-7.4238248,112.7787552
147,-12,-2.885509131150471,19.917165847536481,-12.9688072,-0.0057851,0.0000000,7.5142765,-3.4321942,4.0000000,-1.3709035,1.0562166,18.5086937,-5.4934850,36.1865082
148,-12,-2.878052491150471,19.917165847536481,-12.9686298,-0.0058678,0.0000000,6.0251832,-4.6452775,4.0000000,-0.7106543,1.0575392,17.2780285,-8.5799007,81.5766754
149,-12,-2.870595851150471,19.917165847536481,-12.9684591,0.0040496,49.5867767,-40.9792747,-2.1870458,4.0000000,4.4897351,1.0373411,15.9792414,-8.8638268,113.3139648
