OID_,DEM_Large_S3_RegL1,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
2663,-13,-3.064468491150471,19.581617047536483,-13.0298052,-0.0031405,0.0000000,-9.6844330,-0.1978453,4.0000000,-1.1660827,1.0312542,12.9657135,0.7703921,21.6971664
2664,-13,-3.057011851150471,19.581617047536483,-13.0304794,-0.0022314,0.0000000,-8.7189703,-0.5045102,3.0000000,-1.8441812,1.0276030,13.3960638,0.8351608,20.7827263
2665,-13,-3.049555211150471,19.581617047536483,-13.0310678,-0.0013223,0.0000000,-0.7526444,-3.2363334,5.0000000,-5.7740955,1.0198240,10.7325163,-0.6985710,47.8422852
2666,-13,-3.042098571150471,19.581617047536483,-13.0315676,-0.0004132,0.0000000,10.3589334,-5.3152571,4.0000000,-9.5423822,1.0065061,5.1996522,-1.0881311,94.5815353
2667,-13,-3.034641931150471,19.581617047536483,-13.0319805,-0.0001653,0.0000000,11.2995615,-4.0013881,6.0000000,-2.7861099,1.0041221,3.0243437,-5.2166667,41.6226273
2668,-13,-3.027185291150471,19.581617047536483,-13.0323038,0.0000000,0.0000000,-5.7870116,-2.1946108,6.0000000,-4.5694261,1.0027891,3.0193057,0.1802043,31.0694485
2669,-13,-3.019728651150471,19.581617047536483,-13.0325403,0.0000000,0.0000000,-25.3820171,-0.4622649,3.0000000,-5.1356535,1.0015585,0.6388086,4.2111239,51.6327019
2670,-13,-3.012272011150471,19.581617047536483,-13.0326920,0.0000000,0.0000000,-19.3613777,-1.3008087,5.0000000,-1.8713919,1.0018699,2.4836671,-0.7302256,45.6681137
2671,-13,-3.004815371150471,19.581617047536483,-13.0327587,0.0000000,0.0000000,-1.8261552,-2.4467933,3.0000000,-0.0932486,1.0042576,3.6635504,-4.8003378,27.7314377
2672,-13,-2.997358731150471,19.581617047536483,-13.0327435,-0.0000826,0.0000000,3.9159379,-2.6121030,5.0000000,-0.9355517,1.0049281,4.0103278,-4.2886543,19.5657215
2673,-13,-2.989902091150471,19.581617047536483,-13.0326500,-0.0000826,0.0000000,11.5918198,-3.4509199,3.0000000,-2.9003346,1.0037113,3.4170489,-4.0015054,24.5993309
2674,-13,-2.982445451150471,19.581617047536483,-13.0324783,-0.0000826,0.0000000,24.1497154,-4.9564714,4.0000000,-4.3221517,1.0034971,3.4990211,-5.5907907,50.2943993
2675,-13,-2.974988811150471,19.581617047536483,-13.0322313,-0.0000826,0.0000000,26.4743595,-5.2188330,5.0000000,-4.3667631,1.0026404,3.9452035,-6.0709023,56.4455109
2676,-13,-2.967532171150471,19.581617047536483,-13.0319099,-0.0001653,0.0000000,15.9007311,-4.4839454,5.0000000,-4.9322972,1.0050911,5.1665339,-4.0355940,49.4877892
2677,-13,-2.960075531150471,19.581617047536483,-13.0315142,-0.0004959,0.0000000,10.7542543,-3.9521086,5.0000000,-5.1354594,1.0100787,6.5599308,-2.7687578,42.3141518
2678,-13,-2.952618891150471,19.581617047536483,-13.0310450,-0.0014050,0.0000000,6.1658745,-3.0239856,4.0000000,-3.8448644,1.0179973,8.6884031,-2.2031069,25.6373749
2679,-13,-2.945162251150471,19.581617047536483,-13.0305042,-0.0023140,0.0000000,3.1661420,-1.8718776,4.0000000,-1.6607559,1.0199089,10.1873541,-2.0829992,8.1379347
2680,-13,-2.937705611150471,19.581617047536483,-13.0298958,-0.0032231,0.0000000,-1.5848268,-0.5115102,4.0000000,0.8407224,1.0184773,9.9145031,-1.8637428,4.3913512
2681,-13,-2.930248971150471,19.581617047536483,-13.0292215,-0.0041322,0.0000000,-5.3330698,0.3849331,4.0000000,2.6960053,1.0167153,9.2363024,-1.9261392,11.9639587
2682,-13,-2.922792331150471,19.581617047536483,-13.0284843,-0.0050413,0.0000000,-7.0226865,-0.3228880,4.0000000,0.8960521,1.0111234,6.3733845,-1.5418280,14.8057671
2683,-13,-2.915335691150471,19.581617047536483,-13.0276861,0.0041322,41.3223152,-20.1781445,-0.1511087,4.0000000,-3.2427983,1.0096186,6.7381148,2.9405808,41.6132355
2684,-13,-2.907879051150471,19.581617047536483,-13.0268278,0.0031405,32.2314034,-14.4121971,-2.1593499,5.0000000,-6.2950406,1.0101565,5.3259735,1.9763408,48.6205139
2685,-13,-2.900422411150471,19.581617047536483,-13.0259094,0.0020661,23.1404953,-4.0957780,-2.4244604,6.0000000,-5.3909750,1.0199629,7.3206973,0.5420543,33.2494316
2686,-13,-2.892965771150471,19.581617047536483,-13.0249329,0.0008264,14.0495872,5.7410178,-2.9300575,4.0000000,-3.9390852,1.0212815,10.0521879,-1.9210298,24.7171860
2687,-13,-2.885509131150471,19.581617047536483,-13.0238991,-0.0004959,5.7851238,-3.2512064,-1.6423075,4.0000000,0.0118710,1.0118637,7.3728957,-3.2964859,17.6899891
2688,-13,-2.878052491150471,19.581617047536483,-13.0228100,-0.0015702,0.0000000,-24.2361012,-0.7063393,3.0000000,-0.1405359,1.0140322,9.0097685,-1.2721426,52.9962006
2689,-13,-2.870595851150471,19.581617047536483,-13.0216675,-0.0024793,0.0000000,-49.5481758,0.1315251,3.0000000,-5.5911345,1.0164332,7.8307309,5.8541846,102.9057007
2690,-13,-2.863139211150471,19.581617047536483,-13.0204725,-0.0033884,0.0000000,-40.5777702,-2.2169688,4.0000000,-8.6802807,1.0247661,9.6345034,4.2463427,108.4731979
2691,-13,-2.855682571150471,19.581617047536483,-13.0192280,-0.0042975,0.0000000,-14.2913132,-0.9755138,4.0000000,-3.5184503,1.0564368,17.0008659,1.5674226,39.8603287
2692,-13,-2.848225931150471,19.581617047536483,-13.0179348,0.0045455,47.9338837,-6.0415244,0.4900091,3.0000000,0.8411253,1.0495108,16.2849197,0.1388928,15.4341564
2693,-13,-2.840769291150471,19.581617047536483,-13.0165987,0.0030579,38.8429756,-34.8402405,-0.4901516,5.0000000,3.5430417,1.0486567,14.4650745,-4.5233450,79.8543396
2694,-13,-2.833312651150471,19.581617047536483,-13.0152245,0.0014050,29.7520657,-33.1575661,0.7447566,4.0000000,6.4448447,1.0691996,20.7420406,-4.9553313,93.3631058
2695,-13,-2.825856011150471,19.581617047536483,-13.0138187,-0.0003306,21.4876041,-6.8333993,2.3315654,3.0000000,5.6345744,1.0439463,16.2396851,-0.9714438,44.7585678
2696,-13,-2.818399371150471,19.581617047536483,-13.0123863,-0.0019835,14.0495872,11.9484835,4.3734117,4.0000000,6.9548564,1.0481519,16.9201298,1.7919670,67.8161621
2697,-13,-2.810942731150471,19.581617047536483,-13.0109348,-0.0034711,8.2644625,14.8407135,4.3666296,4.0000000,6.3853703,1.0560724,18.0333557,2.3478889,61.6277504
2698,-13,-2.803486091150471,19.581617047536483,-13.0094709,0.0051240,47.9338837,47.4421806,7.0478258,4.0000000,8.3992300,1.0337634,12.8873005,5.6964216,117.2574997
2699,-13,-2.796029451150471,19.581617047536483,-13.0080032,0.0035537,38.8429756,15.0211248,4.3387022,3.0000000,6.2492337,1.0263486,12.9287024,2.4281712,52.1038742
2700,-13,-2.788572811150471,19.581617047536483,-13.0065393,0.0018182,29.7520657,30.6090908,5.7822833,4.0000000,7.4132395,1.0187447,9.3385649,4.1513267,77.5854111
2701,-13,-2.781116171150471,19.581617047536483,-13.0050888,0.0000000,20.6611576,-46.8902512,-0.5181881,4.0000000,6.3143930,1.0149420,5.6116738,-7.3507690,96.5606384
2702,-13,-2.773659531150471,19.581617047536483,-13.0036583,-0.0018182,11.5702477,-27.6787567,0.5762495,4.0000000,4.1893702,1.0424579,15.1622601,-3.0368712,66.0748367
2703,-13,-2.766202891150471,19.581617047536483,-13.0022573,-0.0033884,4.9586778,-8.2141304,2.6194150,4.0000000,2.4599385,1.0422639,15.4418840,2.7788916,50.7252426
2704,-13,-3.146491531150471,19.574160407536482,-13.0187855,0.0042975,42.9752083,3.3939266,-1.9537778,4.0000000,-2.4261823,1.0311843,13.8929548,-1.4813733,9.8136873
2705,-13,-3.139034891150471,19.574160407536482,-13.0199070,-0.0047934,0.0000000,8.5995836,-3.1236615,4.0000000,-2.9394498,1.0174093,10.6446609,-3.3078730,23.3264198
2706,-13,-3.131578251150471,19.574160407536482,-13.0210381,-0.0038843,0.0000000,0.2194328,-2.3155079,4.0000000,-1.5416752,1.0140022,9.7558146,-3.0893407,22.0518398
2707,-13,-3.124121611150471,19.574160407536482,-13.0221710,-0.0029752,0.0000000,4.6772380,-2.3642931,4.0000000,-1.4128942,1.0258641,10.5554914,-3.3156917,13.6030989
2708,-13,-3.116664971150471,19.574160407536482,-13.0232954,-0.0014050,6.6115704,-1.0975727,0.4201418,4.0000000,-0.2599636,1.0224212,9.8009357,1.1002473,3.0418954
2709,-13,-3.109208331150471,19.574160407536482,-13.0243998,0.0003306,14.8760328,-15.6398287,1.0120989,3.0000000,-2.7738018,1.0214216,10.3081198,4.7979999,37.2411652
2710,-13,-3.101751691150471,19.574160407536482,-13.0254736,0.0021488,23.9669418,-20.3423882,0.8185580,4.0000000,-2.2425427,1.0237209,11.8318968,3.8796587,46.8056908
2711,-13,-3.094295051150471,19.574160407536482,-13.0265055,0.0033058,33.0578499,-9.6469717,-0.0342386,4.0000000,-2.5964377,1.0187452,10.4402571,2.5279605,20.6516857
2712,-13,-3.086838411150471,19.574160407536482,-13.0274849,0.0042149,42.1487617,-32.1906891,1.5750259,4.0000000,-2.7856889,1.0441428,14.7342749,5.9357405,82.9457245
2713,-13,-3.079381771150471,19.574160407536482,-13.0284004,-0.0048760,0.0000000,-9.2724113,-3.8209677,4.0000000,-3.0849276,1.0534580,18.8862972,-4.5570073,94.6837387
2714,-13,-3.071925131150471,19.574160407536482,-13.0292444,-0.0039669,0.0000000,68.6444397,-9.1354256,4.0000000,-5.3635187,1.0373229,15.2561388,-12.9073315,216.0183105
2715,-13,-3.064468491150471,19.574160407536482,-13.0300112,-0.0030579,0.0000000,56.6080284,-7.8338199,5.0000000,-6.6872311,1.0241206,10.3111219,-8.9804087,139.9810944
2716,-13,-3.057011851150471,19.574160407536482,-13.0306940,-0.0021488,0.0000000,20.7988682,-5.8913140,3.0000000,-8.4943037,1.0182090,10.3406353,-3.2883244,106.0075073
2717,-13,-3.049555211150471,19.574160407536482,-13.0312901,-0.0012397,0.0000000,40.6529694,-7.2192969,4.0000000,-10.0414562,1.0109081,6.3761415,-4.3971372,131.4091034
2718,-13,-3.042098571150471,19.574160407536482,-13.0318003,-0.0003306,0.0000000,47.2489662,-7.7282810,6.0000000,-7.7632856,1.0022839,3.4448137,-7.6932764,145.4605408
2719,-13,-3.034641931150471,19.574160407536482,-13.0322218,-0.0000826,0.0000000,11.6278048,-4.0600343,5.0000000,-3.3476191,1.0030130,2.9194829,-4.7724500,42.8721123
2720,-13,-3.027185291150471,19.574160407536482,-13.0325556,0.0000000,0.0000000,-5.5670037,-0.9141349,3.0000000,-2.6274130,1.0019753,3.9360831,0.7991433,14.6439285
2721,-13,-3.019728651150471,19.574160407536482,-13.0328035,0.0000000,0.0000000,-17.4289207,1.6294887,0.0000000,6.0548501,1.0007199,0.8900843,-2.7958724,45.5077019
2722,-13,-3.012272011150471,19.574160407536482,-13.0329647,0.0000000,0.0000000,-14.7123756,0.3824896,3.0000000,-0.1306299,1.0035611,3.5707262,0.8956091,30.2410469
2723,-13,-3.004815371150471,19.574160407536482,-13.0330429,0.0000000,0.0000000,-2.9539771,-1.8203644,4.0000000,-0.8615415,1.0052711,4.4263177,-2.7791872,19.3511372
2724,-13,-2.997358731150471,19.574160407536482,-13.0330381,0.0000000,0.0000000,5.2956858,-3.1035147,5.0000000,-1.1203412,1.0034311,4.8502903,-5.0866880,28.1611137
2725,-13,-2.989902091150471,19.574160407536482,-13.0329542,0.0000000,0.0000000,8.2522621,-3.0815699,5.0000000,-2.9239817,1.0027207,4.7197504,-3.2391582,21.7606678
2726,-13,-2.982445451150471,19.574160407536482,-13.0327921,0.0000000,0.0000000,5.4600101,-2.5132811,4.0000000,-3.4201176,1.0049732,3.6343300,-1.6064444,14.4994135
2727,-13,-2.974988811150471,19.574160407536482,-13.0325527,0.0000000,0.0000000,3.1175642,-3.4067256,5.0000000,-3.2747273,1.0067531,3.7174742,-3.5387242,40.5205841
2728,-13,-2.967532171150471,19.574160407536482,-13.0322380,0.0000000,0.0000000,6.6912451,-2.8868217,4.0000000,-1.6052682,1.0071958,5.5447369,-4.1683755,20.1897621
2729,-13,-2.960075531150471,19.574160407536482,-13.0318480,-0.0002479,0.0000000,3.6308844,-1.9776498,3.0000000,-2.4844902,1.0043871,5.4783316,-1.4708093,8.5752907
2730,-13,-2.952618891150471,19.574160407536482,-13.0313835,-0.0010744,0.0000000,-1.2650459,-1.0787325,4.0000000,-2.6227479,1.0072503,5.5502706,0.4652829,7.3852024
2731,-13,-2.945162251150471,19.574160407536482,-13.0308466,-0.0019835,0.0000000,7.0591207,-3.0941644,4.0000000,-4.5641284,1.0172312,8.3876591,-1.6242001,25.6540432
2732,-13,-2.937705611150471,19.574160407536482,-13.0302401,-0.0028926,0.0000000,4.6054997,-2.3439324,4.0000000,-2.5784695,1.0194898,10.5630636,-2.1093950,13.7557402
2733,-13,-2.930248971150471,19.574160407536482,-13.0295668,-0.0038017,0.0000000,0.2563507,-2.6588972,4.0000000,-0.2584387,1.0196095,10.2261000,-5.0593557,28.7450581
2734,-13,-2.922792331150471,19.574160407536482,-13.0288315,-0.0047107,0.0000000,-18.1330719,-0.4189608,4.0000000,1.6270678,1.0188544,10.1456547,-2.4649894,39.2633095
2735,-13,-2.915335691150471,19.574160407536482,-13.0280333,0.0043802,43.8016510,-29.1238422,0.6750531,5.0000000,-2.5359755,1.0172921,9.7641659,3.8860815,63.4223938
2736,-13,-2.907879051150471,19.574160407536482,-13.0271749,0.0034711,34.7107430,-10.6205263,0.9360570,3.0000000,-2.4481394,1.0143582,7.0729771,4.3202534,25.3170300
2737,-13,-2.900422411150471,19.574160407536482,-13.0262556,0.0024793,25.6198349,-0.6375540,0.2614557,4.0000000,0.2487927,1.0174963,9.1271801,0.2741187,1.6292093
2738,-13,-2.892965771150471,19.574160407536482,-13.0252771,0.0013223,16.5289249,-0.9111217,1.4470415,3.0000000,3.0945785,1.0165755,8.7400084,-0.2004955,10.9218998
2739,-13,-2.885509131150471,19.574160407536482,-13.0242405,0.0000000,7.4380164,-13.0699730,1.5034795,4.0000000,4.8790164,1.0053197,5.5878243,-1.8720578,36.0568619
2740,-13,-2.878052491150471,19.574160407536482,-13.0231476,-0.0010744,0.8264463,-25.8147030,1.1086639,5.0000000,1.9784102,1.0075977,5.2041788,0.2389177,57.5205498
2741,-13,-2.870595851150471,19.574160407536482,-13.0219984,-0.0020661,0.0000000,-27.9907188,-0.0333682,3.0000000,-5.2578535,1.0078143,5.2007775,5.1911168,56.9251328
2742,-13,-2.863139211150471,19.574160407536482,-13.0207968,-0.0029752,0.0000000,-10.3490353,-4.7406607,3.0000000,-9.8762054,1.0111291,7.0089164,0.3948843,115.4788055
2743,-13,-2.855682571150471,19.574160407536482,-13.0195436,-0.0038843,0.0000000,11.1980753,-4.5696130,4.0000000,-6.9534903,1.0439500,14.2735195,-2.1857357,72.5164871
2744,-13,-2.848225931150471,19.574160407536482,-13.0182428,-0.0050413,0.0000000,14.5651817,-4.1096349,4.0000000,-5.0619745,1.0487645,16.1928673,-3.1572950,46.8090706
2745,-13,-2.840769291150471,19.574160407536482,-13.0168972,-0.0064463,0.0000000,-1.1071664,-2.3966978,5.0000000,-2.4368014,1.0555377,17.6759644,-2.3565941,30.6778450
2746,-13,-2.833312651150471,19.574160407536482,-13.0155134,0.0019835,33.8842964,-7.1042895,-0.7647926,4.0000000,1.5401075,1.0826199,22.5208492,-3.0696929,21.3889751
2747,-13,-2.825856011150471,19.574160407536482,-13.0140982,0.0001653,24.7933884,-1.4137117,1.0473303,4.0000000,2.0148640,1.0568919,17.2019348,0.0797966,9.1309500
2748,-13,-2.818399371150471,19.574160407536482,-13.0126572,-0.0015702,16.5289249,-1.1504534,2.1835384,4.0000000,4.4248018,1.0503633,19.1293831,-0.0577248,29.7800827
2749,-13,-2.810942731150471,19.574160407536482,-13.0111990,-0.0031405,9.9173555,11.9767113,4.0447245,4.0000000,6.0953302,1.0601020,19.0787926,1.9941190,57.0434837
2750,-13,-2.803486091150471,19.574160407536482,-13.0097294,0.0053719,49.5867767,24.4667454,5.1314774,4.0000000,5.1168280,1.0448601,13.6353035,5.1461263,63.3042526
2751,-13,-2.796029451150471,19.574160407536482,-13.0082579,0.0037190,40.4958687,17.1139221,4.2373991,4.0000000,4.6384034,1.0352954,14.2706566,3.8363950,43.1800613
2752,-13,-2.788572811150471,19.574160407536482,-13.0067921,0.0020661,31.4049587,9.8591785,3.7664974,4.0000000,5.7413015,1.0233932,11.4209070,1.7916932,41.4324112
2753,-13,-2.781116171150471,19.574160407536482,-13.0053415,0.0002479,22.3140488,-60.0819702,-1.3218578,4.0000000,4.8801460,1.0250864,8.9775600,-7.5238619,132.7558289
2754,-13,-2.773659531150471,19.574160407536482,-13.0039129,-0.0015702,13.2231407,-41.0727272,0.6543677,3.0000000,6.3258286,1.0655748,19.3190041,-5.0170932,108.4640503
2755,-13,-2.766202891150471,19.574160407536482,-13.0025148,0.0068595,61.9834709,9.5804214,4.3179035,3.0000000,6.0956287,1.0546229,15.1622076,2.5401783,66.4893265
2756,-13,-2.758746251150471,19.574160407536482,-13.0011539,0.0055372,52.8925629,67.9352188,8.4010382,3.0000000,6.8202233,1.0180875,10.8191767,9.9818535,155.3845062
2757,-13,-3.146491531150471,19.566703767536481,-13.0188274,0.0042149,42.1487617,6.4865594,-3.5359259,5.0000000,-4.8536015,1.0269647,11.8990049,-2.2182505,41.3127518
2758,-13,-3.139034891150471,19.566703767536481,-13.0199585,-0.0048760,0.0000000,7.6505699,-3.4366963,5.0000000,-4.8227501,1.0173875,9.8246107,-2.0506423,34.4970093
2759,-13,-3.131578251150471,19.566703767536481,-13.0211000,-0.0039669,0.0000000,-7.7867041,-2.2156425,4.0000000,-3.7070551,1.0194106,8.8359470,-0.7242296,37.2672768
2760,-13,-3.124121611150471,19.566703767536481,-13.0222416,-0.0030579,0.0000000,2.0049939,-2.3819587,4.0000000,-1.5023092,1.0273364,12.3044720,-3.2616084,20.0927315
2761,-13,-3.116664971150471,19.566703767536481,-13.0233736,-0.0014876,6.6115704,5.1640930,-2.2808104,5.0000000,-2.2132251,1.0154052,9.3905210,-2.3483958,11.0477495
2762,-13,-3.109208331150471,19.566703767536481,-13.0244856,0.0003306,15.7024794,-8.2331352,-1.0898523,4.0000000,-3.9334471,1.0145099,7.5908194,1.7537425,22.2067356
2763,-13,-3.101751691150471,19.566703767536481,-13.0255661,0.0021488,24.7933884,-13.2328691,1.4365542,3.0000000,-1.2850755,1.0146129,8.7487183,4.1581841,36.0063171
2764,-13,-3.094295051150471,19.566703767536481,-13.0266037,0.0033884,33.8842964,-14.6667433,2.9754062,3.0000000,-0.1124329,1.0154755,9.1918392,6.0632453,67.1933060
2765,-13,-3.086838411150471,19.566703767536481,-13.0275879,0.0042975,42.9752083,-38.8908043,2.8691430,4.0000000,-3.9060516,1.0473195,16.8718815,9.6443377,124.3438950
2766,-13,-3.079381771150471,19.566703767536481,-13.0285072,-0.0047934,0.0000000,6.6234527,-3.5291214,5.0000000,-5.3892097,1.0685251,21.0728970,-1.6690331,53.4509468
2767,-13,-3.071925131150471,19.566703767536481,-13.0293550,-0.0038843,0.0000000,117.9308014,-11.0941181,4.0000000,-8.9755020,1.0386800,14.6522894,-13.2127352,286.2527466
2768,-13,-3.064468491150471,19.566703767536481,-13.0301247,-0.0029752,0.0000000,101.7563171,-10.2493315,4.0000000,-12.0600119,1.0134039,5.3166046,-8.4386511,221.1112213
2769,-13,-3.057011851150471,19.566703767536481,-13.0308104,-0.0020661,0.0000000,46.9074364,-8.3114882,7.0000000,-12.6175871,1.0166289,5.6339579,-4.0053902,187.4999695
2770,-13,-3.049555211150471,19.566703767536481,-13.0314121,-0.0011570,0.0000000,47.3393745,-7.5452933,7.0000000,-10.1743164,1.0089064,3.4486749,-4.9162707,134.3057556
2771,-13,-3.042098571150471,19.566703767536481,-13.0319262,-0.0002479,0.0000000,68.0707855,-8.2808084,7.0000000,-8.5075102,1.0018280,1.4061594,-8.0541067,138.3166504
2772,-13,-3.034641931150471,19.566703767536481,-13.0323544,0.0000000,0.0000000,13.1736956,-4.0992088,3.0000000,-6.0030088,1.0031905,3.5952923,-2.1954091,41.3142624
2773,-13,-3.027185291150471,19.566703767536481,-13.0326958,0.0000000,0.0000000,-4.3427386,-2.2994962,5.0000000,-5.2143445,1.0023555,3.5887067,0.6153523,30.1776791
2774,-13,-3.019728651150471,19.566703767536481,-13.0329514,0.0000000,0.0000000,-34.4447060,0.2874280,1.0000000,-1.7001631,1.0017123,0.2171761,2.2750192,69.2218323
2775,-13,-3.012272011150471,19.566703767536481,-13.0331221,0.0000000,0.0000000,-31.4014702,-0.5413167,5.0000000,-5.7891769,1.0056889,3.0115130,4.7065434,64.3614502
2776,-13,-3.004815371150471,19.566703767536481,-13.0332088,0.0000000,0.0000000,-21.5185127,-1.7009035,5.0000000,-6.6416411,1.0059327,4.9557509,3.2398338,55.6907387
2777,-13,-2.997358731150471,19.566703767536481,-13.0332146,0.0000000,0.0000000,5.4636202,-4.4049683,4.0000000,-6.0800223,1.0025105,3.5108297,-2.7299144,67.3027649
2778,-13,-2.989902091150471,19.566703767536481,-13.0331402,0.0000000,0.0000000,18.3131752,-5.0865726,5.0000000,-2.3974807,1.0012299,2.4887602,-7.7756648,67.0158844
2779,-13,-2.982445451150471,19.566703767536481,-13.0329876,0.0000000,0.0000000,9.0922222,-3.8234363,4.0000000,-6.1494632,1.0028186,4.0260639,-1.4974091,40.8684235
2780,-13,-2.974988811150471,19.566703767536481,-13.0327568,0.0000000,0.0000000,2.3415704,-3.7667933,5.0000000,-4.3683071,1.0090339,4.5253921,-3.1652794,52.7841034
2781,-13,-2.967532171150471,19.566703767536481,-13.0324507,0.0000000,0.0000000,-2.3068228,-1.1178753,4.0000000,0.7583389,1.0142570,7.6387138,-2.9940896,9.8077030
2782,-13,-2.960075531150471,19.566703767536481,-13.0320673,-0.0001653,0.0000000,0.1052844,-0.9362858,4.0000000,-0.2364368,1.0083774,5.5850554,-1.6361347,3.3339937
2783,-13,-2.952618891150471,19.566703767536481,-13.0316086,-0.0009091,0.0000000,-0.0632749,-0.7662457,3.0000000,-1.5723203,1.0028760,3.9537735,0.0398289,2.5106983
2784,-13,-2.945162251150471,19.566703767536481,-13.0310764,-0.0018182,0.0000000,5.6943765,-3.1083932,4.0000000,-3.5984282,1.0078000,6.8362951,-2.6183581,28.1404324
2785,-13,-2.937705611150471,19.566703767536481,-13.0304737,-0.0027273,0.0000000,7.7114725,-2.9515398,4.0000000,-3.8925047,1.0126032,7.3690133,-2.0105746,20.2717934
2786,-13,-2.930248971150471,19.566703767536481,-13.0298052,-0.0036364,0.0000000,17.8483105,-4.8194995,4.0000000,-3.0931439,1.0163437,10.1268349,-6.5458550,59.8367958
2787,-13,-2.922792331150471,19.566703767536481,-13.0290709,-0.0045455,0.0000000,-12.9254847,-1.5266634,4.0000000,-1.0264286,1.0269171,13.3316736,-2.0268984,39.0575027
2788,-13,-2.915335691150471,19.566703767536481,-13.0282755,0.0045455,45.4545441,-17.1217804,2.6995192,4.0000000,-0.2366551,1.0263149,12.6165342,5.6356931,68.2363968
2789,-13,-2.907879051150471,19.566703767536481,-13.0274172,0.0036364,36.3636360,7.7351794,3.3810346,4.0000000,1.7805002,1.0119015,7.2067690,4.9815693,30.8796711
2790,-13,-2.900422411150471,19.566703767536481,-13.0264978,0.0027273,27.2727280,2.4041240,2.3409464,4.0000000,3.9885511,1.0085058,7.3920875,0.6933417,17.9613914
2791,-13,-2.892965771150471,19.566703767536481,-13.0255184,0.0016529,18.1818180,6.3135271,3.4733367,3.0000000,4.6157188,1.0072894,6.7633381,2.3309548,36.8691216
2792,-13,-2.885509131150471,19.566703767536481,-13.0244799,0.0004132,9.0909090,-2.9666402,3.6468205,2.0000000,1.6486305,1.0026089,3.0520766,5.6450105,59.3840828
2793,-13,-2.878052491150471,19.566703767536481,-13.0233831,-0.0006612,1.6528926,-4.4219632,2.0560257,2.0000000,-0.8043984,1.0042627,3.9307091,4.9164500,25.8850651
2794,-13,-2.870595851150471,19.566703767536481,-13.0222301,-0.0017355,0.0000000,-9.2560892,-0.3593020,2.0000000,-3.3406031,1.0052620,2.7650943,2.6219993,19.1275272
2795,-13,-2.863139211150471,19.566703767536481,-13.0210228,-0.0026446,0.0000000,13.0996370,-5.6736617,5.0000000,-8.8244534,1.0043803,3.6098239,-2.5228701,103.6674500
2796,-13,-2.855682571150471,19.566703767536481,-13.0197630,-0.0035537,0.0000000,34.9937210,-6.2993622,5.0000000,-7.2677846,1.0190666,10.8013725,-5.3309393,96.3111496
2797,-13,-2.848225931150471,19.566703767536481,-13.0184555,-0.0047107,0.0000000,50.6226234,-7.2489824,4.0000000,-8.5265541,1.0301183,12.5732384,-5.9714108,122.1776810
2798,-13,-2.840769291150471,19.566703767536481,-13.0171032,-0.0060331,0.0000000,33.2581444,-6.0759635,4.0000000,-7.9859910,1.0429097,15.3969193,-4.1659360,98.1109772
2799,-13,-2.833312651150471,19.566703767536481,-13.0157137,0.0024793,37.1900826,12.3994474,-4.0210624,4.0000000,-5.7501545,1.0744135,21.2963676,-2.2919705,58.6639519
2800,-13,-2.825856011150471,19.566703767536481,-13.0142927,0.0006612,28.0991745,-6.0469313,-0.3230490,3.0000000,-2.7108908,1.0710779,18.6212692,2.0647926,16.0091190
2801,-13,-2.818399371150471,19.566703767536481,-13.0128479,-0.0011570,19.0082645,-1.2796156,-0.2326919,4.0000000,-0.5511095,1.0741988,20.1556854,0.0857257,3.6257105
2802,-13,-2.810942731150471,19.566703767536481,-13.0113869,-0.0028099,11.5702477,1.2123351,1.5873640,4.0000000,2.5192585,1.0727183,20.4277172,0.6554694,10.9987726
2803,-13,-2.803486091150471,19.566703767536481,-13.0099173,-0.0043802,5.7851238,20.4572086,4.5460577,4.0000000,4.7093682,1.0433015,17.5795155,4.3827467,51.1287422
2804,-13,-2.796029451150471,19.566703767536481,-13.0084476,0.0038843,42.1487617,24.3126545,5.2314253,4.0000000,6.8342247,1.0386107,14.6752100,3.6286261,72.1708221
2805,-13,-2.788572811150471,19.566703767536481,-13.0069857,0.0023140,33.0578499,-12.1169538,1.7101916,3.0000000,5.2960773,1.0326169,12.1508093,-1.8756940,40.5946732
2806,-13,-2.781116171150471,19.566703767536481,-13.0055408,0.0005785,23.9669418,-42.7023239,-1.5762495,4.0000000,3.7539089,1.0343609,13.6503944,-6.9064078,104.8739929
2807,-13,-2.773659531150471,19.566703767536481,-13.0041189,-0.0012397,14.8760328,-21.1331177,0.3352605,5.0000000,4.9342451,1.0766363,19.7036381,-4.2637243,55.7195396
2808,-13,-2.766202891150471,19.566703767536481,-13.0027275,-0.0028099,8.2644625,12.8462067,3.9743001,4.0000000,4.9323206,1.0623593,16.6679974,3.0162795,46.2108536
2809,-13,-2.758746251150471,19.566703767536481,-13.0013733,0.0057851,54.5454559,39.4224243,6.9963255,4.0000000,5.2387600,1.0203441,12.7250309,8.7538910,126.6199341
2810,-13,-3.146491531150471,19.559247127536480,-13.0188437,0.0041322,41.3223152,-3.4269426,-1.9233117,3.0000000,-1.7273049,1.0251665,10.7521801,-2.1193185,23.1876698
2811,-13,-3.139034891150471,19.559247127536480,-13.0199804,-0.0049587,0.0000000,-3.7166491,-0.8767505,3.0000000,-2.9751344,1.0220054,10.7713051,1.2216336,11.5704260
