OID_,RegF2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
4368,-13,-4.928628491150471,18.239421847536480,-13.3310289,-0.0052893,0.0000000,7.7061400,-3.0463431,4.0000000,-3.2214043,1.0241666,12.4579535,-2.8712816,24.0144768
4369,-13,-4.921171851150472,18.239421847536480,-13.3316851,-0.0047934,0.0000000,8.7926512,-3.2201862,4.0000000,-3.2346666,1.0211968,11.6695881,-3.2057061,26.0031528
4370,-13,-4.913715211150471,18.239421847536480,-13.3322020,-0.0043802,0.0000000,9.8848238,-3.3797581,4.0000000,-3.2005665,1.0185578,10.9167538,-3.5589495,27.8070641
4371,-13,-4.906258571150472,18.239421847536480,-13.3325691,-0.0040496,0.0000000,10.9655914,-3.5239394,4.0000000,-3.1294761,1.0163291,10.2361708,-3.9184024,29.4036846
4372,-13,-4.898801931150471,18.239421847536480,-13.3327780,-0.0038843,0.0000000,11.9987345,-3.6509719,4.0000000,-3.0435688,1.0145923,9.6711349,-4.2583747,30.7916183
4373,-13,-4.891345291150472,18.239421847536480,-13.3328180,-0.0038843,0.0000000,12.9216518,-3.7558765,5.0000000,-2.9719827,1.0134366,9.2713442,-4.5397701,31.9190636
4374,-13,-4.883888651150472,18.239421847536480,-13.3326807,-0.0040496,0.0000000,13.6333895,-3.8299806,4.0000000,-2.9350975,1.0129337,9.0918541,-4.7248640,32.6832085
4375,-13,-4.876432011150472,18.239421847536480,-13.3323574,-0.0046281,0.0000000,14.0368366,-3.8652389,4.0000000,-2.9381208,1.0131457,9.1680880,-4.7923570,32.9817581
4376,-13,-4.868975371150472,18.239421847536480,-13.3318424,-0.0052893,0.0000000,14.0479517,-3.8532066,4.0000000,-2.9598532,1.0141104,9.5031996,-4.7465601,32.6817131
4377,-13,-4.861518731150472,18.239421847536480,-13.3311310,-0.0060331,0.0000000,13.6952610,-3.7972498,5.0000000,-2.9763913,1.0158148,10.0675211,-4.6181083,31.8289776
4378,-13,-4.854062091150472,18.239421847536480,-13.3302240,-0.0068595,0.0000000,13.0421753,-3.7024646,5.0000000,-2.9677348,1.0182078,10.8085480,-4.4371943,30.4835720
4379,-13,-4.846605451150472,18.239421847536480,-13.3291235,0.0022314,30.5785122,12.1899347,-3.5797124,5.0000000,-2.9226847,1.0212443,11.6743174,-4.2367406,28.8188782
4380,-13,-4.839148811150472,18.239421847536480,-13.3278313,0.0009917,24.7933884,11.1784992,-3.4314091,4.0000000,-2.8358734,1.0248367,12.6188202,-4.0269446,26.8744144
4381,-13,-4.831692171150472,18.239421847536480,-13.3263550,-0.0004959,19.0082645,10.0360727,-3.2591839,4.0000000,-2.7083342,1.0288962,13.6020355,-3.8100338,24.7002316
4382,-13,-4.824235531150472,18.239421847536480,-13.3246984,-0.0020661,13.2231407,8.8360558,-3.0708747,4.0000000,-2.5485594,1.0333071,14.5859795,-3.5931900,22.4240322
4383,-13,-4.816778891150472,18.239421847536480,-13.3228722,-0.0037190,8.2644625,7.5936089,-2.8656037,4.0000000,-2.3695509,1.0379599,15.5502806,-3.3616564,20.0621948
4384,-13,-4.809322251150472,18.239421847536480,-13.3208828,-0.0057851,3.3057852,6.3271022,-2.6424451,4.0000000,-2.1763351,1.0426818,16.4658699,-3.1085548,17.6327229
4385,-13,-4.801865611150472,18.239421847536480,-13.3187456,0.0020661,39.6694221,5.0741963,-2.4031494,4.0000000,-1.9821153,1.0472995,17.3061275,-2.8241835,15.1986303
4386,-13,-4.794408971150472,18.239421847536480,-13.3164721,0.0002479,30.5785122,3.9133792,-2.1599278,4.0000000,-1.7946059,1.0516528,18.0563622,-2.5252500,12.9288988
4387,-13,-4.786952331150472,18.239421847536480,-13.3140802,-0.0017355,22.3140488,2.8640981,-1.9170464,4.0000000,-1.6192954,1.0555990,18.7052422,-2.2147975,10.8937359
4388,-13,-4.779495691150472,18.239421847536480,-13.3115845,-0.0042975,14.8760328,1.9642502,-1.6851379,4.0000000,-1.4577641,1.0590626,19.2514439,-1.9125117,9.1790886
4389,-13,-4.772039051150472,18.239421847536480,-13.3090029,0.0032231,44.6280975,1.2074146,-1.4673016,4.0000000,-1.3149027,1.0620013,19.7005634,-1.6197006,7.7906547
4390,-13,-4.764582411150472,18.239421847536480,-13.3063498,0.0008264,35.5371895,0.5882671,-1.2669622,4.0000000,-1.1890345,1.0644132,20.0593739,-1.3448900,6.7047052
4391,-13,-4.757125771150472,18.239421847536480,-13.3036394,-0.0021488,26.4462814,0.0967137,-1.0863985,4.0000000,-1.0825479,1.0663179,20.3344135,-1.0902491,5.8791947
4392,-13,-4.749669131150472,18.239421847536480,-13.3008833,-0.0048760,17.3553715,-0.2922160,-0.9205706,4.0000000,-0.9927953,1.0677755,20.5437908,-0.8483458,5.2336874
4393,-13,-4.742212491150472,18.239421847536480,-13.2980938,0.0024793,42.9752083,-0.5871625,-0.7683873,4.0000000,-0.9195533,1.0687840,20.6862850,-0.6172212,4.7115231
4394,-13,-4.734755851150472,18.239421847536480,-13.2952814,0.0000000,33.8842964,-0.7908962,-0.6323789,4.0000000,-0.8595219,1.0693984,20.7689533,-0.4052359,4.2743578
4395,-13,-4.727299211150472,18.239421847536480,-13.2924547,-0.0029752,24.7933884,-0.9030547,-0.5158921,4.0000000,-0.8108946,1.0696877,20.8081970,-0.2208897,3.8760512
4396,-13,-4.719842571150472,18.239421847536480,-13.2896223,0.0042975,45.4545441,-0.9329075,-0.4216421,4.0000000,-0.7681949,1.0697036,20.8069553,-0.0750894,3.4855831
4397,-13,-4.712385931150472,18.239421847536480,-13.2867908,0.0015702,36.3636360,-0.8880556,-0.3525085,5.0000000,-0.7284766,1.0695945,20.7888317,0.0234595,3.0756609
4398,-13,-4.704929291150472,18.239421847536480,-13.2839613,-0.0014050,27.2727280,-0.7854822,-0.3063840,4.0000000,-0.6903864,1.0694721,20.7687130,0.0776184,2.6352942
4399,-13,-4.697472651150472,18.239421847536480,-13.2811356,-0.0041322,18.1818180,-0.6510909,-0.2730222,4.0000000,-0.6491270,1.0693698,20.7546234,0.1030827,2.1703963
4400,-13,-4.690016011150472,18.239421847536480,-13.2783136,0.0031405,45.4545441,-0.5005546,-0.2475744,4.0000000,-0.6015840,1.0693521,20.7533226,0.1064352,1.6959840
4401,-13,-4.682559371150472,18.239421847536480,-13.2754927,0.0003306,36.3636360,-0.3589726,-0.2181595,4.0000000,-0.5478898,1.0694081,20.7612057,0.1115708,1.2425289
4402,-13,-4.675102731150472,18.239421847536480,-13.2726727,-0.0023967,27.2727280,-0.2366788,-0.1838526,4.0000000,-0.4893547,1.0694197,20.7653160,0.1216494,0.8387386
4403,-13,-4.667646091150472,18.239421847536480,-13.2698565,0.0048760,49.5867767,-0.1420311,-0.1439099,4.0000000,-0.4241204,1.0693328,20.7551136,0.1363006,0.5105921
4404,-13,-4.660189451150472,18.239421847536480,-13.2670450,0.0021488,40.4958687,-0.0808628,-0.0981818,4.0000000,-0.3570233,1.0691468,20.7292938,0.1606596,0.2813993
4405,-13,-4.652732811150472,18.239421847536480,-13.2642393,-0.0008264,31.4049587,-0.0553675,-0.0510192,4.0000000,-0.2913484,1.0687412,20.6712933,0.1893100,0.1680334
4406,-13,-4.645276171150472,18.239421847536480,-13.2614470,-0.0035537,22.3140488,-0.0657418,-0.0049396,4.0000000,-0.2291994,1.0681288,20.5841866,0.2193202,0.1732223
4407,-13,-4.637819531150472,18.239421847536480,-13.2586679,0.0037190,44.6280975,-0.1146954,0.0437650,4.0000000,-0.1734571,1.0673395,20.4710789,0.2609870,0.3023552
4408,-13,-4.630362891150472,18.239421847536480,-13.2559071,0.0009917,35.5371895,-0.2009847,0.0966375,4.0000000,-0.1292727,1.0662708,20.3155899,0.3225477,0.5547557
4409,-13,-4.622906251150471,18.239421847536480,-13.2531710,-0.0014876,26.4462814,-0.3207664,0.1567803,4.0000000,-0.0974932,1.0649482,20.1231384,0.4110539,0.9277558
4410,-13,-4.615449611150471,18.239421847536480,-13.2504635,-0.0042149,17.3553715,-0.4710255,0.2261224,4.0000000,-0.0822282,1.0633193,19.8819885,0.5344729,1.4249783
4411,-13,-4.607992971150471,18.239421847536480,-13.2477942,0.0030579,42.9752083,-0.6436347,0.2993281,4.0000000,-0.0860062,1.0613121,19.5768471,0.6846623,2.0226438
4412,-13,-4.600536331150471,18.239421847536480,-13.2451706,0.0004132,33.8842964,-0.8301618,0.3648675,4.0000000,-0.1103072,1.0589921,19.2182198,0.8400423,2.6638412
4413,-13,-4.593079691150471,18.239421847536480,-13.2426014,-0.0016529,24.7933884,-1.0262402,0.4168500,4.0000000,-0.1567665,1.0564159,18.8085442,0.9904664,3.2985084
4414,-13,-4.585623051150471,18.239421847536480,-13.2400942,-0.0043802,15.7024794,-1.2198268,0.4496545,4.0000000,-0.2261389,1.0536846,18.3628483,1.1254480,3.8556826
4415,-13,-4.578166411150471,18.239421847536480,-13.2376528,0.0028926,42.9752083,-1.4023358,0.4627671,4.0000000,-0.3160440,1.0509237,17.9008026,1.2415782,4.3002253
4416,-13,-4.570709771150471,18.239421847536480,-13.2352810,0.0004132,33.8842964,-1.5685004,0.4685874,4.0000000,-0.4241451,1.0482143,17.4344444,1.3613199,4.6669683
4417,-13,-4.563253131150471,18.239421847536480,-13.2329798,-0.0014876,24.7933884,-1.7044297,0.4645510,4.0000000,-0.5448942,1.0455440,16.9600163,1.4739962,4.9158244
4418,-13,-4.555796491150471,18.239421847536480,-13.2307539,-0.0036364,15.7024794,-1.8068999,0.4499829,4.0000000,-0.6716869,1.0429533,16.4854698,1.5716527,5.0439849
4419,-13,-4.548339851150471,18.239421847536480,-13.2286043,0.0039669,42.9752083,-1.8658855,0.4190919,4.0000000,-0.7968834,1.0404985,16.0216942,1.6350671,5.0184946
4420,-13,-4.540883211150471,18.239421847536480,-13.2265310,0.0014876,33.8842964,-1.8762875,0.3675951,4.0000000,-0.9143279,1.0381924,15.5692329,1.6495180,4.8332577
4421,-13,-4.533426571150471,18.239421847536480,-13.2245340,-0.0003306,24.7933884,-1.8247455,0.2875699,4.0000000,-1.0184727,1.0361246,15.1520834,1.5936123,4.4731746
4422,-13,-4.525969931150471,18.239421847536480,-13.2226086,-0.0022314,15.7024794,-1.7070738,0.1837032,4.0000000,-1.1045521,1.0343512,14.7855787,1.4719584,3.9966564
4423,-13,-4.518513291150471,18.239421847536480,-13.2207479,-0.0042975,6.6115704,-1.5297915,0.0647755,4.0000000,-1.1675034,1.0328921,14.4772863,1.2970544,3.4839644
4424,-13,-4.511056651150472,18.239421847536480,-13.2189436,0.0037190,44.6280975,-1.3133703,-0.0613621,4.0000000,-1.2087127,1.0317464,14.2300367,1.0859884,3.0182309
4425,-13,-4.503600011150471,18.239421847536480,-13.2171860,0.0022314,35.5371895,-1.0812731,-0.1846049,4.0000000,-1.2276583,1.0308542,14.0369453,0.8584484,2.6526406
4426,-13,-4.496143371150472,18.239421847536480,-13.2154684,0.0004132,26.4462814,-0.8377555,-0.3082422,4.0000000,-1.2312661,1.0301666,13.8848457,0.6147818,2.3942466
4427,-13,-4.488686731150471,18.239421847536480,-13.2137814,-0.0014050,17.3553715,-0.5794575,-0.4343644,4.0000000,-1.2253965,1.0296873,13.7765226,0.3566677,2.2439494
4428,-13,-5.294003851150472,18.231965207536483,-13.2165279,0.0019008,36.3636360,-0.3805926,0.5760669,4.0000000,0.4122771,1.0560105,18.7441006,0.7398567,2.5513499
4429,-13,-5.286547211150472,18.231965207536483,-13.2189035,0.0042149,45.4545441,-0.5102580,0.5251829,4.0000000,0.3675775,1.0596727,19.3216667,0.6827883,2.6346388
4430,-13,-5.279090571150472,18.231965207536483,-13.2213573,-0.0033884,19.0082645,-0.6481619,0.4658273,4.0000000,0.3213190,1.0634290,19.8904152,0.6103355,2.7301598
4431,-13,-5.271633931150472,18.231965207536483,-13.2238855,-0.0007438,28.0991745,-0.7833232,0.4019092,4.0000000,0.2787459,1.0672497,20.4502316,0.5250725,2.8412795
4432,-13,-5.264177291150472,18.231965207536483,-13.2264872,0.0018182,37.1900826,-0.9122270,0.3320357,4.0000000,0.2374238,1.0711237,21.0016937,0.4266475,2.9625585
4433,-13,-5.256720651150472,18.231965207536483,-13.2291584,0.0043802,46.2809906,-1.0171422,0.2546516,4.0000000,0.1953276,1.0750031,21.5354023,0.3139755,3.0538728
4434,-13,-5.249264011150472,18.231965207536483,-13.2318964,-0.0028926,23.9669418,-1.0915682,0.1744770,4.0000000,0.1544780,1.0788389,22.0447655,0.1944760,3.1208432
4435,-13,-5.241807371150472,18.231965207536483,-13.2346954,-0.0000826,33.0578499,-1.1384583,0.1006475,4.0000000,0.1139648,1.0825576,22.5269299,0.0873302,3.1848845
4436,-13,-5.234350731150472,18.231965207536483,-13.2375507,0.0026446,42.1487617,-1.1622931,0.0405261,4.0000000,0.0735733,1.0862139,22.9854279,0.0074790,3.2468278
4437,-13,-5.226894091150472,18.231965207536483,-13.2404604,-0.0043802,19.8347111,-1.1605450,-0.0078119,4.0000000,0.0305179,1.0898316,23.4306545,-0.0461418,3.2749417
4438,-13,-5.219437451150472,18.231965207536483,-13.2434206,-0.0014050,28.9256191,-1.1054348,-0.0623902,4.0000000,-0.0219442,1.0933868,23.8605423,-0.1028362,3.1804941
4439,-13,-5.211980811150472,18.231965207536483,-13.2464314,0.0014876,38.0165291,-1.0007405,-0.1262521,4.0000000,-0.0833513,1.0967205,24.2530499,-0.1691528,2.9837794
4440,-13,-5.204524171150472,18.231965207536483,-13.2494831,0.0044628,47.1074371,-0.8488234,-0.1978855,4.0000000,-0.1526466,1.0996991,24.5977726,-0.2431244,2.7050872
4441,-13,-5.197067531150472,18.231965207536483,-13.2525711,-0.0024793,27.2727280,-0.6663353,-0.2763235,4.0000000,-0.2288955,1.1022514,24.8882313,-0.3237516,2.4083643
4442,-13,-5.189610891150472,18.231965207536483,-13.2556858,0.0004132,36.3636360,-0.4577151,-0.3628340,4.0000000,-0.3105728,1.1042168,25.1082039,-0.4150953,2.1302409
4443,-13,-5.182154251150472,18.231965207536483,-13.2588167,0.0034711,45.4545441,-0.2469457,-0.4487571,4.0000000,-0.3923141,1.1055475,25.2554035,-0.5052000,1.9238899
4444,-13,-5.174697611150472,18.231965207536483,-13.2619534,-0.0033058,24.7933884,-0.0371036,-0.5363820,4.0000000,-0.4727327,1.1062177,25.3293457,-0.6000313,1.8116996
4445,-13,-5.167240971150472,18.231965207536483,-13.2650843,-0.0002479,33.8842964,0.1655030,-0.6244891,4.0000000,-0.5504298,1.1061988,25.3269081,-0.6985485,1.8090168
4446,-13,-5.159784331150472,18.231965207536483,-13.2681990,0.0027273,42.9752083,0.3707148,-0.7181892,4.0000000,-0.6240464,1.1055266,25.2525024,-0.8123320,1.9253306
4447,-13,-5.152327691150472,18.231965207536483,-13.2712860,-0.0041322,23.1404953,0.5921183,-0.8246655,4.0000000,-0.6941714,1.1041538,25.1031780,-0.9551597,2.1974609
4448,-13,-5.144871051150472,18.231965207536483,-13.2743311,-0.0011570,31.4049587,0.8257067,-0.9407415,4.0000000,-0.7591141,1.1020030,24.8610706,-1.1223688,2.6405988
4449,-13,-5.137414411150472,18.231965207536483,-13.2773190,0.0016529,40.4958687,1.0389872,-1.0489247,4.0000000,-0.8114647,1.0991603,24.5351944,-1.2863846,3.1756008
4450,-13,-5.129957771150472,18.231965207536483,-13.2802353,-0.0055372,18.1818180,1.2175417,-1.1418709,4.0000000,-0.8481284,1.0957955,24.1442127,-1.4356133,3.7210832
4451,-13,-5.122501131150472,18.231965207536483,-13.2830706,-0.0026446,25.6198349,1.3545314,-1.2155634,4.0000000,-0.8709754,1.0920846,23.7017307,-1.5601513,4.2026405
4452,-13,-5.115044491150472,18.231965207536483,-13.2858143,0.0000826,33.8842964,1.4353917,-1.2635835,4.0000000,-0.8759473,1.0882120,23.2273903,-1.6512197,4.5336599
4453,-13,-5.107587851150472,18.231965207536483,-13.2884617,0.0028099,42.9752083,1.4661227,-1.2887295,4.0000000,-0.8659773,1.0843719,22.7478180,-1.7114817,4.7073593
4454,-13,-5.100131211150472,18.231965207536483,-13.2910109,-0.0046281,17.3553715,1.4649037,-1.2998466,4.0000000,-0.8464339,1.0806910,22.2767448,-1.7532593,4.7829814
4455,-13,-5.092674571150472,18.231965207536483,-13.2934608,-0.0022314,23.9669418,1.4277730,-1.2943171,4.0000000,-0.8168078,1.0772437,21.8231106,-1.7718265,4.7375369
4456,-13,-5.085217931150471,18.231965207536483,-13.2958126,0.0000826,31.4049587,1.3566868,-1.2725540,4.0000000,-0.7773653,1.0741333,21.4038067,-1.7677428,4.5794225
4457,-13,-5.077761291150471,18.231965207536483,-13.2980709,0.0023967,38.8429756,1.2638962,-1.2376026,4.0000000,-0.7329217,1.0713919,21.0278091,-1.7422835,4.3308086
4458,-13,-5.070304651150471,18.231965207536483,-13.3002386,-0.0055372,13.2231407,1.1564487,-1.1910558,4.0000000,-0.6862342,1.0690510,20.6983757,-1.6958773,4.0084620
4459,-13,-5.062848011150471,18.231965207536483,-13.3023243,-0.0034711,18.1818180,1.0428383,-1.1360638,4.0000000,-0.6404414,1.0671364,20.4266911,-1.6316862,3.6428883
4460,-13,-5.055391371150471,18.231965207536483,-13.3043346,-0.0014050,23.9669418,0.9479364,-1.0834944,5.0000000,-0.6080865,1.0655731,20.2057362,-1.5589023,3.3006871
4461,-13,-5.047934731150471,18.231965207536483,-13.3062782,0.0006612,30.5785122,0.8837879,-1.0410392,5.0000000,-0.5960237,1.0643128,20.0250854,-1.4860548,3.0231256
4462,-13,-5.040478091150471,18.231965207536483,-13.3081617,0.0025620,38.0165291,0.8565899,-1.0138801,4.0000000,-0.6103491,1.0632771,19.8759098,-1.4174112,2.8319414
4463,-13,-5.033021451150471,18.231965207536483,-13.3099918,0.0043802,45.4545441,0.8709576,-1.0077146,4.0000000,-0.6540710,1.0623392,19.7397423,-1.3613584,2.7567964
4464,-13,-5.025564811150471,18.231965207536483,-13.3117723,-0.0039669,16.5289249,0.9257474,-1.0236349,4.0000000,-0.7291358,1.0613953,19.6032734,-1.3181341,2.8083243
4465,-13,-5.018108171150471,18.231965207536483,-13.3135042,-0.0023140,21.4876041,1.0156063,-1.0604880,4.0000000,-0.8335521,1.0603696,19.4514732,-1.2874238,2.9983029
4466,-13,-5.010651531150471,18.231965207536483,-13.3151884,-0.0006612,27.2727280,1.1430497,-1.1198612,4.0000000,-0.9661105,1.0591838,19.2724152,-1.2736120,3.3598220
4467,-13,-5.003194891150471,18.231965207536483,-13.3168249,0.0009917,33.8842964,1.3081443,-1.2004989,4.0000000,-1.1239970,1.0577743,19.0556698,-1.2770008,3.9156957
4468,-13,-4.995738251150471,18.231965207536483,-13.3184090,0.0025620,40.4958687,1.5131670,-1.3009976,4.0000000,-1.2996945,1.0560982,18.7930508,-1.3023006,4.6857605
4469,-13,-4.988281611150471,18.231965207536483,-13.3199387,0.0041322,47.9338837,1.7567077,-1.4177581,4.0000000,-1.4872880,1.0541427,18.4786243,-1.3482282,5.6738758
4470,-13,-4.980824971150471,18.231965207536483,-13.3214083,-0.0044628,10.7438021,2.0528090,-1.5513355,4.0000000,-1.6840787,1.0519129,18.1104279,-1.4185921,6.8986378
4471,-13,-4.973368331150471,18.231965207536483,-13.3228130,-0.0030579,14.8760328,2.4229124,-1.7019060,4.0000000,-1.8854640,1.0494127,17.6865921,-1.5183479,8.3610411
4472,-13,-4.965911691150471,18.231965207536483,-13.3241472,-0.0018182,19.0082645,2.8973117,-1.8697159,4.0000000,-2.0892155,1.0466652,17.2052116,-1.6502163,10.0508213
4473,-13,-4.958455051150471,18.231965207536483,-13.3254023,-0.0006612,23.9669418,3.4968791,-2.0532432,4.0000000,-2.2889647,1.0436949,16.6657524,-1.8175215,11.9526033
4474,-13,-4.950998411150471,18.231965207536483,-13.3265686,0.0004959,28.9256191,4.2313232,-2.2489734,4.0000000,-2.4790168,1.0405593,16.0744057,-2.0189300,14.0363646
4475,-13,-4.943541771150471,18.231965207536483,-13.3276377,0.0015702,33.8842964,5.1076579,-2.4533732,4.0000000,-2.6554556,1.0373344,15.4368172,-2.2512906,16.2621384
4476,-13,-4.936085131150471,18.231965207536483,-13.3285980,0.0024793,38.8429756,6.0813704,-2.6572385,4.0000000,-2.8076582,1.0340770,14.7603502,-2.5068190,18.5503082
4477,-13,-4.928628491150471,18.231965207536483,-13.3294373,0.0032231,42.9752083,7.1063061,-2.8532083,4.0000000,-2.9237714,1.0308853,14.0618296,-2.7826455,20.8147964
4478,-13,-4.921171851150472,18.231965207536483,-13.3301468,-0.0061983,0.0000000,8.1366434,-3.0345764,4.0000000,-2.9968593,1.0278568,13.3634787,-3.0722935,22.9504890
4479,-13,-4.913715211150471,18.231965207536483,-13.3307142,-0.0057025,0.0000000,9.1770191,-3.2034829,4.0000000,-3.0355890,1.0250905,12.6876736,-3.3713768,24.9643917
4480,-13,-4.906258571150472,18.231965207536483,-13.3311319,-0.0052893,0.0000000,10.1974077,-3.3563032,4.0000000,-3.0424402,1.0226848,12.0642929,-3.6701663,26.7880058
4481,-13,-4.898801931150471,18.231965207536483,-13.3313894,-0.0050413,0.0000000,11.1650505,-3.4914639,4.0000000,-3.0297196,1.0207149,11.5270424,-3.9532084,28.4127808
4482,-13,-4.891345291150472,18.231965207536483,-13.3314762,-0.0049587,0.0000000,12.0298510,-3.6049483,5.0000000,-3.0068123,1.0192662,11.1150675,-4.2030845,29.7883072
4483,-13,-4.883888651150472,18.231965207536483,-13.3313847,-0.0051240,0.0000000,12.6856947,-3.6865811,4.0000000,-2.9708054,1.0184296,10.8693743,-4.4023571,30.7783489
4484,-13,-4.876432011150472,18.231965207536483,-13.3311052,-0.0056198,0.0000000,13.0315170,-3.7270942,4.0000000,-2.9195461,1.0182756,10.8224993,-4.5346422,31.2533302
4485,-13,-4.868975371150472,18.231965207536483,-13.3306322,-0.0062810,0.0000000,13.0230074,-3.7226932,4.0000000,-2.8509748,1.0188352,10.9871635,-4.5944118,31.1492252
4486,-13,-4.861518731150472,18.231965207536483,-13.3299637,0.0029752,35.5371895,12.6750345,-3.6750419,4.0000000,-2.7686806,1.0200990,11.3520231,-4.5814033,30.4859810
4487,-13,-4.854062091150472,18.231965207536483,-13.3290987,0.0021488,30.5785122,12.0555334,-3.5908656,4.0000000,-2.6773052,1.0220225,11.8824921,-4.5044260,29.3601036
4488,-13,-4.846605451150472,18.231965207536483,-13.3280411,0.0012397,25.6198349,11.2356787,-3.4769938,5.0000000,-2.5759771,1.0245620,12.5460205,-4.3780107,27.8797932
4489,-13,-4.839148811150472,18.231965207536483,-13.3267927,0.0000000,20.6611576,10.2753754,-3.3391557,5.0000000,-2.4612451,1.0276415,13.3036642,-4.2170663,26.1412659
4490,-13,-4.831692171150472,18.231965207536483,-13.3253603,-0.0014050,15.7024794,9.1850462,-3.1759093,4.0000000,-2.3277640,1.0311822,14.1184950,-4.0240545,24.1423149
4491,-13,-4.824235531150472,18.231965207536483,-13.3237495,-0.0029752,10.7438021,8.0307474,-2.9945726,4.0000000,-2.1772587,1.0350640,14.9558392,-3.8118868,22.0135155
4492,-13,-4.816778891150472,18.231965207536483,-13.3219700,-0.0046281,6.6115704,6.8197050,-2.7930439,4.0000000,-2.0120382,1.0391698,15.7893438,-3.5740492,19.7607059
4493,-13,-4.809322251150472,18.231965207536483,-13.3200302,-0.0066942,2.4793389,5.6070976,-2.5768695,4.0000000,-1.8399191,1.0433484,16.5885620,-3.3138201,17.4866142
4494,-13,-4.801865611150472,18.231965207536483,-13.3179445,0.0013223,34.7107430,4.4088840,-2.3441558,4.0000000,-1.6684011,1.0474360,17.3291073,-3.0199106,15.2022161
4495,-13,-4.794408971150472,18.231965207536483,-13.3157253,-0.0004959,26.4462814,3.3001289,-2.1061270,4.0000000,-1.5049901,1.0512816,17.9925098,-2.7072639,13.0548038
4496,-13,-4.786952331150472,18.231965207536483,-13.3133898,-0.0024793,19.0082645,2.3006549,-1.8673002,4.0000000,-1.3539803,1.0547512,18.5666428,-2.3806200,11.1183338
4497,-13,-4.779495691150472,18.231965207536483,-13.3109541,-0.0049587,12.3966942,1.4548591,-1.6407918,4.0000000,-1.2191687,1.0577688,19.0481968,-2.0624146,9.4989653
4498,-13,-4.772039051150472,18.231965207536483,-13.3084345,0.0026446,42.1487617,0.7450408,-1.4270457,4.0000000,-1.1012951,1.0603070,19.4404259,-1.7527963,8.1779709
4499,-13,-4.764582411150472,18.231965207536483,-13.3058443,0.0003306,33.0578499,0.1734423,-1.2315527,4.0000000,-1.0005728,1.0623586,19.7506580,-1.4625326,7.1430593
4500,-13,-4.757125771150472,18.231965207536483,-13.3031998,-0.0025620,23.9669418,-0.2685128,-1.0576338,4.0000000,-0.9197643,1.0639488,19.9834251,-1.1955034,6.3538055
4501,-13,-4.749669131150472,18.231965207536483,-13.3005114,-0.0052893,14.8760328,-0.6073074,-0.9005864,4.0000000,-0.8556560,1.0651455,20.1595211,-0.9455169,5.7321167
4502,-13,-4.742212491150472,18.231965207536483,-13.2977905,0.0021488,41.3223152,-0.8542844,-0.7583805,4.0000000,-0.8064067,1.0659593,20.2768497,-0.7103543,5.2146468
4503,-13,-4.734755851150472,18.231965207536483,-13.2950468,-0.0002479,32.2314034,-1.0154575,-0.6326687,4.0000000,-0.7694128,1.0664530,20.3436584,-0.4959247,4.7661037
4504,-13,-4.727299211150472,18.231965207536483,-13.2922888,-0.0031405,23.1404953,-1.0861028,-0.5291387,4.0000000,-0.7438297,1.0666809,20.3756351,-0.3144477,4.3464055
4505,-13,-4.719842571150472,18.231965207536483,-13.2895241,0.0041322,45.4545441,-1.0794147,-0.4465378,4.0000000,-0.7222677,1.0667167,20.3778706,-0.1708080,3.9171870
4506,-13,-4.712385931150472,18.231965207536483,-13.2867565,0.0014876,36.3636360,-1.0016329,-0.3900309,4.0000000,-0.7030693,1.0666970,20.3714790,-0.0769926,3.4689896
4507,-13,-4.704929291150472,18.231965207536483,-13.2839880,-0.0013223,27.2727280,-0.8665277,-0.3562256,5.0000000,-0.6836723,1.0667120,20.3712234,-0.0287789,2.9844449
4508,-13,-4.697472651150472,18.231965207536483,-13.2812185,-0.0040496,18.1818180,-0.7023065,-0.3361904,4.0000000,-0.6592851,1.0668257,20.3881779,-0.0130957,2.4828255
4509,-13,-4.690016011150472,18.231965207536483,-13.2784462,0.0032231,45.4545441,-0.5282518,-0.3212145,4.0000000,-0.6262056,1.0670786,20.4259624,-0.0162234,1.9754901
4510,-13,-4.682559371150472,18.231965207536483,-13.2756691,0.0004959,36.3636360,-0.3663087,-0.3023125,4.0000000,-0.5857857,1.0674433,20.4791946,-0.0188394,1.4879941
4511,-13,-4.675102731150472,18.231965207536483,-13.2728853,-0.0022314,27.2727280,-0.2283893,-0.2760048,4.0000000,-0.5368025,1.0678178,20.5358715,-0.0152070,1.0427417
4512,-13,-4.667646091150472,18.231965207536483,-13.2700968,-0.0049587,18.1818180,-0.1206182,-0.2431724,4.0000000,-0.4811174,1.0681396,20.5831547,-0.0052274,0.6645271
4513,-13,-4.660189451150472,18.231965207536483,-13.2673035,0.0023140,41.3223152,-0.0509485,-0.2018327,4.0000000,-0.4210193,1.0683619,20.6172104,0.0173540,0.3777655
4514,-13,-4.652732811150472,18.231965207536483,-13.2645092,-0.0005785,32.2314034,-0.0209854,-0.1568172,4.0000000,-0.3601001,1.0683908,20.6222725,0.0464657,0.2064838
4515,-13,-4.645276171150472,18.231965207536483,-13.2617168,-0.0033058,23.1404953,-0.0297016,-0.1105085,4.0000000,-0.2994141,1.0682305,20.5979462,0.0783970,0.1564954
