OID_,RegF2,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1021,-13,-5.115044491150472,18.478034327536481,-13.2855425,-0.0000826,25.6198349,-3.8291488,-0.8039095,4.0000000,1.2410053,1.0471009,17.2327538,-2.8488243,11.6313467
1022,-13,-5.107587851150472,18.478034327536481,-13.2868891,0.0013223,31.4049587,-3.7937627,-0.7662338,4.0000000,1.1862978,1.0504531,17.8185616,-2.7187655,11.4294891
1023,-13,-5.100131211150472,18.478034327536481,-13.2881985,0.0026446,37.1900826,-3.6528699,-0.7383779,4.0000000,1.0821133,1.0540333,18.4217491,-2.5588689,11.0615149
1024,-13,-5.092674571150472,18.478034327536481,-13.2894678,0.0039669,42.9752083,-3.4091651,-0.7235290,4.0000000,0.9292722,1.0577331,19.0217228,-2.3763301,10.5342789
1025,-13,-5.085217931150471,18.478034327536481,-13.2906933,-0.0047107,14.0495872,-3.0789492,-0.7206807,4.0000000,0.7358202,1.0614735,19.6065865,-2.1771817,9.8674278
1026,-13,-5.077761291150471,18.478034327536481,-13.2918720,-0.0035537,17.3553715,-2.6818297,-0.7323507,4.0000000,0.5048391,1.0651466,20.1617432,-1.9695406,9.1209164
1027,-13,-5.070304651150471,18.478034327536481,-13.2929964,-0.0023967,21.4876041,-2.2432144,-0.7568642,4.0000000,0.2461705,1.0686284,20.6710300,-1.7598990,8.3523693
1028,-13,-5.062848011150471,18.478034327536481,-13.2940588,-0.0014050,25.6198349,-1.7894335,-0.7903455,4.0000000,-0.0243945,1.0718566,21.1298542,-1.5562966,7.6127734
1029,-13,-5.055391371150471,18.478034327536481,-13.2950516,-0.0004132,29.7520657,-1.3342302,-0.8339815,4.0000000,-0.3013922,1.0747831,21.5349846,-1.3665707,6.9630694
1030,-13,-5.047934731150471,18.478034327536481,-13.2959661,0.0004959,33.8842964,-0.8849483,-0.8898007,4.0000000,-0.5824090,1.0773480,21.8827629,-1.1971924,6.4634852
1031,-13,-5.040478091150471,18.478034327536481,-13.2967930,0.0012397,37.1900826,-0.4477617,-0.9542210,4.0000000,-0.8571611,1.0795265,22.1724453,-1.0512809,6.1219745
1032,-13,-5.033021451150471,18.478034327536481,-13.2975245,0.0019008,39.6694221,-0.0208272,-1.0319645,4.0000000,-1.1285939,1.0813172,22.4063129,-0.9353351,6.0105648
1033,-13,-5.025564811150471,18.478034327536481,-13.2981491,0.0023140,41.3223152,0.3906517,-1.1171980,4.0000000,-1.3827176,1.0827106,22.5861111,-0.8516783,6.1026864
1034,-13,-5.018108171150471,18.478034327536481,-13.2986565,0.0027273,42.9752083,0.7854142,-1.2089615,4.0000000,-1.6139579,1.0837542,22.7196503,-0.8039651,6.4037728
1035,-13,-5.010651531150471,18.478034327536481,-13.2990398,0.0030579,43.8016510,1.1560968,-1.3016207,4.0000000,-1.8099940,1.0845194,22.8141518,-0.7932475,6.8564487
1036,-13,-5.003194891150471,18.478034327536481,-13.2992878,0.0032231,44.6280975,1.5015700,-1.3941250,4.0000000,-1.9687508,1.0850571,22.8792839,-0.8194993,7.4388103
1037,-13,-4.995738251150471,18.478034327536481,-13.2993937,0.0033058,45.4545441,1.8038007,-1.4753461,5.0000000,-2.0699203,1.0854456,22.9264412,-0.8807718,7.9881978
1038,-13,-4.988281611150471,18.478034327536481,-13.2993507,0.0032231,44.6280975,2.0602927,-1.5452154,4.0000000,-2.1155174,1.0857657,22.9648666,-0.9749134,8.4722404
1039,-13,-4.980824971150471,18.478034327536481,-13.2991562,0.0029752,43.8016510,2.2492340,-1.5958763,4.0000000,-2.0984459,1.0860811,23.0023499,-1.0933069,8.7752323
1040,-13,-4.973368331150471,18.478034327536481,-13.2988091,0.0025620,42.9752083,2.3662717,-1.6274530,4.0000000,-2.0289915,1.0864332,23.0438976,-1.2259146,8.8929348
1041,-13,-4.965911691150471,18.478034327536481,-13.2983112,0.0020661,41.3223152,2.4040380,-1.6357664,4.0000000,-1.9081941,1.0868448,23.0931644,-1.3633386,8.7584820
1042,-13,-4.958455051150471,18.478034327536481,-13.2976665,0.0014876,39.6694221,2.3574376,-1.6178534,4.0000000,-1.7449968,1.0873170,23.1506119,-1.4907100,8.3498898
1043,-13,-4.950998411150471,18.478034327536481,-13.2968836,0.0007438,37.1900826,2.2126474,-1.5672745,4.0000000,-1.5432347,1.0878347,23.2133789,-1.5913143,7.6319156
1044,-13,-4.943541771150471,18.478034327536481,-13.2959719,0.0000000,34.7107430,1.9975897,-1.4920509,4.0000000,-1.3286152,1.0883516,23.2764206,-1.6554867,6.7526698
1045,-13,-4.936085131150471,18.478034327536481,-13.2949467,-0.0009917,31.4049587,1.7222937,-1.3927827,4.0000000,-1.1086611,1.0888211,23.3344078,-1.6769043,5.7711859
1046,-13,-4.928628491150471,18.478034327536481,-13.2938213,-0.0019835,28.0991745,1.4066676,-1.2729561,4.0000000,-0.8932656,1.0891978,23.3797588,-1.6526467,4.7719092
1047,-13,-4.921171851150472,18.478034327536481,-13.2926140,-0.0030579,23.9669418,1.0659995,-1.1342522,4.0000000,-0.6860092,1.0894185,23.4067497,-1.5824952,3.8166718
1048,-13,-4.913715211150471,18.478034327536481,-13.2913437,-0.0042975,19.8347111,0.7477831,-0.9908171,4.0000000,-0.5073791,1.0894690,23.4122391,-1.4742551,3.0126052
1049,-13,-4.906258571150472,18.478034327536481,-13.2900267,-0.0055372,16.5289249,0.4797981,-0.8524355,4.0000000,-0.3656630,1.0893891,23.4011345,-1.3392080,2.3810611
1050,-13,-4.898801931150471,18.478034327536481,-13.2886782,0.0033058,46.2809906,0.2696728,-0.7233028,4.0000000,-0.2600079,1.0892304,23.3797703,-1.1865977,1.8936720
1051,-13,-4.891345291150472,18.478034327536481,-13.2873125,0.0020661,42.1487617,0.1140482,-0.6042818,4.0000000,-0.1850840,1.0890440,23.3558388,-1.0234796,1.5122881
1052,-13,-4.883888651150472,18.478034327536481,-13.2859373,0.0008264,38.0165291,0.0094955,-0.4978200,4.0000000,-0.1360807,1.0888871,23.3370800,-0.8595594,1.2096851
1053,-13,-4.876432011150472,18.478034327536481,-13.2845621,-0.0004959,33.8842964,-0.0472521,-0.4083115,4.0000000,-0.1119418,1.0888164,23.3279953,-0.7046813,0.9646569
1054,-13,-4.868975371150472,18.478034327536481,-13.2831907,-0.0017355,29.7520657,-0.0633632,-0.3367584,4.0000000,-0.1094048,1.0888568,23.3321228,-0.5641119,0.7492988
1055,-13,-4.861518731150472,18.478034327536481,-13.2818260,-0.0031405,24.7933884,-0.0492188,-0.2850320,4.0000000,-0.1277740,1.0890272,23.3527393,-0.4422900,0.5570050
1056,-13,-4.854062091150472,18.478034327536481,-13.2804651,-0.0044628,20.6611576,-0.0189930,-0.2501752,4.0000000,-0.1600447,1.0893327,23.3906479,-0.3403057,0.3873547
1057,-13,-4.846605451150472,18.478034327536481,-13.2791061,0.0041322,47.9338837,0.0146897,-0.2313268,4.0000000,-0.1983693,1.0897638,23.4439049,-0.2642844,0.2554940
1058,-13,-4.839148811150472,18.478034327536481,-13.2777424,0.0027273,42.9752083,0.0401905,-0.2235081,4.0000000,-0.2334519,1.0902725,23.5066738,-0.2135642,0.1732297
1059,-13,-4.831692171150472,18.478034327536481,-13.2763691,0.0014050,38.8429756,0.0477276,-0.2207073,4.0000000,-0.2507698,1.0907906,23.5705853,-0.1906448,0.1495536
1060,-13,-4.824235531150472,18.478034327536481,-13.2749777,0.0000000,33.8842964,0.0326861,-0.2179904,4.0000000,-0.2415841,1.0912416,23.6257248,-0.1943968,0.1842307
1061,-13,-4.816778891150472,18.478034327536481,-13.2735643,-0.0014876,28.9256191,-0.0065580,-0.2116691,4.0000000,-0.1983900,1.0915204,23.6613426,-0.2249482,0.2724276
1062,-13,-4.809322251150472,18.478034327536481,-13.2721262,-0.0029752,23.9669418,-0.0720187,-0.2056075,4.0000000,-0.1281970,1.0915481,23.6639137,-0.2830179,0.4310974
1063,-13,-4.801865611150472,18.478034327536481,-13.2706604,-0.0044628,19.8347111,-0.1668045,-0.2046524,4.0000000,-0.0407309,1.0912522,23.6269951,-0.3685739,0.6807699
1064,-13,-4.794408971150472,18.478034327536481,-13.2691660,0.0040496,46.2809906,-0.2922600,-0.2107856,4.0000000,0.0577007,1.0906060,23.5478039,-0.4792719,1.0282600
1065,-13,-4.786952331150472,18.478034327536481,-13.2676411,0.0023967,40.4958687,-0.4467725,-0.2171529,4.0000000,0.1720952,1.0896026,23.4247360,-0.6064010,1.4524170
1066,-13,-4.779495691150472,18.478034327536481,-13.2660856,0.0008264,34.7107430,-0.6256847,-0.2208785,4.0000000,0.3026846,1.0882273,23.2555313,-0.7444416,1.9326473
1067,-13,-4.772039051150472,18.478034327536481,-13.2645006,-0.0007438,28.9256191,-0.8193189,-0.2206188,4.0000000,0.4449385,1.0864815,23.0371284,-0.8861760,2.4385450
1068,-13,-4.764582411150472,18.478034327536481,-13.2628889,-0.0023140,23.9669418,-1.0227649,-0.2183811,4.0000000,0.5888932,1.0843614,22.7678890,-1.0256555,2.9600837
1069,-13,-4.757125771150472,18.478034327536481,-13.2612543,-0.0038843,19.0082645,-1.2235746,-0.2123536,4.0000000,0.7312105,1.0819132,22.4538403,-1.1559176,3.4596865
1070,-13,-4.749669131150472,18.478034327536481,-13.2595997,0.0044628,46.2809906,-1.4157120,-0.1983707,4.0000000,0.8727536,1.0791559,22.0946674,-1.2694949,3.9160349
1071,-13,-4.742212491150472,18.478034327536481,-13.2579327,0.0027273,39.6694221,-1.5880920,-0.1819720,4.0000000,0.9999091,1.0761019,21.6855145,-1.3638531,4.3091688
1072,-13,-4.734755851150472,18.478034327536481,-13.2562590,0.0010744,33.0578499,-1.7299128,-0.1683838,4.0000000,1.1014979,1.0728431,21.2393570,-1.4382654,4.6174741
1073,-13,-4.727299211150472,18.478034327536481,-13.2545843,-0.0004959,27.2727280,-1.8315836,-0.1580438,4.0000000,1.1755075,1.0694604,20.7649670,-1.4915951,4.8169036
1074,-13,-4.719842571150472,18.478034327536481,-13.2529135,-0.0022314,21.4876041,-1.8922491,-0.1459445,4.0000000,1.2270535,1.0660156,20.2668037,-1.5189425,4.9045062
1075,-13,-4.712385931150472,18.478034327536481,-13.2512512,-0.0039669,16.5289249,-1.9124289,-0.1354388,4.0000000,1.2529910,1.0625473,19.7527370,-1.5238686,4.8883438
1076,-13,-4.704929291150472,18.478034327536481,-13.2496042,0.0044628,44.6280975,-1.8887514,-0.1268303,4.0000000,1.2521541,1.0591263,19.2279778,-1.5058148,4.7639942
1077,-13,-4.697472651150472,18.478034327536481,-13.2479744,0.0028926,37.1900826,-1.8222383,-0.1267384,4.0000000,1.2197232,1.0558085,18.7005234,-1.4732001,4.5418787
1078,-13,-4.690016011150472,18.478034327536481,-13.2463665,0.0014050,30.5785122,-1.7185987,-0.1329142,4.0000000,1.1605234,1.0526423,18.1845627,-1.4263518,4.2408819
1079,-13,-4.682559371150472,18.478034327536481,-13.2447815,-0.0001653,23.9669418,-1.5867311,-0.1422320,4.0000000,1.0804342,1.0496801,17.6850319,-1.3648981,3.8851295
1080,-13,-4.675102731150472,18.478034327536481,-13.2432203,-0.0018182,18.1818180,-1.4342129,-0.1584424,4.0000000,0.9809978,1.0469233,17.2046871,-1.2978827,3.4992440
1081,-13,-4.667646091150472,18.478034327536481,-13.2416859,-0.0034711,13.2231407,-1.2634778,-0.1870940,4.0000000,0.8613143,1.0444334,16.7577496,-1.2355022,3.1015842
1082,-13,-4.660189451150472,18.478034327536481,-13.2401733,-0.0049587,9.0909090,-1.0856553,-0.2251688,4.0000000,0.7302778,1.0422369,16.3516521,-1.1806153,2.7242868
1083,-13,-4.652732811150472,18.478034327536481,-13.2386818,0.0035537,40.4958687,-0.9202906,-0.2642886,5.0000000,0.6024936,1.0403156,15.9898586,-1.1310709,2.4036527
1084,-13,-4.645276171150472,18.478034327536481,-13.2372074,0.0019835,33.0578499,-0.7718151,-0.3009326,5.0000000,0.4830675,1.0386600,15.6699381,-1.0849327,2.1390796
1085,-13,-4.637819531150472,18.478034327536481,-13.2357464,0.0005785,26.4462814,-0.6469733,-0.3308841,5.0000000,0.3780334,1.0372261,15.3876152,-1.0398016,1.9286051
1086,-13,-4.630362891150472,18.478034327536481,-13.2342968,-0.0007438,20.6611576,-0.5449375,-0.3532805,5.0000000,0.2884418,1.0359856,15.1382866,-0.9950028,1.7594801
1087,-13,-5.301460491150472,18.470577687536480,-13.2392769,0.0042975,43.8016510,-2.4876115,0.1013496,4.0000000,-1.0161960,1.0278431,13.3550968,1.2188952,5.5741887
1088,-13,-5.294003851150472,18.470577687536480,-13.2410746,-0.0040496,6.6115704,-2.3010767,0.1147758,4.0000000,-0.9679089,1.0306975,14.0127039,1.1974605,5.2237034
1089,-13,-5.286547211150472,18.470577687536480,-13.2429581,-0.0022314,15.7024794,-2.0760021,0.1004334,4.0000000,-0.9398208,1.0336528,14.6611319,1.1406876,4.7597432
1090,-13,-5.279090571150472,18.470577687536480,-13.2449245,-0.0004132,24.7933884,-1.8159778,0.0535356,4.0000000,-0.9295915,1.0365442,15.2663651,1.0366627,4.1947751
1091,-13,-5.271633931150472,18.470577687536480,-13.2469664,0.0014050,33.8842964,-1.5397466,-0.0201698,4.0000000,-0.9322708,1.0392420,15.8063450,0.8919312,3.6071539
1092,-13,-5.264177291150472,18.470577687536480,-13.2490759,0.0037190,42.9752083,-1.2347419,-0.1255505,4.0000000,-0.9454228,1.0416381,16.2719231,0.6943217,3.0275674
1093,-13,-5.256720651150472,18.470577687536480,-13.2512407,-0.0037190,12.3966942,-0.8921003,-0.2656591,4.0000000,-0.9654648,1.0435354,16.6314335,0.4341466,2.5320885
1094,-13,-5.249264011150472,18.470577687536480,-13.2534437,-0.0017355,21.4876041,-0.5180237,-0.4324706,4.0000000,-0.9887039,1.0448012,16.8633461,0.1237626,2.2326577
1095,-13,-5.241807371150472,18.470577687536480,-13.2556677,0.0000826,30.5785122,-0.1443338,-0.6059933,4.0000000,-1.0097315,1.0453484,16.9611034,-0.2022550,2.2089007
1096,-13,-5.234350731150472,18.470577687536480,-13.2578907,0.0021488,39.6694221,0.1891947,-0.7685800,4.0000000,-1.0237155,1.0451815,16.9270878,-0.5134444,2.4583127
1097,-13,-5.226894091150472,18.470577687536480,-13.2600965,-0.0055372,7.4380164,0.4442195,-0.9048105,4.0000000,-1.0245255,1.0444654,16.7918110,-0.7850955,2.8932116
1098,-13,-5.219437451150472,18.470577687536480,-13.2622700,-0.0030579,14.0495872,0.6050513,-1.0133396,4.0000000,-1.0054297,1.0433630,16.5847092,-1.0212495,3.4396582
1099,-13,-5.211980811150472,18.470577687536480,-13.2644014,-0.0010744,22.3140488,0.6726513,-1.1011106,4.0000000,-0.9596311,1.0420393,16.3323421,-1.2425900,4.0814338
1100,-13,-5.204524171150472,18.470577687536480,-13.2664843,0.0007438,31.4049587,0.6287289,-1.1658125,4.0000000,-0.8822205,1.0405961,16.0522385,-1.4494046,4.7868481
1101,-13,-5.197067531150472,18.470577687536480,-13.2685099,0.0028099,40.4958687,0.4671941,-1.2101640,4.0000000,-0.7680915,1.0391672,15.7714109,-1.6522363,5.5601602
1102,-13,-5.189610891150472,18.470577687536480,-13.2704763,-0.0049587,6.6115704,0.1852459,-1.2328231,4.0000000,-0.6149566,1.0378960,15.5151463,-1.8506896,6.3722725
1103,-13,-5.182154251150472,18.470577687536480,-13.2723827,-0.0031405,11.5702477,-0.2207610,-1.2305105,4.0000000,-0.4204285,1.0368586,15.2995987,-2.0405924,7.1874709
1104,-13,-5.174697611150472,18.470577687536480,-13.2742281,-0.0014876,17.3553715,-0.7477043,-1.2007143,4.0000000,-0.1865850,1.0362035,15.1615458,-2.2148438,7.9842105
1105,-13,-5.167240971150472,18.470577687536480,-13.2760181,0.0001653,23.9669418,-1.3488065,-1.1540154,4.0000000,0.0757118,1.0360359,15.1230392,-2.3837426,8.7947636
1106,-13,-5.159784331150472,18.470577687536480,-13.2777586,0.0020661,31.4049587,-1.9737890,-1.1005430,4.0000000,0.3537545,1.0363921,15.1925631,-2.5548406,9.6307163
1107,-13,-5.152327691150472,18.470577687536480,-13.2794542,0.0038017,38.8429756,-2.5719790,-1.0494444,4.0000000,0.6243728,1.0372794,15.3726645,-2.7232616,10.4786224
1108,-13,-5.144871051150472,18.470577687536480,-13.2811098,-0.0045455,10.7438021,-3.0916414,-1.0081432,4.0000000,0.8646736,1.0386890,15.6548157,-2.8809600,11.2869091
1109,-13,-5.137414411150472,18.470577687536480,-13.2827301,-0.0029752,15.7024794,-3.4955952,-0.9784628,4.0000000,1.0547068,1.0405805,16.0234718,-3.0116324,11.9770355
1110,-13,-5.129957771150472,18.470577687536480,-13.2843161,-0.0014050,20.6611576,-3.7740028,-0.9582614,5.0000000,1.1840804,1.0428821,16.4617977,-3.1006031,12.4981365
1111,-13,-5.122501131150472,18.470577687536480,-13.2858667,0.0002479,26.4462814,-3.9244056,-0.9431004,5.0000000,1.2500968,1.0455559,16.9527130,-3.1362977,12.7993784
1112,-13,-5.115044491150472,18.470577687536480,-13.2873821,0.0017355,32.2314034,-3.9566333,-0.9292269,4.0000000,1.2577422,1.0485473,17.4867344,-3.1161959,12.8657846
1113,-13,-5.107587851150472,18.470577687536480,-13.2888594,0.0032231,38.8429756,-3.8689306,-0.9189542,4.0000000,1.2088426,1.0518192,18.0499020,-3.0467510,12.7015076
1114,-13,-5.100131211150472,18.470577687536480,-13.2902985,-0.0053719,11.5702477,-3.6565042,-0.9193383,4.0000000,1.1010464,1.0552936,18.6274910,-2.9397230,12.3391495
1115,-13,-5.092674571150472,18.470577687536480,-13.2916946,-0.0038843,15.7024794,-3.3275702,-0.9297556,4.0000000,0.9387392,1.0588620,19.1999435,-2.7982502,11.7840433
1116,-13,-5.085217931150471,18.470577687536480,-13.2930431,-0.0024793,19.8347111,-2.8938303,-0.9524672,4.0000000,0.7268130,1.0624330,19.7529907,-2.6317472,11.0800390
1117,-13,-5.077761291150471,18.470577687536480,-13.2943382,-0.0012397,23.9669418,-2.3822460,-0.9857362,4.0000000,0.4736731,1.0658779,20.2697639,-2.4451454,10.2848721
1118,-13,-5.070304651150471,18.470577687536480,-13.2955723,0.0000000,28.9256191,-1.8228477,-1.0293138,4.0000000,0.1912240,1.0690824,20.7373791,-2.2498517,9.4830933
1119,-13,-5.062848011150471,18.470577687536480,-13.2967348,0.0010744,33.8842964,-1.2471330,-1.0786126,4.0000000,-0.1038495,1.0719960,21.1515503,-2.0533757,8.7245302
1120,-13,-5.055391371150471,18.470577687536480,-13.2978191,0.0021488,38.8429756,-0.6741540,-1.1340234,4.0000000,-0.4035428,1.0745708,21.5083752,-1.8645040,8.0754642
1121,-13,-5.047934731150471,18.470577687536480,-13.2988148,0.0030579,42.9752083,-0.1082571,-1.1988653,4.0000000,-0.7056136,1.0767524,21.8045826,-1.6921170,7.6036801
1122,-13,-5.040478091150471,18.470577687536480,-13.2997131,0.0038017,46.2809906,0.4372394,-1.2715477,4.0000000,-0.9989866,1.0785161,22.0404148,-1.5441089,7.3431959
1123,-13,-5.033021451150471,18.470577687536480,-13.3005037,-0.0055372,16.5289249,0.9616263,-1.3546711,4.0000000,-1.2856576,1.0798631,22.2195339,-1.4236846,7.3569112
1124,-13,-5.025564811150471,18.470577687536480,-13.3011780,-0.0050413,19.0082645,1.4569128,-1.4427323,4.0000000,-1.5483435,1.0808159,22.3429317,-1.3371212,7.5953116
1125,-13,-5.018108171150471,18.470577687536480,-13.3017235,-0.0045455,21.4876041,1.9228280,-1.5356225,4.0000000,-1.7817450,1.0814230,22.4193783,-1.2895000,8.0594025
1126,-13,-5.010651531150471,18.470577687536480,-13.3021345,-0.0042149,23.1404953,2.3460350,-1.6269270,4.0000000,-1.9725180,1.0817462,22.4593849,-1.2813361,8.6656017
1127,-13,-5.003194891150471,18.470577687536480,-13.3024006,-0.0040496,23.9669418,2.7280738,-1.7164927,4.0000000,-2.1198578,1.0818664,22.4727898,-1.3131274,9.3896523
1128,-13,-4.995738251150471,18.470577687536480,-13.3025150,-0.0039669,23.9669418,3.0526366,-1.7956886,5.0000000,-2.2073081,1.0818952,22.4740429,-1.3840691,10.0762405
1129,-13,-4.988281611150471,18.470577687536480,-13.3024731,-0.0040496,23.9669418,3.3047333,-1.8601260,4.0000000,-2.2349281,1.0819229,22.4738255,-1.4853240,10.6475935
1130,-13,-4.980824971150471,18.470577687536480,-13.3022718,-0.0042975,23.1404953,3.4679823,-1.9043541,4.0000000,-2.1992860,1.0820036,22.4814320,-1.6094222,11.0020828
1131,-13,-4.973368331150471,18.470577687536480,-13.3019123,-0.0046281,21.4876041,3.5452268,-1.9290875,4.0000000,-2.1116481,1.0821722,22.5012646,-1.7465272,11.1367893
1132,-13,-4.965911691150471,18.470577687536480,-13.3013964,-0.0051240,19.0082645,3.5175087,-1.9276332,4.0000000,-1.9729277,1.0824646,22.5367393,-1.8823386,10.9618807
1133,-13,-4.958455051150471,18.470577687536480,-13.3007288,-0.0057025,16.5289249,3.3735507,-1.8953450,4.0000000,-1.7916871,1.0828699,22.5864925,-1.9990028,10.4416342
1134,-13,-4.950998411150471,18.470577687536480,-13.2999201,0.0035537,46.2809906,3.1132939,-1.8303341,4.0000000,-1.5795333,1.0833557,22.6475201,-2.0811348,9.6025009
1135,-13,-4.943541771150471,18.470577687536480,-13.2989817,0.0028099,43.8016510,2.7764299,-1.7414424,4.0000000,-1.3629595,1.0838816,22.7142696,-2.1199255,8.6088619
1136,-13,-4.936085131150471,18.470577687536480,-13.2979288,0.0018182,40.4958687,2.3678775,-1.6273785,4.0000000,-1.1467021,1.0843953,22.7793350,-2.1080549,7.5048361
1137,-13,-4.928628491150471,18.470577687536480,-13.2967777,0.0008264,37.1900826,1.9079555,-1.4912413,4.0000000,-0.9358875,1.0848426,22.8354549,-2.0465951,6.3811517
1138,-13,-4.921171851150472,18.470577687536480,-13.2955465,-0.0002479,33.0578499,1.4235349,-1.3373272,4.0000000,-0.7365029,1.0851525,22.8739414,-1.9381515,5.3225694
1139,-13,-4.913715211150471,18.470577687536480,-13.2942543,-0.0014050,28.9256191,0.9716724,-1.1797757,4.0000000,-0.5658445,1.0853019,22.8924332,-1.7937069,4.4350581
1140,-13,-4.906258571150472,18.470577687536480,-13.2929201,-0.0026446,24.7933884,0.5912843,-1.0299710,4.0000000,-0.4330291,1.0853331,22.8944645,-1.6269130,3.7400742
1141,-13,-4.898801931150471,18.470577687536480,-13.2915602,-0.0038017,20.6611576,0.2865923,-0.8898344,4.0000000,-0.3342688,1.0853090,22.8907719,-1.4454001,3.1901934
1142,-13,-4.891345291150472,18.470577687536480,-13.2901859,-0.0051240,16.5289249,0.0628088,-0.7640232,4.0000000,-0.2671266,1.0852833,22.8869438,-1.2609198,2.7507308
1143,-13,-4.883888651150472,18.470577687536480,-13.2888098,0.0036364,47.1074371,-0.0842110,-0.6554953,4.0000000,-0.2281976,1.0853264,22.8913345,-1.0827931,2.3865867
1144,-13,-4.876432011150472,18.470577687536480,-13.2874374,0.0023140,42.9752083,-0.1578882,-0.5668720,4.0000000,-0.2156414,1.0854921,22.9119339,-0.9181026,2.0583792
