OID_,RegQ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
350,-12,-2.825856011150471,21.736586007536481,-12.7989540,0.0021488,21.4876041,-0.2978802,0.2571199,4.0000000,0.3827775,1.0010262,2.5792546,0.1314624,0.8639611
351,-12,-2.818399371150471,21.736586007536481,-12.7988148,0.0018182,18.1818180,-0.2505530,0.2816270,4.0000000,0.4483524,1.0008956,2.4071624,0.1149017,0.8215892
352,-12,-2.810942731150471,21.736586007536481,-12.7986736,0.0014876,14.8760328,-0.2239521,0.2890298,4.0000000,0.4823593,1.0007807,2.2456305,0.0957002,0.7848088
353,-12,-2.803486091150471,21.736586007536481,-12.7985287,0.0011570,11.5702477,-0.2220419,0.2805279,4.0000000,0.4900134,1.0006851,2.1021562,0.0710423,0.7612312
354,-12,-2.796029451150471,21.736586007536481,-12.7983799,0.0008264,8.2644625,-0.2470095,0.2560963,4.0000000,0.4862408,1.0006149,1.9894233,0.0259518,0.7584718
355,-12,-2.788572811150471,21.736586007536481,-12.7982225,0.0005785,5.7851238,-0.2981658,0.2225709,4.0000000,0.4942344,1.0005769,1.9241273,-0.0490927,0.7965506
356,-12,-2.781116171150471,21.736586007536481,-12.7980499,0.0003306,3.3057852,-0.3667223,0.1902244,4.0000000,0.5349405,1.0005732,1.9195400,-0.1544917,0.8804551
357,-12,-2.385914251150471,21.736586007536481,-12.7599316,0.0048760,49.5867767,-0.1297184,-0.3823177,4.0000000,-0.0102309,1.0210385,11.6453352,-0.7544044,0.8921384
358,-12,-2.378457611150471,21.736586007536481,-12.7584333,0.0035537,40.4958687,-0.0930133,-0.4007927,4.0000000,-0.0487522,1.0224432,12.0228863,-0.7528332,0.8786793
359,-12,-2.371000971150471,21.736586007536481,-12.7568836,0.0019008,31.4049587,-0.0588094,-0.4088433,4.0000000,-0.0853870,1.0238831,12.3956728,-0.7322995,0.8372544
360,-12,-2.363544331150471,21.736586007536481,-12.7552834,0.0000826,22.3140488,-0.0273986,-0.4034597,4.0000000,-0.1185878,1.0253208,12.7594452,-0.6883317,0.7554256
361,-12,-2.356087691150471,21.736586007536481,-12.7536354,-0.0017355,13.2231407,-0.0013409,-0.3835343,4.0000000,-0.1494333,1.0266958,13.0952473,-0.6176352,0.6363586
362,-12,-2.348631051150471,21.736586007536481,-12.7519445,-0.0033884,5.7851238,0.0177672,-0.3550948,4.0000000,-0.1788802,1.0279530,13.3942747,-0.5313093,0.5086240
363,-12,-2.341174411150471,21.736586007536481,-12.7502165,-0.0049587,1.6528926,0.0279171,-0.3208107,4.0000000,-0.2066869,1.0290748,13.6568441,-0.4349345,0.3901016
364,-12,-2.333717771150471,21.736586007536481,-12.7484570,0.0033884,42.1487617,0.0292593,-0.2811837,4.0000000,-0.2334456,1.0300446,13.8763304,-0.3289218,0.2868952
365,-12,-2.326261131150471,21.736586007536481,-12.7466707,0.0016529,33.0578499,0.0228759,-0.2405030,4.0000000,-0.2596305,1.0308168,14.0495014,-0.2213756,0.2110959
366,-12,-2.318804491150471,21.736586007536481,-12.7448673,-0.0001653,23.9669418,0.0093637,-0.1995432,4.0000000,-0.2831995,1.0313950,14.1784906,-0.1158868,0.1639372
367,-12,-2.311347851150471,21.736586007536481,-12.7430506,-0.0019835,14.8760328,-0.0109075,-0.1550938,4.0000000,-0.3004815,1.0317842,14.2653189,-0.0097060,0.1403937
368,-12,-2.303891211150471,21.736586007536481,-12.7412281,-0.0038843,6.6115704,-0.0381428,-0.1058761,4.0000000,-0.3145404,1.0319693,14.3059063,0.1027882,0.1439558
369,-12,-2.296434571150471,21.736586007536481,-12.7394066,0.0042975,47.1074371,-0.0681171,-0.0588145,4.0000000,-0.3240616,1.0319175,14.2941771,0.2064326,0.1749728
370,-12,-2.288977931150471,21.736586007536481,-12.7375937,0.0025620,38.0165291,-0.0976460,-0.0164681,4.0000000,-0.3293771,1.0316676,14.2400141,0.2964410,0.2243788
371,-12,-2.281521291150471,21.736586007536481,-12.7357941,0.0007438,28.9256191,-0.1219396,0.0150985,4.0000000,-0.3330205,1.0312754,14.1505976,0.3632176,0.2759559
372,-12,-2.274064651150471,21.736586007536481,-12.7340126,-0.0010744,19.8347111,-0.1423262,0.0388113,4.0000000,-0.3367331,1.0307591,14.0366993,0.4143557,0.3247492
373,-12,-2.266608011150471,21.736586007536481,-12.7322531,-0.0028926,10.7438021,-0.1563238,0.0539489,4.0000000,-0.3399562,1.0301859,13.9085541,0.4478540,0.3602105
374,-12,-2.259151371150471,21.736586007536481,-12.7305164,-0.0046281,4.1322312,-0.1662663,0.0657204,4.0000000,-0.3419131,1.0295877,13.7717819,0.4733539,0.3867241
375,-12,-2.251694731150471,21.736586007536481,-12.7288036,0.0037190,42.1487617,-0.1706884,0.0717639,4.0000000,-0.3429167,1.0289924,13.6361113,0.4864445,0.3988499
376,-12,-3.049555211150471,21.729129367536480,-12.7871218,0.0019008,21.4876041,-0.0909928,-0.1128384,4.0000000,-0.4342568,1.0099893,8.0505657,0.2085800,0.2453653
377,-12,-3.042098571150471,21.729129367536480,-12.7877531,0.0026446,27.2727280,-0.0793963,-0.0660101,4.0000000,-0.3528558,1.0096329,7.9055490,0.2208356,0.1846190
378,-12,-3.034641931150471,21.729129367536480,-12.7883787,0.0033884,33.8842964,-0.0636431,-0.0171937,4.0000000,-0.2638390,1.0093613,7.7920818,0.2294516,0.1336735
379,-12,-3.027185291150471,21.729129367536480,-12.7890024,0.0040496,40.4958687,-0.0444809,0.0379149,4.0000000,-0.1626981,1.0091808,7.7164106,0.2385279,0.0976618
380,-12,-3.019728651150471,21.729129367536480,-12.7896299,0.0047107,47.1074371,-0.0238990,0.0940311,4.0000000,-0.0595535,1.0090954,7.6798215,0.2476156,0.0851491
381,-12,-3.012272011150471,21.729129367536480,-12.7902660,-0.0045455,0.0000000,-0.0037525,0.1456060,4.0000000,0.0364488,1.0091064,7.6881647,0.2547631,0.0945252
382,-12,-3.004815371150471,21.729129367536480,-12.7909155,-0.0038017,0.0000000,0.0129848,0.1801354,4.0000000,0.1076833,1.0092101,7.7334528,0.2525876,0.1067138
383,-12,-2.997358731150471,21.729129367536480,-12.7915831,-0.0031405,0.0000000,0.0236573,0.1928293,4.0000000,0.1469174,1.0093651,7.8012996,0.2387411,0.1045917
384,-12,-2.989902091150471,21.729129367536480,-12.7922668,-0.0025620,0.0000000,0.0269443,0.1832373,4.0000000,0.1538193,1.0095334,7.8739476,0.2126552,0.0831091
385,-12,-2.982445451150471,21.729129367536480,-12.7929668,-0.0019008,0.8264463,0.0227295,0.1554786,4.0000000,0.1329263,1.0096833,7.9387126,0.1780310,0.0529762
386,-12,-2.974988811150471,21.729129367536480,-12.7936773,-0.0012397,2.4793389,0.0108336,0.1117526,4.0000000,0.0855095,1.0097728,7.9784789,0.1379957,0.0291775
387,-12,-2.967532171150471,21.729129367536480,-12.7943926,-0.0006612,4.1322312,-0.0091515,0.0547153,4.0000000,0.0126712,1.0097718,7.9816279,0.0967594,0.0312959
388,-12,-2.960075531150471,21.729129367536480,-12.7951050,-0.0000826,6.6115704,-0.0385203,-0.0132406,4.0000000,-0.0858534,1.0096617,7.9390197,0.0593723,0.0808741
389,-12,-2.952618891150471,21.729129367536480,-12.7958078,0.0004959,9.9173555,-0.0818671,-0.0976970,4.0000000,-0.2181483,1.0094149,7.8402805,0.0227544,0.2105694
390,-12,-2.945162251150471,21.729129367536480,-12.7964888,0.0010744,13.2231407,-0.1424634,-0.1951555,4.0000000,-0.3845997,1.0089964,7.6674924,-0.0057113,0.4560421
391,-12,-2.937705611150471,21.729129367536480,-12.7971354,0.0016529,17.3553715,-0.2211954,-0.2985526,4.0000000,-0.5815351,1.0084126,7.4165854,-0.0155701,0.8321520
392,-12,-2.930248971150471,21.729129367536480,-12.7977362,0.0021488,21.4876041,-0.3147061,-0.3899839,4.0000000,-0.7908077,1.0076866,7.0890942,0.0108400,1.2863169
393,-12,-2.922792331150471,21.729129367536480,-12.7982769,0.0025620,25.6198349,-0.4182974,-0.4620330,4.0000000,-1.0018240,1.0068687,6.6996136,0.0777581,1.7516153
394,-12,-2.915335691150471,21.729129367536480,-12.7987499,0.0029752,29.7520657,-0.5243755,-0.5055032,4.0000000,-1.1913159,1.0060229,6.2714715,0.1803095,2.1383686
395,-12,-2.907879051150471,21.729129367536480,-12.7991486,0.0033884,33.8842964,-0.6258903,-0.5253423,4.0000000,-1.3511777,1.0052027,5.8263159,0.3004932,2.4234879
396,-12,-2.900422411150471,21.729129367536480,-12.7994680,0.0037190,37.1900826,-0.7174059,-0.5184799,4.0000000,-1.4592943,1.0044543,5.3879762,0.4223346,2.5726342
397,-12,-2.892965771150471,21.729129367536480,-12.7997084,0.0039669,39.6694221,-0.7966220,-0.4915340,4.0000000,-1.5042156,1.0038028,4.9777946,0.5211476,2.6139998
398,-12,-2.885509131150471,21.729129367536480,-12.7998705,0.0042149,42.1487617,-0.8526137,-0.4441605,4.0000000,-1.4599785,1.0032617,4.6091518,0.5716575,2.5387671
399,-12,-2.878052491150471,21.729129367536480,-12.7999582,0.0043802,43.8016510,-0.8711350,-0.3677602,4.0000000,-1.2911847,1.0028311,4.2926955,0.5556642,2.3168120
400,-12,-2.870595851150471,21.729129367536480,-12.7999773,0.0043802,43.8016510,-0.8412604,-0.2607558,5.0000000,-1.0002217,1.0024971,4.0328708,0.4787101,1.9778517
401,-12,-2.863139211150471,21.729129367536480,-12.7999382,0.0043802,43.8016510,-0.7673374,-0.1415688,4.0000000,-0.6541504,1.0022346,3.8156328,0.3710128,1.6305448
402,-12,-2.855682571150471,21.729129367536480,-12.7998533,0.0042149,42.1487617,-0.6656851,-0.0228414,4.0000000,-0.3158757,1.0020159,3.6258109,0.2701929,1.3442968
403,-12,-2.848225931150471,21.729129367536480,-12.7997351,0.0039669,39.6694221,-0.5490338,0.0856563,4.0000000,-0.0284822,1.0018214,3.4472711,0.1997948,1.1354702
404,-12,-2.840769291150471,21.729129367536480,-12.7995939,0.0037190,37.1900826,-0.4364471,0.1767975,4.0000000,0.1922854,1.0016402,3.2703171,0.1613095,1.0044869
405,-12,-2.833312651150471,21.729129367536480,-12.7994394,0.0033884,33.8842964,-0.3447868,0.2409970,4.0000000,0.3383017,1.0014682,3.0919015,0.1436923,0.9275549
406,-12,-2.825856011150471,21.729129367536480,-12.7992783,0.0030579,30.5785122,-0.2747827,0.2850163,4.0000000,0.4329606,1.0013059,2.9150572,0.1370720,0.8794834
407,-12,-2.818399371150471,21.729129367536480,-12.7991133,0.0026446,26.4462814,-0.2261697,0.3100252,4.0000000,0.4865167,1.0011579,2.7440777,0.1335336,0.8411561
408,-12,-2.810942731150471,21.729129367536480,-12.7989464,0.0022314,22.3140488,-0.1949696,0.3220998,4.0000000,0.5104813,1.0010275,2.5822525,0.1337183,0.8087057
409,-12,-2.803486091150471,21.729129367536480,-12.7987785,0.0018182,18.1818180,-0.1877454,0.3160771,4.0000000,0.5046779,1.0009176,2.4377618,0.1274763,0.7783558
410,-12,-2.796029451150471,21.729129367536480,-12.7986088,0.0014050,14.0495872,-0.2074908,0.2956015,4.0000000,0.4795680,1.0008335,2.3216457,0.1116351,0.7673767
411,-12,-2.788572811150471,21.729129367536480,-12.7984324,0.0010744,10.7438021,-0.2574795,0.2623625,4.0000000,0.4518757,1.0007844,2.2521214,0.0728493,0.7930504
412,-12,-2.781116171150471,21.729129367536480,-12.7982426,0.0007438,7.4380164,-0.3257768,0.2293176,4.0000000,0.4490044,1.0007753,2.2390234,0.0096308,0.8648461
413,-12,-2.773659531150471,21.729129367536480,-12.7980337,0.0004959,4.9586778,-0.4088179,0.2042955,4.0000000,0.4833350,1.0008068,2.2854457,-0.0747439,0.9880857
414,-12,-2.766202891150471,21.729129367536480,-12.7978010,0.0003306,3.3057852,-0.4969347,0.1943886,4.0000000,0.5537067,1.0008824,2.3931472,-0.1649295,1.1495103
415,-12,-2.400827531150471,21.729129367536480,-12.7632084,-0.0024793,4.9586778,-0.1594454,-0.3541964,4.0000000,0.0397233,1.0183669,10.8927488,-0.7481161,0.8611917
416,-12,-2.393370891150471,21.729129367536480,-12.7618160,-0.0037190,1.6528926,-0.1262328,-0.3770024,4.0000000,0.0097363,1.0196425,11.2592306,-0.7637410,0.8633245
417,-12,-2.385914251150471,21.729129367536480,-12.7603741,-0.0047934,0.0000000,-0.0928641,-0.3957892,4.0000000,-0.0214773,1.0209602,11.6245651,-0.7701011,0.8563952
418,-12,-2.378457611150471,21.729129367536480,-12.7588806,0.0039669,42.9752083,-0.0609770,-0.4105370,4.0000000,-0.0546204,1.0223274,11.9932652,-0.7664536,0.8420323
419,-12,-2.371000971150471,21.729129367536480,-12.7573366,0.0023967,33.8842964,-0.0288808,-0.4167535,4.0000000,-0.0880511,1.0237243,12.3562527,-0.7454560,0.7989127
420,-12,-2.363544331150471,21.729129367536480,-12.7557430,0.0005785,24.7933884,0.0004895,-0.4106818,4.0000000,-0.1207055,1.0251194,12.7092590,-0.7006580,0.7185094
421,-12,-2.356087691150471,21.729129367536480,-12.7541027,-0.0012397,15.7024794,0.0255008,-0.3924084,4.0000000,-0.1526065,1.0264578,13.0377588,-0.6322103,0.6059506
422,-12,-2.348631051150471,21.729129367536480,-12.7524195,-0.0029752,7.4380164,0.0431755,-0.3649113,4.0000000,-0.1826392,1.0276802,13.3299026,-0.5471834,0.4821432
423,-12,-2.341174411150471,21.729129367536480,-12.7507000,-0.0045455,2.4793389,0.0537953,-0.3333897,4.0000000,-0.2139631,1.0287648,13.5839615,-0.4528164,0.3678285
424,-12,-2.333717771150471,21.729129367536480,-12.7489481,0.0038017,44.6280975,0.0544927,-0.2962442,4.0000000,-0.2452178,1.0296872,13.7955828,-0.3472707,0.2684912
425,-12,-2.326261131150471,21.729129367536480,-12.7471724,0.0021488,35.5371895,0.0455958,-0.2577441,4.0000000,-0.2776707,1.0304214,13.9609880,-0.2378175,0.1984383
426,-12,-2.318804491150471,21.729129367536480,-12.7453775,0.0003306,26.4462814,0.0288219,-0.2208257,4.0000000,-0.3086167,1.0309685,14.0815887,-0.1330348,0.1608357
427,-12,-2.311347851150471,21.729129367536480,-12.7435713,-0.0014876,17.3553715,0.0048665,-0.1852266,4.0000000,-0.3385680,1.0313245,14.1616335,-0.0318852,0.1524436
428,-12,-2.303891211150471,21.729129367536480,-12.7417593,-0.0033884,8.2644625,-0.0299677,-0.1416223,4.0000000,-0.3621182,1.0314864,14.1995258,0.0788737,0.1677661
429,-12,-2.296434571150471,21.729129367536480,-12.7399473,0.0047934,49.5867767,-0.0713388,-0.0980100,4.0000000,-0.3825088,1.0314214,14.1839476,0.1864888,0.2131920
430,-12,-2.288977931150471,21.729129367536480,-12.7381449,0.0030579,40.4958687,-0.1134893,-0.0600445,4.0000000,-0.4000613,1.0311565,14.1250181,0.2799724,0.2791234
431,-12,-2.281521291150471,21.729129367536480,-12.7363558,0.0013223,31.4049587,-0.1498671,-0.0331261,4.0000000,-0.4158732,1.0307468,14.0334139,0.3496209,0.3473936
432,-12,-2.274064651150471,21.729129367536480,-12.7345848,-0.0004959,22.3140488,-0.1825466,-0.0101522,4.0000000,-0.4286512,1.0302229,13.9151258,0.4083468,0.4135961
433,-12,-2.266608011150471,21.729129367536480,-12.7328358,-0.0023140,13.2231407,-0.2073997,0.0049011,4.0000000,-0.4398701,1.0296278,13.7806406,0.4496723,0.4664991
434,-12,-2.259151371150471,21.729129367536480,-12.7311106,-0.0040496,5.7851238,-0.2263200,0.0151537,4.0000000,-0.4502496,1.0289961,13.6360283,0.4805570,0.5074992
435,-12,-2.251694731150471,21.729129367536480,-12.7294111,0.0042975,45.4545441,-0.2362067,0.0198402,4.0000000,-0.4575105,1.0283707,13.4919930,0.4971908,0.5285578
436,-12,-2.244238091150471,21.729129367536480,-12.7277365,0.0027273,36.3636360,-0.2416540,0.0251178,4.0000000,-0.4599384,1.0277834,13.3540373,0.5101740,0.5399384
437,-12,-3.049555211150471,21.721672727536479,-12.7879620,0.0028926,29.7520657,-0.1002559,-0.0322464,4.0000000,-0.3490250,1.0098062,7.9742432,0.2845323,0.2136478
438,-12,-3.042098571150471,21.721672727536479,-12.7885771,0.0036364,36.3636360,-0.0787731,0.0228426,4.0000000,-0.2583140,1.0094910,7.8466101,0.3039992,0.1652819
439,-12,-3.034641931150471,21.721672727536479,-12.7891874,0.0042975,42.9752083,-0.0513605,0.0777350,4.0000000,-0.1618524,1.0092636,7.7503290,0.3173223,0.1302400
440,-12,-3.027185291150471,21.721672727536479,-12.7897987,0.0049587,49.5867767,-0.0191428,0.1365015,4.0000000,-0.0570499,1.0091226,7.6911726,0.3300529,0.1150074
441,-12,-3.019728651150471,21.721672727536479,-12.7904148,-0.0043802,0.0000000,0.0151566,0.1943064,4.0000000,0.0491294,1.0090784,7.6740556,0.3394835,0.1230446
442,-12,-3.012272011150471,21.721672727536479,-12.7910433,-0.0036364,0.0000000,0.0450994,0.2420173,4.0000000,0.1409010,1.0091358,7.6990142,0.3431336,0.1475906
443,-12,-3.004815371150471,21.721672727536479,-12.7916880,-0.0029752,0.0000000,0.0648353,0.2697743,4.0000000,0.2047001,1.0092753,7.7603970,0.3348485,0.1661807
444,-12,-2.997358731150471,21.721672727536479,-12.7923527,-0.0023967,0.0000000,0.0709177,0.2737736,4.0000000,0.2341430,1.0094582,7.8395791,0.3134043,0.1632006
445,-12,-2.989902091150471,21.721672727536479,-12.7930355,-0.0018182,0.8264463,0.0635192,0.2540557,4.0000000,0.2297450,1.0096498,7.9221187,0.2783665,0.1357994
446,-12,-2.982445451150471,21.721672727536479,-12.7937346,-0.0011570,2.4793389,0.0446008,0.2133117,4.0000000,0.1944049,1.0098147,7.9931564,0.2322185,0.0961924
447,-12,-2.974988811150471,21.721672727536479,-12.7944450,-0.0004959,4.9586778,0.0165214,0.1544711,4.0000000,0.1296604,1.0099106,8.0358782,0.1792819,0.0646101
448,-12,-2.967532171150471,21.721672727536479,-12.7951603,0.0000826,7.4380164,-0.0168685,0.0844982,4.0000000,0.0420546,1.0099100,8.0371418,0.1269418,0.0645146
449,-12,-2.960075531150471,21.721672727536479,-12.7958717,0.0006612,10.7438021,-0.0570364,0.0009753,4.0000000,-0.0743550,1.0097882,7.9908304,0.0763056,0.1186132
450,-12,-2.952618891150471,21.721672727536479,-12.7965708,0.0012397,14.8760328,-0.1070567,-0.0978511,4.0000000,-0.2238624,1.0095154,7.8837562,0.0281602,0.2631680
451,-12,-2.945162251150471,21.721672727536479,-12.7972460,0.0018182,19.0082645,-0.1673926,-0.2077833,4.0000000,-0.4059979,1.0090708,7.7005191,-0.0095687,0.5293301
452,-12,-2.937705611150471,21.721672727536479,-12.7978840,0.0023967,23.9669418,-0.2389848,-0.3212874,4.0000000,-0.6165392,1.0084661,7.4403563,-0.0260356,0.9282122
453,-12,-2.930248971150471,21.721672727536479,-12.7984724,0.0028926,28.9256191,-0.3185363,-0.4216562,4.0000000,-0.8395097,1.0077237,7.1061716,-0.0038026,1.4017780
454,-12,-2.922792331150471,21.721672727536479,-12.7989979,0.0033884,33.8842964,-0.4038496,-0.4976245,4.0000000,-1.0568252,1.0068986,6.7136636,0.0615760,1.8642552
455,-12,-2.915335691150471,21.721672727536479,-12.7994518,0.0038843,38.8429756,-0.4873602,-0.5426118,4.0000000,-1.2466192,1.0060601,6.2904263,0.1613957,2.2240820
456,-12,-2.907879051150471,21.721672727536479,-12.7998276,0.0042975,42.9752083,-0.5719429,-0.5612826,4.0000000,-1.4006388,1.0052626,5.8609443,0.2780735,2.4752560
457,-12,-2.900422411150471,21.721672727536479,-12.8001232,-0.0053719,0.0000000,-0.6480780,-0.5537243,4.0000000,-1.4959831,1.0045502,5.4487934,0.3885345,2.5880609
458,-12,-2.892965771150471,21.721672727536479,-12.8003368,-0.0051240,0.0000000,-0.7162351,-0.5263185,4.0000000,-1.5221229,1.0039449,5.0719371,0.4694858,2.5974863
459,-12,-2.885509131150471,21.721672727536479,-12.8004713,-0.0048760,0.0000000,-0.7667323,-0.4755717,4.0000000,-1.4497001,1.0034542,4.7437730,0.4985568,2.4847829
460,-12,-2.878052491150471,21.721672727536479,-12.8005285,-0.0047107,0.0000000,-0.7864907,-0.3960488,5.0000000,-1.2546118,1.0030696,4.4736509,0.4625143,2.2358572
461,-12,-2.870595851150471,21.721672727536479,-12.8005171,-0.0047107,0.0000000,-0.7613758,-0.2862062,4.0000000,-0.9444785,1.0027748,4.2578259,0.3720661,1.8752054
462,-12,-2.863139211150471,21.721672727536479,-12.8004465,-0.0047107,0.0000000,-0.6984182,-0.1600559,4.0000000,-0.5886687,1.0025443,4.0795193,0.2685569,1.5160120
463,-12,-2.855682571150471,21.721672727536479,-12.8003311,-0.0048760,0.0000000,-0.6056209,-0.0336329,4.0000000,-0.2517645,1.0023487,3.9190483,0.1844987,1.2273449
464,-12,-2.848225931150471,21.721672727536479,-12.8001814,-0.0051240,0.0000000,-0.4989987,0.0811141,4.0000000,0.0276412,1.0021646,3.7633615,0.1345869,1.0331229
465,-12,-2.840769291150471,21.721672727536479,-12.8000107,-0.0053719,0.0000000,-0.3966495,0.1760949,4.0000000,0.2352748,1.0019817,3.6011691,0.1169151,0.9247845
466,-12,-2.833312651150471,21.721672727536479,-12.7998285,0.0042975,42.9752083,-0.3117004,0.2453860,4.0000000,0.3731206,1.0018010,3.4305301,0.1176515,0.8709345
467,-12,-2.825856011150471,21.721672727536479,-12.7996387,0.0039669,39.6694221,-0.2453539,0.2930559,4.0000000,0.4609026,1.0016257,3.2584956,0.1252091,0.8402938
468,-12,-2.818399371150471,21.721672727536479,-12.7994480,0.0035537,35.5371895,-0.1959893,0.3219856,4.0000000,0.5068280,1.0014607,3.0873842,0.1371432,0.8120747
469,-12,-2.810942731150471,21.721672727536479,-12.7992573,0.0031405,31.4049587,-0.1614343,0.3370153,4.0000000,0.5228434,1.0013133,2.9254100,0.1511872,0.7819081
470,-12,-2.803486091150471,21.721672727536479,-12.7990675,0.0026446,26.4462814,-0.1451942,0.3373856,4.0000000,0.5096517,1.0011872,2.7785828,0.1651195,0.7497720
471,-12,-2.796029451150471,21.721672727536479,-12.7988768,0.0021488,21.4876041,-0.1562515,0.3198956,4.0000000,0.4647640,1.0010880,2.6581798,0.1750272,0.7253525
472,-12,-2.788572811150471,21.721672727536479,-12.7986822,0.0017355,17.3553715,-0.2001885,0.2872032,4.0000000,0.4054430,1.0010270,2.5822356,0.1689634,0.7335712
473,-12,-2.781116171150471,21.721672727536479,-12.7984781,0.0013223,13.2231407,-0.2662258,0.2532340,4.0000000,0.3611161,1.0010108,2.5614669,0.1453520,0.7923421
474,-12,-2.773659531150471,21.721672727536479,-12.7982578,0.0009917,9.9173555,-0.3468616,0.2265505,4.0000000,0.3469397,1.0010382,2.5976877,0.1061612,0.9029540
475,-12,-2.766202891150471,21.721672727536479,-12.7980156,0.0007438,7.4380164,-0.4351571,0.2108202,4.0000000,0.3673991,1.0011128,2.6909392,0.0542413,1.0530233
476,-12,-2.758746251150471,21.721672727536479,-12.7977457,0.0004959,4.9586778,-0.5184768,0.2131296,4.0000000,0.4223901,1.0012333,2.8352659,0.0038690,1.2250757
477,-12,-2.751289611150471,21.721672727536479,-12.7974453,0.0003306,3.3057852,-0.5818557,0.2361617,4.0000000,0.5016078,1.0013930,3.0169404,-0.0292844,1.3952163
478,-12,-2.415740811150471,21.721672727536479,-12.7662783,0.0013223,22.3140488,-0.1482406,-0.3236522,4.0000000,0.0456704,1.0160556,10.1932974,-0.6929749,0.7465407
479,-12,-2.408284171150471,21.721672727536479,-12.7649899,-0.0004132,13.2231407,-0.1268704,-0.3590739,4.0000000,0.0218467,1.0171610,10.5354042,-0.7399946,0.8040496
480,-12,-2.400827531150471,21.721672727536479,-12.7636518,-0.0019835,6.6115704,-0.1026971,-0.3857031,4.0000000,0.0001718,1.0183706,10.8950949,-0.7715781,0.8379995
481,-12,-2.393370891150471,21.721672727536479,-12.7622623,-0.0033058,2.4793389,-0.0759544,-0.4028080,4.0000000,-0.0221320,1.0196290,11.2573786,-0.7834839,0.8403844
482,-12,-2.385914251150471,21.721672727536479,-12.7608223,-0.0044628,0.0000000,-0.0497060,-0.4147461,4.0000000,-0.0449713,1.0209215,11.6162119,-0.7845209,0.8284135
483,-12,-2.378457611150471,21.721672727536479,-12.7593317,0.0043802,46.2809906,-0.0237906,-0.4248356,4.0000000,-0.0702966,1.0222627,11.9760256,-0.7793747,0.8120113
484,-12,-2.371000971150471,21.721672727536479,-12.7577915,0.0028926,37.1900826,0.0037439,-0.4282755,4.0000000,-0.0988447,1.0236200,12.3304110,-0.7577063,0.7690169
485,-12,-2.363544331150471,21.721672727536479,-12.7562027,0.0010744,28.0991745,0.0289030,-0.4208517,4.0000000,-0.1280124,1.0249726,12.6738415,-0.7136911,0.6919851
486,-12,-2.356087691150471,21.721672727536479,-12.7545671,-0.0007438,19.0082645,0.0504441,-0.4024304,4.0000000,-0.1565679,1.0262715,12.9933710,-0.6482930,0.5845818
487,-12,-2.348631051150471,21.721672727536479,-12.7528896,-0.0025620,9.9173555,0.0661803,-0.3754515,4.0000000,-0.1851453,1.0274653,13.2795172,-0.5657578,0.4642095
488,-12,-2.341174411150471,21.721672727536479,-12.7511749,-0.0041322,4.1322312,0.0752140,-0.3441783,4.0000000,-0.2163317,1.0285212,13.5265779,-0.4720249,0.3513134
489,-12,-2.333717771150471,21.721672727536479,-12.7494297,0.0042149,46.2809906,0.0737909,-0.3067907,4.0000000,-0.2479723,1.0294006,13.7310247,-0.3656091,0.2527151
490,-12,-2.326261131150471,21.721672727536479,-12.7476606,0.0025620,37.1900826,0.0628591,-0.2694183,4.0000000,-0.2829315,1.0300921,13.8870344,-0.2559050,0.1866293
491,-12,-2.318804491150471,21.721672727536479,-12.7458735,0.0007438,28.0991745,0.0446426,-0.2363879,4.0000000,-0.3193499,1.0305959,13.9978600,-0.1534260,0.1570301
492,-12,-2.311347851150471,21.721672727536479,-12.7440748,-0.0010744,19.0082645,0.0176843,-0.2041685,4.0000000,-0.3554476,1.0309175,14.0713043,-0.0528895,0.1571754
493,-12,-2.303891211150471,21.721672727536479,-12.7422705,-0.0028926,9.9173555,-0.0224226,-0.1645931,4.0000000,-0.3870823,1.0310479,14.1016645,0.0578960,0.1836183
494,-12,-2.296434571150471,21.721672727536479,-12.7404680,-0.0047107,3.3057852,-0.0717791,-0.1249482,4.0000000,-0.4176309,1.0309566,14.0801020,0.1677345,0.2432551
495,-12,-2.288977931150471,21.721672727536479,-12.7386732,0.0035537,42.9752083,-0.1238415,-0.0911551,4.0000000,-0.4470170,1.0306650,14.0142202,0.2647068,0.3264211
496,-12,-2.281521291150471,21.721672727536479,-12.7368927,0.0019008,33.8842964,-0.1716577,-0.0654051,4.0000000,-0.4727838,1.0302160,13.9142733,0.3419736,0.4138629
497,-12,-2.274064651150471,21.721672727536479,-12.7351322,0.0000826,24.7933884,-0.2165812,-0.0442966,4.0000000,-0.4967358,1.0296626,13.7880316,0.4081427,0.5017952
498,-12,-2.266608011150471,21.721672727536479,-12.7333927,-0.0017355,15.7024794,-0.2537510,-0.0306648,4.0000000,-0.5191734,1.0290308,13.6423006,0.4578439,0.5779992
499,-12,-2.259151371150471,21.721672727536479,-12.7316790,-0.0034711,7.4380164,-0.2825617,-0.0223879,4.0000000,-0.5389423,1.0283527,13.4856176,0.4941665,0.6380649
500,-12,-2.251694731150471,21.721672727536479,-12.7299919,0.0048760,48.7603302,-0.3003300,-0.0199405,4.0000000,-0.5552912,1.0276794,13.3290291,0.5154102,0.6753185
