OID_,RegQ,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1912,-12,-2.363544331150471,21.609823127536480,-12.7614965,-0.0041322,0.0000000,0.1213175,-0.5452978,4.0000000,-0.3819914,1.0210111,11.6434011,-0.7086043,1.0133787
1913,-12,-2.356087691150471,21.609823127536480,-12.7599497,0.0048760,49.5867767,0.0724982,-0.5205674,4.0000000,-0.3600901,1.0223457,12.0053301,-0.6810448,1.0102913
1914,-12,-2.348631051150471,21.609823127536480,-12.7583570,0.0034711,40.4958687,0.0157617,-0.4783737,4.0000000,-0.3332921,1.0236844,12.3539600,-0.6234553,0.9569848
1915,-12,-2.341174411150471,21.609823127536480,-12.7567205,0.0017355,31.4049587,-0.0426281,-0.4181345,4.0000000,-0.3008100,1.0249702,12.6811790,-0.5354590,0.8558699
1916,-12,-2.333717771150471,21.609823127536480,-12.7550449,-0.0000826,22.3140488,-0.0990391,-0.3383978,4.0000000,-0.2585756,1.0261489,12.9761448,-0.4182199,0.7218154
1917,-12,-2.326261131150471,21.609823127536480,-12.7533360,-0.0019008,13.2231407,-0.1455516,-0.2406147,4.0000000,-0.2100060,1.0271561,13.2183638,-0.2712233,0.5803772
1918,-12,-2.318804491150471,21.609823127536480,-12.7516012,-0.0037190,4.1322312,-0.1736634,-0.1356941,4.0000000,-0.1571043,1.0279287,13.4013834,-0.1142839,0.4709119
1919,-12,-2.311347851150471,21.609823127536480,-12.7498503,0.0047107,49.5867767,-0.1827234,-0.0206978,4.0000000,-0.0998151,1.0284420,13.5242500,0.0584194,0.4113080
1920,-12,-2.303891211150471,21.609823127536480,-12.7480917,0.0033058,40.4958687,-0.1646392,0.1044454,4.0000000,-0.0368727,1.0286664,13.5781384,0.2457635,0.4140488
1921,-12,-2.296434571150471,21.609823127536480,-12.7463369,0.0016529,31.4049587,-0.1170944,0.2350519,4.0000000,0.0264883,1.0285662,13.5541430,0.4436155,0.4975773
1922,-12,-2.288977931150471,21.609823127536480,-12.7445965,-0.0001653,22.3140488,-0.0411032,0.3657580,4.0000000,0.0929768,1.0281298,13.4534435,0.6385393,0.6658823
1923,-12,-2.281521291150471,21.609823127536480,-12.7428827,-0.0019835,13.2231407,0.0591860,0.4923136,4.0000000,0.1596687,1.0273745,13.2741966,0.8249584,0.9100904
1924,-12,-2.274064651150471,21.609823127536480,-12.7412052,-0.0037190,4.9586778,0.1782070,0.6132300,4.0000000,0.2250892,1.0263358,13.0241871,1.0013707,1.2203879
1925,-12,-2.266608011150471,21.609823127536480,-12.7395754,0.0048760,48.7603302,0.3078441,0.7246079,4.0000000,0.2871515,1.0250388,12.7049484,1.1620644,1.5717874
1926,-12,-2.259151371150471,21.609823127536480,-12.7380028,0.0036364,39.6694221,0.4335570,0.8193517,4.0000000,0.3433579,1.0235468,12.3231468,1.2953455,1.9182010
1927,-12,-2.251694731150471,21.609823127536480,-12.7364950,0.0023140,30.5785122,0.5370767,0.8883049,4.0000000,0.3894835,1.0219384,11.8993587,1.3871262,2.1893232
1928,-12,-2.244238091150471,21.609823127536480,-12.7350597,0.0008264,21.4876041,0.6086981,0.9312665,4.0000000,0.4230169,1.0203080,11.4519653,1.4395162,2.3596609
1929,-12,-2.236781451150471,21.609823127536480,-12.7336979,-0.0007438,12.3966942,0.6485976,0.9544581,4.0000000,0.4425862,1.0187279,11.0013924,1.4663301,2.4511445
1930,-12,-3.019728651150471,21.602366487536479,-12.8061085,0.0011570,16.5289249,-0.0036826,-0.1810424,4.0000000,-0.2894264,1.0119206,8.8022318,-0.0726584,0.1471672
1931,-12,-3.012272011150471,21.602366487536479,-12.8066006,0.0017355,20.6611576,-0.0456010,-0.1187681,4.0000000,-0.2191478,1.0116740,8.7137785,-0.0183884,0.1558163
1932,-12,-3.004815371150471,21.602366487536479,-12.8070927,0.0023140,24.7933884,-0.0726896,-0.0849702,4.0000000,-0.1945149,1.0114521,8.6311502,0.0245745,0.1832797
1933,-12,-2.997358731150471,21.602366487536479,-12.8075895,0.0028926,29.7520657,-0.0845123,-0.0806655,4.0000000,-0.2166887,1.0112195,8.5451889,0.0553577,0.2049969
1934,-12,-2.989902091150471,21.602366487536479,-12.8080902,0.0033884,33.8842964,-0.0852730,-0.0995268,4.0000000,-0.2718527,1.0109499,8.4449453,0.0727990,0.2211183
1935,-12,-2.982445451150471,21.602366487536479,-12.8085909,0.0038843,38.8429756,-0.0782142,-0.1354447,4.0000000,-0.3472295,1.0106405,8.3264170,0.0763401,0.2423268
1936,-12,-2.974988811150471,21.602366487536479,-12.8090878,0.0042975,42.9752083,-0.0644979,-0.1855914,4.0000000,-0.4401462,1.0102812,8.1854353,0.0689634,0.2820017
1937,-12,-2.967532171150471,21.602366487536479,-12.8095751,0.0047107,47.1074371,-0.0455902,-0.2490740,4.0000000,-0.5488544,1.0098591,8.0192652,0.0507064,0.3591025
1938,-12,-2.960075531150471,21.602366487536479,-12.8100443,-0.0048760,0.0000000,-0.0190196,-0.3321740,4.0000000,-0.6845900,1.0093739,7.8219976,0.0202419,0.5068358
