OID_,RegA,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
3249,-12,-5.279090571150471,17.232775447536479,-12.9956589,-0.0000826,29.7520657,1.2960634,-1.2950402,4.0000000,-1.3095063,1.0497268,17.6911888,-1.2805742,5.0245833
3250,-12,-5.271633931150471,17.232775447536479,-12.9978628,0.0022314,38.8429756,1.0991026,-1.2481735,4.0000000,-1.2208678,1.0482647,17.4374332,-1.2754792,4.8698473
3251,-13,-5.264177291150471,17.232775447536479,-13.0000191,-0.0054545,8.2644625,0.9055220,-1.1996633,4.0000000,-1.1282283,1.0470806,17.2318268,-1.2710984,4.7181578
3252,-13,-5.256720651150471,17.232775447536479,-13.0021334,-0.0033884,14.0495872,0.7340421,-1.1532501,4.0000000,-1.0364047,1.0461475,17.0680828,-1.2700955,4.5671444
3253,-13,-5.249264011150471,17.232775447536479,-13.0042095,-0.0014050,21.4876041,0.6036602,-1.1136413,4.0000000,-0.9548658,1.0454185,16.9386253,-1.2724166,4.4189610
3254,-13,-5.241807371150471,17.232775447536479,-13.0062513,0.0005785,29.7520657,0.5204166,-1.0827770,4.0000000,-0.8858932,1.0448517,16.8396358,-1.2796608,4.2698655
3255,-13,-5.234350731150471,17.232775447536479,-13.0082607,0.0027273,38.8429756,0.4970606,-1.0675259,4.0000000,-0.8340814,1.0443676,16.7546005,-1.3009704,4.1473942
3256,-13,-5.226894091150471,17.232775447536479,-13.0102377,-0.0052066,8.2644625,0.5093163,-1.0613885,4.0000000,-0.7967351,1.0439053,16.6719532,-1.3260418,4.0369430
3257,-13,-5.219437451150471,17.232775447536479,-13.0121822,-0.0033058,14.0495872,0.5457659,-1.0623249,4.0000000,-0.7736534,1.0434476,16.5888309,-1.3509964,3.9436493
3258,-13,-5.211980811150471,17.232775447536479,-13.0140924,-0.0014876,20.6611576,0.6067833,-1.0708071,4.0000000,-0.7661495,1.0429630,16.5022907,-1.3754648,3.8713384
3259,-13,-5.204524171150471,17.232775447536479,-13.0159683,0.0003306,28.0991745,0.7206170,-1.0970021,4.0000000,-0.7806641,1.0424253,16.4053421,-1.4133402,3.8566375
3260,-13,-5.197067531150471,17.232775447536479,-13.0178070,0.0022314,36.3636360,0.9031745,-1.1459249,4.0000000,-0.8206095,1.0417558,16.2834053,-1.4712403,3.9266527
3261,-13,-5.189610891150471,17.232775447536479,-13.0196018,0.0039669,44.6280975,1.1325252,-1.2108504,4.0000000,-0.8813118,1.0408537,16.1137581,-1.5403889,4.0870376
3262,-13,-5.182154251150471,17.232775447536479,-13.0213451,-0.0042975,9.0909090,1.3676209,-1.2776914,4.0000000,-0.9538940,1.0397289,15.8972578,-1.6014887,4.2966743
3263,-13,-5.174697611150471,17.232775447536479,-13.0230303,-0.0025620,14.0495872,1.5915320,-1.3410724,4.0000000,-1.0319570,1.0384182,15.6406479,-1.6501877,4.5311370
3264,-13,-5.167240971150471,17.232775447536479,-13.0246515,-0.0009091,19.8347111,1.8091749,-1.4027752,4.0000000,-1.1130533,1.0369450,15.3458261,-1.6924971,4.7933507
3265,-13,-5.159784331150471,17.232775447536479,-13.0262022,0.0005785,25.6198349,1.9913814,-1.4533516,4.0000000,-1.1901168,1.0353398,15.0161076,-1.7165864,5.0218620
3266,-13,-5.152327691150471,17.232775447536479,-13.0276775,0.0018182,32.2314034,2.1311135,-1.4915630,4.0000000,-1.2572891,1.0336726,14.6664400,-1.7258369,5.1994090
3267,-13,-5.144871051150471,17.232775447536479,-13.0290747,0.0031405,39.6694221,2.2277634,-1.5171487,5.0000000,-1.3146825,1.0320076,14.3073378,-1.7196149,5.3122926
3268,-13,-5.137414411150471,17.232775447536479,-13.0303926,-0.0056198,2.4793389,2.3032620,-1.5371851,5.0000000,-1.3663383,1.0303609,13.9423351,-1.7080318,5.3996744
3269,-13,-5.129957771150471,17.232775447536479,-13.0316305,-0.0042975,4.9586778,2.3459337,-1.5483187,4.0000000,-1.4078048,1.0287576,13.5776215,-1.6888326,5.4386740
3270,-13,-5.122501131150471,17.232775447536479,-13.0327883,-0.0030579,7.4380164,2.3347685,-1.5449884,4.0000000,-1.4297758,1.0272135,13.2126207,-1.6602010,5.3961997
3271,-13,-5.115044491150471,17.232775447536479,-13.0338659,-0.0019008,10.7438021,2.2553623,-1.5233104,4.0000000,-1.4206594,1.0257740,12.8636532,-1.6259614,5.2532353
3272,-13,-5.107587851150471,17.232775447536479,-13.0348692,-0.0008264,14.8760328,2.1422269,-1.4929864,4.0000000,-1.3920896,1.0244689,12.5398808,-1.5938833,5.0748854
3273,-13,-5.100131211150471,17.232775447536479,-13.0358019,0.0000826,19.0082645,2.0318484,-1.4638172,4.0000000,-1.3534098,1.0232850,12.2391319,-1.5742247,4.9139128
3274,-13,-5.092674571150471,17.232775447536479,-13.0366678,0.0009917,23.9669418,1.9345223,-1.4388229,4.0000000,-1.3108088,1.0222147,11.9587231,-1.5668370,4.7855916
3275,-13,-5.085217931150471,17.232775447536479,-13.0374708,0.0018182,28.9256191,1.8582919,-1.4193891,4.0000000,-1.2694780,1.0212443,11.6969433,-1.5693003,4.6873293
3276,-13,-5.077761291150471,17.232775447536479,-13.0382147,0.0026446,33.8842964,1.8178139,-1.4097776,4.0000000,-1.2355099,1.0203475,11.4526072,-1.5840454,4.6363616
3277,-13,-5.070304651150471,17.232775447536479,-13.0388994,0.0034711,39.6694221,1.8050506,-1.4072405,4.0000000,-1.2085679,1.0195132,11.2193670,-1.6059132,4.6137462
3278,-13,-5.062848011150471,17.232775447536479,-13.0395260,0.0041322,44.6280975,1.8060316,-1.4083005,4.0000000,-1.1839275,1.0187472,10.9980459,-1.6326734,4.6062970
3279,-13,-5.055391371150471,17.232775447536479,-13.0400944,-0.0052893,0.0000000,1.8103101,-1.4091303,4.0000000,-1.1603280,1.0180486,10.7914486,-1.6579328,4.5907583
3280,-13,-5.047934731150471,17.232775447536479,-13.0406055,-0.0048760,0.0000000,1.8168329,-1.4101886,4.0000000,-1.1391857,1.0174061,10.6011686,-1.6811914,4.5751152
3281,-13,-5.040478091150471,17.232775447536479,-13.0410566,-0.0044628,0.0000000,1.8208262,-1.4095764,4.0000000,-1.1209526,1.0168246,10.4249554,-1.6982002,4.5469589
3282,-13,-5.033021451150471,17.232775447536479,-13.0414495,-0.0042149,0.0000000,1.8085051,-1.4038048,4.0000000,-1.0980968,1.0163107,10.2638378,-1.7095127,4.4931917
3283,-13,-5.025564811150471,17.232775447536479,-13.0417833,-0.0040496,0.0000000,1.7575967,-1.3860269,4.0000000,-1.0598062,1.0158559,10.1203709,-1.7122475,4.3806930
3284,-13,-5.018108171150471,17.232775447536479,-13.0420589,-0.0038843,0.0000000,1.6525191,-1.3517739,4.0000000,-0.9957337,1.0154679,9.9977827,-1.7078140,4.1961727
3285,-13,-5.010651531150471,17.232775447536479,-13.0422783,-0.0037190,0.0000000,1.4951251,-1.3005435,4.0000000,-0.9059798,1.0151484,9.8954630,-1.6951075,3.9451022
3286,-13,-5.003194891150471,17.232775447536479,-13.0424471,-0.0035537,0.0000000,1.2996212,-1.2358963,4.0000000,-0.7949297,1.0148925,9.8114929,-1.6768630,3.6570711
3287,-13,-4.995738251150471,17.232775447536479,-13.0425711,-0.0033884,0.0000000,1.0801690,-1.1616333,4.0000000,-0.6682701,1.0146871,9.7434292,-1.6549964,3.3617592
3288,-13,-4.988281611150471,17.232775447536479,-13.0426569,-0.0033058,0.0000000,0.8695115,-1.0866748,4.0000000,-0.5450480,1.0145212,9.6906042,-1.6283015,3.0906231
3289,-13,-4.980824971150471,17.232775447536479,-13.0427132,-0.0033058,0.0000000,0.6883240,-1.0191255,4.0000000,-0.4360330,1.0143949,9.6493464,-1.6022179,2.8702059
3290,-13,-4.973368331150471,17.232775447536479,-13.0427437,-0.0033058,0.0000000,0.5373999,-0.9601964,4.0000000,-0.3431163,1.0143085,9.6190596,-1.5772766,2.6954472
3291,-13,-4.965911691150471,17.232775447536479,-13.0427561,-0.0033058,0.0000000,0.4208485,-0.9132186,5.0000000,-0.2706532,1.0142663,9.6030788,-1.5557839,2.5699635
3292,-13,-4.958455051150471,17.232775447536479,-13.0427532,-0.0033058,0.0000000,0.3576947,-0.8859607,4.0000000,-0.2334690,1.0142744,9.6051073,-1.5384524,2.4970894
3293,-13,-4.950998411150471,17.232775447536479,-13.0427380,-0.0033058,0.0000000,0.3663720,-0.8864279,4.0000000,-0.2461260,1.0143391,9.6276770,-1.5267298,2.4838259
3294,-13,-4.943541771150471,17.232775447536479,-13.0427103,-0.0033058,0.0000000,0.4382175,-0.9117500,4.0000000,-0.3048753,1.0144758,9.6727467,-1.5186247,2.5269742
3295,-13,-4.936085131150471,17.232775447536479,-13.0426655,-0.0033058,0.0000000,0.5685349,-0.9602211,4.0000000,-0.4070724,1.0146890,9.7418232,-1.5133698,2.6393099
3296,-13,-4.928628491150471,17.232775447536479,-13.0425997,-0.0033884,0.0000000,0.7458366,-1.0260769,4.0000000,-0.5448650,1.0149767,9.8368206,-1.5072889,2.8247645
3297,-13,-4.921171851150471,17.232775447536479,-13.0425043,-0.0035537,0.0000000,0.9633225,-1.1059049,4.0000000,-0.7135615,1.0153534,9.9585152,-1.4982483,3.0964618
3298,-13,-4.913715211150471,17.232775447536479,-13.0423708,-0.0037190,0.0000000,1.1908699,-1.1882960,4.0000000,-0.8936030,1.0158347,10.1095419,-1.4829888,3.4323220
3299,-13,-4.906258571150471,17.232775447536479,-13.0421896,-0.0038843,0.0000000,1.4176956,-1.2679422,4.0000000,-1.0757632,1.0164289,10.2960443,-1.4601213,3.8046019
3300,-13,-4.898801931150471,17.232775447536479,-13.0419512,-0.0040496,0.0000000,1.6318489,-1.3405869,4.0000000,-1.2483535,1.0171500,10.5188627,-1.4328203,4.1845808
3301,-13,-4.891345291150471,17.232775447536479,-13.0416470,-0.0042149,0.0000000,1.8292598,-1.4038368,4.0000000,-1.4054449,1.0180111,10.7787476,-1.4022290,4.5393066
3302,-13,-4.883888651150471,17.232775447536479,-13.0412712,-0.0045455,0.0000000,1.9860880,-1.4512433,4.0000000,-1.5306183,1.0190222,11.0727215,-1.3718683,4.8216944
3303,-13,-4.876432011150471,17.232775447536479,-13.0408144,-0.0048760,0.0000000,2.0814888,-1.4777724,4.0000000,-1.6138136,1.0201738,11.4000587,-1.3417311,4.9901204
3304,-13,-4.868975371150471,17.232775447536479,-13.0402746,-0.0053719,0.0000000,2.1055164,-1.4806240,4.0000000,-1.6506562,1.0214510,11.7530651,-1.3105916,5.0119047
3305,-13,-4.861518731150471,17.232775447536479,-13.0396490,0.0040496,45.4545441,2.0665307,-1.4631870,4.0000000,-1.6522497,1.0228527,12.1264000,-1.2741241,4.9086652
3306,-13,-4.854062091150471,17.232775447536479,-13.0389366,0.0033058,40.4958687,1.9761670,-1.4286699,4.0000000,-1.6264112,1.0243526,12.5139990,-1.2309287,4.7024150
3307,-13,-4.846605451150471,17.232775447536479,-13.0381403,0.0024793,35.5371895,1.8473642,-1.3800431,4.0000000,-1.5803649,1.0259380,12.9085875,-1.1797215,4.4147286
3308,-13,-4.839148811150471,17.232775447536479,-13.0372610,0.0016529,30.5785122,1.6991131,-1.3231696,4.0000000,-1.5257287,1.0275956,13.3063202,-1.1206106,4.0904570
3309,-13,-4.831692171150471,17.232775447536479,-13.0363026,0.0007438,25.6198349,1.5369486,-1.2582898,4.0000000,-1.4592363,1.0292953,13.7038231,-1.0573434,3.7300828
3310,-13,-4.824235531150471,17.232775447536479,-13.0352669,-0.0002479,20.6611576,1.3725355,-1.1892183,4.0000000,-1.3872116,1.0310202,14.0938139,-0.9912250,3.3618009
3311,-13,-4.816778891150471,17.232775447536479,-13.0341587,-0.0013223,16.5289249,1.1915685,-1.1093050,4.0000000,-1.3046877,1.0327638,14.4766579,-0.9139222,2.9585891
3312,-13,-4.809322251150471,17.232775447536479,-13.0329809,-0.0025620,12.3966942,0.9920830,-1.0146486,4.0000000,-1.2073648,1.0344929,14.8450756,-0.8219324,2.5107462
3313,-13,-4.801865611150471,17.232775447536479,-13.0317383,-0.0038017,9.0909090,0.7862296,-0.9080571,4.0000000,-1.1033504,1.0361516,15.1882524,-0.7127638,2.0527930
3314,-13,-4.794408971150471,17.232775447536479,-13.0304394,-0.0052066,5.7851238,0.5974309,-0.7993428,4.0000000,-1.0028855,1.0377276,15.5074272,-0.5958002,1.6389271
3315,-13,-4.786952331150471,17.232775447536479,-13.0290899,0.0035537,43.8016510,0.4224412,-0.6849090,4.0000000,-0.9007759,1.0392205,15.8015394,-0.4690420,1.2601417
3316,-12,-5.540072971150471,17.225318807536478,-12.9256201,0.0008264,8.2644625,0.7261761,2.1431615,4.0000000,3.4680390,1.0026226,4.0478201,0.8182842,17.1475677
3317,-12,-5.532616331150471,17.225318807536478,-12.9261608,0.0014050,14.0495872,0.6219808,1.9625325,4.0000000,3.2371101,1.0044260,5.3314724,0.6879551,14.4986191
3318,-12,-5.525159691150471,17.225318807536478,-12.9268341,0.0020661,20.6611576,0.5473249,1.7945191,4.0000000,2.9453559,1.0065846,6.5346265,0.6436823,12.2092094
3319,-12,-5.517703051150471,17.225318807536478,-12.9276333,0.0028926,28.9256191,0.4947421,1.6427646,4.0000000,2.6371069,1.0090233,7.6605406,0.6484222,10.2858686
3320,-12,-5.510246411150471,17.225318807536478,-12.9285526,0.0038017,38.0165291,0.4297673,1.5028156,4.0000000,2.3279173,1.0116856,8.7194967,0.6777138,8.6858444
3321,-12,-5.502789771150471,17.225318807536478,-12.9295893,0.0047934,47.1074371,0.3549704,1.3763888,4.0000000,2.0274892,1.0145251,9.7143564,0.7252885,7.3880510
3322,-12,-5.495333131150471,17.225318807536478,-12.9307404,-0.0040496,3.3057852,0.2518236,1.2603803,4.0000000,1.7388620,1.0175167,10.6581945,0.7818986,6.3647475
3323,-12,-5.487876491150471,17.225318807536478,-12.9320040,-0.0027273,7.4380164,0.1243394,1.1538906,4.0000000,1.4619526,1.0206426,11.5570545,0.8458287,5.5765042
3324,-12,-5.480419851150471,17.225318807536478,-12.9333773,-0.0012397,13.2231407,-0.0347806,1.0486373,4.0000000,1.1937239,1.0238847,12.4148016,0.9035507,4.9460888
3325,-12,-5.472963211150471,17.225318807536478,-12.9348602,0.0002479,20.6611576,-0.2108345,0.9427868,4.0000000,0.9337308,1.0272180,13.2371759,0.9518427,4.4301925
3326,-12,-5.465506571150471,17.225318807536478,-12.9364500,0.0018182,29.7520657,-0.3940021,0.8298947,4.0000000,0.6804556,1.0305939,14.0144310,0.9793336,3.9671652
3327,-12,-5.458049931150471,17.225318807536478,-12.9381437,0.0034711,38.8429756,-0.5703524,0.7136869,4.0000000,0.4388965,1.0339507,14.7446213,0.9884773,3.5764847
3328,-12,-5.450593291150471,17.225318807536478,-12.9399357,0.0052066,47.9338837,-0.7372965,0.6009114,4.0000000,0.2107987,1.0372561,15.4233208,0.9910241,3.3036928
3329,-12,-5.443136651150471,17.225318807536478,-12.9418221,-0.0029752,14.0495872,-0.8966536,0.4968896,4.0000000,-0.0014605,1.0405215,16.0609760,0.9952397,3.1720970
3330,-12,-5.435680011150471,17.225318807536478,-12.9438000,-0.0011570,22.3140488,-1.0453725,0.4009386,4.0000000,-0.1992705,1.0437460,16.6642399,1.0011476,3.1519637
3331,-12,-5.428223371150471,17.225318807536478,-12.9458656,0.0008264,31.4049587,-1.1768577,0.3071080,4.0000000,-0.3856068,1.0469140,17.2343826,0.9998229,3.1936116
3332,-12,-5.420766731150471,17.225318807536478,-12.9480162,0.0029752,40.4958687,-1.2765840,0.2101691,4.0000000,-0.5619628,1.0500084,17.7722759,0.9823009,3.2497330
3333,-12,-5.413310091150471,17.225318807536478,-12.9502468,-0.0047934,12.3966942,-1.3383667,0.1110143,4.0000000,-0.7265368,1.0529714,18.2675991,0.9485654,3.3144615
3334,-12,-5.405853451150471,17.225318807536478,-12.9525528,-0.0025620,20.6611576,-1.3510970,0.0090174,4.0000000,-0.8765133,1.0557573,18.7197838,0.8945482,3.3660219
3335,-12,-5.398396811150471,17.225318807536478,-12.9549284,-0.0002479,29.7520657,-1.3153038,-0.0963400,4.0000000,-1.0121651,1.0583028,19.1243782,0.8194851,3.4119747
3336,-12,-5.390940171150471,17.225318807536478,-12.9573650,0.0022314,38.8429756,-1.2217469,-0.2079874,4.0000000,-1.1332633,1.0605673,19.4731293,0.7172886,3.4425619
3337,-12,-5.383483531150471,17.225318807536478,-12.9598570,0.0047107,47.9338837,-1.0957634,-0.3149787,4.0000000,-1.2364501,1.0625004,19.7624283,0.6064927,3.4977024
3338,-12,-5.376026891150471,17.225318807536478,-12.9623928,-0.0028926,21.4876041,-0.9345641,-0.4198558,4.0000000,-1.3231819,1.0640774,19.9979248,0.4834702,3.5636070
3339,-12,-5.368570251150471,17.225318807536478,-12.9649649,-0.0004132,30.5785122,-0.7253054,-0.5293316,4.0000000,-1.3974669,1.0653100,20.1805096,0.3388037,3.6353261
3340,-12,-5.361113611150471,17.225318807536478,-12.9675655,0.0021488,39.6694221,-0.4317465,-0.6547109,4.0000000,-1.4620879,1.0661061,20.2967968,0.1526660,3.7058668
3341,-12,-5.353656971150471,17.225318807536478,-12.9701815,-0.0052893,14.0495872,-0.0838015,-0.7863860,4.0000000,-1.5144674,1.0663389,20.3301258,-0.0583046,3.8228531
3342,-12,-5.346200331150471,17.225318807536478,-12.9727983,-0.0028099,22.3140488,0.2804850,-0.9147734,4.0000000,-1.5555441,1.0659956,20.2784634,-0.2740028,4.0139923
3343,-12,-5.338743691150471,17.225318807536478,-12.9754038,-0.0002479,31.4049587,0.6208078,-1.0287911,4.0000000,-1.5803131,1.0651519,20.1511478,-0.4772691,4.2502632
3344,-12,-5.331287051150471,17.225318807536478,-12.9779863,0.0023140,40.4958687,0.9356532,-1.1305183,4.0000000,-1.5903569,1.0638647,19.9588470,-0.6706797,4.5124130
3345,-12,-5.323830411150471,17.225318807536478,-12.9805346,-0.0051240,14.0495872,1.1936573,-1.2128875,4.0000000,-1.5851543,1.0622227,19.7096081,-0.8406207,4.7605000
3346,-12,-5.316373771150471,17.225318807536478,-12.9830408,-0.0026446,22.3140488,1.3835371,-1.2744892,4.0000000,-1.5648788,1.0603436,19.4198418,-0.9840995,4.9644737
3347,-12,-5.308917131150471,17.225318807536478,-12.9854984,-0.0003306,31.4049587,1.5041777,-1.3159719,4.0000000,-1.5322390,1.0583358,19.1079750,-1.0997047,5.1067753
3348,-12,-5.301460491150471,17.225318807536478,-12.9879026,0.0021488,40.4958687,1.5711168,-1.3425763,4.0000000,-1.4869406,1.0562842,18.7806091,-1.1982120,5.1959558
3349,-12,-5.294003851150471,17.225318807536478,-12.9902515,-0.0053719,10.7438021,1.5927244,-1.3563915,4.0000000,-1.4299517,1.0542446,18.4501286,-1.2828314,5.2321119
3350,-12,-5.286547211150471,17.225318807536478,-12.9925423,-0.0031405,17.3553715,1.5455927,-1.3509418,4.0000000,-1.3609673,1.0522512,18.1197300,-1.3409163,5.1885867
3351,-12,-5.279090571150471,17.225318807536478,-12.9947748,-0.0009917,25.6198349,1.4127593,-1.3205112,4.0000000,-1.2777089,1.0504220,17.8080444,-1.3633136,5.0434022
3352,-12,-5.271633931150471,17.225318807536478,-12.9969511,0.0013223,34.7107430,1.2087500,-1.2673401,4.0000000,-1.1811997,1.0488663,17.5407562,-1.3534803,4.8151083
3353,-12,-5.264177291150471,17.225318807536478,-12.9990778,0.0036364,43.8016510,0.9999489,-1.2103760,4.0000000,-1.0797359,1.0476090,17.3232784,-1.3410162,4.5923615
3354,-13,-5.256720651150471,17.225318807536478,-13.0011597,-0.0042975,11.5702477,0.8104880,-1.1557547,4.0000000,-0.9814004,1.0466264,17.1518517,-1.3301091,4.3904347
3355,-13,-5.249264011150471,17.225318807536478,-13.0032015,-0.0023140,18.1818180,0.6530556,-1.1060226,4.0000000,-0.8919265,1.0458804,17.0205841,-1.3201187,4.2013879
3356,-13,-5.241807371150471,17.225318807536478,-13.0052071,-0.0004132,25.6198349,0.5427594,-1.0660611,4.0000000,-0.8162227,1.0453382,16.9258118,-1.3158997,4.0294738
3357,-13,-5.234350731150471,17.225318807536478,-13.0071812,0.0016529,33.8842964,0.4984566,-1.0445732,4.0000000,-0.7598614,1.0449033,16.8516560,-1.3292851,3.9000695
3358,-13,-5.226894091150471,17.225318807536478,-13.0091228,0.0037190,42.9752083,0.4927950,-1.0342507,4.0000000,-0.7190637,1.0445002,16.7795963,-1.3494377,3.7944794
3359,-13,-5.219437451150471,17.225318807536478,-13.0110321,-0.0043802,10.7438021,0.5088026,-1.0300300,4.0000000,-0.6918119,1.0441256,16.7124729,-1.3682482,3.7014511
3360,-13,-5.211980811150471,17.225318807536478,-13.0129099,-0.0025620,16.5289249,0.5482703,-1.0338273,4.0000000,-0.6786378,1.0437458,16.6465263,-1.3890169,3.6333590
3361,-13,-5.204524171150471,17.225318807536478,-13.0147533,-0.0007438,23.1404953,0.6413372,-1.0564344,4.0000000,-0.6878532,1.0433252,16.5715179,-1.4250156,3.6238384
3362,-13,-5.197067531150471,17.225318807536478,-13.0165615,0.0010744,30.5785122,0.7975090,-1.1006985,4.0000000,-0.7225599,1.0427945,16.4764404,-1.4788370,3.6907785
3363,-13,-5.189610891150471,17.225318807536478,-13.0183287,0.0027273,38.0165291,1.0028026,-1.1616765,4.0000000,-0.7793868,1.0420561,16.3399258,-1.5439664,3.8396575
3364,-13,-5.182154251150471,17.225318807536478,-13.0200472,-0.0056198,6.6115704,1.2200477,-1.2250026,4.0000000,-0.8516703,1.0410960,16.1593342,-1.5983349,4.0247984
3365,-13,-5.174697611150471,17.225318807536478,-13.0217104,-0.0038843,10.7438021,1.4348390,-1.2875186,4.0000000,-0.9316946,1.0399491,15.9402561,-1.6433426,4.2443762
3366,-13,-5.167240971150471,17.225318807536478,-13.0233116,-0.0022314,15.7024794,1.6483393,-1.3496017,4.0000000,-1.0171900,1.0386444,15.6853237,-1.6820136,4.4972105
3367,-13,-5.159784331150471,17.225318807536478,-13.0248461,-0.0006612,20.6611576,1.8288800,-1.4008342,5.0000000,-1.0980968,1.0371989,15.3945932,-1.7035716,4.7203436
3368,-13,-5.152327691150471,17.225318807536478,-13.0263071,0.0006612,26.4462814,1.9657223,-1.4388213,5.0000000,-1.1677561,1.0356820,15.0861349,-1.7098867,4.8905544
3369,-13,-5.144871051150471,17.225318807536478,-13.0276937,0.0019008,33.0578499,2.0655594,-1.4656131,5.0000000,-1.2297711,1.0341464,14.7662334,-1.7014550,5.0074277
3370,-13,-5.137414411150471,17.225318807536478,-13.0290031,0.0030579,39.6694221,2.1428380,-1.4862603,4.0000000,-1.2843442,1.0326185,14.4401627,-1.6881763,5.0964990
3371,-13,-5.129957771150471,17.225318807536478,-13.0302353,-0.0057025,2.4793389,2.1911726,-1.4990445,4.0000000,-1.3295814,1.0311178,14.1111851,-1.6685077,5.1460166
3372,-13,-5.122501131150471,17.225318807536478,-13.0313892,-0.0045455,4.1322312,2.1930099,-1.4993802,4.0000000,-1.3559209,1.0296537,13.7814255,-1.6428394,5.1296744
3373,-13,-5.115044491150471,17.225318807536478,-13.0324659,-0.0033884,6.6115704,2.1320240,-1.4827309,4.0000000,-1.3529476,1.0282784,13.4639740,-1.6125143,5.0238080
3374,-13,-5.107587851150471,17.225318807536478,-13.0334702,-0.0023140,9.9173555,2.0376906,-1.4576420,4.0000000,-1.3298905,1.0270160,13.1664944,-1.5853934,4.8834810
3375,-13,-5.100131211150471,17.225318807536478,-13.0344048,-0.0014050,13.2231407,1.9500146,-1.4354681,4.0000000,-1.2983420,1.0258631,12.8864565,-1.5725942,4.7701888
3376,-13,-5.092674571150471,17.225318807536478,-13.0352745,-0.0004959,17.3553715,1.8727288,-1.4168375,4.0000000,-1.2615497,1.0248047,12.6256075,-1.5721252,4.6827941
3377,-13,-5.085217931150471,17.225318807536478,-13.0360823,0.0003306,21.4876041,1.8155171,-1.4040214,4.0000000,-1.2263240,1.0238374,12.3824759,-1.5817189,4.6272831
3378,-13,-5.077761291150471,17.225318807536478,-13.0368309,0.0011570,25.6198349,1.7886083,-1.3998729,4.0000000,-1.1976002,1.0229516,12.1526022,-1.6021457,4.6140094
3379,-13,-5.070304651150471,17.225318807536478,-13.0375214,0.0019835,30.5785122,1.7953196,-1.4048743,4.0000000,-1.1792804,1.0221196,11.9326544,-1.6304684,4.6408210
3380,-13,-5.062848011150471,17.225318807536478,-13.0381536,0.0027273,35.5371895,1.8088993,-1.4116272,4.0000000,-1.1603167,1.0213385,11.7245092,-1.6629376,4.6748710
3381,-13,-5.055391371150471,17.225318807536478,-13.0387268,0.0033884,39.6694221,1.8237028,-1.4179468,4.0000000,-1.1418148,1.0206249,11.5295134,-1.6940789,4.7027216
3382,-13,-5.047934731150471,17.225318807536478,-13.0392427,0.0038843,42.9752083,1.8333106,-1.4219384,4.0000000,-1.1233001,1.0199757,11.3468533,-1.7205768,4.7152138
3383,-13,-5.040478091150471,17.225318807536478,-13.0396996,0.0043802,46.2809906,1.8470958,-1.4263864,4.0000000,-1.1096247,1.0193766,11.1776266,-1.7431480,4.7265706
3384,-13,-5.033021451150471,17.225318807536478,-13.0400972,-0.0052893,0.0000000,1.8385836,-1.4238366,4.0000000,-1.0885161,1.0188328,11.0227928,-1.7591571,4.7013574
3385,-13,-5.025564811150471,17.225318807536478,-13.0404358,-0.0050413,0.0000000,1.7929882,-1.4098699,4.0000000,-1.0520061,1.0183487,10.8801537,-1.7677337,4.6176901
3386,-13,-5.018108171150471,17.225318807536478,-13.0407162,-0.0047934,0.0000000,1.6889540,-1.3786031,4.0000000,-0.9889579,1.0179254,10.7544289,-1.7682482,4.4555707
3387,-13,-5.010651531150471,17.225318807536478,-13.0409422,-0.0046281,0.0000000,1.5368932,-1.3326147,4.0000000,-0.9017658,1.0175596,10.6448822,-1.7634637,4.2364564
3388,-13,-5.003194891150471,17.225318807536478,-13.0411167,-0.0044628,0.0000000,1.3438792,-1.2730458,4.0000000,-0.7933256,1.0172455,10.5511789,-1.7527660,3.9757991
3389,-13,-4.995738251150471,17.225318807536478,-13.0412464,-0.0042975,0.0000000,1.1283439,-1.2045966,4.0000000,-0.6715248,1.0169787,10.4705191,-1.7376685,3.7038064
3390,-13,-4.988281611150471,17.225318807536478,-13.0413389,-0.0042149,0.0000000,0.9220976,-1.1361555,4.0000000,-0.5531216,1.0167607,10.4024925,-1.7191893,3.4547470
3391,-13,-4.980824971150471,17.225318807536478,-13.0414000,-0.0042149,0.0000000,0.7490829,-1.0754844,4.0000000,-0.4514764,1.0165840,10.3466873,-1.6994923,3.2483115
3392,-13,-4.973368331150471,17.225318807536478,-13.0414352,-0.0042149,0.0000000,0.6116557,-1.0240161,4.0000000,-0.3691455,1.0164469,10.3045359,-1.6788868,3.0793514
3393,-13,-4.965911691150471,17.225318807536478,-13.0414495,-0.0042149,0.0000000,0.5116683,-0.9848627,5.0000000,-0.3088544,1.0163660,10.2780590,-1.6608711,2.9570847
3394,-13,-4.958455051150471,17.225318807536478,-13.0414467,-0.0042149,0.0000000,0.4600832,-0.9629390,4.0000000,-0.2799824,1.0163517,10.2721434,-1.6458957,2.8858919
3395,-13,-4.950998411150471,17.225318807536478,-13.0414295,-0.0042149,0.0000000,0.4731182,-0.9640575,4.0000000,-0.2952455,1.0164138,10.2913580,-1.6328695,2.8694093
3396,-13,-4.943541771150471,17.225318807536478,-13.0413961,-0.0042149,0.0000000,0.5465108,-0.9879789,4.0000000,-0.3531983,1.0165602,10.3368130,-1.6227595,2.9154675
