OID_,RegL,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1648,-12,-2.587243531150472,19.924622487536478,-12.9556627,0.0003306,25.6198349,0.3966687,-0.9257617,4.0000000,-0.2904057,1.0274591,13.2840157,-1.5611178,2.7985430
1649,-12,-2.579786891150472,19.924622487536478,-12.9553556,-0.0000826,23.1404953,0.4683726,-0.9365795,4.0000000,-0.3340640,1.0275660,13.3078165,-1.5390950,2.7348423
1650,-12,-2.572330251150472,19.924622487536478,-12.9550304,-0.0004959,20.6611576,0.5392728,-0.9473677,4.0000000,-0.3789653,1.0276480,13.3285866,-1.5157702,2.6741176
1651,-12,-2.564873611150472,19.924622487536478,-12.9546843,-0.0008264,19.0082645,0.5909892,-0.9513177,4.0000000,-0.4134682,1.0277071,13.3439016,-1.4891673,2.5990469
1652,-12,-2.557416971150472,19.924622487536478,-12.9543133,-0.0012397,16.5289249,0.6089640,-0.9434525,4.0000000,-0.4286669,1.0277424,13.3519430,-1.4582381,2.4988489
1653,-12,-2.549960331150472,19.924622487536478,-12.9539156,-0.0017355,14.0495872,0.5934238,-0.9231189,4.0000000,-0.4233388,1.0277296,13.3485956,-1.4228989,2.3698223
1654,-12,-2.542503691150472,19.924622487536478,-12.9534922,-0.0022314,11.5702477,0.5629182,-0.8964289,4.0000000,-0.4092557,1.0276577,13.3319874,-1.3836023,2.2266133
1655,-12,-2.535047051150472,19.924622487536478,-12.9530411,-0.0026446,9.0909090,0.5290715,-0.8671830,4.0000000,-0.3953559,1.0275207,13.3008146,-1.3390102,2.0778563
1656,-12,-2.527590411150472,19.924622487536478,-12.9525633,-0.0030579,7.4380164,0.4826614,-0.8322239,4.0000000,-0.3745099,1.0273345,13.2563696,-1.2899379,1.9221857
1657,-12,-2.520133771150472,19.924622487536478,-12.9520569,-0.0034711,5.7851238,0.4126049,-0.7853679,4.0000000,-0.3363625,1.0271089,13.2007704,-1.2343733,1.7461401
1658,-12,-2.512677131150472,19.924622487536478,-12.9515228,-0.0038843,4.1322312,0.3117335,-0.7204257,4.0000000,-0.2704332,1.0268253,13.1336479,-1.1704181,1.5408410
1659,-12,-2.505220491150472,19.924622487536478,-12.9509659,-0.0044628,2.4793389,0.1979331,-0.6423625,4.0000000,-0.1856779,1.0264800,13.0509872,-1.0990472,1.3267735
1660,-12,-2.497763851150472,19.924622487536478,-12.9503880,-0.0048760,1.6528926,0.0840199,-0.5552587,4.0000000,-0.0880317,1.0260715,12.9509420,-1.0224856,1.1230952
1661,-12,-2.490307211150472,19.924622487536478,-12.9497957,0.0046281,47.9338837,-0.0116623,-0.4674823,4.0000000,0.0068853,1.0255932,12.8327627,-0.9418499,0.9446251
1662,-12,-2.482850571150472,19.924622487536478,-12.9491949,0.0041322,44.6280975,-0.0810477,-0.3847363,4.0000000,0.0898725,1.0250603,12.6992111,-0.8593451,0.7937725
1663,-12,-2.475393931150472,19.924622487536478,-12.9485912,0.0035537,40.4958687,-0.1197343,-0.3129884,4.0000000,0.1509766,1.0244963,12.5564117,-0.7769534,0.6653195
1664,-12,-2.467937291150472,19.924622487536478,-12.9479885,0.0030579,37.1900826,-0.1337518,-0.2527710,4.0000000,0.1905791,1.0239296,12.4102468,-0.6961212,0.5522925
1665,-12,-2.460480651150472,19.924622487536478,-12.9473896,0.0025620,33.8842964,-0.1309123,-0.2037262,4.0000000,0.2113579,1.0233890,12.2696848,-0.6188104,0.4526207
1666,-12,-2.453024011150472,19.924622487536478,-12.9467964,0.0019008,29.7520657,-0.1207154,-0.1624899,4.0000000,0.2207355,1.0228854,12.1386032,-0.5457153,0.3679484
1667,-12,-2.445567371150472,19.924622487536478,-12.9462128,0.0013223,26.4462814,-0.0992548,-0.1392927,4.0000000,0.2032016,1.0224402,12.0202551,-0.4817870,0.2927690
1668,-12,-2.438110731150472,19.924622487536478,-12.9456387,0.0005785,22.3140488,-0.0660692,-0.1440048,4.0000000,0.1469706,1.0220813,11.9230118,-0.4349802,0.2269339
1669,-12,-2.430654091150472,19.924622487536478,-12.9450722,-0.0001653,18.1818180,-0.0255263,-0.1729907,4.0000000,0.0586467,1.0218219,11.8536081,-0.4046281,0.1787665
1670,-12,-2.423197451150472,19.924622487536478,-12.9445086,-0.0007438,14.8760328,0.0175010,-0.2167381,4.0000000,-0.0473372,1.0216717,11.8129206,-0.3861391,0.1598678
1671,-12,-2.415740811150472,19.924622487536478,-12.9439402,-0.0014050,11.5702477,0.0627960,-0.2726955,4.0000000,-0.1652850,1.0216323,11.8029280,-0.3801060,0.1819108
1672,-12,-2.408284171150472,19.924622487536478,-12.9433613,-0.0019835,9.0909090,0.1064925,-0.3318604,4.0000000,-0.2766366,1.0217023,11.8224564,-0.3870842,0.2447172
1673,-12,-2.400827531150472,19.924622487536478,-12.9427643,-0.0026446,6.6115704,0.1445265,-0.3848775,4.0000000,-0.3687181,1.0218683,11.8669300,-0.4010369,0.3299903
1674,-12,-2.393370891150472,19.924622487536478,-12.9421425,-0.0032231,4.9586778,0.1768172,-0.4311346,4.0000000,-0.4362461,1.0220987,11.9306955,-0.4260232,0.4262699
1675,-12,-2.385914251150472,19.924622487536478,-12.9414911,-0.0038017,3.3057852,0.2048178,-0.4734280,4.0000000,-0.4837552,1.0223801,12.0065641,-0.4631009,0.5333680
1676,-12,-2.378457611150472,19.924622487536478,-12.9408054,-0.0045455,1.6528926,0.2236839,-0.5066130,4.0000000,-0.5063683,1.0227075,12.0927486,-0.5068576,0.6341999
1677,-12,-2.371000971150472,19.924622487536478,-12.9400797,-0.0052066,0.8264463,0.2272664,-0.5249827,4.0000000,-0.4943877,1.0230452,12.1821737,-0.5555777,0.7071140
1678,-12,-2.363544331150472,19.924622487536478,-12.9393139,0.0040496,43.8016510,0.2080230,-0.5185953,4.0000000,-0.4362596,1.0233623,12.2672539,-0.6009309,0.7155629
1679,-12,-2.356087691150472,19.924622487536478,-12.9385071,0.0033884,38.8429756,0.1647379,-0.4855074,4.0000000,-0.3381366,1.0236099,12.3325653,-0.6328782,0.6593750
1680,-12,-2.348631051150472,19.924622487536478,-12.9376640,0.0025620,33.0578499,0.1080746,-0.4358035,4.0000000,-0.2210676,1.0237341,12.3632774,-0.6505395,0.5783038
1681,-12,-2.341174411150472,19.924622487536478,-12.9367914,0.0016529,27.2727280,0.0482611,-0.3792353,4.0000000,-0.1050187,1.0237277,12.3623648,-0.6534519,0.5049415
1682,-12,-2.333717771150472,19.924622487536478,-12.9358959,0.0008264,22.3140488,-0.0083768,-0.3210237,4.0000000,0.0006709,1.0235896,12.3265076,-0.6427184,0.4502578
1683,-12,-2.326261131150472,19.924622487536478,-12.9349842,-0.0000826,17.3553715,-0.0585498,-0.2657944,4.0000000,0.0918673,1.0233293,12.2568064,-0.6234560,0.4195295
1684,-12,-2.318804491150472,19.924622487536478,-12.9340630,-0.0009917,13.2231407,-0.0985755,-0.2186598,4.0000000,0.1637416,1.0229603,12.1611586,-0.6010612,0.4091182
1685,-12,-2.311347851150472,19.924622487536478,-12.9331388,-0.0019008,9.9173555,-0.1301583,-0.1756575,4.0000000,0.2213609,1.0225075,12.0416355,-0.5726759,0.4062914
1686,-12,-2.303891211150472,19.924622487536478,-12.9322147,-0.0028099,6.6115704,-0.1532976,-0.1368181,4.0000000,0.2660025,1.0219891,11.9029913,-0.5396387,0.4060393
1687,-12,-2.296434571150472,19.924622487536478,-12.9312963,-0.0036364,4.1322312,-0.1638695,-0.1075280,4.0000000,0.2909222,1.0214226,11.7495384,-0.5059782,0.3994766
1688,-12,-2.288977931150472,19.924622487536478,-12.9303865,-0.0045455,2.4793389,-0.1617017,-0.0885600,4.0000000,0.2961049,1.0208457,11.5921717,-0.4732249,0.3794459
1689,-12,-2.281521291150472,19.924622487536478,-12.9294872,0.0045455,46.2809906,-0.1422920,-0.0881816,4.0000000,0.2719672,1.0202876,11.4371748,-0.4483304,0.3367755
1690,-12,-2.274064651150472,19.924622487536478,-12.9285984,0.0035537,38.8429756,-0.1129507,-0.0999524,4.0000000,0.2285127,1.0198050,11.3000755,-0.4284176,0.2821518
1691,-12,-2.266608011150472,19.924622487536478,-12.9277153,0.0026446,32.2314034,-0.0838762,-0.1129402,4.0000000,0.1825445,1.0194100,11.1903400,-0.4084249,0.2308580
1692,-12,-2.259151371150472,19.924622487536478,-12.9268360,0.0018182,26.4462814,-0.0638610,-0.1154579,4.0000000,0.1522670,1.0190766,11.0970659,-0.3831828,0.1903377
1693,-12,-2.251694731150472,19.924622487536478,-12.9259577,0.0009091,20.6611576,-0.0506947,-0.1088716,4.0000000,0.1353456,1.0187963,11.0186939,-0.3530889,0.1561413
1694,-12,-2.244238091150473,19.924622487536478,-12.9250803,0.0000000,15.7024794,-0.0418279,-0.0959591,4.0000000,0.1271082,1.0185494,10.9468412,-0.3190264,0.1263725
1695,-12,-2.236781451150473,19.924622487536478,-12.9242020,-0.0009091,11.5702477,-0.0364347,-0.0736258,4.0000000,0.1299652,1.0183268,10.8824053,-0.2772168,0.0993968
1696,-12,-2.229324811150473,19.924622487536478,-12.9233236,-0.0017355,8.2644625,-0.0317803,-0.0448924,4.0000000,0.1387067,1.0181168,10.8224392,-0.2284915,0.0757302
1697,-12,-2.221868171150473,19.924622487536478,-12.9224453,-0.0026446,4.9586778,-0.0276318,-0.0010518,4.0000000,0.1648865,1.0179050,10.7604313,-0.1669902,0.0593429
1698,-12,-2.654353291150472,19.917165847536481,-12.9596825,0.0045455,48.7603302,-0.4168695,-0.8877313,4.0000000,0.1639389,1.0235736,12.3159494,-1.9394015,4.1886344
1699,-12,-2.646896651150472,19.917165847536481,-12.9594240,0.0042975,47.1074371,-0.2856628,-0.9052809,4.0000000,0.0947598,1.0235077,12.3005180,-1.9053216,4.0438623
1700,-12,-2.639440011150472,19.917165847536481,-12.9591751,0.0040496,45.4545441,-0.1495715,-0.9243559,4.0000000,0.0214721,1.0235177,12.3036976,-1.8701838,3.9046373
1701,-12,-2.631983371150472,19.917165847536481,-12.9589300,0.0038017,43.8016510,-0.0091937,-0.9456533,4.0000000,-0.0561920,1.0235943,12.3238411,-1.8351146,3.7785928
1702,-12,-2.624526731150472,19.917165847536481,-12.9586859,0.0035537,42.1487617,0.1127600,-0.9632295,4.0000000,-0.1262856,1.0237232,12.3574305,-1.8001734,3.6662035
1703,-12,-2.617070091150472,19.917165847536481,-12.9584370,0.0033058,41.3223152,0.2127019,-0.9769454,4.0000000,-0.1847864,1.0238897,12.4015484,-1.7691044,3.5714355
1704,-12,-2.609613451150472,19.917165847536481,-12.9581814,0.0029752,39.6694221,0.2768891,-0.9815183,4.0000000,-0.2236343,1.0240761,12.4507866,-1.7394023,3.4772975
1705,-12,-2.602156811150472,19.917165847536481,-12.9579163,0.0026446,38.0165291,0.3291863,-0.9831749,4.0000000,-0.2537801,1.0242704,12.5004034,-1.7125696,3.3835247
1706,-12,-2.594700171150472,19.917165847536481,-12.9576397,0.0023967,36.3636360,0.3879695,-0.9878850,4.0000000,-0.2863491,1.0244557,12.5463400,-1.6894209,3.3013244
1707,-12,-2.587243531150472,19.917165847536481,-12.9573498,0.0021488,34.7107430,0.4613640,-0.9964315,4.0000000,-0.3281659,1.0246209,12.5890541,-1.6646972,3.2212849
1708,-12,-2.579786891150472,19.917165847536481,-12.9570446,0.0017355,32.2314034,0.5413609,-1.0062876,4.0000000,-0.3750217,1.0247771,12.6281214,-1.6375535,3.1395719
1709,-12,-2.572330251150472,19.917165847536481,-12.9567194,0.0013223,29.7520657,0.6263196,-1.0181564,4.0000000,-0.4272102,1.0249252,12.6645737,-1.6091027,3.0663922
1710,-12,-2.564873611150472,19.917165847536481,-12.9563713,0.0009917,28.0991745,0.6896645,-1.0226221,4.0000000,-0.4692461,1.0250595,12.6996698,-1.5759982,2.9754982
1711,-12,-2.557416971150472,19.917165847536481,-12.9559975,0.0005785,25.6198349,0.7140944,-1.0137683,4.0000000,-0.4905557,1.0251824,12.7302332,-1.5369810,2.8503895
1712,-12,-2.549960331150472,19.917165847536481,-12.9555950,0.0000826,23.1404953,0.7065304,-0.9932190,4.0000000,-0.4936272,1.0252812,12.7560759,-1.4928108,2.6928909
1713,-12,-2.542503691150472,19.917165847536481,-12.9551640,-0.0004959,19.8347111,0.6849929,-0.9667299,4.0000000,-0.4881614,1.0253476,12.7734261,-1.4452983,2.5186377
1714,-12,-2.535047051150472,19.917165847536481,-12.9547033,-0.0009917,16.5289249,0.6527734,-0.9344537,4.0000000,-0.4780376,1.0253761,12.7799244,-1.3908696,2.3264740
1715,-12,-2.527590411150472,19.917165847536481,-12.9542131,-0.0014876,14.0495872,0.6019130,-0.8936651,4.0000000,-0.4569767,1.0253644,12.7782116,-1.3303535,2.1169379
1716,-12,-2.520133771150472,19.917165847536481,-12.9536934,-0.0019835,11.5702477,0.5240714,-0.8392907,4.0000000,-0.4177362,1.0253205,12.7674341,-1.2608452,1.8799568
1717,-12,-2.512677131150472,19.917165847536481,-12.9531450,-0.0024793,9.0909090,0.4150282,-0.7672350,4.0000000,-0.3520210,1.0252306,12.7456036,-1.1824490,1.6163460
1718,-12,-2.505220491150472,19.917165847536481,-12.9525700,-0.0030579,6.6115704,0.2915352,-0.6818659,4.0000000,-0.2661845,1.0250750,12.7077799,-1.0975472,1.3494461
1719,-12,-2.497763851150472,19.917165847536481,-12.9519749,-0.0034711,4.9586778,0.1661950,-0.5868313,4.0000000,-0.1652826,1.0248531,12.6539574,-1.0083801,1.1007901
1720,-12,-2.490307211150472,19.917165847536481,-12.9513636,-0.0039669,3.3057852,0.0564146,-0.4894242,4.0000000,-0.0621049,1.0245546,12.5777864,-0.9167436,0.8878644
1721,-12,-2.482850571150472,19.917165847536481,-12.9507446,-0.0044628,1.6528926,-0.0294402,-0.3953547,4.0000000,0.0348108,1.0241834,12.4814262,-0.8255202,0.7178211
1722,-12,-2.475393931150472,19.917165847536481,-12.9501209,-0.0050413,0.8264463,-0.0821393,-0.3140256,4.0000000,0.1099965,1.0237535,12.3707438,-0.7380477,0.5869504
1723,-12,-2.467937291150472,19.917165847536481,-12.9495001,0.0044628,46.2809906,-0.1092268,-0.2435801,4.0000000,0.1651285,1.0232915,12.2521706,-0.6522887,0.4801788
1724,-12,-2.460480651150472,19.917165847536481,-12.9488840,0.0040496,42.9752083,-0.1186720,-0.1827021,4.0000000,0.2039612,1.0228361,12.1302557,-0.5693654,0.3923567
1725,-12,-2.453024011150472,19.917165847536481,-12.9482765,0.0034711,38.8429756,-0.1158740,-0.1340499,4.0000000,0.2257861,1.0223955,12.0126629,-0.4938859,0.3227210
1726,-12,-2.445567371150472,19.917165847536481,-12.9476805,0.0029752,35.5371895,-0.0978606,-0.1083345,4.0000000,0.2141917,1.0219860,11.9030762,-0.4308608,0.2583188
1727,-12,-2.438110731150472,19.917165847536481,-12.9470968,0.0023140,31.4049587,-0.0684578,-0.1100900,4.0000000,0.1647083,1.0216476,11.8101997,-0.3848884,0.1964928
1728,-12,-2.430654091150472,19.917165847536481,-12.9465218,0.0016529,27.2727280,-0.0313971,-0.1382250,4.0000000,0.0796974,1.0213951,11.7418509,-0.3561474,0.1460899
1729,-12,-2.423197451150472,19.917165847536481,-12.9459524,0.0009917,23.1404953,0.0083987,-0.1846431,4.0000000,-0.0273979,1.0212421,11.7010059,-0.3418882,0.1248591
1730,-12,-2.415740811150472,19.917165847536481,-12.9453802,0.0002479,19.0082645,0.0498220,-0.2432901,4.0000000,-0.1465023,1.0212026,11.6887474,-0.3400778,0.1449420
1731,-12,-2.408284171150472,19.917165847536481,-12.9447985,-0.0004132,15.7024794,0.0896988,-0.3046100,4.0000000,-0.2618772,1.0212663,11.7061729,-0.3473429,0.2063703
1732,-12,-2.400827531150472,19.917165847536481,-12.9441996,-0.0011570,12.3966942,0.1258829,-0.3628070,4.0000000,-0.3617164,1.0214283,11.7514191,-0.3638976,0.2992281
1733,-12,-2.393370891150472,19.917165847536481,-12.9435749,-0.0018182,9.9173555,0.1575873,-0.4151762,4.0000000,-0.4375972,1.0216646,11.8151531,-0.3927553,0.4098698
1734,-12,-2.385914251150472,19.917165847536481,-12.9429197,-0.0024793,7.4380164,0.1835097,-0.4611800,4.0000000,-0.4923566,1.0219544,11.8942566,-0.4300034,0.5307642
1735,-12,-2.378457611150472,19.917165847536481,-12.9422293,-0.0032231,4.9586778,0.2006841,-0.4978490,4.0000000,-0.5200917,1.0222998,11.9866781,-0.4756064,0.6471015
1736,-12,-2.371000971150472,19.917165847536481,-12.9414968,-0.0038843,3.3057852,0.2047212,-0.5194576,4.0000000,-0.5116707,1.0226724,12.0856209,-0.5272444,0.7325362
1737,-12,-2.363544331150472,19.917165847536481,-12.9407215,-0.0046281,1.6528926,0.1863757,-0.5139483,4.0000000,-0.4538923,1.0230365,12.1828403,-0.5740044,0.7434974
1738,-12,-2.356087691150472,19.917165847536481,-12.9399023,0.0047107,47.9338837,0.1442070,-0.4779932,4.0000000,-0.3515855,1.0233372,12.2625008,-0.6044009,0.6743218
1739,-12,-2.348631051150472,19.917165847536481,-12.9390450,0.0038843,42.1487617,0.0898016,-0.4226207,4.0000000,-0.2277119,1.0235151,12.3079424,-0.6175295,0.5706523
1740,-12,-2.341174411150472,19.917165847536481,-12.9381552,0.0029752,35.5371895,0.0331025,-0.3599359,4.0000000,-0.1046760,1.0235574,12.3182688,-0.6151959,0.4778125
1741,-12,-2.333717771150472,19.917165847536481,-12.9372406,0.0021488,29.7520657,-0.0198173,-0.2951533,4.0000000,0.0084318,1.0234554,12.2928705,-0.5987384,0.4080006
1742,-12,-2.326261131150472,19.917165847536481,-12.9363098,0.0012397,23.9669418,-0.0656951,-0.2335964,4.0000000,0.1068821,1.0232221,12.2304163,-0.5740749,0.3676656
1743,-12,-2.318804491150472,19.917165847536481,-12.9353685,0.0003306,19.0082645,-0.1006732,-0.1798593,4.0000000,0.1845765,1.0228792,12.1384907,-0.5442951,0.3494390
1744,-12,-2.311347851150472,19.917165847536481,-12.9344225,-0.0005785,14.8760328,-0.1269388,-0.1309454,4.0000000,0.2472206,1.0224382,12.0231400,-0.5091115,0.3431211
1745,-12,-2.303891211150472,19.917165847536481,-12.9334784,-0.0014876,10.7438021,-0.1438407,-0.0863880,4.0000000,0.2953827,1.0219219,11.8862524,-0.4681586,0.3403667
1746,-12,-2.296434571150472,19.917165847536481,-12.9325399,-0.0023967,7.4380164,-0.1486743,-0.0506411,4.0000000,0.3235741,1.0213578,11.7320814,-0.4248562,0.3315049
1747,-12,-2.288977931150472,19.917165847536481,-12.9316111,-0.0033058,4.9586778,-0.1424967,-0.0273301,4.0000000,0.3303574,1.0207794,11.5725555,-0.3850177,0.3111298
1748,-12,-2.281521291150472,19.917165847536481,-12.9306936,-0.0042149,2.4793389,-0.1221953,-0.0235175,4.0000000,0.3053564,1.0202155,11.4151974,-0.3523913,0.2659684
1749,-12,-2.274064651150472,19.917165847536481,-12.9297886,0.0047934,47.9338837,-0.0956316,-0.0344874,4.0000000,0.2600768,1.0197240,11.2778101,-0.3290517,0.2103522
1750,-12,-2.266608011150472,19.917165847536481,-12.9288912,0.0038843,41.3223152,-0.0695592,-0.0485528,4.0000000,0.2094108,1.0193336,11.1679726,-0.3065165,0.1583938
1751,-12,-2.259151371150472,19.917165847536481,-12.9279985,0.0030579,34.7107430,-0.0499170,-0.0544791,4.0000000,0.1700940,1.0190189,11.0788183,-0.2790522,0.1185318
1752,-12,-2.251694731150472,19.917165847536481,-12.9271088,0.0021488,28.0991745,-0.0370046,-0.0503933,4.0000000,0.1464458,1.0187656,11.0070877,-0.2472324,0.0891303
1753,-12,-2.244238091150473,19.917165847536481,-12.9262199,0.0012397,22.3140488,-0.0280568,-0.0378621,4.0000000,0.1335796,1.0185484,10.9461384,-0.2093038,0.0655796
1754,-12,-2.236781451150473,19.917165847536481,-12.9253321,0.0003306,17.3553715,-0.0221941,-0.0173716,4.0000000,0.1325169,1.0183600,10.8925247,-0.1672602,0.0486598
1755,-12,-2.229324811150473,19.917165847536481,-12.9244442,-0.0004959,13.2231407,-0.0165976,0.0123369,4.0000000,0.1408179,1.0181924,10.8440561,-0.1161442,0.0365991
1756,-12,-2.221868171150473,19.917165847536481,-12.9235573,-0.0014050,9.0909090,-0.0093418,0.0552385,4.0000000,0.1654867,1.0180228,10.7960825,-0.0550098,0.0341316
1757,-12,-2.654353291150472,19.909709207536480,-12.9612303,-0.0042149,0.0000000,-0.5308856,-0.9137229,4.0000000,0.1868903,1.0204010,11.4676733,-2.0143361,4.5987501
1758,-12,-2.646896651150472,19.909709207536480,-12.9609728,-0.0043802,0.0000000,-0.3759288,-0.9349825,4.0000000,0.1104174,1.0203726,11.4606752,-1.9803823,4.4377799
1759,-12,-2.639440011150472,19.909709207536480,-12.9607258,-0.0045455,0.0000000,-0.2168261,-0.9580209,4.0000000,0.0302281,1.0204220,11.4754133,-1.9462698,4.2876735
1760,-12,-2.631983371150472,19.909709207536480,-12.9604855,-0.0047107,0.0000000,-0.0548469,-0.9825813,4.0000000,-0.0537420,1.0205369,11.5089045,-1.9114207,4.1500754
1761,-12,-2.624526731150472,19.909709207536480,-12.9602461,-0.0048760,0.0000000,0.0909432,-1.0045526,4.0000000,-0.1312339,1.0207042,11.5561237,-1.8778713,4.0308533
1762,-12,-2.617070091150472,19.909709207536480,-12.9600039,-0.0050413,0.0000000,0.2140814,-1.0223429,4.0000000,-0.1983614,1.0209097,11.6130886,-1.8463244,3.9279954
1763,-12,-2.609613451150472,19.909709207536480,-12.9597540,0.0047107,48.7603302,0.2994089,-1.0316094,4.0000000,-0.2460701,1.0211312,11.6746960,-1.8171487,3.8328979
1764,-12,-2.602156811150472,19.909709207536480,-12.9594946,0.0044628,47.1074371,0.3710649,-1.0376744,4.0000000,-0.2849827,1.0213522,11.7371759,-1.7903663,3.7388363
1765,-12,-2.594700171150472,19.909709207536480,-12.9592237,0.0042149,45.4545441,0.4376633,-1.0428321,4.0000000,-0.3213937,1.0215722,11.7955456,-1.7642705,3.6475806
1766,-12,-2.587243531150472,19.909709207536480,-12.9589376,0.0039669,43.8016510,0.5176936,-1.0518849,4.0000000,-0.3658385,1.0217795,11.8509398,-1.7379313,3.5631857
1767,-12,-2.579786891150472,19.909709207536480,-12.9586353,0.0035537,41.3223152,0.6070142,-1.0634060,4.0000000,-0.4169822,1.0219777,11.9055490,-1.7098298,3.4827452
1768,-12,-2.572330251150472,19.909709207536480,-12.9583120,0.0031405,38.8429756,0.6988279,-1.0745411,4.0000000,-0.4734431,1.0221847,11.9599848,-1.6756390,3.3957715
1769,-12,-2.564873611150472,19.909709207536480,-12.9579649,0.0028099,37.1900826,0.7678826,-1.0786777,4.0000000,-0.5201348,1.0223933,12.0143480,-1.6372205,3.2937758
1770,-12,-2.557416971150472,19.909709207536480,-12.9575901,0.0023967,34.7107430,0.7998275,-1.0707318,4.0000000,-0.5486225,1.0225987,12.0711775,-1.5928409,3.1593127
1771,-12,-2.549960331150472,19.909709207536480,-12.9571857,0.0019008,32.2314034,0.8019447,-1.0516379,4.0000000,-0.5621593,1.0228008,12.1252413,-1.5411166,2.9874825
1772,-12,-2.542503691150472,19.909709207536480,-12.9567518,0.0013223,28.9256191,0.7842058,-1.0237244,4.0000000,-0.5647299,1.0229937,12.1750393,-1.4827189,2.7827346
1773,-12,-2.535047051150472,19.909709207536480,-12.9562864,0.0008264,25.6198349,0.7542096,-0.9900090,4.0000000,-0.5607324,1.0231677,12.2210598,-1.4192855,2.5609050
1774,-12,-2.527590411150472,19.909709207536480,-12.9557896,0.0002479,22.3140488,0.7000662,-0.9451703,4.0000000,-0.5433832,1.0233160,12.2598467,-1.3469574,2.3089170
1775,-12,-2.520133771150472,19.909709207536480,-12.9552612,-0.0003306,19.0082645,0.6164180,-0.8857645,4.0000000,-0.5062636,1.0234405,12.2935534,-1.2652653,2.0244718
1776,-12,-2.512677131150472,19.909709207536480,-12.9547024,-0.0009091,15.7024794,0.5017680,-0.8095643,4.0000000,-0.4434830,1.0235325,12.3185387,-1.1756455,1.7172819
1777,-12,-2.505220491150472,19.909709207536480,-12.9541168,-0.0015702,12.3966942,0.3712585,-0.7200863,4.0000000,-0.3589818,1.0235711,12.3297253,-1.0811907,1.4100977
1778,-12,-2.497763851150472,19.909709207536480,-12.9535093,-0.0020661,9.9173555,0.2383804,-0.6210437,4.0000000,-0.2574922,1.0235440,12.3213530,-0.9845953,1.1251808
1779,-12,-2.490307211150472,19.909709207536480,-12.9528856,-0.0026446,7.4380164,0.1162257,-0.5162504,4.0000000,-0.1478443,1.0234274,12.2923527,-0.8846565,0.8768594
1780,-12,-2.482850571150472,19.909709207536480,-12.9522524,-0.0032231,4.9586778,0.0189856,-0.4156739,4.0000000,-0.0418726,1.0232188,12.2387447,-0.7894751,0.6854643
1781,-12,-2.475393931150472,19.909709207536480,-12.9516153,-0.0038017,3.3057852,-0.0462520,-0.3249370,4.0000000,0.0472316,1.0229429,12.1643438,-0.6971056,0.5402801
1782,-12,-2.467937291150472,19.909709207536480,-12.9509802,-0.0042975,1.6528926,-0.0849422,-0.2447000,4.0000000,0.1178838,1.0226119,12.0753679,-0.6072838,0.4307723
1783,-12,-2.460480651150472,19.909709207536480,-12.9503517,-0.0047107,0.8264463,-0.1047923,-0.1740984,4.0000000,0.1740194,1.0222492,11.9788523,-0.5222162,0.3499408
1784,-12,-2.453024011150472,19.909709207536480,-12.9497328,0.0047107,47.9338837,-0.1081658,-0.1201788,4.0000000,0.2081133,1.0218838,11.8797693,-0.4484708,0.2916956
1785,-12,-2.445567371150472,19.909709207536480,-12.9491262,0.0042975,44.6280975,-0.0949605,-0.0906483,4.0000000,0.2084969,1.0215313,11.7840347,-0.3897935,0.2377638
1786,-12,-2.438110731150472,19.909709207536480,-12.9485350,0.0037190,40.4958687,-0.0690085,-0.0897622,4.0000000,0.1690418,1.0212272,11.6999397,-0.3485661,0.1810601
1787,-12,-2.430654091150472,19.909709207536480,-12.9479542,0.0031405,36.3636360,-0.0338306,-0.1175420,4.0000000,0.0879907,1.0210018,11.6352787,-0.3230747,0.1293142
1788,-12,-2.423197451150472,19.909709207536480,-12.9473791,0.0025620,32.2314034,0.0038225,-0.1647678,4.0000000,-0.0175806,1.0208622,11.5967798,-0.3119550,0.1053733
1789,-12,-2.415740811150472,19.909709207536480,-12.9468031,0.0019008,28.0991745,0.0420840,-0.2232733,4.0000000,-0.1351721,1.0208180,11.5854578,-0.3113745,0.1217135
1790,-12,-2.408284171150472,19.909709207536480,-12.9462185,0.0012397,23.9669418,0.0795721,-0.2870061,4.0000000,-0.2534982,1.0208744,11.6008043,-0.3205141,0.1834353
1791,-12,-2.400827531150472,19.909709207536480,-12.9456167,0.0004959,19.8347111,0.1147287,-0.3501853,4.0000000,-0.3593553,1.0210340,11.6451159,-0.3410153,0.2845206
1792,-12,-2.393370891150472,19.909709207536480,-12.9449892,-0.0002479,16.5289249,0.1440133,-0.4053534,4.0000000,-0.4411046,1.0212795,11.7123260,-0.3696022,0.4046118
1793,-12,-2.385914251150472,19.909709207536480,-12.9443312,-0.0009917,13.2231407,0.1681501,-0.4548432,4.0000000,-0.5022572,1.0215911,11.7958775,-0.4074292,0.5394379
1794,-12,-2.378457611150472,19.909709207536480,-12.9436350,-0.0018182,9.9173555,0.1841500,-0.4954578,4.0000000,-0.5354260,1.0219632,11.8974771,-0.4554895,0.6735603
1795,-12,-2.371000971150472,19.909709207536480,-12.9428959,-0.0025620,7.4380164,0.1853026,-0.5176811,4.0000000,-0.5295531,1.0223739,12.0086327,-0.5058092,0.7680386
