OID_,RegB,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
7194,-13,-4.182964491150472,17.441561367536480,-13.0785303,0.0033058,42.1487617,-0.3145027,-0.1854461,4.0000000,-0.6394447,1.0381480,15.5788689,0.2685526,0.9212504
7195,-13,-4.175507851150472,17.441561367536480,-13.0771408,0.0019008,34.7107430,-0.3845061,-0.1359346,4.0000000,-0.6462411,1.0397611,15.8943539,0.3743719,1.0124516
7196,-13,-4.168051211150472,17.441561367536480,-13.0757151,0.0004959,28.0991745,-0.4473531,-0.0906006,4.0000000,-0.6504968,1.0414412,16.2159290,0.4692956,1.1129775
7197,-13,-4.160594571150471,17.441561367536480,-13.0742569,-0.0009091,22.3140488,-0.5007717,-0.0558535,4.0000000,-0.6562102,1.0431818,16.5411797,0.5445032,1.2173178
7198,-13,-4.153137931150471,17.441561367536480,-13.0727673,-0.0023140,17.3553715,-0.5435288,-0.0312776,4.0000000,-0.6608448,1.0449867,16.8713169,0.5982897,1.3128328
7199,-13,-4.145681291150471,17.441561367536480,-13.0712481,-0.0038017,13.2231407,-0.5731027,-0.0186709,4.0000000,-0.6649734,1.0468549,17.2067947,0.6276317,1.3878005
7200,-13,-4.138224651150471,17.441561367536480,-13.0696974,0.0045455,48.7603302,-0.5849206,-0.0122302,4.0000000,-0.6618894,1.0487993,17.5480709,0.6374289,1.4245361
7201,-13,-4.130768011150471,17.441561367536480,-13.0681152,0.0028926,40.4958687,-0.5759622,-0.0070473,4.0000000,-0.6480543,1.0507931,17.8890667,0.6339597,1.4118149
7202,-13,-4.123311371150471,17.441561367536480,-13.0665016,0.0013223,33.0578499,-0.5405236,0.0054014,4.0000000,-0.6150384,1.0527799,18.2224312,0.6258411,1.3315409
7203,-13,-4.115854731150471,17.441561367536480,-13.0648575,-0.0002479,26.4462814,-0.4854840,0.0226338,4.0000000,-0.5679073,1.0546807,18.5370235,0.6131750,1.2019695
7204,-13,-4.108398091150471,17.441561367536480,-13.0631866,-0.0018182,20.6611576,-0.4213255,0.0398378,4.0000000,-0.5139865,1.0564620,18.8240242,0.5936621,1.0503236
7205,-13,-4.100941451150471,17.441561367536480,-13.0614910,-0.0034711,15.7024794,-0.3548449,0.0531388,4.0000000,-0.4583794,1.0581231,19.0849819,0.5646570,0.8927287
7206,-13,-4.093484811150471,17.441561367536480,-13.0597734,0.0048760,49.5867767,-0.2907945,0.0618279,4.0000000,-0.4041193,1.0596210,19.3183537,0.5277750,0.7394611
7207,-13,-4.086028171150471,17.441561367536480,-13.0580387,0.0031405,41.3223152,-0.2338836,0.0645884,4.0000000,-0.3551204,1.0609634,19.5245228,0.4842972,0.6008410
7208,-13,-4.078571531150471,17.441561367536480,-13.0562878,0.0013223,33.8842964,-0.1841753,0.0657209,4.0000000,-0.3088682,1.0621737,19.7082615,0.4403099,0.4784579
7209,-13,-4.071114891150471,17.441561367536480,-13.0545225,-0.0004959,27.2727280,-0.1374374,0.0726426,4.0000000,-0.2584573,1.0632415,19.8681183,0.4037425,0.3654156
7210,-13,-4.063658251150471,17.441561367536480,-13.0527458,-0.0022314,21.4876041,-0.0967485,0.0846203,4.0000000,-0.2068840,1.0641204,19.9995995,0.3761246,0.2709392
7211,-13,-4.056201611150471,17.441561367536480,-13.0509624,-0.0039669,16.5289249,-0.0628157,0.0994143,4.0000000,-0.1547785,1.0648019,20.1001110,0.3536070,0.1975012
7212,-13,-4.048744971150471,17.441561367536480,-13.0491762,0.0042975,47.9338837,-0.0374304,0.1127594,4.0000000,-0.1065491,1.0652989,20.1724072,0.3320680,0.1470284
7213,-13,-4.041288331150471,17.441561367536480,-13.0473919,0.0024793,39.6694221,-0.0205518,0.1192843,4.0000000,-0.0670788,1.0656170,20.2182465,0.3056474,0.1128090
7214,-13,-4.033831691150471,17.441561367536480,-13.0456123,0.0006612,32.2314034,-0.0094969,0.1217123,4.0000000,-0.0319011,1.0658070,20.2459927,0.2753257,0.0894511
7215,-13,-4.026375051150471,17.441561367536480,-13.0438395,-0.0011570,25.6198349,-0.0021540,0.1278507,4.0000000,0.0061896,1.0658545,20.2532940,0.2495118,0.0803364
7216,-13,-4.018918411150471,17.441561367536480,-13.0420771,-0.0029752,19.8347111,0.0019937,0.1406849,4.0000000,0.0509318,1.0657525,20.2391548,0.2304379,0.0892666
7217,-13,-4.011461771150471,17.441561367536480,-13.0403271,-0.0047107,14.8760328,0.0023525,0.1584064,4.0000000,0.1024071,1.0654896,20.2006989,0.2144057,0.1180856
7218,-13,-4.004005131150471,17.441561367536480,-13.0385952,0.0036364,43.8016510,-0.0006766,0.1874425,4.0000000,0.1684658,1.0650264,20.1350555,0.2064192,0.1810162
7219,-13,-3.996548491150471,17.441561367536480,-13.0368862,0.0019835,36.3636360,-0.0071118,0.2234550,4.0000000,0.2468540,1.0643457,20.0349941,0.2000561,0.2790094
7220,-13,-3.989091851150471,17.441561367536480,-13.0352058,0.0003306,29.7520657,-0.0174959,0.2553494,4.0000000,0.3260786,1.0634331,19.8981762,0.1846202,0.3911609
7221,-13,-3.981635211150471,17.441561367536480,-13.0335608,-0.0013223,23.9669418,-0.0292294,0.2771073,4.0000000,0.3997784,1.0623283,19.7335587,0.1544361,0.4884907
7222,-13,-3.974178571150471,17.441561367536480,-13.0319548,-0.0028926,19.0082645,-0.0419439,0.2892139,4.0000000,0.4673644,1.0610809,19.5431976,0.1110635,0.5637105
7223,-13,-3.966721931150471,17.441561367536480,-13.0303888,-0.0044628,14.0495872,-0.0570107,0.2981659,4.0000000,0.5350511,1.0597043,19.3327351,0.0612807,0.6362850
7224,-13,-3.959265291150472,17.441561367536480,-13.0288649,0.0039669,45.4545441,-0.0758733,0.3081371,4.0000000,0.6070305,1.0581992,19.0997009,0.0092438,0.7220566
7225,-13,-3.951808651150472,17.441561367536480,-13.0273838,0.0025620,38.8429756,-0.0980036,0.3188792,4.0000000,0.6806909,1.0565628,18.8422489,-0.0429325,0.8183142
7226,-13,-3.944352011150472,17.441561367536480,-13.0259476,0.0010744,32.2314034,-0.1258033,0.3228186,4.0000000,0.7465866,1.0548228,18.5624008,-0.1009494,0.9042635
7227,-13,-3.936895371150472,17.441561367536480,-13.0245552,-0.0002479,26.4462814,-0.1598737,0.3219584,4.0000000,0.8045660,1.0530090,18.2649269,-0.1606492,0.9866657
7228,-13,-3.929438731150471,17.441561367536480,-13.0232058,-0.0016529,21.4876041,-0.2013840,0.3165404,4.0000000,0.8531418,1.0511205,17.9499302,-0.2200609,1.0687139
7229,-13,-3.921982091150471,17.441561367536480,-13.0218983,-0.0029752,16.5289249,-0.2496191,0.3061194,4.0000000,0.8899156,1.0491868,17.6195030,-0.2776769,1.1475413
7230,-13,-3.914525451150471,17.441561367536480,-13.0206289,-0.0042975,12.3966942,-0.3050420,0.2903491,4.0000000,0.9140058,1.0472406,17.2800903,-0.3333075,1.2249700
7231,-13,-3.907068811150471,17.441561367536480,-13.0193939,0.0045455,46.2809906,-0.3647805,0.2739741,4.0000000,0.9316983,1.0452905,16.9324017,-0.3837501,1.3106956
7232,-13,-4.600536331150471,17.434104727536479,-13.0530043,-0.0015702,14.0495872,-2.4434621,0.7228394,4.0000000,2.4315403,1.0269957,13.1573000,-0.9858614,8.0635862
7233,-13,-4.593079691150471,17.434104727536479,-13.0540171,-0.0005785,19.0082645,-2.2532194,0.5895520,4.0000000,2.1896293,1.0308589,14.0551796,-1.0105253,6.9303837
7234,-13,-4.585623051150471,17.434104727536479,-13.0551138,0.0004132,23.9669418,-1.9934678,0.4558813,4.0000000,1.9293808,1.0346032,14.8665333,-1.0176182,5.7436824
7235,-13,-4.578166411150471,17.434104727536479,-13.0562801,0.0015702,29.7520657,-1.6932583,0.3278405,4.0000000,1.6625774,1.0381114,15.5837393,-1.0068964,4.5980101
7236,-13,-4.570709771150471,17.434104727536479,-13.0575047,0.0027273,36.3636360,-1.3712492,0.2109630,4.0000000,1.3959819,1.0412829,16.2011318,-0.9740559,3.5410266
7237,-13,-4.563253131150471,17.434104727536479,-13.0587740,0.0039669,42.9752083,-1.0604354,0.1108053,4.0000000,1.1430100,1.0440642,16.7219620,-0.9213994,2.6360083
7238,-13,-4.555796491150471,17.434104727536479,-13.0600786,-0.0047934,9.9173555,-0.7739892,0.0251616,4.0000000,0.9022659,1.0464379,17.1516132,-0.8519428,1.8772501
7239,-13,-4.548339851150471,17.434104727536479,-13.0614090,-0.0035537,14.0495872,-0.5262087,-0.0455866,4.0000000,0.6779449,1.0483832,17.4926033,-0.7691181,1.2724847
7240,-13,-4.540883211150471,17.434104727536479,-13.0627565,-0.0023140,18.1818180,-0.3258384,-0.1046623,4.0000000,0.4712801,1.0499036,17.7527962,-0.6806047,0.8207017
7241,-13,-4.533426571150471,17.434104727536479,-13.0641165,-0.0009091,23.1404953,-0.1715702,-0.1545859,4.0000000,0.2808132,1.0510030,17.9393654,-0.5899849,0.5052978
7242,-13,-4.525969931150471,17.434104727536479,-13.0654812,0.0004959,28.9256191,-0.0597963,-0.1991977,4.0000000,0.1054924,1.0516909,18.0534115,-0.5038878,0.3121961
7243,-13,-4.518513291150471,17.434104727536479,-13.0668459,0.0018182,34.7107430,0.0110567,-0.2335062,4.0000000,-0.0453128,1.0520008,18.1024857,-0.4216997,0.2193473
7244,-13,-4.511056651150471,17.434104727536479,-13.0682049,0.0031405,41.3223152,0.0543515,-0.2649313,4.0000000,-0.1809358,1.0519881,18.0987148,-0.3489268,0.2006597
7245,-13,-4.503600011150471,17.434104727536479,-13.0695553,0.0044628,47.9338837,0.0778159,-0.2940487,4.0000000,-0.3023055,1.0516750,18.0447731,-0.2857920,0.2350281
7246,-13,-4.496143371150471,17.434104727536479,-13.0708914,-0.0042975,12.3966942,0.0896251,-0.3235678,4.0000000,-0.4131578,1.0510896,17.9446163,-0.2339779,0.3079249
7247,-13,-4.488686731150471,17.434104727536479,-13.0722094,-0.0029752,16.5289249,0.0923328,-0.3508841,4.0000000,-0.5108143,1.0502794,17.8059235,-0.1909540,0.4032009
7248,-13,-4.481230091150471,17.434104727536479,-13.0735054,-0.0017355,20.6611576,0.0904187,-0.3768951,4.0000000,-0.5966732,1.0492649,17.6298923,-0.1571171,0.5103940
7249,-13,-4.473773451150471,17.434104727536479,-13.0747738,-0.0004959,25.6198349,0.0838078,-0.3969454,4.0000000,-0.6647484,1.0480971,17.4261360,-0.1291424,0.6090316
7250,-13,-4.466316811150471,17.434104727536479,-13.0760126,0.0007438,30.5785122,0.0774097,-0.4163422,4.0000000,-0.7244863,1.0468104,17.1999397,-0.1081981,0.7058631
7251,-13,-4.458860171150471,17.434104727536479,-13.0772181,0.0019835,36.3636360,0.0744106,-0.4368525,4.0000000,-0.7777563,1.0454305,16.9516563,-0.0959488,0.8002293
7252,-13,-4.451403531150471,17.434104727536479,-13.0783873,0.0030579,41.3223152,0.0712442,-0.4523987,4.0000000,-0.8176637,1.0439789,16.6866779,-0.0871337,0.8737602
7253,-13,-4.443946891150471,17.434104727536479,-13.0795155,0.0040496,46.2809906,0.0665012,-0.4614354,4.0000000,-0.8440353,1.0424989,16.4134903,-0.0788356,0.9212483
7254,-13,-4.436490251150471,17.434104727536479,-13.0806036,-0.0047934,7.4380164,0.0612290,-0.4649519,4.0000000,-0.8584895,1.0410308,16.1355591,-0.0714143,0.9436984
7255,-13,-4.429033611150471,17.434104727536479,-13.0816488,-0.0038017,9.9173555,0.0568177,-0.4670177,4.0000000,-0.8685309,1.0395813,15.8561640,-0.0655044,0.9568489
7256,-13,-4.421576971150471,17.434104727536479,-13.0826521,-0.0028099,13.2231407,0.0537479,-0.4671703,4.0000000,-0.8727002,1.0381607,15.5780058,-0.0616405,0.9575535
7257,-13,-4.414120331150471,17.434104727536479,-13.0836115,-0.0018182,16.5289249,0.0548025,-0.4674586,4.0000000,-0.8720668,1.0367794,15.3016911,-0.0628505,0.9486541
7258,-13,-4.406663691150471,17.434104727536479,-13.0845270,-0.0009091,20.6611576,0.0613197,-0.4718481,4.0000000,-0.8734826,1.0354588,15.0313349,-0.0702136,0.9455271
7259,-13,-4.399207051150471,17.434104727536479,-13.0854006,0.0000826,24.7933884,0.0758587,-0.4879545,4.0000000,-0.8905610,1.0341812,14.7660475,-0.0853480,0.9782765
7260,-13,-4.391750411150471,17.434104727536479,-13.0862274,0.0009091,28.9256191,0.1005888,-0.5188389,4.0000000,-0.9283389,1.0329232,14.4999323,-0.1093390,1.0613939
7261,-13,-4.384293771150471,17.434104727536479,-13.0870056,0.0017355,33.0578499,0.1310496,-0.5562070,4.0000000,-0.9757486,1.0316916,14.2322836,-0.1366654,1.1730031
7262,-13,-4.376837131150471,17.434104727536479,-13.0877304,0.0024793,37.1900826,0.1631358,-0.5965760,4.0000000,-1.0310140,1.0304929,13.9666233,-0.1621380,1.3097055
7263,-13,-4.369380491150471,17.434104727536479,-13.0883980,0.0031405,40.4958687,0.1992213,-0.6420108,4.0000000,-1.0972958,1.0293347,13.7048893,-0.1867258,1.4815749
7264,-13,-4.361923851150471,17.434104727536479,-13.0890036,0.0037190,43.8016510,0.2413773,-0.6965939,4.0000000,-1.1836678,1.0282131,13.4462299,-0.2095201,1.7165461
7265,-13,-4.354467211150471,17.434104727536479,-13.0895405,0.0041322,46.2809906,0.2895536,-0.7563535,4.0000000,-1.2815762,1.0271330,13.1905880,-0.2311309,1.9994177
7266,-13,-4.347010571150471,17.434104727536479,-13.0900030,-0.0054545,0.0000000,0.3420822,-0.8185058,4.0000000,-1.3867538,1.0261172,12.9455900,-0.2502578,2.3212643
7267,-13,-4.339553931150471,17.434104727536479,-13.0903845,-0.0051240,0.0000000,0.3950610,-0.8773122,4.0000000,-1.4876907,1.0251946,12.7172756,-0.2669336,2.6483150
7268,-13,-4.332097291150471,17.434104727536479,-13.0906792,-0.0048760,0.0000000,0.4471829,-0.9315122,4.0000000,-1.5799930,1.0243931,12.5172558,-0.2830313,2.9680657
7269,-13,-4.324640651150471,17.434104727536479,-13.0908804,-0.0047107,0.0000000,0.4911262,-0.9757613,4.0000000,-1.6518650,1.0237392,12.3500433,-0.2996576,3.2427952
7270,-13,-4.317184011150471,17.434104727536479,-13.0909834,-0.0047107,0.0000000,0.5266392,-1.0095503,4.0000000,-1.6965750,1.0232494,12.2243271,-0.3225256,3.4569585
7271,-13,-4.309727371150471,17.434104727536479,-13.0909863,-0.0047107,0.0000000,0.5514302,-1.0319448,5.0000000,-1.7085764,1.0229330,12.1422796,-0.3553130,3.5976248
7272,-13,-4.302270731150471,17.434104727536479,-13.0908861,-0.0047934,0.0000000,0.5660356,-1.0442765,4.0000000,-1.6885271,1.0227977,12.1077003,-0.4000259,3.6699672
7273,-13,-4.294814091150471,17.434104727536479,-13.0906820,-0.0049587,0.0000000,0.5725614,-1.0506245,4.0000000,-1.6465403,1.0228474,12.1198950,-0.4547086,3.7055287
7274,-13,-4.287357451150471,17.434104727536479,-13.0903740,-0.0052066,0.0000000,0.5671617,-1.0447407,4.0000000,-1.5728999,1.0230843,12.1817837,-0.5165815,3.6531007
7275,-13,-4.279900811150471,17.434104727536479,-13.0899620,0.0044628,46.2809906,0.5460494,-1.0233120,4.0000000,-1.4701662,1.0234960,12.2905054,-0.5764577,3.4935322
7276,-13,-4.272444171150472,17.434104727536479,-13.0894489,0.0039669,42.9752083,0.5113589,-0.9893144,4.0000000,-1.3517101,1.0240704,12.4379320,-0.6269187,3.2581820
7277,-13,-4.264987531150471,17.434104727536479,-13.0888386,0.0033884,39.6694221,0.4694621,-0.9505721,4.0000000,-1.2350715,1.0247977,12.6212769,-0.6660727,3.0114186
7278,-13,-4.257530891150472,17.434104727536479,-13.0881338,0.0027273,35.5371895,0.4219440,-0.9055167,4.0000000,-1.1212891,1.0256466,12.8325586,-0.6897442,2.7415311
7279,-13,-4.250074251150472,17.434104727536479,-13.0873394,0.0019008,30.5785122,0.3668984,-0.8557191,4.0000000,-1.0182195,1.0265982,13.0648727,-0.6932188,2.4727616
7280,-13,-4.242617611150472,17.434104727536479,-13.0864601,0.0009917,25.6198349,0.3075261,-0.7999838,4.0000000,-0.9267440,1.0276591,13.3180723,-0.6732236,2.1957734
7281,-13,-4.235160971150472,17.434104727536479,-13.0854988,0.0000826,21.4876041,0.2434296,-0.7351486,4.0000000,-0.8428625,1.0288070,13.5869160,-0.6274347,1.8984437
7282,-13,-4.227704331150472,17.434104727536479,-13.0844622,-0.0009091,17.3553715,0.1757286,-0.6602964,4.0000000,-0.7682284,1.0300199,13.8640661,-0.5523643,1.5880702
7283,-13,-4.220247691150472,17.434104727536479,-13.0833549,-0.0019835,13.2231407,0.1054014,-0.5810119,4.0000000,-0.7081050,1.0312804,14.1453772,-0.4539188,1.3109509
7284,-13,-4.212791051150472,17.434104727536479,-13.0821848,-0.0031405,9.9173555,0.0345767,-0.4992146,4.0000000,-0.6612647,1.0325810,14.4300785,-0.3371646,1.0795126
7285,-13,-4.205334411150472,17.434104727536479,-13.0809565,-0.0043802,6.6115704,-0.0368172,-0.4248175,4.0000000,-0.6352160,1.0339249,14.7160244,-0.2144189,0.9374679
7286,-13,-4.197877771150472,17.434104727536479,-13.0796766,0.0042975,47.1074371,-0.1107110,-0.3567723,4.0000000,-0.6226514,1.0353251,15.0071554,-0.0908933,0.8707266
7287,-13,-4.190421131150472,17.434104727536479,-13.0783482,0.0029752,39.6694221,-0.1879006,-0.2952827,4.0000000,-0.6216487,1.0367987,15.3098297,0.0310834,0.8706238
7288,-13,-4.182964491150472,17.434104727536479,-13.0769749,0.0016529,33.0578499,-0.2665232,-0.2338789,4.0000000,-0.6215082,1.0383472,15.6181307,0.1537504,0.9070384
7289,-13,-4.175507851150472,17.434104727536479,-13.0755596,0.0002479,26.4462814,-0.3421561,-0.1767457,4.0000000,-0.6233430,1.0399717,15.9354954,0.2698516,0.9772320
7290,-13,-4.168051211150472,17.434104727536479,-13.0741053,-0.0011570,20.6611576,-0.4114736,-0.1228731,4.0000000,-0.6233602,1.0416515,16.2557926,0.3776139,1.0656674
7291,-13,-4.160594571150471,17.434104727536479,-13.0726156,-0.0025620,15.7024794,-0.4710076,-0.0773482,4.0000000,-0.6232973,1.0433842,16.5798378,0.4686009,1.1644086
7292,-13,-4.153137931150471,17.434104727536479,-13.0710917,-0.0040496,11.5702477,-0.5201755,-0.0413369,4.0000000,-0.6225970,1.0451748,16.9067783,0.5399232,1.2629309
7293,-13,-4.145681291150471,17.434104727536479,-13.0695362,0.0043802,47.9338837,-0.5590433,-0.0168348,4.0000000,-0.6226743,1.0470293,17.2370396,0.5890046,1.3533106
7294,-13,-4.138224651150471,17.434104727536479,-13.0679493,0.0027273,39.6694221,-0.5808628,0.0012350,4.0000000,-0.6162601,1.0489529,17.5720310,0.6187301,1.4102955
7295,-13,-4.130768011150471,17.434104727536479,-13.0663300,0.0010744,32.2314034,-0.5829480,0.0167093,4.0000000,-0.6013845,1.0509058,17.9077320,0.6348030,1.4230461
7296,-13,-4.123311371150471,17.434104727536479,-13.0646801,-0.0004959,25.6198349,-0.5560730,0.0394270,4.0000000,-0.5677620,1.0528526,18.2357483,0.6466160,1.3670353
7297,-13,-4.115854731150471,17.434104727536479,-13.0630007,-0.0020661,19.8347111,-0.5074745,0.0655834,4.0000000,-0.5216002,1.0547274,18.5429840,0.6527669,1.2620320
7298,-13,-4.108398091150471,17.434104727536479,-13.0612965,-0.0036364,14.8760328,-0.4457400,0.0903491,4.0000000,-0.4692543,1.0564822,18.8240986,0.6499525,1.1284865
7299,-13,-4.100941451150471,17.434104727536479,-13.0595694,0.0047107,48.7603302,-0.3806136,0.1085211,4.0000000,-0.4166234,1.0581014,19.0813160,0.6336656,0.9855973
7300,-13,-4.093484811150471,17.434104727536479,-13.0578241,0.0029752,40.4958687,-0.3157509,0.1220209,4.0000000,-0.3641596,1.0595651,19.3101711,0.6082014,0.8406993
7301,-13,-4.086028171150471,17.434104727536479,-13.0560627,0.0012397,33.0578499,-0.2590863,0.1278067,4.0000000,-0.3177620,1.0608888,19.5119305,0.5733755,0.7088475
7302,-13,-4.078571531150471,17.434104727536479,-13.0542879,-0.0005785,26.4462814,-0.2092317,0.1293299,4.0000000,-0.2758931,1.0620890,19.6941090,0.5345529,0.5888153
7303,-13,-4.071114891150471,17.434104727536479,-13.0525017,-0.0023967,20.6611576,-0.1601414,0.1357514,4.0000000,-0.2299013,1.0631546,19.8547096,0.5014040,0.4751951
7304,-13,-4.063658251150471,17.434104727536479,-13.0507059,-0.0041322,15.7024794,-0.1144010,0.1484879,4.0000000,-0.1804891,1.0640316,19.9861145,0.4774650,0.3777848
7305,-13,-4.056201611150471,17.434104727536479,-13.0489063,0.0040496,47.1074371,-0.0739891,0.1633376,4.0000000,-0.1300344,1.0647253,20.0888462,0.4567096,0.2986619
7306,-13,-4.048744971150471,17.434104727536479,-13.0471048,0.0022314,38.8429756,-0.0419804,0.1762763,4.0000000,-0.0831855,1.0652348,20.1637897,0.4357381,0.2403512
7307,-13,-4.041288331150471,17.434104727536479,-13.0453081,0.0004132,31.4049587,-0.0192447,0.1827657,4.0000000,-0.0435627,1.0655664,20.2110634,0.4090942,0.1964900
7308,-13,-4.033831691150471,17.434104727536479,-13.0435171,-0.0014050,24.7933884,-0.0030797,0.1858449,4.0000000,-0.0080561,1.0657699,20.2404366,0.3797458,0.1639613
7309,-13,-4.026375051150471,17.434104727536479,-13.0417347,-0.0032231,19.0082645,0.0096856,0.1910554,4.0000000,0.0300414,1.0658320,20.2514610,0.3520693,0.1444493
7310,-13,-4.018918411150471,17.434104727536479,-13.0399647,0.0049587,49.5867767,0.0201040,0.2027167,4.0000000,0.0752421,1.0657461,20.2379951,0.3301914,0.1443768
7311,-13,-4.011461771150471,17.434104727536479,-13.0382090,0.0032231,42.1487617,0.0277419,0.2205263,4.0000000,0.1290443,1.0654911,20.2026806,0.3120083,0.1671889
7312,-13,-4.004005131150471,17.434104727536479,-13.0364723,0.0014876,34.7107430,0.0328567,0.2489737,4.0000000,0.1975809,1.0650361,20.1371212,0.3003666,0.2275326
7313,-13,-3.996548491150471,17.434104727536479,-13.0347605,-0.0001653,28.0991745,0.0344035,0.2846730,4.0000000,0.2781971,1.0643511,20.0357533,0.2911490,0.3282209
7314,-13,-3.989091851150471,17.434104727536479,-13.0330801,-0.0018182,22.3140488,0.0311494,0.3176380,4.0000000,0.3636085,1.0634123,19.8971767,0.2716674,0.4477678
7315,-13,-3.981635211150471,17.434104727536479,-13.0314369,-0.0034711,17.3553715,0.0231119,0.3409152,4.0000000,0.4447459,1.0622681,19.7250233,0.2370844,0.5574622
7316,-13,-3.974178571150471,17.434104727536479,-13.0298347,0.0050413,50.4132233,0.0101291,0.3532409,4.0000000,0.5193523,1.0609568,19.5254116,0.1871295,0.6448965
7317,-13,-3.966721931150471,17.434104727536479,-13.0282764,0.0035537,43.8016510,-0.0065488,0.3630640,4.0000000,0.5957426,1.0594982,19.3029594,0.1303853,0.7336068
7318,-13,-3.959265291150472,17.434104727536479,-13.0267639,0.0019835,36.3636360,-0.0280292,0.3731779,4.0000000,0.6743295,1.0579089,19.0559673,0.0720264,0.8354211
7319,-13,-3.951808651150472,17.434104727536479,-13.0252981,0.0004959,29.7520657,-0.0548584,0.3826201,4.0000000,0.7529421,1.0561795,18.7804050,0.0122981,0.9469762
7320,-13,-3.944352011150472,17.434104727536479,-13.0238810,-0.0009917,23.9669418,-0.0889050,0.3864121,4.0000000,0.8246924,1.0543288,18.4818363,-0.0518683,1.0514919
7321,-13,-3.936895371150472,17.434104727536479,-13.0225115,-0.0023140,19.0082645,-0.1295192,0.3859754,4.0000000,0.8877738,1.0523813,18.1619854,-0.1158231,1.1513135
7322,-13,-3.929438731150471,17.434104727536479,-13.0211897,-0.0036364,14.8760328,-0.1795417,0.3786475,4.0000000,0.9379066,1.0503626,17.8220558,-0.1806116,1.2422796
7323,-13,-3.921982091150471,17.434104727536479,-13.0199127,0.0051240,49.5867767,-0.2378482,0.3646020,4.0000000,0.9728290,1.0483103,17.4673252,-0.2436250,1.3235502
7324,-13,-3.914525451150471,17.434104727536479,-13.0186787,0.0038017,42.9752083,-0.3004130,0.3446732,4.0000000,0.9905712,1.0462515,17.1034737,-0.3012248,1.3913618
7325,-13,-4.600536331150471,17.426648087536481,-13.0515509,-0.0029752,9.0909090,-2.6089747,0.7280292,4.0000000,2.4979453,1.0257047,12.8397779,-1.0418869,8.4196606
7326,-13,-4.593079691150471,17.426648087536481,-13.0524750,-0.0020661,13.2231407,-2.3900015,0.6183087,4.0000000,2.2805955,1.0295510,13.7545738,-1.0439781,7.3688507
7327,-13,-4.585623051150471,17.426648087536481,-13.0534859,-0.0012397,17.3553715,-2.1147606,0.5037234,4.0000000,2.0398285,1.0333391,14.5957718,-1.0323817,6.2243657
7328,-13,-4.578166411150471,17.426648087536481,-13.0545740,-0.0001653,22.3140488,-1.7998382,0.3910938,4.0000000,1.7859247,1.0369587,15.3512821,-1.0037372,5.0665669
7329,-13,-4.570709771150471,17.426648087536481,-13.0557270,0.0009091,28.0991745,-1.4672561,0.2851995,4.0000000,1.5273061,1.0403025,16.0132694,-0.9569070,3.9624474
7330,-13,-4.563253131150471,17.426648087536481,-13.0569334,0.0020661,33.8842964,-1.1451308,0.1927611,4.0000000,1.2775406,1.0433110,16.5818272,-0.8920184,2.9852583
7331,-13,-4.555796491150471,17.426648087536481,-13.0581837,0.0033058,40.4958687,-0.8489618,0.1098865,4.0000000,1.0344231,1.0459294,17.0586739,-0.8146500,2.1427908
7332,-13,-4.548339851150471,17.426648087536481,-13.0594683,0.0045455,46.2809906,-0.5938327,0.0385551,4.0000000,0.8050327,1.0481175,17.4460850,-0.7279226,1.4607942
7333,-13,-4.540883211150471,17.426648087536481,-13.0607805,-0.0042149,12.3966942,-0.3862441,-0.0232448,4.0000000,0.5903442,1.0498765,17.7502003,-0.6368338,0.9391261
7334,-13,-4.533426571150471,17.426648087536481,-13.0621128,-0.0028926,16.5289249,-0.2253270,-0.0787351,4.0000000,0.3888880,1.0512091,17.9753990,-0.5463582,0.5655332
7335,-13,-4.525969931150471,17.426648087536481,-13.0634594,-0.0015702,21.4876041,-0.1076994,-0.1315944,4.0000000,0.2003759,1.0521151,18.1252518,-0.4635647,0.3287202
7336,-13,-4.518513291150471,17.426648087536481,-13.0648127,-0.0002479,26.4462814,-0.0305581,-0.1755474,4.0000000,0.0352597,1.0526180,18.2059631,-0.3863545,0.2087037
7337,-13,-4.511056651150471,17.426648087536481,-13.0661678,0.0010744,32.2314034,0.0185138,-0.2165135,4.0000000,-0.1144805,1.0527662,18.2296429,-0.3185466,0.1744490
7338,-13,-4.503600011150471,17.426648087536481,-13.0675201,0.0024793,38.8429756,0.0469274,-0.2542233,4.0000000,-0.2492400,1.0525804,18.1969986,-0.2592067,0.2023702
7339,-13,-4.496143371150471,17.426648087536481,-13.0688629,0.0037190,44.6280975,0.0649315,-0.2943301,4.0000000,-0.3749775,1.0520924,18.1142406,-0.2136826,0.2785385
7340,-13,-4.488686731150471,17.426648087536481,-13.0701923,-0.0049587,10.7438021,0.0729468,-0.3300650,4.0000000,-0.4852619,1.0513386,17.9865360,-0.1748680,0.3809728
7341,-13,-4.481230091150471,17.426648087536481,-13.0715017,-0.0037190,14.0495872,0.0767629,-0.3637607,4.0000000,-0.5809342,1.0503534,17.8180561,-0.1465873,0.4973993
7342,-13,-4.473773451150471,17.426648087536481,-13.0727873,-0.0024793,18.1818180,0.0751699,-0.3902382,4.0000000,-0.6575122,1.0492008,17.6190758,-0.1229641,0.6071858
