OID_,RegI,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
144,-12,-2.318804491150472,18.828496407536477,-12.9864016,0.0004132,4.1322312,-0.0957416,-0.2720574,4.0000000,-0.0421099,1.0036687,4.8905783,-0.5020049,0.4928637
145,-12,-2.311347851150472,18.828496407536477,-12.9867220,0.0006612,6.6115704,-0.1385531,-0.2470535,4.0000000,0.0019013,1.0037460,4.9422107,-0.4960083,0.5272189
146,-12,-2.303891211150472,18.828496407536477,-12.9870195,0.0009091,9.0909090,-0.1764095,-0.2176425,4.0000000,0.0425722,1.0038875,5.0357380,-0.4778573,0.5489736
147,-12,-2.296434571150472,18.828496407536477,-12.9872961,0.0012397,12.3966942,-0.2015372,-0.1828827,4.0000000,0.0845994,1.0040817,5.1627722,-0.4503648,0.5440498
148,-12,-2.288977931150472,18.828496407536477,-12.9875555,0.0015702,15.7024794,-0.2132128,-0.1379627,4.0000000,0.1398145,1.0043252,5.3167000,-0.4157398,0.5099652
149,-12,-2.281521291150472,18.828496407536477,-12.9878044,0.0019008,19.0082645,-0.2099038,-0.0797835,4.0000000,0.2169751,1.0046082,5.4912572,-0.3765421,0.4526583
150,-12,-2.274064651150473,18.828496407536477,-12.9880466,0.0023140,23.1404953,-0.1935578,-0.0052650,4.0000000,0.3252606,1.0049231,5.6778302,-0.3357905,0.3948606
151,-12,-2.266608011150473,18.828496407536477,-12.9882936,0.0028099,28.0991745,-0.1692525,0.0877219,4.0000000,0.4654322,1.0052670,5.8732758,-0.2899885,0.3785841
152,-12,-2.259151371150473,18.828496407536477,-12.9885559,0.0033058,33.0578499,-0.1415931,0.1917008,4.0000000,0.6118920,1.0056297,6.0743680,-0.2284905,0.4437200
153,-12,-2.251694731150473,18.828496407536477,-12.9888449,0.0038017,38.0165291,-0.1238183,0.3052721,4.0000000,0.7502292,1.0060083,6.2752991,-0.1396850,0.6422284
154,-12,-2.244238091150473,18.828496407536477,-12.9891739,0.0042975,42.9752083,-0.1286060,0.4333659,4.0000000,0.8665527,1.0064200,6.4828806,0.0001791,1.0445950
155,-12,-2.236781451150473,18.828496407536477,-12.9895592,0.0049587,49.5867767,-0.1670328,0.5814142,4.0000000,0.9399173,1.0068978,6.7142868,0.2229111,1.7451870
156,-12,-2.445567371150472,18.821039767536476,-12.9786863,0.0034711,34.7107430,0.1913373,0.5143188,4.0000000,0.5465682,1.0041331,5.2042489,0.4820693,0.6872491
157,-12,-2.438110731150472,18.821039767536476,-12.9791126,0.0041322,41.3223152,0.1418559,0.4423736,4.0000000,0.4200917,1.0044088,5.3756881,0.4646555,0.5076050
158,-12,-2.430654091150472,18.821039767536476,-12.9795761,0.0048760,48.7603302,0.0973926,0.3709904,4.0000000,0.3068637,1.0046477,5.5193381,0.4351172,0.3615363
159,-12,-2.423197451150472,18.821039767536476,-12.9800711,-0.0043802,0.0000000,0.0585702,0.2996774,4.0000000,0.2022882,1.0048404,5.6320906,0.3970666,0.2456748
160,-12,-2.415740811150473,18.821039767536476,-12.9805899,-0.0036364,0.0000000,0.0260763,0.2249979,3.0000000,0.1053389,1.0049798,5.7130837,0.3446569,0.1522808
161,-12,-2.408284171150473,18.821039767536476,-12.9811277,-0.0029752,0.0000000,0.0017331,0.1471742,4.0000000,0.0150743,1.0050566,5.7558126,0.2792740,0.0840754
162,-12,-2.400827531150473,18.821039767536476,-12.9816771,-0.0023140,0.0000000,-0.0131728,0.0705381,4.0000000,-0.0641470,1.0050608,5.7573385,0.2052233,0.0468034
163,-12,-2.393370891150473,18.821039767536476,-12.9822302,-0.0017355,0.0000000,-0.0182723,0.0006274,4.0000000,-0.1251254,1.0049963,5.7186403,0.1263802,0.0372812
164,-12,-2.385914251150473,18.821039767536476,-12.9827805,-0.0012397,0.0000000,-0.0161468,-0.0608635,4.0000000,-0.1691273,1.0048765,5.6494694,0.0474004,0.0483008
165,-12,-2.378457611150472,18.821039767536476,-12.9833221,-0.0008264,0.0000000,-0.0090460,-0.1117586,4.0000000,-0.1930034,1.0047179,5.5546927,-0.0305139,0.0696954
166,-12,-2.371000971150472,18.821039767536476,-12.9838505,-0.0004959,0.0000000,-0.0000409,-0.1549554,4.0000000,-0.2004037,1.0045389,5.4458747,-0.1095072,0.0981436
167,-12,-2.363544331150472,18.821039767536476,-12.9843626,-0.0002479,0.0000000,0.0067190,-0.1865346,4.0000000,-0.1912779,1.0043504,5.3312287,-0.1817914,0.1279760
168,-12,-2.356087691150472,18.821039767536476,-12.9848537,-0.0000826,0.0000000,0.0094533,-0.2137721,5.0000000,-0.1713061,1.0041703,5.2189045,-0.2562382,0.1663301
169,-12,-2.348631051150472,18.821039767536476,-12.9853230,0.0000826,0.8264463,0.0047896,-0.2356593,4.0000000,-0.1452433,1.0040121,5.1173806,-0.3260752,0.2152974
170,-12,-2.341174411150472,18.821039767536476,-12.9857674,0.0001653,1.6528926,-0.0084605,-0.2529132,4.0000000,-0.1153089,1.0038774,5.0294418,-0.3905176,0.2759375
171,-12,-2.333717771150472,18.821039767536476,-12.9861851,0.0003306,3.3057852,-0.0311503,-0.2582195,4.0000000,-0.0768487,1.0037825,4.9679499,-0.4395903,0.3325747
172,-12,-2.326261131150472,18.821039767536476,-12.9865770,0.0005785,5.7851238,-0.0608029,-0.2547315,4.0000000,-0.0341173,1.0037413,4.9400768,-0.4753457,0.3851830
173,-12,-2.318804491150472,18.821039767536476,-12.9869432,0.0008264,8.2644625,-0.0956377,-0.2443991,4.0000000,0.0111322,1.0037600,4.9526076,-0.4999303,0.4347943
174,-12,-2.311347851150472,18.821039767536476,-12.9872866,0.0011570,11.5702477,-0.1288445,-0.2330529,4.0000000,0.0489531,1.0038407,5.0058327,-0.5150589,0.4802271
175,-12,-2.303891211150472,18.821039767536476,-12.9876089,0.0014876,14.8760328,-0.1574082,-0.2206997,4.0000000,0.0789766,1.0039757,5.0963387,-0.5203759,0.5156687
176,-12,-2.296434571150472,18.821039767536476,-12.9879122,0.0019008,19.0082645,-0.1766950,-0.2020082,4.0000000,0.1086732,1.0041595,5.2133775,-0.5126897,0.5231504
177,-12,-2.288977931150472,18.821039767536476,-12.9881992,0.0023140,23.1404953,-0.1851556,-0.1760474,4.0000000,0.1459753,1.0043874,5.3578949,-0.4980701,0.5010050
178,-12,-2.281521291150472,18.821039767536476,-12.9884748,0.0027273,27.2727280,-0.1858048,-0.1370322,4.0000000,0.2014432,1.0046526,5.5193734,-0.4755076,0.4533572
179,-12,-2.274064651150473,18.821039767536476,-12.9887447,0.0032231,32.2314034,-0.1809753,-0.0799248,4.0000000,0.2848637,1.0049472,5.6913857,-0.4447133,0.3940766
180,-12,-2.266608011150473,18.821039767536476,-12.9890146,0.0037190,37.1900826,-0.1775063,-0.0033213,4.0000000,0.3974222,1.0052633,5.8731022,-0.4040649,0.3625713
181,-12,-2.259151371150473,18.821039767536476,-12.9892969,0.0042149,42.1487617,-0.1788146,0.0828749,4.0000000,0.5137374,1.0055948,6.0581131,-0.3479875,0.3954871
182,-12,-2.251694731150473,18.821039767536476,-12.9896011,0.0047107,47.1074371,-0.1951656,0.1837994,4.0000000,0.6281819,1.0059390,6.2394919,-0.2605830,0.5421066
183,-12,-2.244238091150473,18.821039767536476,-12.9899397,0.0052066,52.0661163,-0.2378917,0.3029005,4.0000000,0.7288335,1.0063071,6.4273982,-0.1230324,0.8710235
184,-12,-2.236781451150473,18.821039767536476,-12.9903259,-0.0041322,0.0000000,-0.3146411,0.4443996,4.0000000,0.7955593,1.0067279,6.6338205,0.0932398,1.4665747
185,-12,-2.229324811150473,18.821039767536476,-12.9907770,-0.0035537,0.0000000,-0.4319015,0.6081692,4.0000000,0.8007123,1.0072541,6.8798361,0.4156260,2.4190612
186,-12,-2.445567371150472,18.813583127536479,-12.9792395,0.0043802,43.8016510,0.1906416,0.5074467,4.0000000,0.5262355,1.0042524,5.2786064,0.4886580,0.6601967
187,-12,-2.438110731150472,18.813583127536479,-12.9796610,0.0050413,50.4132233,0.1475309,0.4423877,4.0000000,0.3992161,1.0045019,5.4317236,0.4855593,0.4959418
188,-12,-2.430654091150472,18.813583127536479,-12.9801188,-0.0042149,0.0000000,0.1047112,0.3759220,4.0000000,0.2866121,1.0047108,5.5555429,0.4652318,0.3613370
189,-12,-2.423197451150472,18.813583127536479,-12.9806070,-0.0035537,0.0000000,0.0665152,0.3114387,4.0000000,0.1873300,1.0048746,5.6506338,0.4355474,0.2584369
190,-12,-2.415740811150473,18.813583127536479,-12.9811192,-0.0028926,0.0000000,0.0327824,0.2440538,3.0000000,0.0975028,1.0049853,5.7141542,0.3906047,0.1747137
191,-12,-2.408284171150473,18.813583127536479,-12.9816484,-0.0023140,0.0000000,0.0048522,0.1730162,3.0000000,0.0159442,1.0050365,5.7425122,0.3300882,0.1111604
192,-12,-2.400827531150473,18.813583127536479,-12.9821892,-0.0017355,0.0000000,-0.0152329,0.1031578,4.0000000,-0.0542223,1.0050232,5.7339792,0.2605378,0.0738509
193,-12,-2.393370891150473,18.813583127536479,-12.9827337,-0.0012397,0.0000000,-0.0259552,0.0392961,4.0000000,-0.1064762,1.0049472,5.6909866,0.1850685,0.0590180
194,-12,-2.385914251150473,18.813583127536479,-12.9832754,-0.0008264,0.0000000,-0.0287550,-0.0154152,4.0000000,-0.1402048,1.0048304,5.6204977,0.1093745,0.0596754
195,-12,-2.378457611150472,18.813583127536479,-12.9838114,-0.0004959,0.0000000,-0.0258998,-0.0602384,4.0000000,-0.1563783,1.0046824,5.5315332,0.0359014,0.0677855
196,-12,-2.371000971150472,18.813583127536479,-12.9843349,-0.0002479,0.0000000,-0.0202387,-0.0988095,4.0000000,-0.1576319,1.0045158,5.4327278,-0.0399871,0.0811901
197,-12,-2.363544331150472,18.813583127536479,-12.9848442,-0.0000826,0.0000000,-0.0140020,-0.1301319,4.0000000,-0.1461015,1.0043478,5.3285737,-0.1141624,0.0974888
198,-12,-2.356087691150472,18.813583127536479,-12.9853363,0.0000826,0.8264463,-0.0112631,-0.1558894,5.0000000,-0.1240675,1.0041884,5.2297454,-0.1877113,0.1215803
199,-12,-2.348631051150472,18.813583127536479,-12.9858093,0.0002479,2.4793389,-0.0137043,-0.1799537,4.0000000,-0.0969610,1.0040505,5.1436596,-0.2629463,0.1590082
200,-12,-2.341174411150472,18.813583127536479,-12.9862614,0.0004132,4.1322312,-0.0227172,-0.2008430,4.0000000,-0.0686468,1.0039368,5.0698876,-0.3330392,0.2092118
201,-12,-2.333717771150472,18.813583127536479,-12.9866905,0.0006612,6.6115704,-0.0376616,-0.2144161,4.0000000,-0.0356502,1.0038596,5.0194550,-0.3931820,0.2620433
202,-12,-2.326261131150472,18.813583127536479,-12.9870968,0.0009917,9.9173555,-0.0578496,-0.2204247,4.0000000,0.0016860,1.0038302,5.0002604,-0.4425354,0.3133017
203,-12,-2.318804491150472,18.813583127536479,-12.9874821,0.0013223,13.2231407,-0.0806646,-0.2220248,4.0000000,0.0381468,1.0038515,5.0145473,-0.4821964,0.3622584
204,-12,-2.311347851150472,18.813583127536479,-12.9878464,0.0017355,17.3553715,-0.1031280,-0.2240816,4.0000000,0.0682767,1.0039253,5.0645666,-0.5164398,0.4114523
205,-12,-2.303891211150472,18.813583127536479,-12.9881926,0.0021488,21.4876041,-0.1213438,-0.2282916,4.0000000,0.0880904,1.0040461,5.1428704,-0.5446737,0.4561358
206,-12,-2.296434571150472,18.813583127536479,-12.9885216,0.0026446,26.4462814,-0.1339068,-0.2273681,4.0000000,0.1059395,1.0042070,5.2459049,-0.5606757,0.4800579
207,-12,-2.288977931150472,18.813583127536479,-12.9888353,0.0031405,31.4049587,-0.1398208,-0.2191504,4.0000000,0.1288010,1.0044074,5.3710375,-0.5671018,0.4774073
208,-12,-2.281521291150472,18.813583127536479,-12.9891367,0.0036364,36.3636360,-0.1427304,-0.1978400,4.0000000,0.1659685,1.0046381,5.5110087,-0.5616485,0.4475887
209,-12,-2.274064651150473,18.813583127536479,-12.9894314,0.0041322,41.3223152,-0.1479230,-0.1579001,4.0000000,0.2270375,1.0048912,5.6616831,-0.5428377,0.4009817
210,-12,-2.266608011150473,18.813583127536479,-12.9897242,0.0046281,46.2809906,-0.1636073,-0.0988903,4.0000000,0.3132965,1.0051671,5.8214097,-0.5110770,0.3722854
211,-12,-2.259151371150473,18.813583127536479,-12.9900246,-0.0048760,0.0000000,-0.1918955,-0.0270885,4.0000000,0.4064434,1.0054594,5.9824033,-0.4606204,0.3947651
212,-12,-2.251694731150473,18.813583127536479,-12.9903431,-0.0043802,0.0000000,-0.2409797,0.0633495,4.0000000,0.5029086,1.0057594,6.1453943,-0.3762096,0.5109665
213,-12,-2.244238091150473,18.813583127536479,-12.9906893,-0.0038843,0.0000000,-0.3189941,0.1722370,4.0000000,0.5881576,1.0060816,6.3137536,-0.2436835,0.7788934
214,-12,-2.236781451150473,18.813583127536479,-12.9910784,-0.0033058,0.0000000,-0.4332445,0.3066766,4.0000000,0.6500832,1.0064511,6.4965048,-0.0367300,1.2807342
215,-12,-2.229324811150473,18.813583127536479,-12.9915237,-0.0028099,0.0000000,-0.5838500,0.4682203,4.0000000,0.6640714,1.0069110,6.7151451,0.2723692,2.1069443
216,-12,-2.453024011150472,18.806126487536478,-12.9794312,0.0047107,47.1074371,0.2063853,0.5446715,4.0000000,0.6480526,1.0041102,5.1898217,0.4412905,0.7886217
217,-12,-2.445567371150472,18.806126487536478,-12.9798059,0.0052893,52.8925629,0.1793375,0.4908023,4.0000000,0.5094358,1.0043736,5.3550005,0.4721687,0.6158928
218,-12,-2.438110731150472,18.806126487536478,-12.9802237,-0.0040496,0.0000000,0.1441577,0.4326235,4.0000000,0.3823292,1.0046028,5.4926658,0.4829177,0.4680899
219,-12,-2.430654091150472,18.806126487536478,-12.9806747,-0.0033884,0.0000000,0.1069593,0.3752120,4.0000000,0.2717251,1.0047861,5.5995097,0.4786989,0.3544629
220,-12,-2.423197451150472,18.806126487536478,-12.9811544,-0.0028099,0.0000000,0.0714063,0.3192628,4.0000000,0.1780373,1.0049248,5.6785913,0.4604882,0.2683688
221,-12,-2.415740811150473,18.806126487536478,-12.9816580,-0.0022314,0.0000000,0.0385475,0.2613628,4.0000000,0.0962220,1.0050101,5.7268085,0.4265036,0.1983594
222,-12,-2.408284171150473,18.806126487536478,-12.9821777,-0.0017355,0.0000000,0.0087832,0.1993074,3.0000000,0.0234816,1.0050391,5.7448025,0.3751332,0.1427697
223,-12,-2.400827531150473,18.806126487536478,-12.9827080,-0.0012397,0.0000000,-0.0157455,0.1357528,3.0000000,-0.0392948,1.0050138,5.7290463,0.3108004,0.1063686
224,-12,-2.393370891150473,18.806126487536478,-12.9832430,-0.0008264,0.0000000,-0.0317757,0.0789348,4.0000000,-0.0855600,1.0049342,5.6814003,0.2434297,0.0897157
225,-12,-2.385914251150473,18.806126487536478,-12.9837761,-0.0004959,0.0000000,-0.0384867,0.0312661,4.0000000,-0.1119967,1.0048172,5.6113148,0.1745290,0.0822794
226,-12,-2.378457611150472,18.806126487536478,-12.9843044,-0.0002479,0.0000000,-0.0384168,-0.0094197,4.0000000,-0.1237908,1.0046747,5.5278850,0.1049514,0.0786833
227,-12,-2.371000971150472,18.806126487536478,-12.9848223,-0.0000826,0.0000000,-0.0344799,-0.0453008,4.0000000,-0.1231273,1.0045202,5.4353657,0.0325257,0.0787021
228,-12,-2.363544331150472,18.806126487536478,-12.9853287,0.0000826,0.8264463,-0.0282773,-0.0751445,4.0000000,-0.1107815,1.0043679,5.3419404,-0.0395074,0.0806267
229,-12,-2.356087691150472,18.806126487536478,-12.9858198,0.0002479,2.4793389,-0.0236868,-0.1013637,5.0000000,-0.0906222,1.0042275,5.2555332,-0.1121053,0.0899390
230,-12,-2.348631051150472,18.806126487536478,-12.9862957,0.0004959,4.9586778,-0.0222982,-0.1292985,4.0000000,-0.0679793,1.0041087,5.1820712,-0.1906177,0.1130474
231,-12,-2.341174411150472,18.806126487536478,-12.9867544,0.0007438,7.4380164,-0.0247377,-0.1567395,4.0000000,-0.0460339,1.0040112,5.1203804,-0.2674450,0.1495650
232,-12,-2.333717771150472,18.806126487536478,-12.9871941,0.0010744,10.7438021,-0.0311283,-0.1783371,4.0000000,-0.0191857,1.0039451,5.0767775,-0.3374885,0.1915725
233,-12,-2.326261131150472,18.806126487536478,-12.9876146,0.0014876,14.8760328,-0.0412158,-0.1940790,4.0000000,0.0103967,1.0039179,5.0595880,-0.3985547,0.2355129
234,-12,-2.318804491150472,18.806126487536478,-12.9880161,0.0019008,19.0082645,-0.0530140,-0.2088228,4.0000000,0.0365097,1.0039321,5.0707159,-0.4541552,0.2832634
235,-12,-2.311347851150472,18.806126487536478,-12.9884005,0.0023967,23.9669418,-0.0651523,-0.2242685,4.0000000,0.0566457,1.0039901,5.1089339,-0.5051826,0.3347802
236,-12,-2.303891211150472,18.806126487536478,-12.9887686,0.0028926,28.9256191,-0.0731376,-0.2423511,4.0000000,0.0665772,1.0040849,5.1709638,-0.5512795,0.3850085
237,-12,-2.296434571150472,18.806126487536478,-12.9891205,0.0034711,34.7107430,-0.0776409,-0.2577315,4.0000000,0.0739374,1.0042123,5.2525606,-0.5894004,0.4252159
238,-12,-2.288977931150472,18.806126487536478,-12.9894581,0.0040496,40.4958687,-0.0798826,-0.2648259,4.0000000,0.0850667,1.0043727,5.3513875,-0.6147184,0.4447765
239,-12,-2.281521291150472,18.806126487536478,-12.9897842,0.0045455,45.4545441,-0.0847979,-0.2595339,4.0000000,0.1085111,1.0045556,5.4632831,-0.6275790,0.4435699
240,-12,-2.274064651150473,18.806126487536478,-12.9900999,-0.0049587,0.0000000,-0.0995509,-0.2362997,4.0000000,0.1519228,1.0047591,5.5855370,-0.6245222,0.4270303
241,-12,-2.266608011150473,18.806126487536478,-12.9904137,-0.0044628,0.0000000,-0.1321388,-0.1912683,4.0000000,0.2189276,1.0049844,5.7160778,-0.6014642,0.4157102
242,-12,-2.259151371150473,18.806126487536478,-12.9907312,-0.0039669,0.0000000,-0.1828457,-0.1300082,4.0000000,0.2952884,1.0052239,5.8532782,-0.5553048,0.4401162
243,-12,-2.251694731150473,18.806126487536478,-12.9910622,-0.0034711,0.0000000,-0.2592278,-0.0517752,4.0000000,0.3744227,1.0054760,5.9919944,-0.4779730,0.5399366
244,-12,-2.244238091150473,18.806126487536478,-12.9914160,-0.0029752,0.0000000,-0.3670667,0.0500179,4.0000000,0.4507149,1.0057517,6.1364551,-0.3506792,0.7624079
245,-12,-2.236781451150473,18.806126487536478,-12.9918060,-0.0024793,0.0000000,-0.5128660,0.1800281,4.0000000,0.5124154,1.0060674,6.2981348,-0.1523593,1.1866819
246,-12,-2.229324811150473,18.806126487536478,-12.9922457,-0.0020661,0.0000000,-0.6911526,0.3393096,4.0000000,0.5357028,1.0064687,6.4971900,0.1429164,1.8944932
247,-12,-2.453024011150472,18.798669847536477,-12.9800167,-0.0043802,0.0000000,0.1634728,0.5043269,4.0000000,0.6307447,1.0042374,5.2731075,0.3779092,0.7044696
248,-12,-2.445567371150472,18.798669847536477,-12.9803886,-0.0038017,0.0000000,0.1506406,0.4575884,4.0000000,0.4911190,1.0044929,5.4286785,0.4240578,0.5465767
249,-12,-2.438110731150472,18.798669847536477,-12.9808006,-0.0032231,0.0000000,0.1271308,0.4077439,4.0000000,0.3651622,1.0047063,5.5542226,0.4503257,0.4179133
250,-12,-2.430654091150472,18.798669847536477,-12.9812450,-0.0026446,0.0000000,0.0994127,0.3610765,4.0000000,0.2591127,1.0048687,5.6482830,0.4630403,0.3275749
251,-12,-2.423197451150472,18.798669847536477,-12.9817162,-0.0021488,0.0000000,0.0697767,0.3153696,4.0000000,0.1703954,1.0049851,5.7135158,0.4603439,0.2616294
252,-12,-2.415740811150473,18.798669847536477,-12.9822092,-0.0016529,0.0000000,0.0390612,0.2659989,4.0000000,0.0922232,1.0050516,5.7526445,0.4397745,0.2071845
253,-12,-2.408284171150473,18.798669847536477,-12.9827185,-0.0012397,0.0000000,0.0099236,0.2134305,4.0000000,0.0255112,1.0050688,5.7611275,0.4013499,0.1640358
254,-12,-2.400827531150473,18.798669847536477,-12.9832382,-0.0008264,0.0000000,-0.0161190,0.1581411,3.0000000,-0.0315300,1.0050352,5.7408729,0.3478122,0.1337349
255,-12,-2.393370891150473,18.798669847536477,-12.9837627,-0.0004959,0.0000000,-0.0347487,0.1088644,3.0000000,-0.0733780,1.0049508,5.6902695,0.2911068,0.1184410
256,-12,-2.385914251150473,18.798669847536477,-12.9842863,-0.0002479,0.0000000,-0.0438823,0.0667978,3.0000000,-0.0971703,1.0048305,5.6210804,0.2307658,0.1072408
257,-12,-2.378457611150472,18.798669847536477,-12.9848051,-0.0000826,0.0000000,-0.0457524,0.0307474,3.0000000,-0.1074916,1.0046941,5.5413861,0.1689863,0.0969281
258,-12,-2.371000971150472,18.798669847536477,-12.9853172,0.0000826,0.8264463,-0.0421722,-0.0017134,3.0000000,-0.1057388,1.0045508,5.4536867,0.1023121,0.0859086
259,-12,-2.363544331150472,18.798669847536477,-12.9858189,0.0002479,2.4793389,-0.0352296,-0.0293506,3.0000000,-0.0931790,1.0044097,5.3696709,0.0344778,0.0752842
260,-12,-2.356087691150472,18.798669847536477,-12.9863091,0.0004959,4.9586778,-0.0277746,-0.0572483,4.0000000,-0.0772979,1.0042840,5.2930417,-0.0371988,0.0698825
261,-12,-2.348631051150472,18.798669847536477,-12.9867868,0.0008264,8.2644625,-0.0224590,-0.0880795,4.0000000,-0.0602184,1.0041764,5.2259407,-0.1159407,0.0771435
262,-12,-2.341174411150472,18.798669847536477,-12.9872503,0.0011570,11.5702477,-0.0187513,-0.1213370,4.0000000,-0.0465032,1.0040860,5.1704612,-0.1961709,0.0976787
263,-12,-2.333717771150472,18.798669847536477,-12.9876986,0.0015702,15.7024794,-0.0165524,-0.1516763,4.0000000,-0.0301122,1.0040184,5.1276469,-0.2732403,0.1265521
264,-12,-2.326261131150472,18.798669847536477,-12.9881306,0.0020661,20.6611576,-0.0169613,-0.1773878,4.0000000,-0.0101983,1.0039828,5.1056995,-0.3445773,0.1613951
265,-12,-2.318804491150472,18.798669847536477,-12.9885464,0.0025620,25.6198349,-0.0194246,-0.2023509,4.0000000,0.0072469,1.0039840,5.1065650,-0.4119487,0.2045164
266,-12,-2.311347851150472,18.798669847536477,-12.9889469,0.0031405,31.4049587,-0.0215042,-0.2311784,4.0000000,0.0164548,1.0040181,5.1296883,-0.4788117,0.2590773
267,-12,-2.303891211150472,18.798669847536477,-12.9893332,0.0037190,37.1900826,-0.0208208,-0.2611847,4.0000000,0.0175298,1.0040801,5.1709871,-0.5398992,0.3172798
268,-12,-2.296434571150472,18.798669847536477,-12.9897051,0.0043802,43.8016510,-0.0172902,-0.2894584,4.0000000,0.0149520,1.0041662,5.2245169,-0.5938688,0.3729620
269,-12,-2.288977931150472,18.798669847536477,-12.9900637,-0.0050413,0.0000000,-0.0164407,-0.3089617,4.0000000,0.0182773,1.0042738,5.2917104,-0.6362008,0.4183577
270,-12,-2.281521291150472,18.798669847536477,-12.9904099,-0.0045455,0.0000000,-0.0223971,-0.3163040,4.0000000,0.0321583,1.0044004,5.3713360,-0.6647663,0.4489577
271,-12,-2.274064651150473,18.798669847536477,-12.9907455,-0.0040496,0.0000000,-0.0440785,-0.3056768,4.0000000,0.0643283,1.0045497,5.4604702,-0.6756820,0.4662191
272,-12,-2.266608011150473,18.798669847536477,-12.9910765,-0.0035537,0.0000000,-0.0899089,-0.2724829,4.0000000,0.1186316,1.0047190,5.5601873,-0.6635973,0.4818088
273,-12,-2.259151371150473,18.798669847536477,-12.9914083,-0.0030579,0.0000000,-0.1576473,-0.2213199,4.0000000,0.1822710,1.0049046,5.6700134,-0.6249109,0.5177997
274,-12,-2.251694731150473,18.798669847536477,-12.9917498,-0.0025620,0.0000000,-0.2536305,-0.1504842,4.0000000,0.2515263,1.0051086,5.7849545,-0.5524948,0.6076759
275,-12,-2.244238091150473,18.798669847536477,-12.9921103,-0.0021488,0.0000000,-0.3819587,-0.0538835,4.0000000,0.3222710,1.0053366,5.9090705,-0.4300379,0.7913697
276,-12,-2.236781451150473,18.798669847536477,-12.9925013,-0.0017355,0.0000000,-0.5480781,0.0738475,4.0000000,0.3866792,1.0056089,6.0541849,-0.2389842,1.1443334
277,-12,-2.229324811150473,18.798669847536477,-12.9929352,-0.0014050,0.0000000,-0.7416475,0.2315613,4.0000000,0.4209718,1.0059721,6.2391953,0.0421509,1.7407529
278,-12,-2.453024011150472,18.791213207536476,-12.9806137,-0.0034711,0.0000000,0.1026195,0.4472080,4.0000000,0.6104543,1.0043414,5.3376198,0.2839618,0.6077695
