OID_,RegI,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
1385,-12,-2.341174411150472,18.589883927536476,-12.9890471,0.0037190,37.1900826,-0.3222801,-0.2873813,4.0000000,-0.6862963,1.0055526,6.0178881,0.1115337,1.0019133
1386,-12,-2.333717771150472,18.589883927536476,-12.9895945,0.0045455,45.4545441,-0.3118059,-0.3103954,3.0000000,-0.7365397,1.0054152,5.9435782,0.1157488,1.0368450
1387,-12,-2.326261131150472,18.589883927536476,-12.9901524,-0.0045455,0.0000000,-0.2932018,-0.3351745,4.0000000,-0.7798297,1.0052799,5.8673406,0.1094808,1.0641938
1388,-12,-2.318804491150472,18.589883927536476,-12.9907179,-0.0037190,0.0000000,-0.2751626,-0.3578155,4.0000000,-0.8141580,1.0051502,5.7943635,0.0985270,1.0913130
1389,-12,-2.699093131150472,18.582427287536479,-12.9624557,-0.0028926,0.0000000,-0.3144810,-0.4385315,4.0000000,-1.0421486,1.0150203,9.8725710,0.1650855,1.5182494
1390,-12,-2.691636491150472,18.582427287536479,-12.9632807,-0.0022314,0.8264463,-0.2302903,-0.5042829,4.0000000,-1.1153020,1.0141504,9.5840693,0.1067361,1.6004339
1391,-12,-2.684179851150472,18.582427287536479,-12.9640894,-0.0015702,2.4793389,-0.1480578,-0.5561893,4.0000000,-1.1617348,1.0132536,9.2734814,0.0493562,1.6542199
1392,-12,-2.676723211150472,18.582427287536479,-12.9648771,-0.0008264,4.9586778,-0.0765783,-0.5925789,4.0000000,-1.1838660,1.0123560,8.9558544,-0.0012919,1.6726530
1393,-12,-2.669266571150472,18.582427287536479,-12.9656410,-0.0000826,8.2644625,-0.0121526,-0.6192805,4.0000000,-1.1898915,1.0114826,8.6349506,-0.0486695,1.6651610
1394,-12,-2.661809931150472,18.582427287536479,-12.9663801,0.0006612,12.3966942,0.0419808,-0.6361850,4.0000000,-1.1815431,1.0106463,8.3146105,-0.0908269,1.6321566
1395,-12,-2.654353291150472,18.582427287536479,-12.9670935,0.0014050,17.3553715,0.0831300,-0.6439022,4.0000000,-1.1619087,1.0098557,8.0005980,-0.1258957,1.5791323
1396,-12,-2.646896651150472,18.582427287536479,-12.9677801,0.0021488,23.1404953,0.1176785,-0.6457576,4.0000000,-1.1330087,1.0091175,7.6958709,-0.1585065,1.5092926
1397,-12,-2.639440011150472,18.582427287536479,-12.9684410,0.0028926,29.7520657,0.1544148,-0.6477200,4.0000000,-1.1028591,1.0084345,7.4039235,-0.1925808,1.4365726
1398,-12,-2.631983371150472,18.582427287536479,-12.9690762,0.0036364,36.3636360,0.1848495,-0.6442946,4.0000000,-1.0636092,1.0077969,7.1177545,-0.2249800,1.3487227
1399,-12,-2.624526731150472,18.582427287536479,-12.9696836,0.0043802,43.8016510,0.2068712,-0.6354271,4.0000000,-1.0161703,1.0072117,6.8453975,-0.2546838,1.2505671
1400,-12,-2.617070091150472,18.582427287536479,-12.9702654,-0.0047934,0.0000000,0.2098462,-0.6145697,4.0000000,-0.9539201,1.0066866,6.5903354,-0.2752191,1.1318610
1401,-12,-2.609613451150472,18.582427287536479,-12.9708223,-0.0040496,0.0000000,0.2119997,-0.5928157,4.0000000,-0.8886136,1.0062191,6.3575864,-0.2970178,1.0151868
1402,-12,-2.602156811150472,18.582427287536479,-12.9713564,-0.0033058,0.0000000,0.2106431,-0.5694448,4.0000000,-0.8219659,1.0058110,6.1464915,-0.3169236,0.9030538
1403,-12,-2.594700171150472,18.582427287536479,-12.9718685,-0.0026446,0.0000000,0.2185928,-0.5534562,4.0000000,-0.7628272,1.0054492,5.9518824,-0.3440853,0.8104564
1404,-12,-2.587243531150472,18.582427287536479,-12.9723587,-0.0020661,0.0000000,0.2158566,-0.5313010,4.0000000,-0.6971377,1.0051266,5.7735033,-0.3654642,0.7154328
1405,-12,-2.579786891150472,18.582427287536479,-12.9728279,-0.0015702,0.0000000,0.2008583,-0.5012885,4.0000000,-0.6214886,1.0048472,5.6121058,-0.3810885,0.6175401
1406,-12,-2.572330251150472,18.582427287536479,-12.9732771,-0.0011570,0.0000000,0.1709595,-0.4602514,4.0000000,-0.5309055,1.0046200,5.4794383,-0.3895973,0.5159827
1407,-12,-2.564873611150472,18.582427287536479,-12.9737101,-0.0008264,0.0000000,0.1315003,-0.4118289,4.0000000,-0.4311793,1.0044494,5.3769765,-0.3924786,0.4231043
1408,-12,-2.557416971150472,18.582427287536479,-12.9741297,-0.0005785,0.0000000,0.0800875,-0.3528841,4.0000000,-0.3169561,1.0043396,5.3106532,-0.3888122,0.3433644
1409,-12,-2.549960331150472,18.582427287536479,-12.9745407,-0.0003306,0.0000000,0.0255066,-0.2914428,4.0000000,-0.1989460,1.0043002,5.2871342,-0.3839395,0.2927805
1410,-12,-2.542503691150472,18.582427287536479,-12.9749498,-0.0001653,0.0000000,-0.0220990,-0.2377227,4.0000000,-0.0927995,1.0043303,5.3054452,-0.3826458,0.2737293
1411,-12,-2.535047051150472,18.582427287536479,-12.9753618,0.0000000,0.8264463,-0.0612151,-0.1956474,4.0000000,-0.0013907,1.0044129,5.3589602,-0.3899041,0.2790630
1412,-12,-2.527590411150472,18.582427287536479,-12.9757795,0.0002479,2.4793389,-0.0966452,-0.1618270,4.0000000,0.0770345,1.0045460,5.4415922,-0.4006886,0.3020608
1413,-12,-2.520133771150472,18.582427287536479,-12.9762068,0.0004959,4.9586778,-0.1322535,-0.1326358,4.0000000,0.1476505,1.0047308,5.5500360,-0.4129221,0.3398144
1414,-12,-2.512677131150472,18.582427287536479,-12.9766455,0.0008264,8.2644625,-0.1701909,-0.1056579,4.0000000,0.2134912,1.0049629,5.6854877,-0.4248070,0.3913610
1415,-12,-2.505220491150472,18.582427287536479,-12.9770985,0.0012397,12.3966942,-0.2051326,-0.0864517,4.0000000,0.2635842,1.0052445,5.8462758,-0.4364877,0.4481639
1416,-12,-2.497763851150472,18.582427287536479,-12.9775696,0.0017355,17.3553715,-0.2268270,-0.0837229,4.0000000,0.2879815,1.0055684,6.0265670,-0.4554274,0.4910971
1417,-12,-2.490307211150472,18.582427287536479,-12.9780598,0.0022314,22.3140488,-0.2307474,-0.1010631,4.0000000,0.2835198,1.0059090,6.2097073,-0.4856460,0.5124636
1418,-12,-2.482850571150472,18.582427287536479,-12.9785662,0.0028099,28.0991745,-0.2156787,-0.1343035,4.0000000,0.2540884,1.0062490,6.3880172,-0.5226955,0.5135705
1419,-12,-2.475393931150472,18.582427287536479,-12.9790869,0.0034711,34.7107430,-0.1817563,-0.1809798,4.0000000,0.2016640,1.0065696,6.5522685,-0.5636235,0.5039663
1420,-12,-2.467937291150472,18.582427287536479,-12.9796171,0.0041322,41.3223152,-0.1335570,-0.2313969,4.0000000,0.1359667,1.0068499,6.6898451,-0.5987605,0.4898874
1421,-12,-2.460480651150472,18.582427287536479,-12.9801521,-0.0051240,0.0000000,-0.0814874,-0.2778345,4.0000000,0.0657313,1.0070783,6.7995167,-0.6214003,0.4797470
1422,-12,-2.453024011150472,18.582427287536479,-12.9806871,-0.0044628,0.0000000,-0.0340775,-0.3147753,4.0000000,-0.0006029,1.0072559,6.8850546,-0.6289479,0.4722808
1423,-12,-2.445567371150472,18.582427287536479,-12.9812202,-0.0038017,0.0000000,0.0081542,-0.3441743,4.0000000,-0.0649582,1.0073870,6.9460535,-0.6233903,0.4654082
1424,-12,-2.438110731150472,18.582427287536479,-12.9817476,-0.0032231,0.0000000,0.0435059,-0.3655634,4.0000000,-0.1271072,1.0074692,6.9842157,-0.6040196,0.4557604
1425,-12,-2.430654091150472,18.582427287536479,-12.9822683,-0.0026446,0.0000000,0.0715996,-0.3828372,4.0000000,-0.1885590,1.0075020,6.9999585,-0.5771154,0.4519731
1426,-12,-2.423197451150472,18.582427287536479,-12.9827814,-0.0021488,0.0000000,0.0849830,-0.3907099,4.0000000,-0.2424143,1.0074883,6.9927711,-0.5390056,0.4504839
1427,-12,-2.415740811150473,18.582427287536479,-12.9832859,-0.0017355,0.0000000,0.0766625,-0.3863027,4.0000000,-0.2836187,1.0074356,6.9670086,-0.4889867,0.4545548
1428,-12,-2.408284171150473,18.582427287536479,-12.9837837,-0.0013223,0.0000000,0.0412870,-0.3664949,4.0000000,-0.3055441,1.0073552,6.9278049,-0.4274457,0.4669072
1429,-12,-2.400827531150473,18.582427287536479,-12.9842777,-0.0009917,0.0000000,-0.0121652,-0.3404236,4.0000000,-0.3202571,1.0072601,6.8824859,-0.3605902,0.5018193
1430,-12,-2.393370891150473,18.582427287536479,-12.9847708,-0.0006612,0.8264463,-0.0758734,-0.3126541,4.0000000,-0.3349746,1.0071576,6.8318763,-0.2903336,0.5588800
1431,-12,-2.385914251150473,18.582427287536479,-12.9852676,-0.0002479,2.4793389,-0.1381110,-0.2918690,4.0000000,-0.3598225,1.0070469,6.7789516,-0.2239155,0.6356938
1432,-12,-2.378457611150472,18.582427287536479,-12.9857721,0.0001653,4.9586778,-0.1956155,-0.2783030,4.0000000,-0.3970555,1.0069289,6.7227449,-0.1595504,0.7225511
1433,-12,-2.371000971150472,18.582427287536479,-12.9862862,0.0006612,8.2644625,-0.2432321,-0.2751373,4.0000000,-0.4458064,1.0068043,6.6604648,-0.1044681,0.8135717
1434,-12,-2.363544331150472,18.582427287536479,-12.9868107,0.0011570,12.3966942,-0.2814037,-0.2785122,4.0000000,-0.5014119,1.0066745,6.5958948,-0.0556126,0.8999972
1435,-12,-2.356087691150472,18.582427287536479,-12.9873476,0.0017355,17.3553715,-0.3060950,-0.2906285,4.0000000,-0.5633747,1.0065386,6.5286565,-0.0178823,0.9793605
1436,-12,-2.348631051150472,18.582427287536479,-12.9878960,0.0023140,23.1404953,-0.3165906,-0.3086248,4.0000000,-0.6236525,1.0063969,6.4576998,0.0064029,1.0454419
1437,-12,-2.341174411150472,18.582427287536479,-12.9884558,0.0029752,29.7520657,-0.3148344,-0.3300831,4.0000000,-0.6789815,1.0062586,6.3861771,0.0188154,1.0982660
1438,-12,-2.333717771150472,18.582427287536479,-12.9890270,0.0037190,37.1900826,-0.2954426,-0.3576648,4.0000000,-0.7310959,1.0061215,6.3169246,0.0157662,1.1364788
1439,-12,-2.326261131150472,18.582427287536479,-12.9896069,0.0045455,45.4545441,-0.2690513,-0.3862908,4.0000000,-0.7759258,1.0059824,6.2448411,0.0033442,1.1697114
1440,-12,-2.699093131150472,18.574970647536478,-12.9614391,-0.0037190,0.0000000,-0.2639391,-0.4180494,4.0000000,-0.9818364,1.0163053,10.2828789,0.1457376,1.3421658
1441,-12,-2.691636491150472,18.574970647536478,-12.9623022,-0.0030579,0.0000000,-0.1798559,-0.4944513,4.0000000,-1.0675848,1.0154352,10.0075455,0.0786822,1.4597794
1442,-12,-2.684179851150472,18.574970647536478,-12.9631472,-0.0023967,0.8264463,-0.0989911,-0.5556625,4.0000000,-1.1279465,1.0145206,9.7061510,0.0166215,1.5575237
1443,-12,-2.676723211150472,18.574970647536478,-12.9639711,-0.0016529,2.4793389,-0.0270117,-0.6012524,4.0000000,-1.1637447,1.0135950,9.3918047,-0.0387601,1.6223032
1444,-12,-2.669266571150472,18.574970647536478,-12.9647703,-0.0009091,4.9586778,0.0382526,-0.6353390,4.0000000,-1.1807889,1.0126814,9.0729532,-0.0898892,1.6547446
1445,-12,-2.661809931150472,18.574970647536478,-12.9655437,-0.0001653,8.2644625,0.0938655,-0.6604194,4.0000000,-1.1847886,1.0117983,8.7515230,-0.1360503,1.6659610
1446,-12,-2.654353291150472,18.574970647536478,-12.9662886,0.0005785,12.3966942,0.1368469,-0.6751887,4.0000000,-1.1751270,1.0109581,8.4350729,-0.1752503,1.6497657
1447,-12,-2.646896651150472,18.574970647536478,-12.9670067,0.0013223,17.3553715,0.1728806,-0.6846074,4.0000000,-1.1576864,1.0101689,8.1268072,-0.2115284,1.6195042
1448,-12,-2.639440011150472,18.574970647536478,-12.9676962,0.0020661,23.1404953,0.2112886,-0.6939253,4.0000000,-1.1394845,1.0094284,7.8266134,-0.2483661,1.5851867
1449,-12,-2.631983371150472,18.574970647536478,-12.9683580,0.0028099,28.9256191,0.2450246,-0.6983758,4.0000000,-1.1124972,1.0087295,7.5304637,-0.2842544,1.5333238
1450,-12,-2.624526731150472,18.574970647536478,-12.9689903,0.0035537,35.5371895,0.2704551,-0.6969381,4.0000000,-1.0762762,1.0080783,7.2454886,-0.3175999,1.4653456
1451,-12,-2.617070091150472,18.574970647536478,-12.9695950,0.0042975,42.9752083,0.2759213,-0.6830724,4.0000000,-1.0233815,1.0074890,6.9745388,-0.3427634,1.3685097
1452,-12,-2.609613451150472,18.574970647536478,-12.9701729,-0.0049587,0.0000000,0.2765292,-0.6651631,4.0000000,-0.9644425,1.0069628,6.7248926,-0.3658837,1.2621853
1453,-12,-2.602156811150472,18.574970647536478,-12.9707251,-0.0042149,0.0000000,0.2747378,-0.6461068,4.0000000,-0.9047242,1.0064931,6.4960985,-0.3874894,1.1584982
1454,-12,-2.594700171150472,18.574970647536478,-12.9712524,-0.0035537,0.0000000,0.2837925,-0.6332020,4.0000000,-0.8512219,1.0060736,6.2828240,-0.4151821,1.0683494
1455,-12,-2.587243531150472,18.574970647536478,-12.9717569,-0.0028926,0.0000000,0.2803599,-0.6129199,4.0000000,-0.7896986,1.0056956,6.0832677,-0.4361412,0.9685425
1456,-12,-2.579786891150472,18.574970647536478,-12.9722366,-0.0023140,0.0000000,0.2641937,-0.5845296,4.0000000,-0.7168354,1.0053626,5.9029746,-0.4522238,0.8597329
1457,-12,-2.572330251150472,18.574970647536478,-12.9726954,-0.0018182,0.0000000,0.2326194,-0.5460862,4.0000000,-0.6285089,1.0050867,5.7489915,-0.4636634,0.7443104
1458,-12,-2.564873611150472,18.574970647536478,-12.9731340,-0.0014050,0.0000000,0.1871804,-0.4978228,4.0000000,-0.5271540,1.0048698,5.6231170,-0.4684917,0.6295670
1459,-12,-2.557416971150472,18.574970647536478,-12.9735575,-0.0010744,0.0000000,0.1263826,-0.4375682,4.0000000,-0.4075985,1.0047193,5.5347896,-0.4675379,0.5222975
1460,-12,-2.549960331150472,18.574970647536478,-12.9739695,-0.0007438,0.0000000,0.0629855,-0.3750300,4.0000000,-0.2845615,1.0046380,5.4895668,-0.4654987,0.4434638
1461,-12,-2.542503691150472,18.574970647536478,-12.9743767,-0.0004959,0.0000000,0.0065519,-0.3189706,4.0000000,-0.1714025,1.0046285,5.4850020,-0.4665388,0.3994127
1462,-12,-2.535047051150472,18.574970647536478,-12.9747839,-0.0003306,0.0000000,-0.0410859,-0.2711287,4.0000000,-0.0694373,1.0046834,5.5173559,-0.4728203,0.3812087
1463,-12,-2.527590411150472,18.574970647536478,-12.9751949,-0.0000826,0.8264463,-0.0828796,-0.2312781,4.0000000,0.0194514,1.0047898,5.5814185,-0.4820077,0.3847685
1464,-12,-2.520133771150472,18.574970647536478,-12.9756117,0.0001653,2.4793389,-0.1234193,-0.1975052,4.0000000,0.0997921,1.0049477,5.6736169,-0.4948025,0.4085238
1465,-12,-2.512677131150472,18.574970647536478,-12.9760380,0.0004959,4.9586778,-0.1684301,-0.1637603,4.0000000,0.1782798,1.0051606,5.7937784,-0.5058004,0.4509951
1466,-12,-2.505220491150472,18.574970647536478,-12.9764776,0.0008264,8.2644625,-0.2104433,-0.1360918,4.0000000,0.2434888,1.0054272,5.9446874,-0.5156724,0.5035048
1467,-12,-2.497763851150472,18.574970647536478,-12.9769325,0.0012397,12.3966942,-0.2378375,-0.1258684,4.0000000,0.2812678,1.0057452,6.1183181,-0.5330046,0.5491333
1468,-12,-2.490307211150472,18.574970647536478,-12.9774055,0.0016529,16.5289249,-0.2440724,-0.1357031,4.0000000,0.2874000,1.0060894,6.3001337,-0.5588061,0.5727640
1469,-12,-2.482850571150472,18.574970647536478,-12.9778938,0.0021488,21.4876041,-0.2315617,-0.1604680,4.0000000,0.2682475,1.0064386,6.4803991,-0.5891836,0.5772422
1470,-12,-2.475393931150472,18.574970647536478,-12.9783964,0.0027273,27.2727280,-0.2009447,-0.1977010,4.0000000,0.2261776,1.0067768,6.6496639,-0.6215796,0.5689013
1471,-12,-2.467937291150472,18.574970647536478,-12.9789085,0.0033058,33.0578499,-0.1555684,-0.2401157,4.0000000,0.1674496,1.0070802,6.7976670,-0.6476809,0.5516286
1472,-12,-2.460480651150472,18.574970647536478,-12.9794264,0.0039669,39.6694221,-0.1073437,-0.2790386,4.0000000,0.1044942,1.0073402,6.9227209,-0.6625715,0.5353632
1473,-12,-2.453024011150472,18.574970647536478,-12.9799461,0.0046281,46.2809906,-0.0630393,-0.3106375,4.0000000,0.0432335,1.0075574,7.0237894,-0.6645085,0.5209497
1474,-12,-2.445567371150472,18.574970647536478,-12.9804649,-0.0047107,0.0000000,-0.0236401,-0.3351696,4.0000000,-0.0167796,1.0077329,7.1036658,-0.6535597,0.5054484
1475,-12,-2.438110731150472,18.574970647536478,-12.9809818,-0.0041322,0.0000000,0.0098318,-0.3545889,4.0000000,-0.0762801,1.0078627,7.1637487,-0.6328977,0.4923258
1476,-12,-2.430654091150472,18.574970647536478,-12.9814949,-0.0035537,0.0000000,0.0358416,-0.3691543,4.0000000,-0.1353767,1.0079433,7.2003899,-0.6029320,0.4830565
1477,-12,-2.423197451150472,18.574970647536478,-12.9820032,-0.0029752,0.0000000,0.0487622,-0.3772138,4.0000000,-0.1895136,1.0079743,7.2137737,-0.5649139,0.4822690
1478,-12,-2.415740811150473,18.574970647536478,-12.9825068,-0.0024793,0.0000000,0.0391481,-0.3737473,4.0000000,-0.2287221,1.0079629,7.2080293,-0.5187724,0.4924348
1479,-12,-2.408284171150473,18.574970647536478,-12.9830065,-0.0019835,0.0000000,0.0046509,-0.3585192,4.0000000,-0.2517337,1.0079236,7.1876349,-0.4653048,0.5185700
1480,-12,-2.400827531150473,18.574970647536478,-12.9835052,-0.0015702,0.0000000,-0.0495515,-0.3358287,4.0000000,-0.2666635,1.0078644,7.1601954,-0.4049938,0.5662588
1481,-12,-2.393370891150473,18.574970647536478,-12.9840069,-0.0012397,0.0000000,-0.1123064,-0.3150591,4.0000000,-0.2852751,1.0077932,7.1283708,-0.3448431,0.6406834
1482,-12,-2.385914251150473,18.574970647536478,-12.9845161,-0.0008264,0.8264463,-0.1745692,-0.2995639,4.0000000,-0.3141480,1.0077170,7.0928726,-0.2849798,0.7304877
1483,-12,-2.378457611150472,18.574970647536478,-12.9850349,-0.0004132,2.4793389,-0.2276456,-0.2944165,4.0000000,-0.3583385,1.0076315,7.0525479,-0.2304945,0.8279543
1484,-12,-2.371000971150472,18.574970647536478,-12.9855652,0.0000826,4.9586778,-0.2710614,-0.2972381,4.0000000,-0.4116985,1.0075362,7.0080805,-0.1827777,0.9249210
1485,-12,-2.363544331150472,18.574970647536478,-12.9861088,0.0005785,8.2644625,-0.3014732,-0.3094957,4.0000000,-0.4741529,1.0074325,6.9590678,-0.1448386,1.0188313
1486,-12,-2.356087691150472,18.574970647536478,-12.9866657,0.0011570,12.3966942,-0.3181877,-0.3278358,4.0000000,-0.5397393,1.0073195,6.9052181,-0.1159324,1.1019864
1487,-12,-2.348631051150472,18.574970647536478,-12.9872360,0.0017355,17.3553715,-0.3188584,-0.3532581,4.0000000,-0.6057971,1.0071944,6.8455124,-0.1007192,1.1751812
1488,-12,-2.341174411150472,18.574970647536478,-12.9878178,0.0023140,23.1404953,-0.3081912,-0.3802138,4.0000000,-0.6656459,1.0070609,6.7824240,-0.0947818,1.2349842
1489,-12,-2.333717771150472,18.574970647536478,-12.9884100,0.0029752,29.7520657,-0.2798287,-0.4128131,4.0000000,-0.7230588,1.0069245,6.7159624,-0.1025673,1.2832837
1490,-12,-2.699093131150472,18.567514007536477,-12.9603834,-0.0047107,0.0000000,-0.2100165,-0.3883115,4.0000000,-0.9021240,1.0175378,10.6621418,0.1255010,1.1273431
1491,-12,-2.691636491150472,18.567514007536477,-12.9612818,-0.0038843,0.0000000,-0.1304066,-0.4726396,4.0000000,-0.9981003,1.0167015,10.4053659,0.0528212,1.2693286
1492,-12,-2.684179851150472,18.567514007536477,-12.9621620,-0.0032231,0.0000000,-0.0492909,-0.5439947,4.0000000,-1.0719132,1.0157905,10.1198015,-0.0160761,1.4042667
1493,-12,-2.676723211150472,18.567514007536477,-12.9630203,-0.0024793,0.8264463,0.0253496,-0.5996253,4.0000000,-1.1207027,1.0148557,9.8158112,-0.0785479,1.5115037
1494,-12,-2.669266571150472,18.567514007536477,-12.9638529,-0.0017355,2.4793389,0.0922270,-0.6421849,4.0000000,-1.1496215,1.0139229,9.5038786,-0.1347483,1.5870532
1495,-12,-2.661809931150472,18.567514007536477,-12.9646578,-0.0009917,4.9586778,0.1502801,-0.6753430,4.0000000,-1.1645511,1.0130080,9.1884413,-0.1861349,1.6410137
1496,-12,-2.654353291150472,18.567514007536477,-12.9654341,-0.0002479,8.2644625,0.1972565,-0.6992339,4.0000000,-1.1666008,1.0121324,8.8741970,-0.2318669,1.6717168
1497,-12,-2.646896651150472,18.567514007536477,-12.9661808,0.0004959,12.3966942,0.2352361,-0.7161449,4.0000000,-1.1596758,1.0113050,8.5672264,-0.2726139,1.6837571
1498,-12,-2.639440011150472,18.567514007536477,-12.9668989,0.0012397,17.3553715,0.2747779,-0.7327366,4.0000000,-1.1529279,1.0105211,8.2665644,-0.3125454,1.6933842
1499,-12,-2.631983371150472,18.567514007536477,-12.9675875,0.0019835,22.3140488,0.3127524,-0.7466599,4.0000000,-1.1407447,1.0097737,7.9679995,-0.3525752,1.6920066
1500,-12,-2.624526731150472,18.567514007536477,-12.9682455,0.0027273,28.0991745,0.3400475,-0.7521170,4.0000000,-1.1158445,1.0090705,7.6757584,-0.3883895,1.6612968
1501,-12,-2.617070091150472,18.567514007536477,-12.9688740,0.0034711,34.7107430,0.3477231,-0.7456734,4.0000000,-1.0742863,1.0084215,7.3962398,-0.4170603,1.5977492
1502,-12,-2.609613451150472,18.567514007536477,-12.9694719,0.0041322,41.3223152,0.3467930,-0.7327965,4.0000000,-1.0237277,1.0078396,7.1354389,-0.4418654,1.5141529
1503,-12,-2.602156811150472,18.567514007536477,-12.9700441,-0.0051240,0.0000000,0.3469315,-0.7199841,4.0000000,-0.9729263,1.0073155,6.8934240,-0.4670419,1.4312781
1504,-12,-2.594700171150472,18.567514007536477,-12.9705887,-0.0044628,0.0000000,0.3554533,-0.7099233,4.0000000,-0.9254407,1.0068376,6.6656518,-0.4944060,1.3495835
1505,-12,-2.587243531150472,18.567514007536477,-12.9711084,-0.0038017,0.0000000,0.3539285,-0.6944382,4.0000000,-0.8702254,1.0064031,6.4491119,-0.5186510,1.2589687
1506,-12,-2.579786891150472,18.567514007536477,-12.9716015,-0.0032231,0.0000000,0.3367158,-0.6691531,4.0000000,-0.8017800,1.0060155,6.2504334,-0.5365263,1.1490096
1507,-12,-2.572330251150472,18.567514007536477,-12.9720707,-0.0026446,0.0000000,0.3039967,-0.6342927,4.0000000,-0.7192743,1.0056846,6.0757618,-0.5493110,1.0266708
1508,-12,-2.564873611150472,18.567514007536477,-12.9725180,-0.0021488,0.0000000,0.2548258,-0.5884040,4.0000000,-0.6201793,1.0054115,5.9276857,-0.5566288,0.8950579
1509,-12,-2.557416971150472,18.567514007536477,-12.9729462,-0.0017355,0.0000000,0.1874020,-0.5305145,4.0000000,-0.5018600,1.0052135,5.8159084,-0.5591691,0.7660319
1510,-12,-2.549960331150472,18.567514007536477,-12.9733620,-0.0013223,0.0000000,0.1144768,-0.4674050,4.0000000,-0.3759557,1.0050890,5.7464457,-0.5588542,0.6563097
1511,-12,-2.542503691150472,18.567514007536477,-12.9737692,-0.0009917,0.0000000,0.0473479,-0.4083161,4.0000000,-0.2557847,1.0050342,5.7183647,-0.5608475,0.5812086
1512,-12,-2.535047051150472,18.567514007536477,-12.9741726,-0.0007438,0.0000000,-0.0077980,-0.3591072,4.0000000,-0.1487594,1.0050516,5.7279305,-0.5694550,0.5391070
1513,-12,-2.527590411150472,18.567514007536477,-12.9745779,-0.0004959,0.0000000,-0.0566955,-0.3164082,4.0000000,-0.0530061,1.0051262,5.7699442,-0.5798101,0.5209559
1514,-12,-2.520133771150472,18.567514007536477,-12.9749861,-0.0002479,0.8264463,-0.1048774,-0.2770969,4.0000000,0.0365322,1.0052528,5.8430734,-0.5907260,0.5240900
1515,-12,-2.512677131150472,18.567514007536477,-12.9754019,0.0000826,2.4793389,-0.1595243,-0.2368384,4.0000000,0.1260972,1.0054399,5.9472117,-0.5997739,0.5515068
1516,-12,-2.505220491150472,18.567514007536477,-12.9758272,0.0004132,4.9586778,-0.2095451,-0.2033819,4.0000000,0.2031787,1.0056895,6.0812316,-0.6099424,0.5941005
1517,-12,-2.497763851150472,18.567514007536477,-12.9762669,0.0008264,8.2644625,-0.2439712,-0.1849378,4.0000000,0.2549909,1.0059937,6.2443924,-0.6248666,0.6358661
1518,-12,-2.490307211150472,18.567514007536477,-12.9767218,0.0011570,11.5702477,-0.2556452,-0.1853338,4.0000000,0.2750592,1.0063313,6.4202952,-0.6457269,0.6608525
1519,-12,-2.482850571150472,18.567514007536477,-12.9771919,0.0015702,15.7024794,-0.2473356,-0.2006515,4.0000000,0.2675042,1.0066830,6.5983448,-0.6688073,0.6682986
1520,-12,-2.475393931150472,18.567514007536477,-12.9776745,0.0020661,20.6611576,-0.2189557,-0.2279419,4.0000000,0.2348486,1.0070314,6.7703214,-0.6907325,0.6580521
1521,-12,-2.467937291150472,18.567514007536477,-12.9781685,0.0025620,25.6198349,-0.1775318,-0.2626088,4.0000000,0.1855646,1.0073568,6.9257588,-0.7107822,0.6426316
1522,-12,-2.460480651150472,18.567514007536477,-12.9786682,0.0031405,31.4049587,-0.1339605,-0.2937924,4.0000000,0.1324421,1.0076497,7.0606666,-0.7200269,0.6243368
1523,-12,-2.453024011150472,18.567514007536477,-12.9791718,0.0037190,37.1900826,-0.0942545,-0.3176502,4.0000000,0.0804783,1.0079042,7.1787372,-0.7157787,0.6029006
1524,-12,-2.445567371150472,18.567514007536477,-12.9796762,0.0043802,43.8016510,-0.0580783,-0.3368514,4.0000000,0.0271891,1.0081191,7.2777781,-0.7008920,0.5806475
1525,-12,-2.438110731150472,18.567514007536477,-12.9801807,-0.0050413,0.0000000,-0.0274811,-0.3521407,4.0000000,-0.0271473,1.0082971,7.3554597,-0.6771342,0.5617348
1526,-12,-2.430654091150472,18.567514007536477,-12.9806843,-0.0044628,0.0000000,-0.0027364,-0.3652247,4.0000000,-0.0830685,1.0084283,7.4130731,-0.6473810,0.5503396
1527,-12,-2.423197451150472,18.567514007536477,-12.9811869,-0.0038843,0.0000000,0.0079972,-0.3722942,4.0000000,-0.1329387,1.0085073,7.4482903,-0.6116498,0.5507886
1528,-12,-2.415740811150473,18.567514007536477,-12.9816875,-0.0033884,0.0000000,-0.0019765,-0.3709804,4.0000000,-0.1710031,1.0085413,7.4616981,-0.5709577,0.5684751
1529,-12,-2.408284171150473,18.567514007536477,-12.9821882,-0.0028099,0.0000000,-0.0378699,-0.3581486,4.0000000,-0.1938927,1.0085450,7.4631543,-0.5224046,0.6051079
1530,-12,-2.400827531150473,18.567514007536477,-12.9826918,-0.0023140,0.0000000,-0.0913531,-0.3407577,4.0000000,-0.2115308,1.0085303,7.4553227,-0.4699845,0.6664689
1531,-12,-2.393370891150473,18.567514007536477,-12.9832020,-0.0019008,0.0000000,-0.1543020,-0.3231167,4.0000000,-0.2305633,1.0085038,7.4436674,-0.4156702,0.7491654
