OID_,RegC,X,Y,DEM_Large_S3_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
4685,-13,-3.660999691150471,18.127572247536481,-13.0104704,-0.0047934,0.0000000,0.0286330,-0.4022386,4.0000000,-0.3972721,1.0156113,10.0458374,-0.4072052,0.6274269
4686,-13,-3.653543051150471,18.127572247536481,-13.0096083,0.0042975,43.8016510,0.0878643,-0.4633960,4.0000000,-0.4444732,1.0157279,10.0836086,-0.4823188,0.7261700
4687,-13,-3.646086411150471,18.127572247536481,-13.0087404,0.0033884,36.3636360,0.1465264,-0.5177735,4.0000000,-0.4887183,1.0158910,10.1358891,-0.5468287,0.8281810
4688,-13,-3.638629771150471,18.127572247536481,-13.0078611,0.0024793,29.7520657,0.1896983,-0.5582589,4.0000000,-0.5222526,1.0160990,10.2007704,-0.5942652,0.9218918
4689,-13,-3.631173131150471,18.127572247536481,-13.0069695,0.0015702,23.1404953,0.2082537,-0.5822949,4.0000000,-0.5409390,1.0163234,10.2723303,-0.6236507,0.9995669
4690,-13,-3.623716491150471,18.127572247536481,-13.0060635,0.0006612,17.3553715,0.2047934,-0.5914135,4.0000000,-0.5431514,1.0165304,10.3395882,-0.6396755,1.0528728
4691,-13,-3.616259851150471,18.127572247536481,-13.0051460,-0.0002479,12.3966942,0.1921047,-0.5943933,4.0000000,-0.5390655,1.0167241,10.3994398,-0.6497210,1.0952482
4692,-13,-3.608803211150471,18.127572247536481,-13.0042162,-0.0011570,8.2644625,0.1767664,-0.5950432,4.0000000,-0.5323237,1.0168920,10.4497652,-0.6577629,1.1313922
4693,-13,-3.601346571150471,18.127572247536481,-13.0032768,-0.0020661,4.9586778,0.1622168,-0.5957072,4.0000000,-0.5266644,1.0170252,10.4916172,-0.6647500,1.1659319
4694,-13,-3.593889931150471,18.127572247536481,-13.0023279,-0.0029752,2.4793389,0.1525929,-0.5968555,4.0000000,-0.5220722,1.0171396,10.5280323,-0.6716388,1.1924024
4695,-13,-3.586433291150471,18.127572247536481,-13.0013714,-0.0039669,0.8264463,0.1333710,-0.5932882,4.0000000,-0.5127337,1.0172428,10.5593004,-0.6738427,1.2153659
4696,-13,-3.578976651150471,18.127572247536481,-13.0004053,-0.0050413,0.0000000,0.0956223,-0.5802893,5.0000000,-0.4937454,1.0173099,10.5817633,-0.6668332,1.2308254
4697,-12,-3.571520011150471,18.127572247536481,-12.9994345,0.0040496,42.1487617,0.0369833,-0.5572075,5.0000000,-0.4628787,1.0173163,10.5864687,-0.6515363,1.2436467
4698,-12,-3.564063371150471,18.127572247536481,-12.9984608,0.0031405,34.7107430,-0.0349228,-0.5261694,5.0000000,-0.4227121,1.0172576,10.5695562,-0.6296267,1.2530478
4699,-12,-3.556606731150471,18.127572247536481,-12.9974890,0.0022314,28.0991745,-0.1109288,-0.4921521,5.0000000,-0.3774609,1.0171170,10.5276451,-0.6068432,1.2664858
4700,-12,-3.549150091150471,18.127572247536481,-12.9965219,0.0012397,21.4876041,-0.1819981,-0.4586617,5.0000000,-0.3320001,1.0168993,10.4610806,-0.5853233,1.2810109
4701,-12,-3.541693451150471,18.127572247536481,-12.9955635,0.0003306,15.7024794,-0.2403679,-0.4284835,5.0000000,-0.2911069,1.0166101,10.3727989,-0.5658602,1.2898631
4702,-12,-3.534236811150471,18.127572247536481,-12.9946175,-0.0005785,10.7438021,-0.2901233,-0.3985139,4.0000000,-0.2517756,1.0162678,10.2671757,-0.5452521,1.2887164
4703,-12,-3.526780171150471,18.127572247536481,-12.9936867,-0.0014876,6.6115704,-0.3270420,-0.3703905,4.0000000,-0.2160877,1.0158864,10.1479034,-0.5246934,1.2736378
4704,-12,-3.519323531150471,18.127572247536481,-12.9927731,-0.0023967,3.3057852,-0.3561125,-0.3424752,4.0000000,-0.1801899,1.0154796,10.0193825,-0.5047606,1.2491620
4705,-12,-3.511866891150471,18.127572247536481,-12.9918776,-0.0033058,0.8264463,-0.3794121,-0.3119286,4.0000000,-0.1398215,1.0150533,9.8831320,-0.4840357,1.2120768
4706,-12,-3.504410251150471,18.127572247536481,-12.9910040,-0.0041322,0.0000000,-0.3910737,-0.2816092,4.0000000,-0.0970567,1.0146016,9.7350149,-0.4661618,1.1587406
4707,-12,-3.496953611150472,18.127572247536481,-12.9901524,-0.0048760,0.0000000,-0.3726160,-0.2626583,4.0000000,-0.0659416,1.0141404,9.5799456,-0.4593750,1.0741456
4708,-12,-3.489496971150472,18.127572247536481,-12.9893236,0.0042975,42.9752083,-0.3221976,-0.2578918,4.0000000,-0.0538920,1.0137020,9.4320993,-0.4618915,0.9554067
4709,-12,-3.482040331150472,18.127572247536481,-12.9885149,0.0034711,35.5371895,-0.2490163,-0.2661498,4.0000000,-0.0601375,1.0133165,9.2990837,-0.4721620,0.8178004
4710,-12,-3.474583691150471,18.127572247536481,-12.9877234,0.0027273,28.9256191,-0.1679162,-0.2824303,4.0000000,-0.0808085,1.0130011,9.1889076,-0.4840520,0.6835116
4711,-12,-3.467127051150471,18.127572247536481,-12.9869432,0.0019835,23.1404953,-0.0892901,-0.3024884,4.0000000,-0.1080994,1.0127620,9.1056767,-0.4968774,0.5667257
4712,-12,-3.459670411150471,18.127572247536481,-12.9861689,0.0011570,17.3553715,-0.0187434,-0.3239433,4.0000000,-0.1388604,1.0125996,9.0478935,-0.5090263,0.4745044
4713,-12,-3.452213771150471,18.127572247536481,-12.9853945,0.0003306,12.3966942,0.0366029,-0.3434753,4.0000000,-0.1666012,1.0125167,9.0189886,-0.5203494,0.4127792
4714,-12,-3.444757131150471,18.127572247536481,-12.9846144,-0.0004959,8.2644625,0.0747001,-0.3584988,4.0000000,-0.1850830,1.0124973,9.0122089,-0.5319145,0.3768728
4715,-12,-3.437300491150471,18.127572247536481,-12.9838238,-0.0013223,4.9586778,0.1026936,-0.3740107,4.0000000,-0.2008147,1.0125333,9.0248690,-0.5472067,0.3655671
4716,-12,-3.429843851150471,18.127572247536481,-12.9830189,-0.0021488,2.4793389,0.1229634,-0.3933552,4.0000000,-0.2158461,1.0126452,9.0642195,-0.5708642,0.3849553
4717,-12,-3.422387211150471,18.127572247536481,-12.9821920,-0.0030579,0.8264463,0.1326542,-0.4122351,5.0000000,-0.2250348,1.0128318,9.1299162,-0.5994354,0.4279835
4718,-12,-3.414930571150471,18.127572247536481,-12.9813404,-0.0039669,0.0000000,0.1310578,-0.4265855,5.0000000,-0.2246588,1.0130925,9.2211943,-0.6285122,0.4813765
4719,-12,-3.407473931150471,18.127572247536481,-12.9804583,-0.0048760,0.0000000,0.1184350,-0.4333341,4.0000000,-0.2101110,1.0134267,9.3369904,-0.6565572,0.5317138
4720,-12,-3.400017291150471,18.127572247536481,-12.9795418,0.0042975,42.9752083,0.0976223,-0.4322766,4.0000000,-0.1814409,1.0138063,9.4684772,-0.6831122,0.5709804
4721,-12,-3.392560651150471,18.127572247536481,-12.9785910,0.0033884,34.7107430,0.0753392,-0.4324844,4.0000000,-0.1492254,1.0142245,9.6077652,-0.7157433,0.6178001
4722,-12,-3.385104011150471,18.127572247536481,-12.9776030,0.0023967,27.2727280,0.0526599,-0.4365846,4.0000000,-0.1151565,1.0146903,9.7605152,-0.7580127,0.6794791
4723,-12,-3.377647371150471,18.127572247536481,-12.9765759,0.0014050,20.6611576,0.0282855,-0.4366443,4.0000000,-0.0770071,1.0152007,9.9285450,-0.7962815,0.7301620
4724,-12,-3.370190731150471,18.127572247536481,-12.9755077,0.0003306,14.8760328,0.0049243,-0.4371991,4.0000000,-0.0401606,1.0157372,10.0985098,-0.8342375,0.7806410
4725,-12,-3.362734091150471,18.127572247536481,-12.9743996,-0.0008264,9.9173555,-0.0167833,-0.4406209,4.0000000,-0.0062422,1.0163126,10.2782221,-0.8749996,0.8383080
4726,-12,-3.355277451150471,18.127572247536481,-12.9732485,-0.0021488,5.7851238,-0.0377512,-0.4428209,4.0000000,0.0257489,1.0169303,10.4698849,-0.9113907,0.8902843
4727,-12,-3.347820811150471,18.127572247536481,-12.9720545,-0.0033884,2.4793389,-0.0612694,-0.4359360,4.0000000,0.0595109,1.0175656,10.6615047,-0.9313829,0.9146761
4728,-12,-3.340364171150471,18.127572247536481,-12.9708176,-0.0044628,0.8264463,-0.0823385,-0.4251416,4.0000000,0.0872393,1.0182047,10.8507051,-0.9375224,0.9209035
4729,-12,-3.332907531150472,18.127572247536481,-12.9695396,0.0044628,45.4545441,-0.1021073,-0.4106754,4.0000000,0.1085834,1.0188162,11.0296926,-0.9299342,0.9132581
4730,-12,-3.325450891150472,18.127572247536481,-12.9682236,0.0033058,36.3636360,-0.1196854,-0.3941874,4.0000000,0.1222615,1.0194085,11.1983290,-0.9106364,0.8965698
4731,-12,-3.317994251150472,18.127572247536481,-12.9668694,0.0019008,27.2727280,-0.1344674,-0.3708691,4.0000000,0.1287620,1.0199736,11.3582602,-0.8705002,0.8554620
4732,-12,-3.310537611150472,18.127572247536481,-12.9654818,0.0002479,19.0082645,-0.1441469,-0.3421203,4.0000000,0.1258257,1.0204698,11.4971533,-0.8100663,0.7928065
4733,-12,-3.303080971150472,18.127572247536481,-12.9640636,-0.0013223,12.3966942,-0.1510182,-0.3075547,4.0000000,0.1183737,1.0208927,11.6136360,-0.7334831,0.7160461
4734,-12,-3.295624331150472,18.127572247536481,-12.9626207,-0.0028099,6.6115704,-0.1535980,-0.2714751,4.0000000,0.1058943,1.0212406,11.7085075,-0.6488446,0.6364781
4735,-12,-3.288167691150472,18.127572247536481,-12.9611549,-0.0041322,2.4793389,-0.1511616,-0.2367580,4.0000000,0.0885372,1.0214972,11.7751007,-0.5620533,0.5593430
4736,-12,-3.280711051150472,18.127572247536481,-12.9596729,0.0047107,47.1074371,-0.1446541,-0.2003381,4.0000000,0.0693815,1.0216681,11.8250008,-0.4700577,0.4802716
4737,-12,-3.273254411150472,18.127572247536481,-12.9581785,0.0034711,38.0165291,-0.1330869,-0.1644137,4.0000000,0.0502019,1.0217583,11.8482399,-0.3790293,0.4014933
4738,-12,-3.265797771150472,18.127572247536481,-12.9566746,0.0019008,28.9256191,-0.1167057,-0.1320319,4.0000000,0.0280927,1.0217799,11.8507156,-0.2921564,0.3265380
4739,-12,-3.258341131150472,18.127572247536481,-12.9551649,0.0000826,19.8347111,-0.0988848,-0.1025761,4.0000000,0.0080068,1.0217352,11.8422575,-0.2131591,0.2593293
4740,-12,-3.250884491150472,18.127572247536481,-12.9536533,-0.0016529,11.5702477,-0.0829634,-0.0708200,4.0000000,-0.0078672,1.0216315,11.8133783,-0.1337729,0.2018029
4741,-12,-3.243427851150471,18.127572247536481,-12.9521418,-0.0032231,4.9586778,-0.0678496,-0.0472568,4.0000000,-0.0220580,1.0214727,11.7687988,-0.0724557,0.1572457
4742,-12,-3.235971211150471,18.127572247536481,-12.9506350,-0.0045455,0.8264463,-0.0551809,-0.0300129,4.0000000,-0.0324026,1.0212786,11.7182531,-0.0276231,0.1239972
4743,-12,-3.228514571150471,18.127572247536481,-12.9491320,0.0044628,44.6280975,-0.0453474,-0.0167315,4.0000000,-0.0369009,1.0210806,11.6634207,0.0034378,0.0998684
4744,-12,-3.221057931150471,18.127572247536481,-12.9476347,0.0031405,35.5371895,-0.0394974,-0.0066072,4.0000000,-0.0395257,1.0208685,11.6045246,0.0263113,0.0860284
4745,-12,-3.213601291150471,18.127572247536481,-12.9461432,0.0013223,26.4462814,-0.0358136,-0.0027723,4.0000000,-0.0397413,1.0206417,11.5425739,0.0341966,0.0777808
4746,-12,-3.206144651150471,18.127572247536481,-12.9446592,-0.0004959,17.3553715,-0.0354289,-0.0023348,4.0000000,-0.0381331,1.0204246,11.4825983,0.0334634,0.0768669
4747,-12,-3.198688011150471,18.127572247536481,-12.9431810,-0.0023140,8.2644625,-0.0378691,-0.0117385,4.0000000,-0.0367643,1.0202169,11.4235830,0.0132872,0.0826986
4748,-12,-3.191231371150471,18.127572247536481,-12.9417095,-0.0038017,2.4793389,-0.0444341,-0.0309580,4.0000000,-0.0371107,1.0200398,11.3722668,-0.0248054,0.1003882
4749,-12,-3.183774731150471,18.127572247536481,-12.9402409,-0.0049587,0.0000000,-0.0556054,-0.0607182,4.0000000,-0.0390525,1.0199170,11.3372355,-0.0823840,0.1360703
4750,-12,-3.176318091150471,18.127572247536481,-12.9387741,0.0041322,41.3223152,-0.0722767,-0.0978308,4.0000000,-0.0458101,1.0198523,11.3175392,-0.1498514,0.1969328
4751,-12,-3.168861451150471,18.127572247536481,-12.9373055,0.0026446,32.2314034,-0.0936868,-0.1410718,4.0000000,-0.0578944,1.0198766,11.3239937,-0.2242493,0.2868688
4752,-12,-3.161404811150471,18.127572247536481,-12.9358311,0.0008264,23.1404953,-0.1212386,-0.1803054,4.0000000,-0.0767828,1.0199925,11.3570271,-0.2838280,0.4000568
4753,-12,-3.153948171150471,18.127572247536481,-12.9343462,-0.0009917,14.0495872,-0.1545351,-0.2148129,4.0000000,-0.1021201,1.0201710,11.4054747,-0.3275057,0.5305629
4754,-12,-3.146491531150471,18.127572247536481,-12.9328508,-0.0028099,4.9586778,-0.1885792,-0.2469705,4.0000000,-0.1345461,1.0204020,11.4698019,-0.3593948,0.6686044
4755,-12,-3.139034891150471,18.127572247536481,-12.9313421,-0.0042149,0.0000000,-0.2184809,-0.2791788,4.0000000,-0.1731271,1.0207039,11.5524454,-0.3852305,0.8074977
4756,-12,-3.131578251150471,18.127572247536481,-12.9298172,0.0048760,48.7603302,-0.2427156,-0.3049910,4.0000000,-0.2151892,1.0210757,11.6550131,-0.3947929,0.9272597
4757,-12,-3.124121611150471,18.127572247536481,-12.9282751,0.0037190,39.6694221,-0.2570562,-0.3258725,4.0000000,-0.2592949,1.0215142,11.7734280,-0.3924501,1.0184280
4758,-12,-3.116664971150471,18.127572247536481,-12.9267130,0.0019008,30.5785122,-0.2692744,-0.3275862,4.0000000,-0.2982372,1.0220045,11.9084368,-0.3569352,1.0541936
4759,-12,-3.109208331150471,18.127572247536481,-12.9251318,0.0000826,21.4876041,-0.2816172,-0.3083417,4.0000000,-0.3297105,1.0224891,12.0406685,-0.2869729,1.0328290
4760,-12,-3.101751691150472,18.127572247536481,-12.9235334,-0.0017355,12.3966942,-0.2916411,-0.2690413,4.0000000,-0.3498496,1.0229006,12.1490221,-0.1882331,0.9600812
4761,-12,-3.094295051150472,18.127572247536481,-12.9219227,-0.0035537,3.3057852,-0.2976499,-0.2155192,4.0000000,-0.3564098,1.0232079,12.2343721,-0.0746287,0.8625445
4762,-12,-3.086838411150472,18.127572247536481,-12.9203043,-0.0047934,0.0000000,-0.2993926,-0.1462094,4.0000000,-0.3469625,1.0233756,12.2790174,0.0545438,0.7567710
4763,-12,-3.079381771150472,18.127572247536481,-12.9186840,0.0041322,42.9752083,-0.2931400,-0.0682280,4.0000000,-0.3238442,1.0233656,12.2779608,0.1873881,0.6672651
4764,-13,-3.653543051150471,18.120115607536480,-13.0085783,0.0032231,35.5371895,0.0740603,-0.5014610,4.0000000,-0.5067090,1.0167061,10.3897600,-0.4962131,0.9170362
4765,-13,-3.646086411150471,18.120115607536480,-13.0077066,0.0023140,28.9256191,0.1431388,-0.5586472,4.0000000,-0.5461899,1.0169145,10.4540558,-0.5711044,1.0280668
4766,-13,-3.638629771150471,18.120115607536480,-13.0068254,0.0014050,23.1404953,0.1927352,-0.5998430,4.0000000,-0.5720655,1.0171577,10.5289516,-0.6276205,1.1258606
4767,-13,-3.631173131150471,18.120115607536480,-13.0059309,0.0004959,17.3553715,0.2136535,-0.6232139,4.0000000,-0.5813466,1.0174077,10.6080580,-0.6650813,1.2033166
4768,-13,-3.623716491150471,18.120115607536480,-13.0050249,-0.0004132,12.3966942,0.2079471,-0.6298178,4.0000000,-0.5732741,1.0176394,10.6775532,-0.6863617,1.2506958
4769,-13,-3.616259851150471,18.120115607536480,-13.0041065,-0.0013223,8.2644625,0.1933152,-0.6300476,4.0000000,-0.5601063,1.0178438,10.7384224,-0.6999888,1.2830209
4770,-13,-3.608803211150471,18.120115607536480,-13.0031767,-0.0022314,4.9586778,0.1761424,-0.6269886,4.0000000,-0.5450373,1.0180081,10.7886782,-0.7089399,1.3030670
4771,-13,-3.601346571150471,18.120115607536480,-13.0022383,-0.0031405,2.4793389,0.1588956,-0.6215737,4.0000000,-0.5294610,1.0181409,10.8297825,-0.7136863,1.3108203
4772,-13,-3.593889931150471,18.120115607536480,-13.0012913,-0.0040496,0.8264463,0.1481280,-0.6180530,4.0000000,-0.5176288,1.0182581,10.8624620,-0.7184772,1.3149775
4773,-13,-3.586433291150471,18.120115607536480,-13.0003357,-0.0050413,0.0000000,0.1261116,-0.6079477,4.0000000,-0.4983346,1.0183508,10.8922014,-0.7175609,1.3087848
4774,-12,-3.578976651150471,18.120115607536480,-12.9993734,0.0039669,42.1487617,0.0849672,-0.5875050,4.0000000,-0.4683563,1.0184023,10.9099054,-0.7066537,1.2918712
4775,-12,-3.571520011150471,18.120115607536480,-12.9984055,0.0030579,34.7107430,0.0221439,-0.5556018,4.0000000,-0.4243726,1.0183961,10.9095182,-0.6868311,1.2696013
4776,-12,-3.564063371150471,18.120115607536480,-12.9974356,0.0021488,28.0991745,-0.0492469,-0.5190678,4.0000000,-0.3742417,1.0183158,10.8872461,-0.6638941,1.2535192
4777,-12,-3.556606731150471,18.120115607536480,-12.9964676,0.0012397,22.3140488,-0.1231188,-0.4790894,4.0000000,-0.3183311,1.0181491,10.8385067,-0.6398478,1.2397033
4778,-12,-3.549150091150471,18.120115607536480,-12.9955063,0.0002479,16.5289249,-0.1899082,-0.4410373,4.0000000,-0.2637876,1.0179009,10.7653332,-0.6182869,1.2314821
4779,-12,-3.541693451150471,18.120115607536480,-12.9945545,-0.0006612,11.5702477,-0.2443504,-0.4060398,4.0000000,-0.2131375,1.0175812,10.6720190,-0.5989422,1.2197081
4780,-12,-3.534236811150471,18.120115607536480,-12.9936161,-0.0015702,7.4380164,-0.2870561,-0.3747766,4.0000000,-0.1679870,1.0172126,10.5606613,-0.5815662,1.2051659
4781,-12,-3.526780171150471,18.120115607536480,-12.9926920,-0.0024793,4.1322312,-0.3170212,-0.3453315,4.0000000,-0.1269629,1.0168053,10.4363394,-0.5637001,1.1771625
4782,-12,-3.519323531150471,18.120115607536480,-12.9917860,-0.0033884,1.6528926,-0.3438599,-0.3137154,4.0000000,-0.0830761,1.0163685,10.3027191,-0.5443548,1.1441648
4783,-12,-3.511866891150471,18.120115607536480,-12.9908981,-0.0042975,0.0000000,-0.3670450,-0.2804044,4.0000000,-0.0360647,1.0159045,10.1578341,-0.5247440,1.1079212
4784,-12,-3.504410251150471,18.120115607536480,-12.9900312,-0.0050413,0.0000000,-0.3797623,-0.2496785,4.0000000,0.0108025,1.0154041,9.9990568,-0.5101594,1.0642415
4785,-12,-3.496953611150472,18.120115607536480,-12.9891882,0.0042149,42.1487617,-0.3629782,-0.2302629,4.0000000,0.0441981,1.0148909,9.8319397,-0.5047240,0.9874148
4786,-12,-3.489496971150472,18.120115607536480,-12.9883680,0.0033884,34.7107430,-0.3163316,-0.2275959,4.0000000,0.0539485,1.0144007,9.6688671,-0.5091404,0.8816748
4787,-12,-3.482040331150472,18.120115607536480,-12.9875689,0.0025620,28.0991745,-0.2488917,-0.2383817,4.0000000,0.0423032,1.0139596,9.5202932,-0.5190665,0.7587095
4788,-12,-3.474583691150471,18.120115607536480,-12.9867859,0.0018182,22.3140488,-0.1746673,-0.2562357,4.0000000,0.0168206,1.0135844,9.3929653,-0.5292920,0.6380442
4789,-12,-3.467127051150471,18.120115607536480,-12.9860144,0.0010744,17.3553715,-0.1034598,-0.2776339,4.0000000,-0.0157771,1.0132854,9.2894316,-0.5394907,0.5351923
4790,-12,-3.459670411150471,18.120115607536480,-12.9852495,0.0002479,12.3966942,-0.0390368,-0.3021270,4.0000000,-0.0527077,1.0130602,9.2102947,-0.5515465,0.4586768
4791,-12,-3.452213771150471,18.120115607536480,-12.9844847,-0.0005785,8.2644625,0.0107909,-0.3230506,4.0000000,-0.0847386,1.0129102,9.1584425,-0.5613626,0.4085038
4792,-12,-3.444757131150471,18.120115607536480,-12.9837141,-0.0014050,4.9586778,0.0456636,-0.3399496,4.0000000,-0.1088593,1.0128239,9.1291523,-0.5710399,0.3820246
4793,-12,-3.437300491150471,18.120115607536480,-12.9829350,-0.0022314,2.4793389,0.0730089,-0.3592667,4.0000000,-0.1317476,1.0127969,9.1171227,-0.5867857,0.3809643
4794,-12,-3.429843851150471,18.120115607536480,-12.9821405,-0.0030579,0.8264463,0.0949054,-0.3826430,4.0000000,-0.1556959,1.0128455,9.1333141,-0.6095900,0.4073857
4795,-12,-3.422387211150471,18.120115607536480,-12.9813261,-0.0039669,0.0000000,0.1078652,-0.4053127,4.0000000,-0.1742955,1.0129715,9.1772175,-0.6363299,0.4547150
4796,-12,-3.414930571150471,18.120115607536480,-12.9804859,-0.0048760,0.0000000,0.1094362,-0.4217935,5.0000000,-0.1809337,1.0131748,9.2484827,-0.6626533,0.5082073
4797,-12,-3.407473931150471,18.120115607536480,-12.9796162,0.0042975,42.9752083,0.1010487,-0.4304217,5.0000000,-0.1740883,1.0134510,9.3451462,-0.6867552,0.5562882
4798,-12,-3.400017291150471,18.120115607536480,-12.9787140,0.0034711,35.5371895,0.0835411,-0.4295680,4.0000000,-0.1517202,1.0137796,9.4567671,-0.7074157,0.5895628
4799,-12,-3.392560651150471,18.120115607536480,-12.9777765,0.0025620,28.0991745,0.0642743,-0.4294938,4.0000000,-0.1252833,1.0141420,9.5783348,-0.7337041,0.6292134
4800,-12,-3.385104011150471,18.120115607536480,-12.9768038,0.0015702,21.4876041,0.0435734,-0.4316286,4.0000000,-0.0960175,1.0145502,9.7144384,-0.7672397,0.6797320
4801,-12,-3.377647371150471,18.120115607536480,-12.9757929,0.0005785,15.7024794,0.0225332,-0.4325947,4.0000000,-0.0641768,1.0150082,9.8639584,-0.8010126,0.7268147
4802,-12,-3.370190731150471,18.120115607536480,-12.9747429,-0.0004959,10.7438021,0.0025492,-0.4335674,4.0000000,-0.0330100,1.0154946,10.0194111,-0.8341247,0.7718157
4803,-12,-3.362734091150471,18.120115607536480,-12.9736528,-0.0016529,6.6115704,-0.0157704,-0.4361962,4.0000000,-0.0045259,1.0160210,10.1861029,-0.8678665,0.8195124
4804,-12,-3.355277451150471,18.120115607536480,-12.9725218,-0.0028926,3.3057852,-0.0325611,-0.4376024,4.0000000,0.0222383,1.0165905,10.3628206,-0.8974431,0.8598028
4805,-12,-3.347820811150471,18.120115607536480,-12.9713488,-0.0040496,0.8264463,-0.0518595,-0.4320838,4.0000000,0.0512373,1.0171734,10.5423393,-0.9154050,0.8805081
4806,-12,-3.340364171150471,18.120115607536480,-12.9701357,-0.0050413,0.0000000,-0.0709795,-0.4207667,4.0000000,0.0768417,1.0177613,10.7197990,-0.9183751,0.8810816
4807,-12,-3.332907531150472,18.120115607536480,-12.9688816,0.0038843,40.4958687,-0.0877885,-0.4091226,4.0000000,0.0949216,1.0183351,10.8861427,-0.9131668,0.8771487
4808,-12,-3.325450891150472,18.120115607536480,-12.9675903,0.0026446,31.4049587,-0.1017913,-0.3963956,4.0000000,0.1047546,1.0188855,11.0476351,-0.8975458,0.8653200
4809,-12,-3.317994251150472,18.120115607536480,-12.9662638,0.0012397,23.1404953,-0.1142642,-0.3766159,4.0000000,0.1088326,1.0194148,11.2008057,-0.8620644,0.8297452
4810,-12,-3.310537611150472,18.120115607536480,-12.9649029,-0.0004132,15.7024794,-0.1256959,-0.3502777,4.0000000,0.1073817,1.0198940,11.3350477,-0.8079371,0.7762303
4811,-12,-3.303080971150472,18.120115607536480,-12.9635124,-0.0019008,9.9173555,-0.1318057,-0.3223546,4.0000000,0.0971584,1.0203103,11.4505787,-0.7418676,0.7130551
4812,-12,-3.295624331150472,18.120115607536480,-12.9620953,-0.0033058,4.9586778,-0.1358722,-0.2903039,4.0000000,0.0834178,1.0206530,11.5467577,-0.6640255,0.6418795
4813,-12,-3.288167691150472,18.120115607536480,-12.9606571,-0.0045455,1.6528926,-0.1372890,-0.2580020,4.0000000,0.0678265,1.0209109,11.6178980,-0.5838305,0.5727208
4814,-12,-3.280711051150472,18.120115607536480,-12.9592009,0.0042975,43.8016510,-0.1334171,-0.2258779,4.0000000,0.0484452,1.0211090,11.6712418,-0.5002010,0.5009401
4815,-12,-3.273254411150472,18.120115607536480,-12.9577293,0.0029752,34.7107430,-0.1241861,-0.1963741,4.0000000,0.0274337,1.0212332,11.7045698,-0.4201818,0.4300589
4816,-12,-3.265797771150472,18.120115607536480,-12.9562483,0.0013223,25.6198349,-0.1099116,-0.1663933,4.0000000,0.0060220,1.0212939,11.7210674,-0.3388086,0.3544893
4817,-12,-3.258341131150472,18.120115607536480,-12.9547586,-0.0004959,16.5289249,-0.0947827,-0.1367296,4.0000000,-0.0121273,1.0213070,11.7265053,-0.2613319,0.2845530
4818,-12,-3.250884491150472,18.120115607536480,-12.9532652,-0.0021488,9.0909090,-0.0810507,-0.1052113,4.0000000,-0.0277374,1.0212569,11.7126169,-0.1826852,0.2230412
4819,-12,-3.243427851150471,18.120115607536480,-12.9517698,-0.0036364,3.3057852,-0.0679822,-0.0781329,4.0000000,-0.0379266,1.0211518,11.6839886,-0.1183391,0.1738369
4820,-12,-3.235971211150471,18.120115607536480,-12.9502754,-0.0048760,0.0000000,-0.0566776,-0.0568853,4.0000000,-0.0447806,1.0210122,11.6451273,-0.0689899,0.1371374
4821,-12,-3.228514571150471,18.120115607536480,-12.9487839,0.0041322,42.1487617,-0.0475708,-0.0383676,4.0000000,-0.0472704,1.0208504,11.6010046,-0.0294649,0.1097890
4822,-12,-3.221057931150471,18.120115607536480,-12.9472961,0.0027273,33.0578499,-0.0418102,-0.0227568,4.0000000,-0.0483722,1.0206610,11.5488577,0.0028587,0.0931031
4823,-12,-3.213601291150471,18.120115607536480,-12.9458141,0.0009091,23.9669418,-0.0379617,-0.0122404,4.0000000,-0.0467596,1.0204486,11.4901714,0.0222788,0.0830538
4824,-12,-3.206144651150471,18.120115607536480,-12.9443388,-0.0009091,14.8760328,-0.0376760,-0.0053248,4.0000000,-0.0449744,1.0202363,11.4317808,0.0343247,0.0818026
4825,-12,-3.198688011150471,18.120115607536480,-12.9428692,-0.0026446,6.6115704,-0.0396247,-0.0070607,4.0000000,-0.0428877,1.0200138,11.3667793,0.0287663,0.0860460
4826,-12,-3.191231371150471,18.120115607536480,-12.9414072,-0.0040496,1.6528926,-0.0454724,-0.0186089,4.0000000,-0.0426917,1.0198007,11.3059502,0.0054739,0.0999360
4827,-12,-3.183774731150471,18.120115607536480,-12.9399500,0.0048760,48.7603302,-0.0546051,-0.0411951,4.0000000,-0.0434216,1.0196241,11.2560558,-0.0389686,0.1253878
4828,-12,-3.176318091150471,18.120115607536480,-12.9384975,0.0039669,39.6694221,-0.0693529,-0.0721161,4.0000000,-0.0482798,1.0194948,11.2171555,-0.0959525,0.1720248
4829,-12,-3.168861451150471,18.120115607536480,-12.9370451,0.0023967,30.5785122,-0.0880045,-0.1123228,4.0000000,-0.0574912,1.0194422,11.2013111,-0.1671545,0.2435869
4830,-12,-3.161404811150471,18.120115607536480,-12.9355907,0.0005785,21.4876041,-0.1125208,-0.1507005,4.0000000,-0.0734604,1.0194732,11.2104397,-0.2279407,0.3392960
4831,-12,-3.153948171150471,18.120115607536480,-12.9341297,-0.0012397,12.3966942,-0.1414908,-0.1872071,4.0000000,-0.0980422,1.0195659,11.2352104,-0.2763720,0.4544992
