OID_,ClipsFinal_DEM_Large_S3_RegJ,X,Y,DEM_Large_S10_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
97,-12,-7.650302091150471,21.900632087536476,-12.6367874,0.0022314,22.3140488,-0.0372928,-0.4193032,5.0000000,-0.8675138,1.0116233,8.6931953,0.0289073,0.8330476
98,-12,-7.836718091150471,21.893175447536478,-12.6216297,-0.0033058,4.9586778,-0.0198344,0.1179492,4.0000000,0.1749593,1.0234039,12.2895565,0.0609391,0.1059875
99,-12,-7.829261451150471,21.893175447536478,-12.6226549,-0.0023140,8.2644625,-0.0137291,0.0460218,4.0000000,0.0671118,1.0236626,12.3539915,0.0249318,0.0396661
100,-12,-7.821804811150471,21.893175447536478,-12.6236897,-0.0013223,12.3966942,-0.0048898,-0.0233598,4.0000000,-0.0337535,1.0237536,12.3777523,-0.0129660,0.0131942
101,-12,-7.814348171150471,21.893175447536478,-12.6247272,-0.0003306,16.5289249,0.0063510,-0.0907557,4.0000000,-0.1278336,1.0236839,12.3597116,-0.0536779,0.0229520
102,-12,-7.806891531150471,21.893175447536478,-12.6257601,0.0006612,21.4876041,0.0191915,-0.1540567,4.0000000,-0.2162717,1.0234687,12.3040409,-0.0918417,0.0640807
103,-12,-7.799434891150471,21.893175447536478,-12.6267815,0.0016529,27.2727280,0.0344044,-0.2170838,4.0000000,-0.3017878,1.0231248,12.2142925,-0.1323798,0.1349902
104,-12,-7.791978251150471,21.893175447536478,-12.6277847,0.0025620,33.0578499,0.0505523,-0.2763389,4.0000000,-0.3827747,1.0226479,12.0884132,-0.1699031,0.2294908
105,-12,-7.784521611150471,21.893175447536478,-12.6287632,0.0034711,39.6694221,0.0663465,-0.3290232,4.0000000,-0.4567237,1.0220586,11.9329157,-0.2013227,0.3360337
106,-12,-7.777064971150471,21.893175447536478,-12.6297112,0.0044628,47.1074371,0.0821647,-0.3772368,4.0000000,-0.5259052,1.0213919,11.7542067,-0.2285684,0.4513953
107,-12,-7.769608331150471,21.893175447536478,-12.6306229,-0.0046281,0.8264463,0.0970230,-0.4228094,4.0000000,-0.5949076,1.0206560,11.5521240,-0.2507112,0.5787826
108,-12,-7.762151691150471,21.893175447536478,-12.6314945,-0.0038017,1.6528926,0.1089913,-0.4621998,4.0000000,-0.6600928,1.0198654,11.3326073,-0.2643069,0.7047076
109,-12,-7.754695051150471,21.893175447536478,-12.6323204,-0.0030579,3.3057852,0.1199218,-0.4968154,4.0000000,-0.7215779,1.0190501,11.1001768,-0.2720529,0.8247654
110,-12,-7.747238411150471,21.893175447536478,-12.6330976,-0.0023140,4.9586778,0.1275540,-0.5258821,4.0000000,-0.7801702,1.0182258,10.8593216,-0.2715940,0.9361570
111,-12,-7.739781771150471,21.893175447536478,-12.6338224,-0.0015702,7.4380164,0.1325607,-0.5491449,4.0000000,-0.8343258,1.0174015,10.6143122,-0.2639640,1.0320456
112,-12,-7.732325131150471,21.893175447536478,-12.6344910,-0.0008264,9.9173555,0.1348961,-0.5665643,4.0000000,-0.8829208,1.0166016,10.3713932,-0.2502078,1.1089909
113,-12,-7.724868491150471,21.893175447536478,-12.6351023,-0.0001653,12.3966942,0.1362263,-0.5816396,4.0000000,-0.9304050,1.0158424,10.1337624,-0.2328743,1.1785836
114,-12,-7.717411851150471,21.893175447536478,-12.6356544,0.0004132,14.8760328,0.1327322,-0.5893908,4.0000000,-0.9691971,1.0151294,9.9042654,-0.2095845,1.2226750
115,-12,-7.709955211150471,21.893175447536478,-12.6361456,0.0009917,17.3553715,0.1263184,-0.5904986,4.0000000,-0.9975539,1.0144709,9.6893225,-0.1834433,1.2393962
116,-12,-7.702498571150471,21.893175447536478,-12.6365757,0.0015702,20.6611576,0.1157203,-0.5858648,4.0000000,-1.0164576,1.0138799,9.4924164,-0.1552720,1.2360615
117,-12,-7.695041931150471,21.893175447536478,-12.6369448,0.0020661,23.9669418,0.1044734,-0.5785747,4.0000000,-1.0284986,1.0133604,9.3133411,-0.1286508,1.2211926
118,-12,-7.687585291150471,21.893175447536478,-12.6372528,0.0024793,26.4462814,0.0888346,-0.5650331,4.0000000,-1.0287057,1.0129086,9.1565218,-0.1013605,1.1859157
119,-12,-7.680128651150471,21.893175447536478,-12.6375017,0.0028099,28.9256191,0.0722328,-0.5471551,4.0000000,-1.0173424,1.0125256,9.0222311,-0.0769679,1.1340903
120,-12,-7.672672011150471,21.893175447536478,-12.6376915,0.0030579,30.5785122,0.0542742,-0.5249401,4.0000000,-0.9943656,1.0122111,8.9090586,-0.0555145,1.0685645
121,-12,-7.665215371150471,21.893175447536478,-12.6378241,0.0031405,31.4049587,0.0374137,-0.4984106,4.0000000,-0.9575014,1.0119609,8.8174324,-0.0393199,0.9866719
122,-12,-7.657758731150471,21.893175447536478,-12.6379023,0.0031405,31.4049587,0.0188797,-0.4696496,4.0000000,-0.9149504,1.0117685,8.7475224,-0.0243489,0.9057425
123,-12,-7.650302091150471,21.893175447536478,-12.6379280,0.0031405,31.4049587,0.0013896,-0.4391724,5.0000000,-0.8657984,1.0116276,8.6966734,-0.0125463,0.8234680
124,-12,-7.642845451150471,21.893175447536478,-12.6379032,0.0031405,31.4049587,-0.0145879,-0.4072309,4.0000000,-0.8108648,1.0115339,8.6622381,-0.0035970,0.7410199
125,-12,-7.844174731150471,21.885718807536477,-12.6218843,-0.0030579,5.7851238,-0.0444606,0.1485955,4.0000000,0.2333260,1.0229194,12.1638775,0.0638650,0.1966676
126,-12,-7.836718091150471,21.885718807536477,-12.6228933,-0.0020661,9.0909090,-0.0342297,0.0763948,4.0000000,0.1211132,1.0232949,12.2603302,0.0316765,0.1013894
127,-12,-7.829261451150471,21.885718807536477,-12.6239185,-0.0010744,13.2231407,-0.0210558,0.0063067,4.0000000,0.0166275,1.0235069,12.3148699,-0.0040141,0.0464095
128,-12,-7.821804811150471,21.885718807536477,-12.6249523,-0.0000826,18.1818180,-0.0055401,-0.0608040,4.0000000,-0.0801099,1.0235606,12.3278818,-0.0414980,0.0286491
129,-12,-7.814348171150471,21.885718807536477,-12.6259871,0.0009091,23.1404953,0.0121135,-0.1264270,4.0000000,-0.1702123,1.0234591,12.3017664,-0.0826416,0.0447461
130,-12,-7.806891531150471,21.885718807536477,-12.6270161,0.0019008,28.9256191,0.0313393,-0.1891436,4.0000000,-0.2556219,1.0232209,12.2397928,-0.1226653,0.0908000
131,-12,-7.799434891150471,21.885718807536477,-12.6280336,0.0028926,35.5371895,0.0519047,-0.2496974,4.0000000,-0.3376349,1.0228500,12.1423225,-0.1617600,0.1638862
132,-12,-7.791978251150471,21.885718807536477,-12.6290321,0.0038017,42.1487617,0.0730555,-0.3065106,4.0000000,-0.4139663,1.0223478,12.0099163,-0.1990549,0.2575433
133,-12,-7.784521611150471,21.885718807536477,-12.6300049,-0.0052893,0.8264463,0.0943117,-0.3588544,4.0000000,-0.4854757,1.0217475,11.8500786,-0.2322331,0.3646936
134,-12,-7.777064971150471,21.885718807536477,-12.6309471,-0.0042975,1.6528926,0.1137570,-0.4055529,4.0000000,-0.5509458,1.0210749,11.6674652,-0.2601599,0.4789266
135,-12,-7.769608331150471,21.885718807536477,-12.6318541,-0.0033884,3.3057852,0.1331898,-0.4503161,4.0000000,-0.6163076,1.0203356,11.4639015,-0.2843247,0.6039592
136,-12,-7.762151691150471,21.885718807536477,-12.6327190,-0.0025620,4.9586778,0.1512217,-0.4907637,4.0000000,-0.6801363,1.0195502,11.2433796,-0.3013911,0.7302468
137,-12,-7.754695051150471,21.885718807536477,-12.6335392,-0.0017355,7.4380164,0.1666427,-0.5250210,4.0000000,-0.7385085,1.0187409,11.0104504,-0.3115334,0.8470795
138,-12,-7.747238411150471,21.885718807536477,-12.6343098,-0.0009917,9.9173555,0.1788755,-0.5541890,4.0000000,-0.7944141,1.0179194,10.7700949,-0.3139639,0.9557258
139,-12,-7.739781771150471,21.885718807536477,-12.6350279,-0.0002479,13.2231407,0.1876991,-0.5773132,4.0000000,-0.8452596,1.0171058,10.5256538,-0.3093669,1.0480137
140,-12,-7.732325131150471,21.885718807536477,-12.6356907,0.0004959,16.5289249,0.1931608,-0.5955286,4.0000000,-0.8915193,1.0163218,10.2838478,-0.2995379,1.1262467
141,-12,-7.724868491150471,21.885718807536477,-12.6362963,0.0011570,19.8347111,0.1942977,-0.6092272,4.0000000,-0.9357520,1.0155784,10.0493488,-0.2827023,1.1926242
142,-12,-7.717411851150471,21.885718807536477,-12.6368427,0.0017355,23.1404953,0.1899309,-0.6158223,4.0000000,-0.9718769,1.0148777,9.8227243,-0.2597678,1.2342355
143,-12,-7.709955211150471,21.885718807536477,-12.6373281,0.0023140,26.4462814,0.1822834,-0.6155304,4.0000000,-0.9967526,1.0142361,9.6112051,-0.2343082,1.2464253
144,-12,-7.702498571150471,21.885718807536477,-12.6377525,0.0028099,29.7520657,0.1722495,-0.6116092,4.0000000,-1.0154454,1.0136671,9.4193306,-0.2077730,1.2447736
145,-12,-7.695041931150471,21.885718807536477,-12.6381168,0.0032231,33.0578499,0.1584570,-0.6026360,4.0000000,-1.0249572,1.0131675,9.2466249,-0.1803149,1.2252229
146,-12,-7.687585291150471,21.885718807536477,-12.6384192,0.0035537,35.5371895,0.1423332,-0.5890732,4.0000000,-1.0244970,1.0127387,9.0963974,-0.1536493,1.1883401
147,-12,-7.680128651150471,21.885718807536477,-12.6386623,0.0038017,38.0165291,0.1249709,-0.5714055,4.0000000,-1.0131595,1.0123796,8.9686918,-0.1296515,1.1357701
